experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_eval_loss,perf_eval_samples_per_second,perf_f1,perf_final_training_loss,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_error,perf_top10_accuracy,perf_top1_accuracy,perf_top20_accuracy,perf_top5_accuracy,perf_train_error,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
examples_mnist_rnn_022,2025-12-30T21:27:44.569764,examples,mnist_rnn,True,149.9608290195465,0,,96,,8,,0.0063327758895018365,,7945,,,,,,,,,,,,,44.0,,,,,,,6654.48,542.52,7197.0,11.834755244755248,81.0,3.8,1692.3700000000006,45.23076923076923,51.0,0.0,0.0
examples_mnist_rnn_023,2025-12-30T21:30:10.886896,examples,mnist_rnn,True,143.28203535079956,0,,120,,8,,0.008298335541499308,,9711,,,,,,,,,,,,,40.0,,,,,,,6325.26,520.32,6845.58,11.492481751824817,78.5,3.79,1574.47,42.4014598540146,47.0,0.0,0.0
examples_mnist_rnn_024,2025-12-30T21:32:22.767912,examples,mnist_rnn,True,128.8446991443634,0,,106,,7,,0.010972612230362675,,4858,,,,,,,,,,,,,48.0,,,,,,,5707.57,464.53,6172.1,12.533089430894314,78.59,3.92,1541.5700000000006,40.99186991869919,45.0,0.0,0.0
examples_mnist_rnn_025,2025-12-30T21:37:14.535295,examples,mnist_rnn,True,288.72759461402893,0,,61,,14,,0.005421605917748402,,3011,,,,,,,,,,,,,43.0,,,,,,,13190.08,1040.15,14230.23,8.103956834532372,77.63,4.23,2252.8999999999996,38.66546762589928,44.0,0.0,0.0
examples_mnist_rnn_026_parallel,2025-12-30T21:40:47.034873,examples,mnist_rnn,True,119.46085786819458,0,,86,,6,,0.00808801608750949,,2856,,,,,,,,,,,,,48.0,,,,,,,5710.15,435.8,6145.95,145.2402586206897,164.14,106.21,16847.870000000006,61.327586206896555,67.0,38.48275862068966,46.0
examples_mnist_rnn_027_parallel,2025-12-30T21:44:52.283595,examples,mnist_rnn,True,152.20689392089844,0,,38,,6,,0.00519140058448407,,6309,,,,,,,,,,,,,45.0,,,,,,,7512.84,540.85,8053.69,147.73142857142855,168.26,116.35,21716.519999999997,67.35374149659864,69.0,37.87755102040816,46.0
examples_mnist_rnn_028_parallel,2025-12-30T21:51:17.135014,examples,mnist_rnn,True,291.6760926246643,0,,88,,15,,0.00578235793300407,,5587,,,,,,,,,,,,,42.0,,,,,,,14117.64,1066.26,15183.9,159.03296819787985,170.54,121.79,45006.329999999994,70.58303886925795,73.0,38.41696113074205,45.0
examples_mnist_rnn_029_parallel,2025-12-30T21:57:27.232144,examples,mnist_rnn,True,277.04946637153625,0,,79,,14,,0.00900173839958993,,3256,,,,,,,,,,,,,49.0,,,,,,,13430.94,1000.69,14431.63,158.06828996282516,170.72,128.99,42520.369999999966,71.60594795539033,73.0,38.27509293680298,45.0
examples_mnist_rnn_030_parallel,2025-12-30T22:02:32.124394,examples,mnist_rnn,True,211.84826612472534,0,,33,,8,,0.01867503983269392,,2418,,,,,,,,,,,,,70.0,,,,,,,10579.77,755.96,11335.73,149.09239024390237,172.35,117.65,30563.939999999984,70.85365853658537,72.0,37.71219512195122,45.0
examples_siamese_031,2025-12-30T22:06:31.113853,examples,siamese,True,175.94413208961487,0,,103,,15,,0.01334744012756825,,7113,,,,,,,,,,,,,98.0,,,,,,,7814.36,626.51,8440.87,189.9507100591715,199.98,75.96,32101.669999999984,74.30177514792899,77.0,50.83431952662722,56.0
examples_siamese_032,2025-12-30T22:11:40.355729,examples,siamese,True,306.20091438293457,0,,52,,14,,0.014706585656873552,,4240,,,,,,,,,,,,,99.0,,,,,,,13139.05,1070.46,14209.51,188.83993243243242,198.98,80.25,55896.619999999995,76.85810810810811,78.0,47.645270270270274,55.0
examples_siamese_033,2025-12-30T22:21:06.685821,examples,siamese,True,563.2646639347076,0,,21,,11,,0.007767660255657362,,2611,,,,,,,,,,,,,98.0,,,,,,,22800.82,1891.75,24692.57,171.37721611721585,174.88,82.25,93571.95999999986,75.62820512820512,76.0,41.73076923076923,44.0
examples_siamese_034,2025-12-30T22:24:11.743793,examples,siamese,True,182.02034091949463,0,,37,,6,,0.017561600010809045,,2123,,,,,,,,,,,,,99.0,,,,,,,7335.72,608.89,7944.61,181.97777142857146,187.51,80.95,31846.110000000004,76.8,78.0,45.25142857142857,49.0
examples_siamese_035,2025-12-30T22:29:11.351554,examples,siamese,True,296.5670781135559,0,,22,,6,,0.017191239891141886,,8508,,,,,,,,,,,,,99.0,,,,,,,12031.31,997.48,13028.79,175.13010489510484,179.16,81.58,50087.209999999985,76.58391608391608,77.0,42.38111888111888,46.0
examples_siamese_036_parallel,2025-12-30T22:32:35.308627,examples,siamese,True,110.91524887084961,0,,89,,8,,0.007670452650413618,,2380,,,,,,,,,,,,,95.0,,,,,,,5017.74,383.63,5401.37,198.3323364485982,211.31,88.65,21221.56000000001,76.11214953271028,79.0,66.59813084112149,78.0
examples_siamese_037_parallel,2025-12-30T22:46:27.978677,examples,siamese,True,739.5975816249847,0,,20,,13,,0.013389196116693423,,9568,,,,,,,,,,,,,99.0,,,,,,,33534.17,2530.26,36064.43,186.01593880389436,193.73,89.27,133745.46000000005,76.99304589707927,78.0,61.31432545201669,71.0
examples_siamese_038_parallel,2025-12-30T22:52:15.188843,examples,siamese,True,254.06731009483337,0,,71,,15,,0.01113749505781705,,685,,,,,,,,,,,,,98.0,,,,,,,11557.43,872.49,12429.92,198.57105263157894,212.03,89.39,49047.049999999996,77.68016194331983,80.0,66.46963562753037,76.0
examples_siamese_039_parallel,2025-12-30T22:56:18.915115,examples,siamese,True,150.6837239265442,0,,125,,15,,0.011297890890530892,,9862,,,,,,,,,,,,,96.0,,,,,,,6909.45,515.59,7425.04,210.59000000000003,227.24,88.87,30746.140000000007,77.89041095890411,81.0,70.91780821917808,81.0
examples_siamese_040_parallel,2025-12-30T23:02:40.228340,examples,siamese,True,288.2686812877655,0,,53,,13,,0.013720489727950924,,6659,,,,,,,,,,,,,98.0,,,,,,,13185.47,989.96,14175.43,200.85467857142868,213.8,89.17,56239.31000000003,77.89642857142857,80.0,67.275,78.0
pytorch_resnet_cifar10_resnet20_041,2025-12-30T23:34:59.929843,pytorch_resnet_cifar10,resnet20,True,1876.6504802703857,0,,,,297,,0.09888270882503607,,1467,2.0632053540357726e-05,,90.84,,,,,,,,,,90.84,,,,,,,93697.47,6603.72,100301.19,225.94957458563547,253.14,76.31,408968.7300000002,80.67016574585635,83.0,54.145856353591164,72.0
pytorch_resnet_cifar10_resnet20_042,2025-12-30T23:53:07.239194,pytorch_resnet_cifar10,resnet20,True,1084.2347404956818,0,,,,174,,0.05819004814016975,,475,0.0005287122168060421,,92.49,,,,,,,,,,92.47,,,,,,,54771.71,3835.69,58607.4,224.16428163653634,247.14,82.14,235596.6599999997,81.3510941960038,83.0,55.163653663177925,71.0
pytorch_resnet_cifar10_resnet20_043,2025-12-31T00:19:52.358849,pytorch_resnet_cifar10,resnet20,True,1602.0406455993652,0,,,,258,,0.07257694657558382,,7029,4.662605411914375e-05,,90.54,,,,,,,,,,90.51,,,,,,,81789.33,5717.96,87507.29,223.8457556270093,249.67,83.01,348080.1499999995,82.08231511254019,84.0,55.05594855305466,72.0
pytorch_resnet_cifar10_resnet20_044,2025-12-31T00:44:23.747766,pytorch_resnet_cifar10,resnet20,True,1468.3369345664978,0,,,,232,,0.0824881357114582,,9042,2.246738829107202e-05,,90.77,,,,,,,,,,90.77,,,,,,,75805.42,5226.55,81031.97,215.41653089887666,244.4,83.56,306753.14000000036,82.50280898876404,84.0,54.643960674157306,74.0
pytorch_resnet_cifar10_resnet20_045,2025-12-31T01:13:46.517609,pytorch_resnet_cifar10,resnet20,True,1759.708713054657,0,,,,275,,0.051535897332802165,,5793,0.0001990643629058065,,92.01,,,,,,,,,,92.0,,,,,,,91790.43,6360.85,98151.28,213.89693028705352,242.82,83.77,365122.06000000035,82.56473345049795,84.0,54.00527240773287,72.0
pytorch_resnet_cifar10_resnet20_046_parallel,2025-12-31T01:40:50.031269,pytorch_resnet_cifar10,resnet20,True,1530.4646003246307,0,,,,213,,0.06476688526385246,,4708,0.000659885846526269,,92.29,,,,,,,,,,92.28,,,,,,,83599.49,5654.96,89254.45,215.82103703703714,245.3,92.31,320494.24000000017,82.54276094276095,84.0,64.34545454545454,88.0
pytorch_resnet_cifar10_resnet20_047_parallel,2025-12-31T02:00:45.120133,pytorch_resnet_cifar10,resnet20,True,1102.0343878269196,0,,,,153,,0.12816039040912347,,9992,0.0004711888043040463,,92.32,,,,,,,,,,92.31,,,,,,,60690.83,4099.32,64790.15,216.85744621141276,246.2,91.74,231820.61000000025,82.59401309635173,84.0,63.950420954162766,87.0
pytorch_resnet_cifar10_resnet20_048_parallel,2025-12-31T02:21:13.333553,pytorch_resnet_cifar10,resnet20,True,1135.1668214797974,0,,,,156,,0.050533642110852546,,2705,4.674257413692909e-05,,90.82,,,,,,,,,,90.82,,,,,,,63017.96,4318.2,67336.16,214.8670390554041,247.52,92.13,236568.6099999999,82.45776566757493,84.0,63.3496821071753,86.0
pytorch_resnet_cifar10_resnet20_049_parallel,2025-12-31T02:49:03.336438,pytorch_resnet_cifar10,resnet20,True,1576.9449481964111,0,,,,214,,0.09583684982535211,,3821,0.00017335518555665913,,92.14,,,,,,,,,,92.15,,,,,,,88637.45,6089.76,94727.21,215.35421844342707,245.92,91.89,329276.6,82.64486592544147,84.0,62.20470896010465,86.0
pytorch_resnet_cifar10_resnet20_050_parallel,2025-12-31T03:25:54.269520,pytorch_resnet_cifar10,resnet20,True,2117.8777158260345,0,,,,282,,0.11160240705231234,,8189,0.00022868440073518562,,92.41,,,,,,,,,,92.42,,,,,,,121574.58,8265.16,129839.74,211.77370857699842,240.77,92.26,434559.6500000007,82.51267056530214,84.0,61.13304093567251,89.0
Person_reID_baseline_pytorch_densenet121_051,2025-12-31T04:51:12.102600,Person_reID_baseline_pytorch,densenet121,True,5054.208633422852,0,,,0.43222606920372764,88,,0.033328547449441914,,3,,,,,,,,0.743455,,0.900534,0.961698,,,,,,,,,181173.65,16329.11,197502.76,202.4565757328993,289.18,10.01,994466.7000000014,78.23513843648209,85.0,85.39800488599349,99.0
Person_reID_baseline_pytorch_densenet121_052,2025-12-31T05:36:15.048603,Person_reID_baseline_pytorch,densenet121,True,2699.598678588867,0,,,0.30226154863139965,46,,0.036597237878597505,,8394,,,,,,,,0.726063,,0.894299,0.95962,,,,,,,,,96906.18,8691.19,105597.37,203.7117003431188,288.35,14.12,534335.7900000006,78.13915364086924,84.0,85.2089210827297,100.0
Person_reID_baseline_pytorch_densenet121_053,2025-12-31T06:17:21.614622,Person_reID_baseline_pytorch,densenet121,True,2463.199958086014,0,,,0.37405661014229585,42,,0.0643887594884586,,9288,,,,,,,,0.724662,,0.893409,0.962886,,,,,,,,,88283.11,7851.34,96134.45,203.94562891767708,289.26,15.16,488041.89000000124,78.16757208524864,85.0,84.83911408274133,100.0
Person_reID_baseline_pytorch_densenet121_054,2025-12-31T07:17:26.604283,Person_reID_baseline_pytorch,densenet121,True,3601.544077396393,0,,,0.568886060444693,63,,0.040828852595934814,,6047,,,,,,,,0.744621,,0.898456,0.959026,,,,,,,,,118535.31,9806.49,128341.8,203.16820154153675,291.76,13.17,711698.2100000032,77.7813302883243,84.0,87.4730231230374,99.0
Person_reID_baseline_pytorch_densenet121_055,2025-12-31T08:16:57.574050,Person_reID_baseline_pytorch,densenet121,True,3567.5358197689056,0,,,0.3062766209113144,65,,0.07009076982668544,,2386,,,,,,,,0.752744,,0.902019,0.96348,,,,,,,,,117092.32,9661.54,126753.86,216.2097838616719,291.63,9.51,750247.9500000015,77.88559077809798,84.0,85.19048991354467,99.0
Person_reID_baseline_pytorch_densenet121_056_parallel,2025-12-31T09:05:39.369870,Person_reID_baseline_pytorch,densenet121,True,2828.377569913864,0,,,0.5732519069027695,45,,0.04881914040583115,,6443,,,,,,,,0.721362,,0.888361,0.960214,,,,,,,,,109923.6,7746.22,117669.82,228.82841742286794,294.7,90.17,630422.2900000012,78.6595281306715,84.0,89.7415607985481,99.0
Person_reID_baseline_pytorch_densenet121_057_parallel,2025-12-31T10:16:13.381286,Person_reID_baseline_pytorch,densenet121,True,4140.437429666519,0,,,0.4288092957039543,67,,0.04304046022223608,,6746,,,,,,,,0.728877,,0.88747,0.962886,,,,,,,,,160756.76,11325.63,172082.39,229.76259424603168,293.72,19.05,926402.7799999998,78.92137896825396,84.0,90.12549603174604,99.0
Person_reID_baseline_pytorch_densenet121_058_parallel,2025-12-31T11:16:05.351863,Person_reID_baseline_pytorch,densenet121,True,3498.497568130493,0,,,0.4316601731819103,56,,0.03128662265259301,,5748,,,,,,,,0.73851,,0.896378,0.95962,,,,,,,,,135976.8,9652.4,145629.2,227.7272212441317,293.32,89.84,776094.3700000008,78.70892018779342,84.0,90.14025821596245,99.0
Person_reID_baseline_pytorch_densenet121_059_parallel,2025-12-31T12:15:52.296058,Person_reID_baseline_pytorch,densenet121,True,3493.3982622623444,0,,,0.3914608125646482,56,,0.04514270629874335,,54,,,,,,,,0.741163,,0.897565,0.959323,,,,,,,,,135492.88,9574.01,145066.89,228.5940317367024,294.86,88.82,777905.4899999982,78.70290919776667,84.0,89.70202762268586,99.0
Person_reID_baseline_pytorch_densenet121_060_parallel,2025-12-31T13:19:04.260967,Person_reID_baseline_pytorch,densenet121,True,3698.4511642456055,0,,,0.5270568678927156,59,,0.032385669949415066,,582,,,,,,,,0.7243,,0.892815,0.955166,,,,,,,,,143847.3,10207.74,154055.04,227.30853692393097,293.88,89.89,818765.3499999994,78.53747917823432,84.0,90.33259300388673,100.0
Person_reID_baseline_pytorch_hrnet18_061,2025-12-31T14:23:38.930851,Person_reID_baseline_pytorch,hrnet18,True,3811.2099797725677,0,,,0.5513233393196361,53,,0.061457680741131684,,6585,,,,,,,,0.610067,,0.834323,0.936461,,,,,,,,,120827.53,9919.06,130746.59,238.41554356622626,255.68,14.82,883806.4200000007,82.21931480981927,84.0,66.94254113838683,79.0
Person_reID_baseline_pytorch_hrnet18_062,2025-12-31T15:33:15.106609,Person_reID_baseline_pytorch,hrnet18,True,4172.616622924805,0,,,0.5195976616185731,58,,0.06822658665879268,,1606,,,,,,,,0.692938,,0.875,0.953979,,,,,,,,,132185.61,10982.7,143168.31,235.52923872875104,259.58,13.4,956013.1800000005,82.48928307464892,84.0,67.40872135994087,81.0
Person_reID_baseline_pytorch_hrnet18_063,2025-12-31T16:50:52.317517,Person_reID_baseline_pytorch,hrnet18,True,4653.660094976425,0,,,0.37470653854069935,65,,0.041037717205604195,,8784,,,,,,,,0.77334,,0.913895,0.965855,,,,,,,,,147122.55,12326.99,159449.54,235.3303997349824,259.68,14.59,1065576.0500000003,82.50110424028269,84.0,67.7946113074205,81.0
Person_reID_baseline_pytorch_hrnet18_064,2025-12-31T17:34:44.691407,Person_reID_baseline_pytorch,hrnet18,True,2629.045204639435,0,,,0.3064062737224819,36,,0.02542402753839375,,1328,,,,,,,,0.763533,,0.905582,0.962292,,,,,,,,,83396.77,6902.78,90299.55,235.8776751467713,257.64,14.5,602667.4600000007,82.4187866927593,84.0,66.906457925636,79.0
Person_reID_baseline_pytorch_hrnet18_065,2025-12-31T18:24:19.289176,Person_reID_baseline_pytorch,hrnet18,True,2971.2317135334015,0,,,0.4259578399093254,41,,0.05200035173571835,,1329,,,,,,,,0.746462,,0.904988,0.966746,,,,,,,,,94001.88,7910.01,101911.89,236.07808930425756,258.02,13.68,682029.6000000001,82.44894427137417,84.0,67.05019037729318,79.0
Person_reID_baseline_pytorch_hrnet18_066_parallel,2025-12-31T20:22:59.569905,Person_reID_baseline_pytorch,hrnet18,True,7026.41681599617,0,,,0.5185545334284049,90,,0.06218774471573114,,3023,,,,,,,,0.663715,,0.857779,0.944181,,,,,,,,,266667.07,19074.08,285741.15,238.0940899795513,271.93,89.74,1629992.1400000083,82.46684195150453,84.0,80.51519135261466,91.0
Person_reID_baseline_pytorch_hrnet18_067_parallel,2025-12-31T22:19:25.525080,Person_reID_baseline_pytorch,hrnet18,True,6892.140219926834,0,,,0.5543402585499866,88,,0.053779838031994244,,2045,,,,,,,,0.720523,,0.894299,0.960808,,,,,,,,,261523.15,18626.04,280149.19,237.26523901712596,274.91,89.58,1593236.0800000008,82.29664929262844,84.0,80.51481757259866,91.0
Person_reID_baseline_pytorch_hrnet18_068_parallel,2025-12-31T23:31:52.850905,Person_reID_baseline_pytorch,hrnet18,True,4253.82447886467,0,,,0.5417129441573907,54,,0.02758434178074211,,3543,,,,,,,,0.777079,,0.913599,0.966746,,,,,,,,,161296.61,11407.15,172703.76,238.61423503860968,272.68,89.45,988817.3899999985,82.15612934362935,84.0,80.12982625482626,90.0
Person_reID_baseline_pytorch_hrnet18_069_parallel,2026-01-01T01:05:06.762047,Person_reID_baseline_pytorch,hrnet18,True,5500.246776819229,0,,,0.5527135179229264,70,,0.028321025936162165,,960,,,,,,,,0.763398,,0.908551,0.961995,,,,,,,,,208103.49,15000.55,223104.04,238.74667848479197,269.08,90.86,1279443.4500000002,82.08303788020153,84.0,80.17279343161037,90.0
Person_reID_baseline_pytorch_hrnet18_070_parallel,2026-01-01T02:47:13.918285,Person_reID_baseline_pytorch,hrnet18,True,6033.435388803482,0,,,0.5264574190043114,77,,0.04284111072012094,,6669,,,,,,,,0.7555,,0.903504,0.965261,,,,,,,,,228769.83,16146.46,244916.29,238.8564562776459,271.83,89.47,1403998.2500000026,82.14426675740047,84.0,80.32068730860837,90.0
Person_reID_baseline_pytorch_pcb_071,2026-01-01T04:16:43.752190,Person_reID_baseline_pytorch,pcb,True,5306.358758449554,0,,,0.5002766114221849,74,,0.05336569178972389,,2409,,,,,,,,0.771823,,0.925178,0.968824,,,,,,,,,177060.64,13955.52,191016.16,232.01028671057696,317.92,14.22,1197637.0999999982,79.75803951956605,84.0,97.0350639287098,100.0
Person_reID_baseline_pytorch_pcb_072,2026-01-01T05:41:35.101609,Person_reID_baseline_pytorch,pcb,True,5087.89219212532,0,,,0.4600276508201041,71,,0.0536744567942137,,4350,,,,,,,,0.778142,,0.928444,0.970606,,,,,,,,,169700.8,13471.52,183172.32,233.20734141414124,316.65,11.22,1154376.3399999992,79.75636363636363,84.0,96.99373737373737,100.0
Person_reID_baseline_pytorch_pcb_073,2026-01-01T07:24:52.908474,Person_reID_baseline_pytorch,pcb,True,6194.257816791534,0,,,0.5245543529492258,87,,0.03282046893068321,,3851,,,,,,,,0.768541,,0.925178,0.971496,,,,,,,,,206547.13,16464.64,223011.77,235.02199734572068,318.15,14.11,1416712.6000000043,79.86114797611148,84.0,97.28500331785003,100.0
Person_reID_baseline_pytorch_pcb_074,2026-01-01T08:14:57.085327,Person_reID_baseline_pytorch,pcb,True,3000.893898010254,0,,,0.43217901249393675,41,,0.06202954876231379,,4158,,,,,,,,0.777609,,0.932304,0.975059,,,,,,,,,100340.07,8002.05,108342.12,233.8841358024691,318.35,13.13,682006.1399999999,79.51063100137175,84.0,96.1755829903978,100.0
Person_reID_baseline_pytorch_pcb_075,2026-01-01T09:31:29.373791,Person_reID_baseline_pytorch,pcb,True,4588.872319936752,0,,,0.3994739920241816,64,,0.05131247289904288,,2972,,,,,,,,0.778621,,0.925772,0.972981,,,,,,,,,153572.46,12101.87,165674.33,234.93984539547353,318.35,12.27,1048536.5299999984,79.73425946672641,84.0,96.99955187093883,100.0
Person_reID_baseline_pytorch_pcb_076_parallel,2026-01-01T10:54:19.560401,Person_reID_baseline_pytorch,pcb,True,4876.776543140411,0,,,0.3449725541955811,57,,0.05522095458527158,,6096,,,,,,,,0.77592,,0.92785,0.971496,,,,,,,,,192382.03,13061.39,205443.42,237.6318901283936,312.95,89.88,1128989.109999998,80.48768680277836,84.0,97.47589981056619,100.0
