experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_eval_loss,perf_eval_samples_per_second,perf_f1,perf_final_training_loss,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_error,perf_top10_accuracy,perf_top1_accuracy,perf_top20_accuracy,perf_top5_accuracy,perf_train_error,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
Person_reID_baseline_pytorch_pcb_077_parallel,2026-01-01T12:39:33.351758,Person_reID_baseline_pytorch,pcb,True,6220.276918888092,0,,,0.3122851261078569,73,,0.025299283198224554,,9226,,,,,,,,0.775648,,0.923397,0.970012,,,,,,,,,245951.12,16617.47,262568.59,236.11865181518198,310.17,90.32,1430879.0300000028,80.65214521452145,85.0,97.68201320132013,100.0
Person_reID_baseline_pytorch_pcb_078_parallel,2026-01-01T14:41:18.273314,Person_reID_baseline_pytorch,pcb,True,7211.330106496811,0,,,0.5723767475737533,85,,0.0455910883949992,,256,,,,,,,,0.768296,,0.915083,0.965855,,,,,,,,,284188.81,19310.65,303499.46,236.9762804270454,310.81,91.21,1664758.3699999938,80.64540925266904,85.0,97.81338078291814,100.0
Person_reID_baseline_pytorch_pcb_079_parallel,2026-01-01T15:40:50.760917,Person_reID_baseline_pytorch,pcb,True,3479.1839032173157,0,,,0.3455821615889406,40,,0.028655972831043732,,2169,,,,,,,,0.776104,,0.929335,0.97595,,,,,,,,,137561.24,9431.42,146992.66,236.08490115078163,310.72,90.66,800091.7299999989,80.46296842726468,85.0,96.87046326349956,100.0
Person_reID_baseline_pytorch_pcb_080_parallel,2026-01-01T17:14:47.053303,Person_reID_baseline_pytorch,pcb,True,5542.8146460056305,0,,,0.3586381492570928,65,,0.026311175189235248,,2389,,,,,,,,0.778914,,0.926069,0.973278,,,,,,,,,219114.81,14828.34,233943.15,236.87730185185228,312.16,89.24,1279137.4300000023,80.84444444444445,84.0,97.57055555555556,100.0
MRT-OAST_default_081,2026-01-01T17:27:19.021846,MRT-OAST,default,True,688.8856620788574,0,,,0.08614301354672439,5,,0.00010219544389142391,,7501,0.00033559126685859283,0.8274,,,,0.791092,,,0.9534,,,0.6764,,,,,,,,20182.79,1563.32,21746.11,230.3381089258697,316.77,75.53,152253.48999999987,78.47655068078669,84.0,89.42813918305598,97.0
MRT-OAST_default_082,2026-01-01T17:53:34.289854,MRT-OAST,default,True,1572.1282908916473,0,,,0.16011957338541982,12,,0.00012034988695313082,,5232,2.9337085693425406e-05,0.9422,,,,0.936831,,,0.9931,,,0.8868,,,,,,,,46630.92,3577.47,50208.39,234.4918491803279,318.01,79.71,357600.07000000007,79.71081967213115,84.0,92.95606557377049,98.0
MRT-OAST_default_083,2026-01-01T18:26:13.625861,MRT-OAST,default,True,1956.1214337348938,0,,,0.006613738891105658,15,,9.7647007156234e-05,,2478,3.291069562176152e-05,0.9972,,,,0.997095,,,1.0,,,0.9942,,,,,,,,58085.16,4444.19,62529.35,233.86621578947376,316.14,79.69,444345.8100000001,79.71526315789474,84.0,93.16315789473684,100.0
MRT-OAST_default_084,2026-01-01T18:37:24.276212,MRT-OAST,default,True,667.5713143348694,0,,,0.20801915632872828,5,,6.776192453088123e-05,,1876,0.0002489014168455886,0.7706,,,,0.70555,,,0.9309,,,0.5682,,,,,,,,19854.83,1518.35,21373.18,233.41572981366465,314.81,80.76,150319.73000000004,79.49844720496894,84.0,91.70031055900621,100.0
MRT-OAST_default_085,2026-01-01T19:01:27.091876,MRT-OAST,default,True,1439.685938835144,0,,,0.0984192711444139,11,,6.283189411127958e-05,,4676,0.0005385526875436563,0.874,,,,0.852321,,,0.9833,,,0.7525,,,,,,,,42786.07,3287.92,46073.99,234.35600286532946,318.22,81.21,327160.9799999999,79.68767908309455,84.0,92.96704871060172,97.0
MRT-OAST_default_086_parallel,2026-01-01T19:24:01.752919,MRT-OAST,default,True,1261.5431909561157,0,,,0.05684527887731354,8,,0.000132579257502052,,312,1.6415233709357203e-05,0.9446,,,,0.939822,,,0.9895,,,0.895,,,,,,,,46156.33,3021.05,49177.38,236.4789585028478,315.29,90.72,290632.63999999996,79.95199349064279,84.0,94.31895850284785,100.0
MRT-OAST_default_087_parallel,2026-01-01T20:02:16.040809,MRT-OAST,default,True,2201.117737054825,0,,,0.15757477038045195,14,,5.2006121839227736e-05,,6922,1.033764184253009e-05,0.8674,,,,0.843151,,,0.9846,,,0.7376,,,,,,,,80445.35,5353.94,85799.29,236.06206993006973,315.28,88.97,506353.13999999955,80.21911421911422,85.0,94.57109557109557,100.0
MRT-OAST_default_088_parallel,2026-01-01T20:27:30.228074,MRT-OAST,default,True,1421.0628116130829,0,,,0.0404528350347527,9,,6.515155866321015e-05,,4067,0.000200422989637444,0.8902,,,,0.873706,,,0.984,,,0.786,,,,,,,,51894.73,3444.53,55339.26,238.80371841155204,315.22,90.14,330743.14999999956,80.26787003610109,84.0,94.18122743682311,100.0
MRT-OAST_default_089_parallel,2026-01-01T20:50:01.803482,MRT-OAST,default,True,1258.4454753398895,0,,,0.2917529701659663,8,,0.00011070141121671005,,1451,1.4060629603674862e-05,0.848,,,,0.818616,,,0.9673,,,0.7099,,,,,,,,45997.23,3092.16,49089.39,238.69581566068527,314.97,89.46,292641.0700000001,80.0089722675367,84.0,94.18270799347471,100.0
MRT-OAST_default_090_parallel,2026-01-01T21:28:08.928616,MRT-OAST,default,True,2193.94903922081,0,,,0.088671119030955,14,,0.00010743922428254478,,3084,5.6240586988364494e-05,0.9854,,,,0.984667,,,1.0,,,0.9698,,,,,,,,80211.23,5436.72,85647.95,238.40596819457454,317.02,89.68,509711.96000000037,80.12909260991582,84.0,94.61225444340505,100.0
VulBERTa_mlp_091,2026-01-01T22:33:40.495468,VulBERTa,mlp,True,3868.297282218933,0,,,,12,,3.4254572716579966e-05,,2622,4.537827474962709e-05,,,0.6850231885910034,59.045,,0.7055,,,,,,,,,,,,,112333.89,8946.9,121280.79,230.63530460228782,319.44,4.65,866958.1099999999,78.22505985634477,83.0,88.40356477786645,100.0
VulBERTa_mlp_092,2026-01-01T23:26:59.356451,VulBERTa,mlp,True,3195.5823040008545,0,,,,10,,2.435195203685826e-05,,7532,0.0008931224468103704,,,0.7222182750701904,59.12,,0.6203,,,,,,,,,,,,,92976.24,7289.46,100265.7,227.40853007397902,319.36,5.14,707013.1200000008,77.6587327114828,83.0,88.57832100353812,100.0
VulBERTa_mlp_093,2026-01-02T00:09:46.124352,VulBERTa,mlp,True,2563.6212356090546,0,,,,8,,1.6037224284643337e-05,,7104,0.00021265878524093094,,,0.6470513343811035,59.061,,0.6555,,,,,,,,,,,,,74639.35,5832.6,80471.95,231.07308062575237,319.43,5.13,576065.1900000006,78.13437625350983,84.0,88.68511833132771,100.0
VulBERTa_mlp_094,2026-01-02T01:03:25.710556,VulBERTa,mlp,True,3216.3709688186646,0,,,,10,,1.7187901670895263e-05,,357,0.00017420373651725972,,,0.686976969242096,59.107,,0.6378,,,,,,,,,,,,,93678.41,7341.61,101020.02,221.3807151979561,319.57,5.61,693364.3999999985,77.32662835249042,83.0,88.74169859514687,100.0
VulBERTa_mlp_095,2026-01-02T02:44:14.873740,VulBERTa,mlp,True,6045.748259544373,0,,,,19,,1.7171992804082457e-05,,5443,1.9526209033514926e-05,,,0.6628518104553223,59.002,,0.407,,,,,,,,,,,,,175448.33,13778.45,189226.78,218.90591133004946,319.03,5.72,1288699.1000000013,78.03584168506879,84.0,89.65313402412094,100.0
VulBERTa_mlp_096_parallel,2026-01-02T04:02:20.235370,VulBERTa,mlp,True,4591.945084571838,0,,,,12,,4.102533463218298e-05,,9773,0.00015881870183060597,,,0.69272381067276,48.793,,0.707,,,,,,,,,,,,,165205.01,11271.25,176476.26,222.08460214573122,318.42,87.9,993606.5100000015,78.86767992847564,84.0,92.17411712114439,100.0
VulBERTa_mlp_097_parallel,2026-01-02T05:26:13.658223,VulBERTa,mlp,True,4940.045302867889,0,,,,13,,1.8543238612121335e-05,,643,0.000217995455356533,,,0.675241231918335,48.561,,0.5408,,,,,,,,,,,,,177797.83,12121.73,189919.56,223.88660918346145,318.15,89.61,1077566.25,79.25472678163308,84.0,92.00519426553086,100.0
VulBERTa_mlp_098_parallel,2026-01-02T06:56:58.734041,VulBERTa,mlp,True,5351.70033454895,0,,,,14,,2.7766543535903265e-05,,3537,8.880984464102331e-05,,,0.6915400624275208,49.274,,0.7054,,,,,,,,,,,,,192621.05,13388.57,206009.62,221.5327018216698,318.72,89.46,1155293.040000008,78.61380632790029,84.0,92.35512943432407,100.0
VulBERTa_mlp_099_parallel,2026-01-02T07:43:39.688876,VulBERTa,mlp,True,2707.599125146866,0,,,,7,,3.4372008288375434e-05,,1057,0.0004038992942816446,,,0.6821466088294983,49.125,,0.7139,,,,,,,,,,,,,97652.28,6745.53,104397.81,223.0221683093259,318.98,89.56,588332.4800000017,78.61068991660349,84.0,91.49052312357847,100.0
VulBERTa_mlp_100_parallel,2026-01-02T09:01:07.168872,VulBERTa,mlp,True,4554.274850606918,0,,,,12,,2.410559253081955e-05,,3295,0.0003398017456837214,,,0.6689563393592834,48.664,,0.7153,,,,,,,,,,,,,164170.21,11177.45,175347.66,227.08909869310486,318.77,89.12,1007821.4199999993,79.28841820639929,84.0,92.08607480847229,100.0
bug-localization-by-dnn-and-rvsm_default_101,2026-01-02T09:16:17.360189,bug-localization-by-dnn-and-rvsm,default,True,847.07128739357,0,1.0197645461725087e-05,,,,10,,3644,4484,,,,,,,,,,,,,,,0.742,0.387,0.829,0.632,,55049.64,2087.16,57136.8,74.3531944444445,85.27,41.97,26767.15000000002,57.03611111111111,64.0,0.2833333333333333,3.0
bug-localization-by-dnn-and-rvsm_default_102,2026-01-02T09:30:17.321122,bug-localization-by-dnn-and-rvsm,default,True,836.925858259201,0,1.1565177674618187e-05,,,,10,,1172,2505,,,,,,,,,,,,,,,0.741,0.383,0.828,0.632,,54608.78,2092.02,56700.8,71.6962849162011,80.77,39.03,25667.26999999999,50.21508379888268,52.0,0.23743016759776536,3.0
bug-localization-by-dnn-and-rvsm_default_103,2026-01-02T09:32:20.342258,bug-localization-by-dnn-and-rvsm,default,True,119.98745799064636,0,1.0961072416777755e-05,,,,2,,10461,4236,,,,,,,,,,,,,,,0.743,0.385,0.83,0.632,,7031.53,302.92,7334.45,70.35859649122808,78.62,43.21,4010.4400000000005,49.0,49.0,0.017543859649122806,1.0
bug-localization-by-dnn-and-rvsm_default_104,2026-01-02T09:43:30.187978,bug-localization-by-dnn-and-rvsm,default,True,666.8111519813538,0,6.931451192557236e-06,,,,8,,2270,3278,,,,,,,,,,,,,,,0.74,0.383,0.827,0.629,,43291.91,1666.48,44958.39,70.6620070422535,79.43,46.43,20068.009999999995,48.28521126760563,49.0,0.18661971830985916,3.0
bug-localization-by-dnn-and-rvsm_default_105,2026-01-02T09:55:57.245269,bug-localization-by-dnn-and-rvsm,default,True,744.0221476554871,0,1.8213373714597798e-05,,,,9,,2183,4727,,,,,,,,,,,,,,,0.738,0.383,0.828,0.626,,48186.06,1870.27,50056.33,70.39156050955413,78.93,36.81,22102.949999999997,47.996815286624205,48.0,0.24522292993630573,3.0
bug-localization-by-dnn-and-rvsm_default_106_parallel,2026-01-02T10:01:21.896678,bug-localization-by-dnn-and-rvsm,default,True,231.6113576889038,0,1.6996717897361862e-05,,,,3,,1369,6317,,,,,,,,,,,,,,,0.74,0.381,0.831,0.63,,14521.41,592.02,15113.43,86.2815763546798,90.15,81.51,17515.16,56.31527093596059,60.0,5.832512315270936,14.0
bug-localization-by-dnn-and-rvsm_default_107_parallel,2026-01-02T10:19:18.186802,bug-localization-by-dnn-and-rvsm,default,True,983.2476780414581,0,1.0154128556409771e-05,,,,10,,13339,3991,,,,,,,,,,,,,,,0.741,0.384,0.829,0.629,,65093.03,2480.87,67573.9,87.41343789209539,93.01,67.98,69668.51000000002,61.49058971141782,63.0,3.657465495608532,14.0
bug-localization-by-dnn-and-rvsm_default_108_parallel,2026-01-02T10:23:00.270299,bug-localization-by-dnn-and-rvsm,default,True,129.04429650306702,0,1.830174223544503e-05,,,,2,,5980,8567,,,,,,,,,,,,,,,0.736,0.387,0.823,0.629,,7730.95,329.84,8060.79,90.18820512820514,94.96,85.53,10552.020000000002,62.01709401709402,63.0,7.401709401709402,14.0
bug-localization-by-dnn-and-rvsm_default_109_parallel,2026-01-02T10:26:41.659451,bug-localization-by-dnn-and-rvsm,default,True,128.3501467704773,0,1.9013458099504418e-05,,,,2,,1783,2239,,,,,,,,,,,,,,,0.74,0.385,0.825,0.631,,7639.55,324.53,7964.08,90.11060344827587,94.55,85.01,10452.83,61.922413793103445,63.0,7.551724137931035,14.0
bug-localization-by-dnn-and-rvsm_default_110_parallel,2026-01-02T10:42:47.817262,bug-localization-by-dnn-and-rvsm,default,True,873.1160900592804,0,8.627707412299589e-06,,,,9,,3305,8065,,,,,,,,,,,,,,,0.738,0.373,0.826,0.625,,57693.29,2209.3,59902.59,87.56461103253183,94.64,61.11,61908.18,62.23762376237624,63.0,3.7496463932107496,14.0
