timestamp,gpu_temp_c,memory_temp_c
1764800091,65,N/A
1764800092,65,N/A
1764800093,65,N/A
1764800094,65,N/A
1764800095,69,N/A
1764800096,70,N/A
1764800097,70,N/A
1764800098,70,N/A
1764800099,71,N/A
1764800100,71,N/A
1764800101,71,N/A
1764800103,71,N/A
1764800104,72,N/A
1764800105,72,N/A
1764800106,72,N/A
1764800107,71,N/A
1764800108,72,N/A
1764800109,72,N/A
1764800110,72,N/A
1764800111,73,N/A
1764800112,73,N/A
1764800113,73,N/A
1764800114,73,N/A
1764800115,73,N/A
1764800116,73,N/A
1764800117,73,N/A
1764800118,74,N/A
1764800119,74,N/A
1764800120,73,N/A
1764800121,74,N/A
1764800122,74,N/A
1764800123,74,N/A
1764800124,74,N/A
1764800125,74,N/A
1764800126,73,N/A
1764800127,74,N/A
1764800128,74,N/A
1764800129,74,N/A
1764800130,74,N/A
1764800131,74,N/A
1764800132,75,N/A
1764800133,75,N/A
1764800134,74,N/A
1764800135,74,N/A
1764800136,75,N/A
1764800137,75,N/A
1764800138,75,N/A
1764800139,75,N/A
1764800140,75,N/A
1764800142,75,N/A
1764800143,75,N/A
1764800144,75,N/A
1764800145,75,N/A
1764800146,75,N/A
1764800147,75,N/A
1764800148,75,N/A
1764800149,75,N/A
1764800150,75,N/A
1764800151,75,N/A
1764800152,75,N/A
1764800153,75,N/A
1764800154,75,N/A
1764800155,75,N/A
1764800156,76,N/A
1764800157,76,N/A
1764800158,74,N/A
1764800159,76,N/A
1764800160,76,N/A
1764800161,76,N/A
1764800162,75,N/A
1764800163,75,N/A
1764800164,76,N/A
1764800165,76,N/A
1764800166,76,N/A
1764800167,76,N/A
1764800168,76,N/A
1764800169,76,N/A
1764800170,76,N/A
1764800171,76,N/A
1764800172,76,N/A
1764800173,76,N/A
1764800174,76,N/A
1764800175,76,N/A
1764800176,76,N/A
1764800177,75,N/A
1764800178,76,N/A
1764800179,76,N/A
1764800180,76,N/A
1764800182,76,N/A
1764800183,76,N/A
1764800184,76,N/A
1764800185,76,N/A
1764800186,76,N/A
1764800187,76,N/A
1764800188,76,N/A
1764800189,76,N/A
1764800190,75,N/A
1764800191,76,N/A
1764800192,76,N/A
1764800193,76,N/A
1764800194,76,N/A
1764800195,76,N/A
1764800196,76,N/A
1764800197,76,N/A
1764800198,76,N/A
1764800199,76,N/A
1764800200,76,N/A
1764800201,76,N/A
1764800202,76,N/A
1764800203,76,N/A
1764800204,76,N/A
1764800205,76,N/A
1764800206,76,N/A
1764800207,76,N/A
1764800208,76,N/A
1764800209,76,N/A
1764800210,77,N/A
1764800211,76,N/A
1764800212,77,N/A
1764800213,76,N/A
1764800214,76,N/A
1764800215,77,N/A
1764800216,77,N/A
1764800217,77,N/A
1764800218,76,N/A
1764800219,76,N/A
1764800220,76,N/A
1764800222,76,N/A
1764800223,77,N/A
1764800224,77,N/A
1764800225,77,N/A
1764800226,77,N/A
1764800227,77,N/A
1764800228,77,N/A
1764800229,77,N/A
1764800230,77,N/A
1764800231,77,N/A
1764800232,77,N/A
1764800233,77,N/A
1764800234,76,N/A
1764800235,76,N/A
1764800236,77,N/A
1764800237,76,N/A
1764800238,77,N/A
1764800239,77,N/A
