source,target,weight
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.41999998688697815
energy_cpu_pkg_joules,energy_cpu_total_joules,0.5299999713897705
energy_cpu_pkg_joules,energy_gpu_total_joules,0.5099999904632568
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.5699999928474426
energy_cpu_ram_joules,energy_cpu_total_joules,0.44999998807907104
energy_cpu_ram_joules,energy_gpu_total_joules,0.5600000023841858
energy_cpu_ram_joules,hyperparam_epochs,0.7799999713897705
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4399999976158142
energy_cpu_total_joules,energy_cpu_ram_joules,0.5299999713897705
energy_cpu_total_joules,energy_gpu_total_joules,0.5199999809265137
energy_gpu_avg_watts,energy_gpu_min_watts,0.47999998927116394
energy_gpu_max_watts,energy_gpu_avg_watts,0.4699999988079071
energy_gpu_max_watts,energy_gpu_temp_avg_celsius,0.6499999761581421
energy_gpu_max_watts,energy_gpu_temp_max_celsius,0.47999998927116394
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.4599999785423279
energy_gpu_max_watts,energy_gpu_util_max_percent,0.550000011920929
energy_gpu_max_watts,hyperparam_learning_rate,0.41999998688697815
energy_gpu_max_watts,hyperparam_epochs,0.7199999690055847
energy_gpu_min_watts,energy_cpu_total_joules,0.35999998450279236
energy_gpu_min_watts,energy_gpu_avg_watts,0.47999998927116394
energy_gpu_min_watts,energy_gpu_total_joules,0.44999998807907104
energy_gpu_min_watts,energy_gpu_temp_avg_celsius,0.5399999618530273
energy_gpu_min_watts,is_parallel,0.3400000035762787
energy_gpu_total_joules,energy_cpu_pkg_joules,0.44999998807907104
energy_gpu_total_joules,energy_cpu_ram_joules,0.4399999976158142
energy_gpu_total_joules,energy_cpu_total_joules,0.44999998807907104
energy_gpu_total_joules,hyperparam_epochs,0.7599999904632568
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3400000035762787
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.3400000035762787
energy_gpu_temp_avg_celsius,hyperparam_epochs,0.5299999713897705
energy_gpu_temp_max_celsius,energy_gpu_max_watts,0.38999998569488525
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.6100000143051147
energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,0.3199999928474426
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.44999998807907104
energy_gpu_temp_max_celsius,hyperparam_learning_rate,0.3400000035762787
energy_gpu_temp_max_celsius,hyperparam_epochs,0.3799999952316284
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.44999998807907104
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.47999998927116394
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.6299999952316284
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.5099999904632568
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.5600000023841858
energy_gpu_util_avg_percent,hyperparam_learning_rate,0.4099999964237213
energy_gpu_util_avg_percent,hyperparam_epochs,0.8100000023841858
energy_gpu_util_max_percent,energy_gpu_max_watts,0.429999977350235
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.6200000047683716
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.429999977350235
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.4399999976158142
energy_gpu_util_max_percent,hyperparam_learning_rate,0.3700000047683716
energy_gpu_util_max_percent,hyperparam_epochs,0.7299999594688416
is_parallel,energy_cpu_pkg_joules,0.429999977350235
is_parallel,energy_cpu_total_joules,0.3199999928474426
is_parallel,energy_gpu_min_watts,0.6399999856948853
is_parallel,hyperparam_learning_rate_x_is_parallel,0.4899999797344208
is_parallel,hyperparam_epochs_x_is_parallel,0.4699999988079071
is_parallel,hyperparam_dropout_x_is_parallel,0.3499999940395355
hyperparam_learning_rate,energy_gpu_avg_watts,0.699999988079071
hyperparam_learning_rate,energy_gpu_max_watts,0.5699999928474426
