energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,model_hrnet18,model_pcb,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
0.3306457006318825,0.5679760315507829,0.3469364632722247,0.7563863932314767,0.5654678971136311,-1.1430409916883473,0.7758391416500904,0.4982436068316807,0.6240980254832715,0.6285568561642823,0.7440789766840885,False,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,False,False,0.6793394108172279,0.170208308264448,0.1867734471084695,-0.0905787162944451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6775099832503501,0.9377846550128522,0.6956024778489033,0.918351830382001,0.1869141401463696,-1.1213600253121867,1.396240419173601,0.798393043079522,0.6240980254832715,0.1439771948624787,0.2134767534391194,False,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,True,False,0.6793394108172279,0.0601720031554051,-0.1956587263614149,-0.153649967471831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7927742985760999,0.977545763107099,0.8058428963869153,0.7286193665690215,0.8663024283136809,-1.1407758160968082,1.3090834202705126,0.6656244136525906,0.7118148957316076,0.9848095640155876,0.7720054094864554,False,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,False,True,0.6793394108172279,0.7429580540456304,0.8624165010797383,0.7605646329276776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4915318614773674,1.1224700966963328,1.467643353494577,0.691011730736611,0.857569931036466,-1.2511222270560736,1.3049010775108418,0.6807462684563765,0.7118148957316076,0.9678035724163536,0.7440789766840885,True,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,False,True,0.6793394108172279,0.7428282023756873,0.8624165010797383,0.7605646329276776,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,0.0,0.6793394108172279,0.0,0.0,0.0
1.7316819026513388,1.3344044334831264,1.7060578897313643,0.6575739633335032,0.1651920531692977,-1.2507986305429963,1.589268879302176,0.7588253999887729,0.6240980254832715,-0.1336217368519907,0.0738445894272854,True,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,True,False,0.6793394108172279,0.0601720031554051,-0.1956587263614149,-0.153649967471831,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,0.0,0.6793394108172279,0.0,0.0,0.0
0.91531338109103,0.7865871822396265,0.9072657726699236,0.6478144709605862,0.5708165516959253,-1.2537109991606896,0.8743527747761257,0.5925231524200517,0.7118148957316076,0.5226821455065633,0.7720054094864554,True,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,-0.3433277257881738,0.0,False,False,0.6793394108172279,0.170208308264448,0.1867734471084695,-0.0905787162944451,0.0,0.0,0.0,0.0,0.7130128219549886,0.2548704274227943,0.0,0.6793394108172279,0.0,0.0,0.0
-0.2554735996141483,-0.1667647566484658,-0.2496574756645205,0.917424971763368,0.4062089780204259,-1.1352746753744989,0.0356024975099206,0.8921243943723792,0.7118148957316076,0.2378831923858599,0.2414031862414861,False,0.0,0.0,0.0,0.0,0.6168264672151325,0.0147336657785394,-0.7698310860544334,0.0,False,False,0.4548961200485988,-0.1529145872197924,-0.131941498851667,-0.5004356683899246,0.0,0.0,0.0,0.0,0.3333215960764148,0.0,0.0,0.25307870301135205,0.0,0.0,0.0
-0.051755918480571,0.0427833004758865,-0.0453987182020798,0.9193229204602864,0.4212725358236214,-1.104371208375643,0.2899124835538429,0.8856717325556799,0.7118148957316076,0.2657800571417219,0.129697455032019,False,0.0,0.0,0.0,0.0,0.6612417043237089,0.2559424665372776,-0.7698310860544334,0.0,False,False,0.4548961200485988,-0.5546756540210472,-0.6546030962075556,-0.3742931660351528,0.0,0.0,0.0,0.0,0.0,0.14951821989948277,0.0,0.25307870301135205,0.0,0.0,0.0
-0.053796977143238,0.051955403246942,-0.0466828072828415,0.9117421121899107,0.4331705633638269,-1.1012970415014112,0.284727429466446,0.8823128870348071,0.7118148957316076,0.2757346666782286,0.2134767534391194,False,0.0,0.0,0.0,0.0,0.6168264672151325,0.2559424665372776,-0.7698310860544334,0.0,False,False,-0.0633428195654174,-0.1856631783792242,-0.2466668572789191,0.1300644822688765,0.0,0.0,0.0,0.0,0.3333215960764148,0.14951821989948277,0.0,-0.0,0.0,0.0,0.0
0.3591340939215672,0.559457984019112,0.3729423201237958,0.6098677936832485,0.5655770533295962,-1.1111667351502603,0.7253593387556798,0.510557468327086,0.6240980254832715,0.6311116734989313,0.7440789766840885,False,0.0,0.0,0.0,0.0,0.6168264672151325,0.2559424665372776,2.2968398916203423,0.0,False,False,0.4548961200485988,-0.41648750686853,-0.3486401829767951,-0.4373644172125386,0.0,0.0,0.0,0.0,0.3333215960764148,0.14951821989948277,0.0,0.25307870301135205,0.0,0.0,0.0
