energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel
-0.4101228464400775,-0.3956254101794843,-0.4091813200079756,-0.9062229778041819,-1.1970770978247351,-0.5640566872630141,-0.5136444300569198,-0.10261461718568193,-0.29263961956518836,-1.090929872619069,-1.2857935053918708,0,2025-11-19T01:29:07.726147,False,False,False,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,0.5974500176336789,-0.0,-0.0,0.0
-0.05246572610150726,-0.1816055264315409,-0.06127449417413948,-2.092116361805541,-1.3388696341806239,-1.5995218607384734,-0.7764885043417498,-1.3594161866931658,-0.6871515678925382,-1.4429219923342604,-1.5883970300614758,0,2025-11-19T01:33:54.313987,False,True,False,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,-0.47910915493810047,-0.0,-0.0,0.0
-0.022402005717346164,0.008256855145610784,-0.020314699314388278,0.1749631652782125,-0.27966822283549364,-0.6401328469493758,0.41739949211254257,0.23356769610272549,0.2991283029258364,0.03360093264384152,-0.24043587471505393,0,2025-11-19T01:41:07.675831,False,False,True,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,0.6572588605543332,-0.0,-0.0,0.0
-0.3589235531748046,-0.37552013417927693,-0.36009571717986905,1.2197597743587967,0.8788996116251807,-1.5886538379261361,0.016878480006171825,0.9646378499987033,1.1867801866623737,1.060560172125859,0.9974876352969662,1,2025-11-19T03:09:43.028622,False,False,False,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,0.5974500176336789,-0.12342089165337129,-0.23463056745497998,0.05706686927993071
0.5151282558888192,0.46177369589860806,0.5115499934115255,1.2064390717836657,1.0963892658151582,1.404199444171349,1.8184098805958535,1.2769114008791378,1.2854081737442111,1.4900220097704853,1.0800158692977675,1,2025-11-19T06:20:33.763015,False,False,True,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,0.6572588605543332,-0.12342089165337129,-0.23463056745497998,0.05706686927993071
0.07950639906826729,-0.05519685055633548,0.0703334232563311,1.1596444624074485,1.1807949016301595,1.1094758255367791,0.5599387925778205,1.160047105191184,1.2854081737442111,1.438530927476173,1.052506457964167,1,2025-11-19T06:26:04.995640,False,True,False,-0.12342089165337129,-0.23463056745497998,0.05706686927993071,1.0,-0.47910915493810047,-0.12342089165337129,-0.23463056745497998,0.05706686927993071
-0.5755489257368717,-0.5588262216188934,-0.5744745466673269,-0.9701027883819365,-1.2437458223891145,-0.6053837740099285,-0.6743344869727914,-0.6887843405075,-0.8844075420562132,-1.1009983793847669,-1.2857935053918708,0,2025-11-20T20:02:47.876848,False,False,False,,,-1.8913590961348437,,0.6871632820146605,,,-0.0
-0.276951485931538,-0.2561457073232656,-0.27556479180453763,-0.9674120621565528,-1.2444157083876461,-0.6185398016248632,-0.41114767840417366,-0.7045346695046522,-0.8844075420562132,-1.0894735604245862,-1.2857935053918708,0,2025-11-20T20:11:20.663633,False,False,False,,,,6061.0,0.6871632820146605,,,
-0.4229922071667234,-0.43124343918656993,-0.4236028053955509,0.5318425928463943,0.7756255201848682,-1.596375854134902,-0.2726523064735877,-0.0428990165906961,0.6936402512531863,0.5014993206281882,0.9974876352969662,1,2025-11-20T20:14:49.560339,False,False,False,,,-0.722303516885979,,0.6871632820146605,,,-0.722303516885979
-0.20722408267951498,-0.22093290093323842,-0.20818213301421615,1.272595333702887,0.8395996330446512,-1.587795836125162,0.360952979648722,0.5675327673222571,0.7922682383350238,1.1279724770396788,0.9974876352969662,1,2025-11-20T20:19:39.646415,False,False,False,,0.2850582605254434,,,0.6273544390940061,,0.2850582605254434,
-0.20850083513143214,-0.23090761150698466,-0.2100519258353142,1.2798919299482818,0.8525507623495981,-1.5842208286211037,0.3634320429661205,0.6550805292547517,0.7922682383350238,1.132986238730362,0.9974876352969662,1,2025-11-20T20:24:29.017589,False,False,False,,,,4387.0,0.6871632820146605,,,
-0.11748814457387595,-0.22172256552032665,-0.12460664344027154,-2.0895883176364594,-1.3595244524686865,-1.6020958661413955,-0.7806387573076164,-1.561431831163396,-1.081663516219888,-1.4433276094184941,-1.6709252640622771,0,2025-11-20T20:28:54.613474,False,True,False,,,-0.33261832380302414,,0.5675455961733517,,,-0.0
