energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,hyperparam_seed,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
0.4688609523866026,0.483310276119925,0.4694131418728033,0.5617990887682115,0.6214129928870052,0.6843066109954282,0.9298801000499322,0.8200903665328209,1.0059915891550804,0.6015619888847407,0.8291236659961609,1,2025-12-15T07:02:27.959127,,,-0.5374141642116798,,-1.012339101674898,-1.2866892768490406,-1.8295653231481679,-1.5179418517972738,,,-0.5374141642116798
0.47598744116611863,0.5024442540570592,0.4769700551235944,0.5411227117034613,0.5362869091497311,0.7713029312556999,0.9104391765203664,0.6413684729140647,0.6845504896617409,0.6160376751472063,0.8291236659961609,1,2025-12-15T07:20:24.259053,,,-0.7598923865835607,,-0.7427813527082098,-0.50159073504283,-0.42620555823337025,-0.6071767407188994,,,-0.7598923865835607
0.49948256644882805,0.527641076767999,0.5005278523787813,0.5218396889356397,0.4845436033486429,0.5587833489056072,0.9201163264618499,0.5966135339195968,0.5774034564972945,0.5986426775253588,0.8291236659961609,1,2025-12-15T07:38:26.044387,,,0.7037430446816481,,-0.7427813527082098,-0.50159073504283,0.041581030071562254,-0.15179418517971222,,,0.7037430446816481
0.5024618733686144,0.4868669449600039,0.5019409118775074,0.5178083654046413,0.48754805336289925,-0.2838381530438837,0.9169076720481094,0.5969887594900436,0.5774034564972945,0.5829141428544017,0.8291236659961609,1,2025-12-15T07:56:29.357353,,,-0.6822099668955168,,0.06589189419185479,0.2835078067633804,0.5093676183764948,0.7589709258986621,,,-0.6822099668955168
0.45607561919389167,0.368296309915849,0.4529668486195699,0.5171123766054083,0.5135866201531244,-0.14795818616117326,0.8853115179761771,0.581484191622202,0.5774034564972945,0.6163064184705428,0.8291236659961609,1,2025-12-15T08:14:20.078398,,,,1765.0,-4.516589838241845,-2.4643370895583563,-1.3617787348432353,-1.0625592962580865,,,
0.48875271543810533,0.41192177961251514,0.486038351024544,0.5250913434953685,0.5209308312990852,0.5388984757032592,0.9133679148529458,0.5924034024562097,0.5774034564972945,0.5877430522716447,0.8291236659961609,1,2025-12-15T08:32:18.870694,,,,7329.0,-0.47322360374152156,-0.8941400059459352,-0.42620555823337025,-0.6071767407188994,,,
0.4251391915147454,0.36564006356692924,0.4230406124904677,0.5310159148957739,0.49689523118503137,0.8363430373550458,0.8868850615730963,0.6203916642483703,0.5774034564972945,0.6293185537428342,0.8291236659961609,1,2025-12-15T08:50:02.526708,,,,3568.0,0.335449643158543,1.068606348569591,0.5093676183764948,0.303588370359475,,,
0.47815324741209053,0.4371336093649746,0.47672021760766026,0.5270523652797525,0.5092468590214203,0.5475981077292862,0.8868958000416812,0.6343097976769616,0.5774034564972945,0.5502464175596605,0.8291236659961609,1,2025-12-15T09:07:57.247614,,,,6241.0,1.1441228900586076,1.461155619472696,0.9771542066814273,0.303588370359475,,,
-0.03314752746339544,0.025805608361907383,-0.031039341362879686,0.09224251366552952,0.2154784131829837,-0.3816054462887607,-0.6202121132734117,0.25830255560115356,0.6845504896617409,-1.0443911263080083,-1.0030915780578553,0,2025-12-18T17:25:21.519509,-1.6451822699482173,,,,-1.2818968506415862,-0.50159073504283,-0.42620555823337025,0.7589709258986621,-0.0,,
-0.07719468860477922,0.011413855544878409,-0.07402804993800018,0.025751490366396814,0.08094581810015408,-0.4913865170933898,-0.6409123012192601,-0.3565302791472801,-0.38691984198272367,-1.0269796977843355,-1.0030915780578553,0,2025-12-18T17:40:24.817993,-1.36875085801024,,,,-0.47322360374152156,-0.10904146413972482,-0.42620555823337025,-0.15179418517971222,-0.0,,
-0.026803893784365873,0.08470824632524197,-0.02281350831136067,0.016416595491258703,0.06892801804312715,0.15031491187404455,-0.636378519781907,-0.5181816358797277,-0.7083609414760631,-1.0445762705761308,-1.0030915780578553,0,2025-12-18T17:55:39.784238,0.04592887838197356,,,,0.335449643158543,-0.50159073504283,-0.42620555823337025,-0.6071767407188994,0.0,,
-0.01967016150569957,0.12774844140265412,-0.014393715381879611,-0.021848937193826613,0.040886484576730796,-0.4532738434555563,-0.6422467349156485,-0.6125492990523943,-0.7083609414760631,-1.107655627545738,-1.0030915780578553,0,2025-12-18T18:10:57.551941,0.46486119095280226,,,,0.6050073921252311,0.2835078067633804,0.5093676183764948,0.7589709258986621,0.0,,
-0.10411710337011562,0.017131538363739596,-0.0997838800484295,-0.015394495463526588,0.059247012441632996,-0.48848663975138074,-0.6708235895699246,-0.618116712808894,-0.8155079746405095,-1.0507701555728914,-1.0030915780578553,0,2025-12-18T18:25:51.818810,0.6933764372960803,,,,0.335449643158543,-0.50159073504283,-1.3617787348432353,-1.0625592962580865,0.0,,
-1.0819415701422401,-1.012411538027752,-1.0795327131274626,0.00253880079552699,0.056242562427376616,-0.49967188092770126,-0.9341533901026345,-0.6111253699784589,-0.7083609414760631,-1.060371692539916,-1.0030915780578553,0,2025-12-18T18:36:23.542829,,0.43395546961372905,,,0.8745651410919193,1.068606348569591,0.9771542066814273,1.2143534814378494,,0.0,
-0.6852429812865574,-0.5647214754233706,-0.6809790128693008,0.0035607216971466392,0.06058232355908064,-0.5369560181821035,-0.8250151123142686,-0.5360647549091571,-0.7083609414760631,-1.0426373445214323,-1.0030915780578553,0,2025-12-18T18:48:42.003704,,0.7835307090247886,,,0.8745651410919193,-0.10904146413972482,0.5093676183764948,0.303588370359475,,0.0,
-2.0743795178541897,-2.0349013049051634,-2.0731203954493416,-0.004438101765095675,0.05557490686865256,-0.45534518441413413,-1.2149868944318514,-0.5788829418663325,-0.7083609414760631,-1.1100990556377897,-1.0030915780578553,0,2025-12-18T18:54:46.595001,,-0.6147702486194496,,,-3.70791659134178,-4.034534173170777,-3.7007116763678978,-2.8840895184148354,,-0.0,
-2.7430224668903356,-2.754714051379391,-2.7436450664138197,-0.015613592025297352,-0.16608673862762247,0.12214467483738509,-1.41722590512313,-0.618116712808894,-0.8155079746405095,-1.1817064584987274,-1.5027866446180416,0,2025-12-18T18:57:48.810922,,-1.3139207274415687,,,0.06589189419185479,0.6760570776664856,2.380513971596225,2.580501148055411,,-0.0,
-2.3800033631228343,-2.3804834570120854,-2.3801975667818023,-0.003812844652600681,0.03654672344502677,-0.34059289530891845,-1.3079734416187907,-0.618116712808894,-0.8155079746405095,-1.0645307083626474,-1.0030915780578553,0,2025-12-18T19:02:29.861416,,-0.9643454880305092,,,-1.2818968506415862,-1.2866892768490406,-0.8939921465383028,-0.6071767407188994,,-0.0,
0.0023784927158974163,0.0975542738657806,0.005786171200877332,-0.024984023241370442,0.04455859014971124,-0.48931517613481174,-0.6382394963880023,-0.6186703697447898,-0.8155079746405095,-1.0531701785710605,-1.0030915780578553,0,2025-12-18T19:17:53.007898,,,2.258448342111752,,0.6050073921252311,-0.10904146413972482,0.041581030071562254,-0.15179418517971222,,,0.0
-0.053585338912390555,0.047430755191248605,-0.04997272679086668,-0.02328086338509696,0.032874617872046326,-0.5535267458507269,-0.6530224301935634,-0.6198057563626267,-0.8155079746405095,-1.0482746359846136,-1.0030915780578553,0,2025-12-18T19:33:01.163684,,,1.2003116186059017,,0.335449643158543,0.6760570776664856,0.9771542066814273,0.7589709258986621,,,0.0
-0.034040149435622766,0.11763369541863215,-0.02861242510594237,-0.03125927438702556,0.041887967914816415,-0.2424113338723257,-0.6507279774055135,-0.6514284051186171,-0.8155079746405095,-1.073392739885544,-1.0030915780578553,0,2025-12-18T19:48:18.314928,,,2.2753588008193533,,-0.47322360374152156,-0.10904146413972482,0.041581030071562254,-0.15179418517971222,,,0.0
-0.13319640930554627,0.02310434088842935,-0.12761040647372163,-0.020000043588304053,0.036212895665664734,0.1341584523971369,-0.6749847461473142,-0.688879989825211,-0.8155079746405095,-1.068552274931624,-1.0030915780578553,0,2025-12-18T20:03:07.299406,,,-1.016367676982182,,0.8745651410919193,1.068606348569591,0.5093676183764948,0.7589709258986621,,,-0.0
-0.07852414929500015,0.01235929916059579,-0.07527616294771118,-0.011445992307800652,0.03721437900375035,-0.5299134589229387,-0.6514148814461177,-0.7152287649660499,-0.8155079746405095,-1.0369745467840352,-1.0030915780578553,0,2025-12-18T20:18:11.746037,,,-0.053528434318127184,,0.6050073921252311,0.6760570776664856,0.9771542066814273,0.7589709258986621,,,-0.0
-0.08341351122152497,-0.0516307258777884,-0.08228182180850563,-0.03596164363783977,0.02686571784353262,-0.14008709051857732,-0.6575068146754172,-0.7180517897380605,-0.922655007804956,-1.045551537565958,-1.0030915780578553,0,2025-12-18T20:33:14.814882,,,,2549.0,1.1441228900586076,-0.50159073504283,0.5093676183764948,0.303588370359475,,,
-0.13403275486129723,-0.08403092851800248,-0.13225254870527786,-0.03989775983427764,0.029536340078427443,-0.6769786669819697,-0.66654681548075,-0.7180517897380605,-0.922655007804956,-1.0636152728147092,-1.0030915780578553,0,2025-12-18T20:48:06.757274,,,,519.0,1.4136806390252956,-0.10904146413972482,-0.42620555823337025,-0.6071767407188994,,,
-0.10372093968581254,-0.07676752042265093,-0.10276366255030568,-0.04627958851640906,0.008839017757992448,-0.2266691425871338,-0.6713275816955986,-0.7180517897380605,-0.922655007804956,-1.075672419646954,-1.0030915780578553,0,2025-12-18T21:03:00.700753,,,,1888.0,0.6050073921252311,-0.10904146413972482,-0.42620555823337025,-0.15179418517971222,,,
-0.08897038945437172,-0.06485192945631005,-0.08811351298689772,-0.060435563364683434,0.015515573345229267,-0.48724383517623393,-0.6686905717596309,-0.7149464624888493,-0.8155079746405095,-1.0629170592611972,-1.0030915780578553,0,2025-12-18T21:18:01.056464,,,,3609.0,1.1441228900586076,1.8537048903758013,1.4449407949863597,1.2143534814378494,,,
