energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_dropout,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,perf_accuracy,perf_precision,perf_recall,hyperparam_dropout_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel
-0.7570876366246614,-0.490329841487651,-0.7440848176058378,3.421154013451863,1.3184312448668296,-0.42036615822377155,0.09595142230748366,-2.7762228843198145,-2.6037782196164847,-0.33183212239203974,-1.5280305160532053,0,2025-11-18T20:37:37.187907,0.4730005930249255,0.21740970697344822,0.014771516073325396,1334.0,-0.6809037243844261,,0.5338364471911142,0.23923348098499453,0.0,0.0,0.0,-0.0
0.689890343137053,-0.13235891068084363,0.6449679732512452,-0.1327645680707079,-0.23424708792353677,-3.1614607345824344,-0.2624816000111428,-0.9314792683884556,-0.26037782196165515,-2.1746433412636326,0.7962975928727897,1,2025-11-19T03:33:26.374038,0.4730005930249255,0.21740970697344822,0.014771516073325396,1334.0,-0.6809037243844261,,0.5338364471911142,0.23923348098499453,0.4730005930249255,0.21740970697344822,0.014771516073325396,-0.6809037243844261
-1.209852978002854,-1.0828836195388656,-1.2061667550612516,0.2370879184941359,0.17172843945742444,0.019201546229476736,-1.057670865981538,-0.017288352588366543,-0.26037782196165515,-0.36973888585861353,-1.5280305160532053,0,2025-11-21T00:48:38.514460,,,-0.6942612554463037,,,,0.4311906415544746,-0.7604982407446443,,,-0.0,
-0.6586513560430408,-0.35248528397614676,-0.6431081018179482,-0.5346957657869709,0.18597319480415256,0.03914161346777945,-0.3960334009956674,-0.9844050374435872,-0.26037782196165515,-0.21288899914384024,-0.7532544797445403,0,2025-11-21T01:11:30.339925,,-0.853885101992893,,,,,0.48808013442093284,-0.741756480167791,,-0.0,,
-0.6605768452886301,-0.3486055912869302,-0.6447077564617779,-0.7648508767743417,0.6560501212452485,0.03426737480952773,-0.4276427657764729,-1.5390908402668522,-0.26037782196165515,-0.0599194389384734,0.02152155656412469,0,2025-11-21T01:34:25.043483,-1.687218431413685,,,,,,0.7714097489199443,2.3261685418988507,-0.0,,,
-0.650948004788964,-0.3264474654815543,-0.6343350576975229,-0.4661026249297551,0.7059067649586956,0.036482937836005674,-0.37318971370929865,-0.6544257882427074,-0.26037782196165515,-0.17161186809618328,-1.5280305160532053,0,2025-11-21T01:57:21.684167,,,,,1.172497169094207,,0.5018568783121199,-0.5105577592402848,,,,0.0
-0.6639300687756988,-0.3751861048898355,-0.6493972633978523,-0.612164781256945,1.1190046700130005,0.03426737480952773,-0.40861670007228423,-0.7873587084366167,-0.26037782196165515,-0.20233537520247175,-0.7532544797445403,0,2025-11-21T02:20:14.256490,,,,9748.0,,,0.5717224928918772,-0.1731607624252479,,,,
-0.10444786706964862,-0.8776178548477935,-0.1489077893827573,-0.6676535334707956,-0.53338695020426,-3.151712257265931,-1.0787811699817877,-0.7107626102859776,-0.26037782196165515,-2.437749275972351,-0.7532544797445403,1,2025-11-21T02:39:39.090771,,,-0.6942612554463037,,,,0.4311906415544746,-0.7604982407446443,,,-0.6942612554463037,
0.7076582448033565,-0.13564972144401868,0.661585655169544,-0.5945598428315644,1.6246934848208965,-3.1543709328977045,-0.3272108673816335,-0.3699350597060976,-0.26037782196165515,-1.9644303907133438,0.7962975928727897,1,2025-11-21T03:03:27.300242,,1.3918002648676029,,,,,0.5923876087286577,1.1139949619624552,,1.3918002648676029,,
0.7043858890760594,-0.15457477000838077,0.65740980485653,-0.9201912706974809,0.2999312375777344,-3.151269144660635,-0.3754908464954272,-0.662399567615989,-0.26037782196165515,-1.9260182409272402,-1.5280305160532053,1,2025-11-21T03:27:16.772326,-0.9153242431233566,,,,,,0.7074506111619573,1.4139084376237874,-0.9153242431233566,,,
0.7213158334385259,-0.09435870639450088,0.6768614998247794,-0.40256862706713875,1.3967773992736923,-3.1641194102142083,-0.27189466894033143,0.6673326117584742,-0.26037782196165515,-2.3507151491823,-0.7532544797445403,1,2025-11-21T03:51:12.759827,,,,,-0.26187194723365625,,0.5378395580805484,0.06427514393194418,,,,-0.26187194723365625
0.7172145831735725,-0.04973069376407981,0.6755308720130531,-0.7346994082247119,-0.4977750618375004,-3.154814045503,-0.338892022125623,-0.0594999275273293,-0.26037782196165515,-2.134412607531484,-1.5280305160532053,1,2025-11-21T04:15:04.511796,,,,2182.0,,,0.5361929954882899,-0.016944185949049097,,,,
-1.2137910984765445,-1.1525795274915749,-1.2138716044071496,2.72691393322883,-0.03482051306970781,-0.37472555987832334,-0.766230512028513,-2.6640406300190453,-2.6037782196164847,-1.4127229918147401,-1.5280305160532053,0,2025-11-26T23:05:10.088419,0.4730005930249255,0.21740970697344822,-0.6942612554463037,1334.0,-0.6809037243844261,-0.41757505340776446,0.4311906415544746,-0.7604982407446443,0.0,0.0,-0.0,-0.0
