energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel
1.8706032386176166,2.0995937244662173,1.8911565195473266,2.027912944873769,0.6081050353110713,1.0733155550904163,2.4774305302801665,0.0331249469099677,0.0,1.0629339157929742,0.0,1,2025-12-14T17:48:48.361668,,0.8365186152212201,,,0.06867387145978585,1.4600129796274532,-1.3870236371317828,,0.8365186152212201,
-0.6597589408865644,-0.8029736293666284,-0.6704949248425384,0.35209922913933994,-2.0069541609076262,1.3045502090670218,-0.7426283625523645,0.2353370529444907,0.0,0.8570350624215705,0.0,1,2025-12-14T18:41:02.956525,,-1.1490640318972805,,,-0.42491787946930404,-0.191872082342448,-1.3633509357533278,,-1.1490640318972805,
1.611769349496871,1.7869964124145543,1.6282459633292847,0.8109618180154601,-0.5375399458894996,1.3124388113348806,1.9195716213806926,1.1546825514558514,0.0,1.0255682879253993,0.0,1,2025-12-14T20:16:29.658399,,0.5883207843314076,,,-0.4004138148953539,-0.27009505185077193,-1.4168337055342828,,0.5883207843314076,
2.5794643463756772,2.8750166484256945,2.606677629742547,1.224863529256694,1.7288446908335322,1.2993733138287398,3.125437887769247,0.996508478168045,0.0,1.0480428926090453,0.0,1,2025-12-14T22:10:12.832882,,1.332914277000845,,,2.0724872436108774,-0.23788559381793278,-1.391626662399816,,1.332914277000845,
0.00831729075492661,-0.00012477375889082353,0.007880469502350227,0.7283102032171234,-0.5873505972460031,1.30381065260441,0.05830496919637216,0.3929660531531127,0.0,1.0555134926142518,0.0,1,2025-12-14T23:15:04.206667,,,,0.24618718367963688,-0.3156888964062235,0.3541549204999717,-1.3879004038495044,,,0.24618718367963688
-0.00731960916886726,0.03345272980197161,-0.005073498641404688,1.687286187243621,-0.11414940935879538,1.2978942009035161,0.17450793510073453,0.6577286176753996,0.0,1.0122323448565633,0.0,1,2025-12-15T00:19:43.708265,,,,-0.7949650966254512,-0.3156888964062235,0.3541549204999717,-1.4462053905779222,,,-0.7949650966254512
-0.014306888269790579,-0.0028444599193032704,-0.013726298222429411,1.7190546246233156,1.081306223198279,1.2971546444409046,0.1723610059638487,0.3960904051559209,0.0,1.0050883151723857,0.0,1,2025-12-15T01:24:16.509398,,,,-0.9142149296438764,-0.3156888964062235,0.3541549204999717,-1.3885579788877949,,,-0.9142149296438764
-0.01924854786275044,-0.02610131676423684,-0.01971109894314933,1.9638203794305369,-0.23867603775019564,1.294442937411328,0.19759034058958058,0.7391893195265121,0.0,1.0130017890277898,0.0,1,2025-12-15T02:28:42.276680,,,,-0.6968959401946017,-0.3156888964062235,0.3541549204999717,-1.3986407961415812,,,-0.6968959401946017
-0.05356404806717953,-0.05558471389985326,-0.05389929631484729,2.2199540408551592,0.25943047581526385,1.296168569157422,0.19163197941212826,1.223663730417027,0.0,0.921515820512167,0.0,1,2025-12-15T03:32:29.912392,,,679.0,,1.1271038359694825,1.1670602899002005,-0.810111136871645,,,
-0.047981385190376646,0.007721916480338236,-0.0450704595040437,2.1494115415729365,0.20961982445876037,1.2853217410391164,0.1931355838093233,1.254584171873279,0.0,0.9061907994832132,0.0,1,2025-12-15T04:36:28.075220,,,6680.0,,2.9213218300904447,0.7452697680415912,-0.1634956825527222,,,
