source,target,weight,strength,source_category,target_category
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.5600000023841858,0.5600000023841858,energy,energy
energy_cpu_pkg_joules,energy_cpu_total_joules,0.3499999940395355,0.3499999940395355,energy,energy
energy_cpu_pkg_joules,energy_gpu_min_watts,0.449999988079071,0.449999988079071,energy,energy
energy_cpu_pkg_joules,energy_gpu_total_joules,0.4599999785423279,0.4599999785423279,energy,energy
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.3999999761581421,0.3999999761581421,energy,energy
energy_cpu_ram_joules,energy_cpu_total_joules,0.429999977350235,0.429999977350235,energy,energy
energy_cpu_ram_joules,energy_gpu_min_watts,0.5,0.5,energy,energy
energy_cpu_ram_joules,energy_gpu_total_joules,0.3100000023841858,0.3100000023841858,energy,energy
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4199999868869781,0.4199999868869781,energy,energy
energy_cpu_total_joules,energy_cpu_ram_joules,0.5600000023841858,0.5600000023841858,energy,energy
energy_cpu_total_joules,energy_gpu_total_joules,0.429999977350235,0.429999977350235,energy,energy
energy_gpu_avg_watts,energy_cpu_ram_joules,0.5799999833106995,0.5799999833106995,energy,energy
energy_gpu_avg_watts,energy_gpu_max_watts,0.3899999856948852,0.3899999856948852,energy,energy
energy_gpu_avg_watts,energy_gpu_total_joules,0.8499999642372131,0.8499999642372131,energy,energy
energy_gpu_max_watts,energy_cpu_ram_joules,0.5,0.5,energy,energy
energy_gpu_max_watts,energy_gpu_avg_watts,0.3700000047683716,0.3700000047683716,energy,energy
energy_gpu_max_watts,energy_gpu_total_joules,0.6899999976158142,0.6899999976158142,energy,energy
energy_gpu_min_watts,energy_cpu_ram_joules,0.4199999868869781,0.4199999868869781,energy,energy
energy_gpu_min_watts,energy_gpu_total_joules,0.6899999976158142,0.6899999976158142,energy,energy
energy_gpu_temp_avg_celsius,energy_cpu_ram_joules,0.4899999797344208,0.4899999797344208,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.5,0.5,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3199999928474426,0.3199999928474426,mediator,mediator
energy_gpu_temp_max_celsius,energy_cpu_pkg_joules,0.3100000023841858,0.3100000023841858,mediator,energy
energy_gpu_temp_max_celsius,energy_cpu_ram_joules,0.5,0.5,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3799999952316284,0.3799999952316284,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_total_joules,0.85999995470047,0.85999995470047,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.5899999737739563,0.5899999737739563,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.4399999976158142,0.4399999976158142,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.3999999761581421,0.3999999761581421,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.5199999809265137,0.5199999809265137,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.6499999761581421,0.6499999761581421,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.449999988079071,0.449999988079071,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3700000047683716,0.3700000047683716,mediator,mediator
