source,target,weight
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.5899999737739563
energy_cpu_pkg_joules,energy_cpu_total_joules,0.5099999904632568
energy_cpu_pkg_joules,energy_gpu_max_watts,0.3199999928474426
energy_cpu_pkg_joules,energy_gpu_min_watts,0.3799999952316284
energy_cpu_pkg_joules,energy_gpu_total_joules,0.4399999976158142
energy_cpu_pkg_joules,hyperparam_epochs_x_is_parallel,0.32999998331069946
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.38999998569488525
energy_cpu_ram_joules,energy_cpu_total_joules,0.429999977350235
energy_cpu_ram_joules,energy_gpu_min_watts,0.5699999928474426
energy_cpu_ram_joules,energy_gpu_total_joules,0.3799999952316284
energy_cpu_ram_joules,energy_gpu_temp_max_celsius,0.3199999928474426
energy_cpu_ram_joules,energy_gpu_util_avg_percent,0.41999998688697815
energy_cpu_ram_joules,hyperparam_epochs,0.35999998450279236
energy_cpu_ram_joules,hyperparam_epochs_x_is_parallel,0.3499999940395355
energy_cpu_total_joules,energy_cpu_pkg_joules,0.47999998927116394
energy_cpu_total_joules,energy_cpu_ram_joules,0.5600000023841858
energy_cpu_total_joules,energy_gpu_min_watts,0.3499999940395355
energy_cpu_total_joules,energy_gpu_total_joules,0.3799999952316284
energy_cpu_total_joules,energy_gpu_temp_max_celsius,0.3100000023841858
energy_gpu_avg_watts,energy_cpu_ram_joules,0.429999977350235
energy_gpu_avg_watts,energy_gpu_max_watts,0.4399999976158142
energy_gpu_avg_watts,energy_gpu_total_joules,0.8899999856948853
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.5299999713897705
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.5199999809265137
energy_gpu_avg_watts,energy_gpu_util_max_percent,0.3700000047683716
energy_gpu_avg_watts,hyperparam_epochs,0.3199999928474426
energy_gpu_max_watts,energy_cpu_ram_joules,0.4399999976158142
energy_gpu_max_watts,energy_gpu_avg_watts,0.44999998807907104
energy_gpu_max_watts,energy_gpu_total_joules,0.7199999690055847
energy_gpu_max_watts,energy_gpu_temp_avg_celsius,0.44999998807907104
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.6299999952316284
energy_gpu_max_watts,energy_gpu_util_max_percent,0.5199999809265137
energy_gpu_max_watts,model_hrnet18,0.6299999952316284
energy_gpu_max_watts,model_pcb,0.4599999785423279
energy_gpu_max_watts,perf_rank1,0.44999998807907104
energy_gpu_min_watts,energy_cpu_ram_joules,0.35999998450279236
energy_gpu_min_watts,energy_gpu_total_joules,0.6599999666213989
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.5299999713897705
energy_gpu_min_watts,model_hrnet18,0.3700000047683716
energy_gpu_min_watts,hyperparam_learning_rate_x_is_parallel,0.9199999570846558
energy_gpu_total_joules,model_hrnet18,0.3100000023841858
energy_gpu_temp_avg_celsius,energy_cpu_ram_joules,0.44999998807907104
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.4699999988079071
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.7099999785423279
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.4599999785423279
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.550000011920929
energy_gpu_temp_avg_celsius,model_hrnet18,0.5399999618530273
energy_gpu_temp_max_celsius,energy_cpu_pkg_joules,0.38999998569488525
energy_gpu_temp_max_celsius,energy_cpu_ram_joules,0.5699999928474426
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.3700000047683716
energy_gpu_temp_max_celsius,energy_gpu_total_joules,0.8700000047683716
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.5399999618530273
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.38999998569488525
energy_gpu_temp_max_celsius,hyperparam_epochs,0.3100000023841858
energy_gpu_temp_max_celsius,model_hrnet18,0.32999998331069946
energy_gpu_temp_max_celsius,hyperparam_learning_rate_x_is_parallel,0.6299999952316284
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.3700000047683716
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.4699999988079071
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.6200000047683716
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.429999977350235
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3700000047683716
energy_gpu_util_avg_percent,model_hrnet18,0.41999998688697815
energy_gpu_util_max_percent,energy_cpu_ram_joules,0.550000011920929
energy_gpu_util_max_percent,energy_gpu_avg_watts,0.35999998450279236
energy_gpu_util_max_percent,energy_gpu_max_watts,0.47999998927116394
energy_gpu_util_max_percent,energy_gpu_min_watts,0.4599999785423279
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.3400000035762787
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.5
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.6200000047683716
energy_gpu_util_max_percent,model_hrnet18,0.3700000047683716
is_parallel,energy_cpu_pkg_joules,0.5600000023841858
is_parallel,energy_cpu_ram_joules,0.9099999666213989
is_parallel,energy_cpu_total_joules,0.5699999928474426
is_parallel,energy_gpu_avg_watts,0.6200000047683716
is_parallel,energy_gpu_max_watts,0.4599999785423279
is_parallel,energy_gpu_min_watts,0.9799999594688416
is_parallel,energy_gpu_temp_avg_celsius,0.7199999690055847
is_parallel,energy_gpu_temp_max_celsius,0.5199999809265137
is_parallel,energy_gpu_util_avg_percent,0.5899999737739563
is_parallel,energy_gpu_util_max_percent,0.9199999570846558
is_parallel,hyperparam_epochs,0.3199999928474426
is_parallel,model_hrnet18,0.35999998450279236
is_parallel,hyperparam_learning_rate_x_is_parallel,0.9300000071525574
is_parallel,hyperparam_epochs_x_is_parallel,0.9699999690055847
is_parallel,hyperparam_dropout_x_is_parallel,0.9699999690055847
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.9399999976158142
hyperparam_learning_rate,hyperparam_dropout_x_is_parallel,0.6100000143051147
hyperparam_epochs,energy_cpu_ram_joules,0.3499999940395355
hyperparam_epochs,energy_gpu_min_watts,0.6699999570846558
hyperparam_epochs,energy_gpu_total_joules,0.8700000047683716
hyperparam_epochs,energy_gpu_temp_max_celsius,0.3499999940395355
hyperparam_epochs,energy_gpu_util_avg_percent,0.47999998927116394
hyperparam_epochs,model_hrnet18,0.3400000035762787
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.9099999666213989
hyperparam_seed,energy_gpu_max_watts,0.3700000047683716
hyperparam_seed,energy_gpu_min_watts,0.4399999976158142
hyperparam_seed,energy_gpu_util_avg_percent,0.5799999833106995
hyperparam_seed,energy_gpu_util_max_percent,0.41999998688697815
model_hrnet18,energy_gpu_max_watts,0.3499999940395355
model_hrnet18,energy_gpu_total_joules,0.6899999976158142
model_hrnet18,energy_gpu_temp_avg_celsius,0.4599999785423279
model_hrnet18,energy_gpu_util_avg_percent,0.3400000035762787
model_pcb,energy_cpu_ram_joules,0.4899999797344208
model_pcb,energy_gpu_max_watts,0.5299999713897705
model_pcb,energy_gpu_min_watts,0.5799999833106995
model_pcb,energy_gpu_total_joules,0.8799999952316284
model_pcb,energy_gpu_temp_avg_celsius,0.3100000023841858
model_pcb,energy_gpu_temp_max_celsius,0.5899999737739563
model_pcb,energy_gpu_util_avg_percent,0.6699999570846558
model_pcb,energy_gpu_util_max_percent,0.7099999785423279
model_pcb,model_hrnet18,0.5399999618530273
model_pcb,perf_map,0.8199999928474426
model_pcb,perf_rank1,0.6100000143051147
hyperparam_dropout,hyperparam_dropout_x_is_parallel,0.5999999642372131
perf_map,hyperparam_learning_rate,0.47999998927116394
perf_map,perf_rank1,0.47999998927116394
perf_map,perf_rank5,0.3999999761581421
perf_rank1,hyperparam_learning_rate,0.3100000023841858
perf_rank1,model_pcb,0.3799999952316284
perf_rank1,perf_map,0.5
perf_rank1,perf_rank5,0.5
perf_rank5,hyperparam_dropout,0.3199999928474426
perf_rank5,perf_map,0.5699999928474426
perf_rank5,perf_rank1,0.44999998807907104
hyperparam_learning_rate_x_is_parallel,hyperparam_dropout_x_is_parallel,0.7400000095367432
hyperparam_epochs_x_is_parallel,energy_cpu_ram_joules,0.41999998688697815
