experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,error_message,fg_repository,fg_model,fg_duration_seconds,fg_training_success,fg_retries,fg_error_message,fg_hyperparam_alpha,fg_hyperparam_batch_size,fg_hyperparam_dropout,fg_hyperparam_epochs,fg_hyperparam_kfold,fg_hyperparam_learning_rate,fg_hyperparam_max_iter,fg_hyperparam_seed,fg_hyperparam_weight_decay,fg_perf_accuracy,fg_perf_best_val_accuracy,fg_perf_map,fg_perf_precision,fg_perf_rank1,fg_perf_rank5,fg_perf_recall,fg_perf_test_accuracy,fg_perf_test_loss,fg_energy_cpu_pkg_joules,fg_energy_cpu_ram_joules,fg_energy_cpu_total_joules,fg_energy_gpu_avg_watts,fg_energy_gpu_max_watts,fg_energy_gpu_min_watts,fg_energy_gpu_total_joules,fg_energy_gpu_temp_avg_celsius,fg_energy_gpu_temp_max_celsius,fg_energy_gpu_util_avg_percent,fg_energy_gpu_util_max_percent,bg_repository,bg_model,bg_note,bg_log_directory,bg_hyperparam_batch_size,bg_hyperparam_dropout,bg_hyperparam_epochs,bg_hyperparam_learning_rate,bg_hyperparam_seed,bg_hyperparam_weight_decay,bg_energy_cpu_pkg_joules,bg_energy_cpu_ram_joules,bg_energy_cpu_total_joules,bg_energy_gpu_avg_watts,bg_energy_gpu_max_watts,bg_energy_gpu_min_watts,bg_energy_gpu_total_joules
mutation_1x__Person_reID_baseline_pytorch_pcb_077_parallel,2025-11-22T12:37:17.132682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_1x,1,epochs,parallel,,Person_reID_baseline_pytorch,pcb,3889.471378326416,True,0,Training completed successfully,,,,57,,,,,,,,0.777221,,0.925475,0.970606,,,,178372.28,10855.35,189227.63,228.06763568970138,319.51,4.81,861411.4600000021,77.89647868678846,84.0,95.78130791633572,99.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_pcb_077_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_1x__Person_reID_baseline_pytorch_pcb_078_parallel,2025-11-22T13:46:54.274473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_1x,1,learning_rate,parallel,,Person_reID_baseline_pytorch,pcb,4086.688663005829,True,0,Training completed successfully,,,,,,0.025426323400782515,,,,,,0.773998,,0.924881,0.974466,,,,187346.26,11397.53,198743.79,225.65036785084448,319.2,4.87,895606.3100000017,77.7785336356765,84.0,96.09171075837743,99.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_pcb_078_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_1x__Person_reID_baseline_pytorch_pcb_079_parallel,2025-11-22T14:56:51.653972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_1x,1,dropout,parallel,,Person_reID_baseline_pytorch,pcb,4106.948562860489,True,0,Training completed successfully,,,0.4034709109258052,,,,,,,,,0.777074,,0.932304,0.973872,,,,188412.29,11426.58,199838.87,223.79352557673027,319.38,5.05,892488.5800000003,77.8986960882648,84.0,95.9358074222668,99.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_pcb_079_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_1x__Person_reID_baseline_pytorch_pcb_080_parallel,2025-11-22T16:11:16.305577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_1x,1,seed,parallel,,Person_reID_baseline_pytorch,pcb,4374.126839399338,True,0,Training completed successfully,,,,,,,,7650,,,,0.77613,,0.925178,0.972981,,,,200032.66,11971.83,212004.49,228.54348317251174,316.98,4.84,971081.2600000023,79.71452106377971,84.0,96.35420098846788,100.0,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251120_194804/Person_reID_baseline_pytorch_pcb_080_parallel/background_logs,32,,10,0.01,1,,,,,,,,
mutation_2x_safe__examples_mnist_013,2025-11-22T20:39:49.786554,examples,mnist,True,358.06739616394043,0,,,,13,,,,,,,,,,,,,99.0,0.0299,23646.97,1762.01,25408.98,184.0975581395351,313.58,151.14,63329.56000000008,69.24709302325581,74.0,99.82558139534883,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_014,2025-11-22T20:43:40.671003,examples,mnist,True,170.8779911994934,0,,,,6,,,,,,,,,,,,,99.0,0.0331,11236.85,835.57,12072.42,183.75939024390243,184.77,183.04,30136.539999999997,69.0,69.0,100.0,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_015,2025-11-22T20:51:08.073543,examples,mnist,True,387.38945269584656,0,,,,,,0.019651311407683742,,,,,,,,,,,98.0,0.0755,25618.49,1909.28,27527.77,184.0679892761394,312.49,160.34,68657.36,69.95710455764075,74.0,99.91420911528151,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_016,2025-11-22T20:58:34.288596,examples,mnist,True,386.20207357406616,0,,,,,,0.010255122505192121,,,,,,,,,,,97.0,0.1166,25541.85,1894.56,27436.41,187.24094086021512,317.99,128.4,69653.63000000002,70.18817204301075,75.0,99.39784946236558,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_017,2025-11-22T21:05:58.922712,examples,mnist,True,384.6211133003235,0,,,,,,,,7185,,,,,,,,,99.0,0.0277,25426.59,1892.32,27318.91,184.45624324324325,313.28,179.58,68248.81,69.61621621621622,74.0,99.98378378378378,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_018,2025-11-22T21:13:23.871992,examples,mnist,True,384.9363088607788,0,,,,,,,,4829,,,,,,,,,99.0,0.0271,25427.94,1885.14,27313.08,184.92051351351378,308.72,147.16,68420.5900000001,69.05675675675676,74.0,99.77837837837838,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_019_parallel,2025-11-22T21:21:26.043580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,mnist,392.15458369255066,True,0,Training completed successfully,,,,14,,,,,,,,,,,,,99.0,0.0276,26711.68,1970.03,28681.71,186.97068965517227,319.13,134.7,70487.94999999994,69.3315649867374,74.0,99.22546419098143,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_019_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_020_parallel,2025-11-22T21:28:06.178962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,mnist,310.1195459365845,True,0,Training completed successfully,,,,11,,,,,,,,,,,,,99.0,0.0298,21126.36,1560.5,22686.86,186.45963087248316,318.84,166.66,55564.96999999998,69.2248322147651,75.0,99.54697986577182,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_020_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_021_parallel,2025-11-22T21:36:09.233758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,mnist,393.0354254245758,True,0,Training completed successfully,,,,,,0.015698889306568164,,,,,,,,,,,97.0,0.0877,26775.33,1977.83,28753.16,183.36957671957668,295.12,146.62,69313.69999999998,69.03968253968254,74.0,99.75132275132275,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_021_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_022_parallel,2025-11-22T21:44:12.356610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,mnist,393.10450649261475,True,0,Training completed successfully,,,,,,0.0065029006438997675,,,,,,,,,,,95.0,0.158,26772.25,1979.35,28751.6,185.21169312169297,318.77,135.78,70010.01999999995,69.03174603174604,74.0,99.62698412698413,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_022_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_023_parallel,2025-11-22T21:52:16.213232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,mnist,393.8383581638336,True,0,Training completed successfully,,,,,,,,9973,,,,,,,,,99.0,0.0283,26848.86,1987.17,28836.03,185.90396825396817,317.78,128.13,70271.69999999997,69.16931216931216,75.0,99.06878306878306,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_023_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_024_parallel,2025-11-22T22:00:19.146203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,mnist,392.9137558937073,True,0,Training completed successfully,,,,,,,,2874,,,,,,,,,99.0,0.0273,26781.62,1976.55,28758.17,184.24359788359786,316.55,137.37,69644.07999999999,69.16666666666667,75.0,99.29100529100529,100.0,VulBERTa,mlp,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_024_parallel/background_logs,,,10,3e-05,42,0.0,,,,,,,
mutation_2x_safe__examples_mnist_rnn_025,2025-11-22T22:09:01.413147,examples,mnist_rnn,True,462.2524371147156,0,,,,12,,,,,,,,,,,,,95.0,0.1593,29379.98,2174.97,31554.95,185.38178654292355,307.61,161.44,79899.55000000005,69.34106728538283,74.0,99.90023201856148,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_026,2025-11-22T22:18:09.088781,examples,mnist_rnn,True,487.66228342056274,0,,,,13,,,,,,,,,,,,,95.0,0.1581,30612.99,2263.13,32876.12,182.5347252747252,317.94,123.49,83053.29999999996,68.7054945054945,73.0,99.810989010989,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_027,2025-11-22T22:28:06.434898,examples,mnist_rnn,True,537.3316898345947,0,,,,,,0.00939086953511794,,,,,,,,,,,59.0,1.3358,34124.36,2544.62,36668.98,184.26742514970053,319.21,136.64,92317.97999999997,69.03393213572855,73.0,99.72455089820359,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_028,2025-11-22T22:38:04.606839,examples,mnist_rnn,True,538.157674074173,0,,,,,,0.010446078671567546,,,,,,,,,,,61.0,1.2663,34139.53,2533.7,36673.23,185.90155688622758,318.67,133.45,93136.68000000002,68.9441117764471,73.0,99.34730538922156,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_029,2025-11-22T22:48:01.850854,examples,mnist_rnn,True,537.2295589447021,0,,,,,,,,8534,,,,,,,,,96.0,0.1507,34081.42,2525.24,36606.66,184.49123999999978,292.57,143.81,92245.6199999999,68.66,73.0,99.6,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_030,2025-11-22T22:58:01.004087,examples,mnist_rnn,True,539.1388156414032,0,,,,,,,,3946,,,,,,,,,96.0,0.1323,34187.64,2542.17,36729.81,186.08454183266926,316.5,133.3,93414.43999999997,68.97211155378486,74.0,99.29083665338645,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_031_parallel,2025-11-22T23:07:12.933431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,mnist_rnn,461.9126091003418,True,0,Training completed successfully,,,,12,,,,,,,,,,,,,95.0,0.1593,29290.18,2169.5,31459.68,187.43069767441855,298.57,145.04,80595.19999999998,69.02093023255814,73.0,99.76744186046511,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_031_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_032_parallel,2025-11-22T23:17:41.937257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,mnist_rnn,538.9853663444519,True,0,Training completed successfully,,,,14,,,,,,,,,,,,,95.0,0.1572,34198.56,2540.74,36739.3,185.89964143426297,319.65,133.92,93321.62000000001,68.85458167330677,74.0,99.56573705179282,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_032_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_033_parallel,2025-11-22T23:28:09.655174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,mnist_rnn,537.6991934776306,True,0,Training completed successfully,,,,,,0.00941106227712999,,,,,,,,,,,59.0,1.3345,34125.63,2545.47,36671.1,184.78137724550896,314.94,126.56,92575.46999999999,68.750499001996,73.0,99.69261477045909,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_033_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_034_parallel,2025-11-22T23:38:32.187455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,mnist_rnn,532.513679265976,True,0,Training completed successfully,,,,,,0.005403845268352432,,,,,,,,,,,48.0,1.6428,33692.34,2504.4,36196.74,186.52953629032254,312.43,136.16,92518.64999999998,68.96975806451613,74.0,99.70766129032258,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_034_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_035_parallel,2025-11-22T23:48:42.337982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,mnist_rnn,520.1318695545197,True,0,Training completed successfully,,,,,,,,2878,,,,,,,,,96.0,0.1559,32547.98,2416.31,34964.29,187.37358762886595,313.37,135.46,90876.18999999999,69.0659793814433,73.0,99.50103092783505,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_035_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_mnist_rnn_036_parallel,2025-11-22T23:58:55.798056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,mnist_rnn,523.4416875839233,True,0,Training completed successfully,,,,,,,,6402,,,,,,,,,96.0,0.1412,32786.13,2413.83,35199.96,186.30739754098343,318.3,123.76,90918.00999999991,68.91188524590164,73.0,99.63319672131148,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_mnist_rnn_036_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_037,2025-11-23T00:10:17.984959,examples,siamese,True,622.1741964817047,0,,,,9,,,,,,,,,,,,,100.0,0.0,41647.64,3041.92,44689.56,192.7204841402335,318.05,160.62,115439.56999999988,69.62103505843072,76.0,99.65275459098497,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_038,2025-11-23T00:18:17.633775,examples,siamese,True,419.6398825645447,0,,,,6,,,,,,,,,,,,,100.0,0.0,28058.37,2040.23,30098.6,194.16554455445538,316.97,161.43,78442.87999999998,70.18811881188118,76.0,99.20049504950495,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_039,2025-11-23T00:35:29.133767,examples,siamese,True,971.4817655086517,0,,,,,,0.01791848780267968,,,,,,,,,,,99.0,0.0,65135.48,4745.08,69880.56,192.1443055555556,318.86,152.16,179847.07000000004,69.72863247863248,76.0,99.48931623931624,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_040,2025-11-23T00:52:43.493050,examples,siamese,True,974.3411440849304,0,,,,,,0.005266524371597438,,,,,,,,,,,97.0,0.0001,65289.0,4751.43,70040.43,190.51083155650343,319.02,169.25,178699.1600000002,69.4051172707889,76.0,99.81343283582089,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_041,2025-11-23T01:09:41.533078,examples,siamese,True,958.0220112800598,0,,,,,,,,313,,,,,,,,,100.0,0.0,63991.72,4659.34,68651.06,191.33814734561204,318.96,157.71,176605.10999999993,69.67822318526544,76.0,99.87865655471289,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_042,2025-11-23T01:26:47.368120,examples,siamese,True,965.8166971206665,0,,,,,,,,7426,,,,,,,,,100.0,0.0,64699.32,4701.33,69400.65,191.93413978494607,317.51,159.21,178498.74999999985,69.70430107526882,76.0,99.59892473118279,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__examples_siamese_043_parallel,2025-11-23T01:44:15.186755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,siamese,957.7960288524628,True,0,Training completed successfully,,,,14,,,,,,,,,,,,,100.0,0.0,64213.38,4670.19,68883.57,191.83517876489697,318.31,160.73,177063.8699999999,69.6673889490791,76.0,99.76598049837486,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_043_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_044_parallel,2025-11-23T02:02:54.284030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,epochs,parallel,,examples,siamese,1029.073748588562,True,0,Training completed successfully,,,,15,,,,,,,,,,,,,100.0,0.0,68863.85,5018.85,73882.7,192.46703329969716,317.9,169.67,190734.8299999999,69.71241170534813,76.0,99.7547931382442,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_044_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_045_parallel,2025-11-23T02:20:33.021874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,siamese,968.7151687145233,True,0,Training completed successfully,,,,,,0.017659375308617237,,,,,,,,,,,99.0,0.0,64791.58,4738.59,69530.17,190.72289389067535,318.62,120.1,177944.4600000001,69.30975348338693,76.0,99.73633440514469,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_045_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_046_parallel,2025-11-23T02:38:04.885414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,learning_rate,parallel,,examples,siamese,961.8410837650299,True,0,Training completed successfully,,,,,,0.006757279757204756,,,,,,,,,,,98.0,0.0001,64458.15,4718.23,69176.38,193.02931965442758,317.38,161.1,178745.14999999994,69.65766738660908,76.0,99.60907127429806,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_046_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_047_parallel,2025-11-23T02:55:27.690305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,siamese,952.7823159694672,True,0,Training completed successfully,,,,,,,,4314,,,,,,,,,100.0,0.0,63869.72,4666.65,68536.37,192.87967320261424,319.21,157.61,177063.53999999986,69.640522875817,76.0,99.73856209150327,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_047_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__examples_siamese_048_parallel,2025-11-23T03:12:59.611049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mutation_2x_safe,1,seed,parallel,,examples,siamese,961.8982775211334,True,0,Training completed successfully,,,,,,,,1868,,,,,,,,,100.0,0.0,64447.77,4704.81,69152.58,192.5708198489755,317.34,162.02,178513.15000000029,69.68392664509169,76.0,99.70010787486515,100.0,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/examples_siamese_048_parallel/background_logs,,0.5,60,0.05,1334,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_049,2025-11-23T04:06:31.337579,pytorch_resnet_cifar10,resnet20,True,3151.6846985816956,0,,,,254,,,,,,,91.9,,,,,,91.9,,210862.51,15933.22,226795.73,192.0547725774551,320.42,165.02,582694.1799999988,69.33025708635465,76.0,99.751153592617,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_050,2025-11-23T04:32:18.924804,pytorch_resnet_cifar10,resnet20,True,1487.5671219825745,0,,,,119,,,,,,,91.96,,,,,,91.96,,99453.37,7499.53,106952.9,191.6446578212292,320.16,142.0,274435.1500000002,69.2604748603352,76.0,99.63617318435755,100.0,mutation_2x_safe,1,epochs,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_051,2025-11-23T05:14:39.684302,pytorch_resnet_cifar10,resnet20,True,2480.7268114089966,0,,,,,,0.1481245342295328,,,,,92.13,,,,,,92.13,,165909.39,12524.17,178433.56,191.5446566164159,320.74,112.54,457408.6400000011,69.24748743718592,76.0,99.65284757118928,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_052,2025-11-23T05:57:05.362359,pytorch_resnet_cifar10,resnet20,True,2485.645272254944,0,,,,,,0.07355788173855166,,,,,91.49,,,,,,91.49,,166315.01,12621.97,178936.98,193.23515252820704,320.52,145.47,462411.71999999945,69.59465106560802,76.0,99.66025908900961,100.0,mutation_2x_safe,1,learning_rate,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_053,2025-11-23T06:39:23.009354,pytorch_resnet_cifar10,resnet20,True,2477.6136877536774,0,,,,,,,,,0.0002971181180336702,,92.61,,,,,,92.61,,165540.46,12520.13,178060.59,192.67562264150888,319.93,111.64,459531.3599999987,69.27002096436058,77.0,99.48301886792453,100.0,mutation_2x_safe,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_054,2025-11-23T07:21:40.148278,pytorch_resnet_cifar10,resnet20,True,2477.1059532165527,0,,,,,,,,,2.2684325677923867e-05,,90.79,,,,,,90.79,,165671.94,12480.49,178152.43,193.96413836477976,320.51,155.2,462604.46999999974,69.52914046121593,76.0,99.75974842767296,100.0,mutation_2x_safe,1,weight_decay,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_055,2025-11-23T08:05:18.525426,pytorch_resnet_cifar10,resnet20,True,2558.3432331085205,0,,,,,,,,5398,,,91.72,,,,,,91.71,,171381.46,12970.15,184351.61,193.61882663418604,320.6,162.22,476883.1700000002,69.44498578968738,77.0,99.75883069427528,100.0,mutation_2x_safe,1,seed,,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
