timestamp,gpu_temp_c,memory_temp_c
1763640484,57,N/A
1763640486,56,N/A
1763640488,57,N/A
1763640489,57,N/A
1763640490,57,N/A
1763640491,57,N/A
1763640492,58,N/A
1763640493,58,N/A
1763640494,58,N/A
1763640495,58,N/A
1763640496,58,N/A
1763640497,58,N/A
1763640498,58,N/A
1763640499,58,N/A
1763640500,58,N/A
1763640501,58,N/A
1763640502,58,N/A
1763640503,58,N/A
1763640504,58,N/A
1763640505,58,N/A
1763640506,58,N/A
1763640507,58,N/A
1763640508,58,N/A
1763640509,58,N/A
1763640510,58,N/A
1763640511,58,N/A
1763640512,59,N/A
1763640513,58,N/A
1763640514,58,N/A
1763640515,59,N/A
1763640516,59,N/A
1763640517,59,N/A
1763640518,59,N/A
1763640519,59,N/A
1763640520,59,N/A
1763640521,59,N/A
1763640522,59,N/A
1763640523,59,N/A
1763640524,59,N/A
1763640525,59,N/A
1763640526,59,N/A
1763640528,59,N/A
1763640529,59,N/A
1763640530,59,N/A
1763640531,59,N/A
1763640532,59,N/A
1763640533,59,N/A
1763640534,59,N/A
1763640535,59,N/A
1763640536,59,N/A
1763640537,59,N/A
1763640538,59,N/A
1763640539,59,N/A
1763640540,59,N/A
1763640541,59,N/A
1763640542,59,N/A
1763640543,59,N/A
1763640544,59,N/A
1763640545,60,N/A
1763640546,60,N/A
1763640547,60,N/A
1763640548,60,N/A
1763640549,60,N/A
1763640550,60,N/A
1763640551,60,N/A
1763640552,60,N/A
1763640553,60,N/A
1763640554,60,N/A
1763640555,60,N/A
1763640556,60,N/A
1763640557,60,N/A
1763640558,60,N/A
1763640559,60,N/A
1763640560,60,N/A
1763640561,60,N/A
1763640562,60,N/A
1763640563,60,N/A
1763640564,60,N/A
1763640565,60,N/A
1763640566,60,N/A
1763640568,60,N/A
1763640569,60,N/A
1763640570,60,N/A
1763640571,60,N/A
1763640572,60,N/A
1763640573,60,N/A
1763640574,60,N/A
1763640575,60,N/A
1763640576,60,N/A
1763640577,60,N/A
1763640578,60,N/A
1763640579,60,N/A
1763640580,60,N/A
1763640581,60,N/A
1763640582,60,N/A
1763640583,60,N/A
1763640584,60,N/A
1763640585,61,N/A
1763640586,60,N/A
1763640587,60,N/A
1763640588,61,N/A
1763640589,61,N/A
1763640590,61,N/A
1763640591,61,N/A
1763640592,61,N/A
1763640593,61,N/A
1763640594,61,N/A
1763640595,61,N/A
1763640596,60,N/A
1763640597,61,N/A
1763640598,61,N/A
1763640599,61,N/A
1763640600,61,N/A
1763640601,61,N/A
1763640602,61,N/A
1763640603,61,N/A
1763640604,61,N/A
1763640605,61,N/A
1763640607,61,N/A
1763640608,61,N/A
1763640609,61,N/A
1763640610,61,N/A
1763640611,61,N/A
1763640612,61,N/A
1763640613,61,N/A
1763640614,61,N/A
1763640615,61,N/A
1763640616,61,N/A
1763640617,61,N/A
1763640618,61,N/A
1763640619,61,N/A
1763640620,61,N/A
1763640621,61,N/A
1763640622,61,N/A
1763640623,61,N/A
1763640624,61,N/A
1763640625,61,N/A
1763640626,61,N/A
1763640627,61,N/A
1763640628,61,N/A
1763640629,61,N/A
1763640630,61,N/A
1763640631,61,N/A
1763640632,61,N/A
1763640633,61,N/A
1763640634,61,N/A
1763640635,61,N/A
1763640636,61,N/A
1763640637,61,N/A
1763640638,61,N/A
1763640639,61,N/A
1763640640,61,N/A
1763640641,61,N/A
1763640642,61,N/A
1763640643,61,N/A
1763640644,61,N/A
1763640645,61,N/A
1763640647,61,N/A
1763640648,61,N/A
1763640649,61,N/A
1763640650,61,N/A
1763640651,61,N/A
1763640652,61,N/A
1763640653,61,N/A
1763640654,62,N/A
1763640655,61,N/A
1763640656,62,N/A
1763640657,62,N/A
1763640658,62,N/A
1763640659,62,N/A
1763640660,62,N/A
1763640661,62,N/A
1763640662,61,N/A
1763640663,62,N/A
1763640664,61,N/A
1763640665,62,N/A
1763640666,62,N/A
1763640667,62,N/A
1763640668,62,N/A
1763640669,62,N/A
1763640670,62,N/A
1763640671,62,N/A
1763640672,62,N/A
1763640673,62,N/A
1763640674,62,N/A
1763640675,62,N/A
1763640676,62,N/A
1763640677,61,N/A
1763640678,61,N/A
