energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,model_hrnet18,model_pcb,hyperparam_dropout,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_accuracy,perf_precision,perf_recall,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
-0.2573480991977553,-0.2610866758968848,-0.2577863148399623,0.714979787844513,0.8277702840779703,0.1240011552647416,-0.0813741939861374,0.7453197026793379,0.7118148957316076,0.9183303424215652,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.9989271897043236,-0.6027608641638302,-0.3433277257881738,-0.8299298435589038,0.0,0.0,-1.3930491741311484,0.0,0.0,0.0,-0.4140682351364556,-0.3489311027735344,0.0297992592540082,0.0,-0.9989271897043236,-0.6027608641638302,-0.8299298435589038,-1.3930491741311484,0.0,0.0,0.0
-0.2539214764244813,-0.259165388631193,-0.2544590425681624,0.6914925543031324,0.8547318694213712,0.1194708040816632,-0.0852673967032435,0.6931632716025056,0.7118148957316076,0.920832614226516,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.9984691533309488,-0.6027608641638302,-0.3433277257881738,-0.8299298435589038,0.0,0.0,-1.7210296548738608,0.0,0.0,0.0,-0.41404649316905,-0.1494203470165429,0.5321954492689004,0.0,-0.9984691533309488,-0.6027608641638302,-0.8299298435589038,-1.7210296548738608,0.0,0.0,0.0
-0.2521083407121068,-0.2516437533782718,-0.252258487612875,0.7090505598347594,0.8128158824907399,0.1367832175312839,-0.0791091195372261,0.7268293726450641,0.7995317659799438,0.912448850957538,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.9984691533309488,-0.6027608641638302,-0.3433277257881738,0.4666599004723875,0.0,0.0,-1.3930491741311484,0.0,0.0,0.0,-0.4140699691583959,-0.2469256035895089,0.0837881035541152,0.0,-0.9984691533309488,-0.6027608641638302,0.4666599004723875,-1.3930491741311484,0.0,0.0,0.0
-0.2563936872769753,-0.2623232490838461,-0.2569794101278094,0.7076924567956674,0.8327914700123692,0.1141314616158924,-0.0825438797529848,0.7288254531343064,0.7118148957316076,0.918301493030028,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.9984691533309488,-0.6027608641638302,0.7566356220745465,-0.8299298435589038,0.0,0.0,-1.3930491741311484,0.0,0.0,0.0,-0.4141601382992927,-5.270696438402742,-2.6081556608540404,0.0,-0.9984691533309488,-0.6027608641638302,-0.8299298435589038,-1.3930491741311484,0.0,0.0,0.0
-0.675965884912921,-0.6079658940657419,-0.6718533157706125,1.1991776472094084,0.8461085283601214,-0.1625435570649635,-0.4302340160140553,0.5973339403107953,0.7118148957316076,0.8413418219987063,0.7161525438817218,False,0.0,0.0,0.0,0.0,-0.9986749012031236,-0.6713713674907602,0.4365184932454887,0.8133210055611145,0.0,0.0,-1.431541764395674,0.0,0.0,0.0,-0.4140933117614387,0.00756311606593,-1.02199340911926,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
-0.3744558000315579,-0.2939086666857871,-0.3692774126405571,0.5622878963770376,0.8500381521348682,-0.0924849119837878,-0.1028369832969349,0.6693170396710134,0.7995317659799438,0.8458883578361315,0.7161525438817218,False,0.0,0.0,0.0,0.0,-0.9983133292916104,-0.5684556125003652,-0.136944826363452,-0.5931911896208525,0.0,0.0,-2.3793457032283025,0.0,0.0,0.0,-0.4140096785493939,-0.0954174356838247,0.2922450301573097,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.280756996184608,-0.1916086361319596,-0.2749293533725842,0.4801559617172022,0.8525487451020677,-0.0115857837145317,-0.0028503345273368,0.6656794729908252,0.7995317659799438,0.8802271613149887,0.7720054094864554,False,0.0,0.0,0.0,0.0,-0.9979003694304966,-0.5341503608369003,1.6403122471655385,-0.4661948540783815,0.0,0.0,-2.1905469453283777,0.0,0.0,0.0,-0.4139991410314489,-0.1659212365904292,0.740652375872095,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.2310352218258126,-0.1420060406076,-0.2251798299789556,0.4724984023204425,0.8465451532239824,-0.0109385906883775,0.0579904418361312,0.6433886996050158,0.7995317659799438,0.8833517671362049,0.7440789766840885,False,0.0,0.0,0.0,0.0,-0.9981299389430848,-0.5169977350051678,1.878962442011153,1.694038757672608,0.0,0.0,-1.4797471528771833,0.0,0.0,0.0,-0.4140490275088089,-0.7269514821025684,-0.3661189322801173,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
-0.2771834458323264,-0.1918470937713185,-0.2716110671898116,0.4755079103034622,0.8509114018625895,-0.0047902569399141,-0.0012134928141072,0.6164284877934246,0.7995317659799438,0.8796745828261883,0.7720054094864554,False,0.0,0.0,0.0,0.0,-1.0001216080967388,-0.5341503608369003,-0.6992264099354496,-0.7212163249049085,0.0,0.0,-1.5302221680480748,0.0,0.0,0.0,-0.4140787726544006,-1.1019716996908944,-1.5073831131796187,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.6153998674749394,-0.5445395685339754,-0.6110502116356619,0.4558554804988706,0.8520029640222416,-0.0115857837145317,-0.4385855981084136,0.6075362967502564,0.7995317659799438,0.8576757160912458,0.7440789766840885,False,0.0,0.0,0.0,0.0,-0.997065319669014,-0.6542187416590277,1.222115319383865,2.1975131773247027,0.0,0.0,-1.4275813420898225,0.0,0.0,0.0,-0.414093711920348,-0.2559260888116278,0.5321954492689004,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
-0.7140808744043363,-0.6495971913601034,-0.710233593244264,0.5681869885361912,0.8536403072617191,-0.0156307401279945,-0.5546776421312538,0.7167923107700589,0.7995317659799438,0.8451167503591461,0.6882261110793549,False,0.0,0.0,0.0,0.0,-0.9999209134738768,-0.6885239933224927,2.0099484927296296,-0.7051936841746343,0.0,0.0,-1.4222533541279376,0.0,0.0,0.0,-0.4141544026882593,-0.7089505116583273,-0.8625163618172187,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.4704929748186959,-0.3932364930918908,-0.4656063285077241,0.4571486313801502,0.8509114018625895,-0.0023632830918364,-0.2538843756399789,0.6341532999652986,0.7995317659799438,0.8692844283378984,0.6882261110793549,False,0.0,0.0,0.0,0.0,-0.9978889979259103,-0.6027608641638302,1.368116844209094,-0.6872052726288237,0.0,0.0,-0.7845846290622673,0.0,0.0,0.0,-0.414079306199613,-0.5334410498269911,-0.3481226508467467,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.5322531801089138,-0.4550634491711,-0.527415528994935,0.9327740100019808,0.853531151045754,-0.1754874175880445,-0.248545760941065,0.6005532028981218,0.7118148957316076,0.8610483126422234,0.7720054094864554,False,0.0,0.0,0.0,0.0,-0.9975187506594548,-0.6199134899955627,1.122757607741313,-0.7607080458844742,0.0,0.0,-0.9407117676568606,0.0,0.0,0.0,-0.414083174402403,0.4642027338101818,-0.8979090486361787,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.485368095773394,-0.4084552002895473,-0.48051540226688,0.9193958096385848,0.8508022456466244,-0.1521884686464988,-0.1824245481987239,0.5505378648662,0.6240980254832715,0.8468945859133362,0.7720054094864554,False,0.0,0.0,0.0,0.0,-0.998008465504803,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140499612129306,-0.1764218026829028,0.4242177606686849,0.0,-0.0,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.4830296013646522,-0.4058015074172531,-0.4781539041529866,0.7284198582190506,0.8455627472802953,-0.0276038111118443,-0.2168230342147319,0.6347500505985417,0.7118148957316076,0.8699491869293939,0.6882261110793549,False,0.0,0.0,0.0,0.0,-0.999514287616548,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140822406982813,-0.4584370063093256,-0.2581412436799001,0.0,-0.0,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.4819633269341404,-0.4074621945485027,-0.4772713089217184,0.7283916241545202,0.836284468923255,-0.0937792980360959,-0.2152598022661891,0.6001295320672451,0.7118148957316076,0.8708310051973124,0.7720054094864554,False,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-0.7832154404060622,0.0,0.0,0.0,-0.4140795729722192,-0.4554368445686193,0.0417967802095864,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.0,0.0,0.0,0.0
-0.4813937664955171,-0.4041919183515804,-0.4765186663625386,0.6732097952882837,0.835738687843429,-0.0057610464791453,-0.2243184371906482,0.6173911871811117,0.7118148957316076,0.8692330949734205,0.7161525438817218,False,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.1475666649141325,0.0,0.0,0.0,-0.4140702359310021,-0.3519312645142407,0.131778187376433,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.0,0.0,0.0,0.0
-0.2582295412032467,-0.2799435653636174,-0.2598842210090519,0.7763739333186596,0.839995780266071,0.1201179971078171,-0.0697918748852575,0.7209395802841537,0.7118148957316076,0.9144230240312364,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998971721314534,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140699691583959,0.5181156402906796,-0.3166291583383506,0.0,-0.998971721314534,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2549436725812908,-0.269689886871184,-0.25612469481378,0.7193781514358447,0.8598622115717346,0.1151022511551235,-0.0798330006237712,0.682214576865368,0.7118148957316076,0.9154316804448382,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000054405819644,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140971799642287,0.3951090089217084,-1.5133818736574076,0.0,-1.000054405819644,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2544654788724705,-0.2756905030387659,-0.2560843726194263,0.7342550096178591,0.8642284602103424,0.1256191378301266,-0.0779531358289874,0.7152458346573303,0.7118148957316076,0.916477373555332,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-0.9215368979236804,0.0,0.0,0.0,-0.4140735705885797,0.4611125672172534,-0.4411034382524894,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.9215368979236804,0.0,0.0,0.0
-0.2583539975054649,-0.2811937647013992,-0.260084910330664,0.7405352782199505,0.8608446175154216,0.117529225003201,-0.0764990769169899,0.6992886977273375,0.7118148957316076,0.9173678345723076,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-2.112377598576423,0.0,0.0,0.0,-0.4140316872894057,0.6876247786406031,1.3375290434121754,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-2.112377598576423,0.0,0.0,0.0
-0.4750525450415272,-0.472692281795134,-0.4752350381068551,1.0820204073069015,0.792731138753146,0.0528099223877961,-0.269526849725467,0.6791168857696032,0.7118148957316076,0.8922273486156114,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6542187416590277,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140797063585223,0.4686129715690191,-0.7380420819030815,0.0,-0.3995132969503469,-0.6542187416590277,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
0.0191529362396646,-0.0167612753408872,0.0167375528844745,0.7472653659053211,0.8230765667914672,0.1209269883905099,0.2431324803712975,0.704908438815068,0.7118148957316076,0.9239308185814548,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.5341503608369003,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140328877661337,0.6741240508074232,1.2940380299481995,0.0,-0.3995132969503469,-0.5341503608369003,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.1178582658703999,-0.1444911098634904,-0.1197445497389427,0.739489264227232,0.8278794402939353,0.1403427791751312,0.0816767116444683,0.7125743980422047,0.7118148957316076,0.92058486829149,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.5684556125003652,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140423581936538,0.5721185516233978,0.9416108518780516,0.0,-0.3995132969503469,-0.5684556125003652,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.0537861119105046,-0.0858765188402164,-0.0559953908782393,0.7205819380562487,0.8094320397958191,0.1316056733220517,0.1526018262257824,0.6946769807945953,0.7118148957316076,0.9237536778168502,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.5513029866686328,-0.7698310860544334,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140400906265011,0.6291216246968239,0.9970993862976074,0.0,-0.3995132969503469,-0.5513029866686328,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2568942287940313,-0.2614903506149424,-0.2573901204788695,0.7036987086997276,0.8319182202846472,0.111219092998199,-0.0845086396649362,0.6935509376550445,0.7118148957316076,0.922104135474498,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.3739976303466464,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.414047827032081,0.6036202499008171,0.6566697291830376,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2552587643305574,-0.2636722380150765,-0.25601167746332,0.6819829346131877,0.8548410256373363,0.1220595761862794,-0.0885080444220594,0.6642469299431739,0.7995317659799438,0.9173757470348056,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,1.2377697498355853,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140666345008184,0.5151154785499733,-0.1561623155574754,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2571827748042334,-0.2646839797134993,-0.2578753692863493,0.7096908452498331,0.8360661564913242,0.1307966820393591,-0.0841604787809263,0.6858494728375627,0.7118148957316076,0.9195680493518216,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,0.5818810617257495,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.414059698413057,0.5001146698464402,0.1857670316765415,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2561076106378488,-0.2646737601003839,-0.2568714618532111,0.7064780697371169,0.836830250003081,0.1151022511551235,-0.0843842790715177,0.6917485121450331,0.7118148957316076,0.9179614752502904,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,0.4885934353603953,-0.1741237222389335,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140487607362027,0.5106152359389121,0.6941619821692244,0.0,-0.3995132969503469,-0.25186505281125143,-0.08847316773623505,-0.6403744513408999,0.0,0.0,0.0
-0.2545575864135963,-0.2533146601226367,-0.2546568517330347,0.7322761991867642,0.8485099651113558,0.109601110432814,-0.0773643463979394,0.7140308932686261,0.7118148957316076,0.9114382905503098,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,-0.754801897034589,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140580977774198,0.509115155068559,0.2532530870516756,0.0,-0.3995132969503469,-0.25186505281125143,-0.754801897034589,-0.6403744513408999,0.0,0.0,0.0
-0.2582295412032467,-0.2799435653636174,-0.2598842210090519,0.7763739333186596,0.839995780266071,0.1201179971078171,-0.0697918748852575,0.7209395802841537,0.7118148957316076,0.9144230240312364,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998971721314534,-0.6034755569068191,-0.7698310860544334,-0.1760238135405844,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140699691583959,0.5181156402906796,-0.3166291583383506,0.0,-0.998971721314534,-0.25186505281125143,-0.1760238135405844,-0.6403744513408999,0.0,0.0,0.0
-0.2549436725812908,-0.269689886871184,-0.25612469481378,0.7193781514358447,0.8598622115717346,0.1151022511551235,-0.0798330006237712,0.682214576865368,0.7118148957316076,0.9154316804448382,0.7720054094864554,True,0.0,0.0,0.0,0.0,-1.000054405819644,-0.6034755569068191,-0.7698310860544334,2.5332804940741305,0.0,0.0,-1.6246290001735673,0.0,0.0,0.0,-0.4140971799642287,0.3951090089217084,-1.5133818736574076,0.0,-1.000054405819644,-0.25186505281125143,2.5332804940741305,-0.6403744513408999,0.0,0.0,0.0
-0.2544654788724705,-0.2756905030387659,-0.2560843726194263,0.7342550096178591,0.8642284602103424,0.1256191378301266,-0.0779531358289874,0.7152458346573303,0.7118148957316076,0.916477373555332,0.7720054094864554,True,0.0,0.0,0.0,0.0,-0.998643598756147,-0.6034755569068191,-0.7698310860544334,2.0923674505953094,0.0,0.0,-0.9215368979236804,0.0,0.0,0.0,-0.4140735705885797,0.4611125672172534,-0.4411034382524894,0.0,-0.3995132969503469,-0.25186505281125143,2.0923674505953094,-0.9215368979236804,0.0,0.0,0.0
-0.712282184512755,-0.6441262918056689,-0.7081852257710948,0.6479787441805792,0.8510205580785546,-0.1097973254334085,-0.5407026509321294,0.5428835891430247,0.7118148957316076,0.7729127343494743,0.6882261110793549,False,0.0,0.0,0.0,0.0,-0.9983938534782858,-0.6885239933224927,1.6268941639212064,0.728043378750676,0.0,0.0,-2.1795689042724504,0.0,0.0,0.0,2.516505140975107,-0.1599209131090166,0.2982437906350988,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0
-0.3857309483634639,-0.3010623958665545,-0.3802819155110371,0.7087581221775937,0.8645559288582376,-0.0421656542003105,-0.0854161017308855,0.6531201097858275,0.7118148957316076,0.8729165436899246,0.7161525438817218,False,0.0,0.0,0.0,0.0,-0.9977711881061124,-0.5684556125003652,0.9019981905548072,-0.6937332304622046,0.0,0.0,-1.6685416437275733,0.0,0.0,0.0,2.464484482765412,-0.4404360358650862,0.0777893430763261,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
-0.2443071036095755,-0.153436677877155,-0.2383367315840376,0.699603575667502,0.844143716472748,-0.0424892507133875,0.1069132208344491,0.6535169717450429,0.7118148957316076,0.878786853523004,0.7720054094864554,False,0.0,0.0,0.0,0.0,-0.998549856834758,-0.5169977350051678,0.0221553035336246,-0.6771428447008409,0.0,0.0,-2.7289541074908783,0.0,0.0,0.0,2.544516264626482,0.1625964740169443,0.2562524672905718,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0
