energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel
-0.7966752869292689,-0.7365763185851205,-0.7931840658499428,-0.107190041651347,-0.6085072055919332,-0.108988334150716,-0.7146133692172558,0.2079449169669562,0.0100799337449185,-0.3300428628182878,-0.5684633650271509,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.5341503608369003,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.0
-0.7962514193841153,-0.738838259621325,-0.7929415566524726,-0.0654269872042126,-0.5942077413004938,-0.1030017986587909,-0.7119998678249442,0.1778855086632453,0.0100799337449185,-0.331484202261019,-0.5684633650271509,False,False,False,True,1.5931451474441708e-17,-0.7974261701945622,-0.6052727549760086,-0.7698310860544334,0.6172749716486411,-0.052607537170295315,-0.0,-0.3277180212955417
-0.7962853732364069,-0.7390358388082224,-0.7929866023038792,-0.0798759071409524,-0.6020669888499871,-0.1115771062553321,-0.7129040706633614,0.1640452055593784,-0.0776369365034176,-0.3347100572042744,-0.5684633650271509,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.1483491816648399,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.8013027648566835,-0.7575350418159167,-0.7989194947748169,1.4499393035967965,0.7960058252321017,2.8724681390844484,-0.6620564628332768,0.8936128059616201,0.7118148957316076,1.0526112664649647,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6370661158272952,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.6370661158272952
-0.6810762483542,-0.6411455713136824,-0.6788659214000734,1.2387371137193803,0.8275519716460401,2.8082342312386586,-0.5199474687418287,0.9349190810655268,0.7118148957316076,1.0541160908059126,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6823711789146815,-0.6052727549760086,-0.7698310860544334,0.6172749716486411,-0.052607537170295315,-0.6823711789146815,-0.3277180212955417
-0.6798832951875018,-0.6390250015922406,-0.6776093666177418,1.1813103613390514,0.7797415490532891,2.665204572458614,-0.5245507618004079,0.9436015797526526,0.7118148957316076,1.0548580061326571,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,2.3846963890534667,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.6695104550466774,-0.610284042974081,-0.6659866669046843,-0.0286335962314886,0.8161997251856606,1.113559292254282,-0.7378613726946874,-0.2814288635890314,-0.1653538067517537,1.0676421911100222,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.5513029866686328,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.0
-0.8227364119200381,-0.768081682550991,-0.8196321995704396,-0.033581819542528,-0.5898414926618863,1.6296957306121358,-0.8114556615957633,-0.3034975336681214,-0.6039381579934344,1.072586320593809,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6713713674907602,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.0
-0.6451683827302962,-0.5852000025823757,-0.6415768777119032,-0.0290662610143527,0.8043016976454557,1.2624136882697137,-0.7260487791913802,-0.2180154571794645,-0.1653538067517537,1.0701544628030355,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.3278936609972217,-0.6052727549760086,-0.7698310860544334,0.6172749716486411,-0.052607537170295315,-0.0,-0.3277180212955417
-0.6461146457265263,-0.5877072143333494,-0.6426294021908051,0.0173617801920705,0.8643376164263075,0.7456300568857055,-0.7238398876170831,-0.1973780792663041,-0.0776369365034176,1.055517555293509,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.6501663652656811,-0.6052727549760086,-0.7698310860544334,0.58466102808008,-0.052607537170295315,-0.0,-0.3277180212955417
-0.647537744277485,-0.5880887465563237,-0.6439830758583945,-0.0233851559909662,0.812925038706705,1.573713533849811,-0.7269546005577558,-0.2484612878289106,-0.1653538067517537,1.0721266501769382,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,1.525939061416234,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.6475210760227236,-0.5893116935924644,-0.6440502411135609,-0.0165917465525067,0.7631498042265812,1.0491635861519542,-0.7265737365403379,-0.2984284057618785,-0.1653538067517537,1.0663041582299055,0.7720054094864554,False,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.7732484870437192,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.6316709238987628,-0.5748526443030514,-0.628282765439749,0.0134073441563032,0.8767814250463384,0.8475629585049679,-0.7219900653618034,-0.2738844017161514,-0.1653538067517537,1.0506310633706686,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.5341503608369003,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.5341503608369003
-0.7006320621829953,-0.6446066136220918,-0.6973471959601608,0.0059293043586975,0.8736158947833478,1.364670186402053,-0.7550767233816212,-0.2834170477627576,-0.0776369365034176,1.059744856766792,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.5856082383320977,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.5856082383320977
-0.6308850465539032,-0.5735240945980516,-0.627459616643585,-0.0392857447020065,0.6146973505139294,1.0404264802988747,-0.7245935673553577,-0.2999533588281551,-0.1653538067517537,1.0655372301622514,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.463454766904659,-0.6052727549760086,-0.7698310860544334,0.58466102808008,-0.052607537170295315,-0.463454766904659,-0.3277180212955417
-0.6309230748684699,-0.573265197732462,-0.6274775888216398,-0.0123310767979281,0.8728518012715916,0.8650371702111274,-0.7230497133990863,-0.3006621937961481,-0.1653538067517537,1.0620126849464722,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.7788609561048754,-0.6052727549760086,-0.7698310860544334,0.5194331409429579,-0.052607537170295315,-0.7788609561048754,-0.3277180212955417
-0.6299771822779011,-0.5719332414897571,-0.6265049022875584,-0.0022013986368223,0.8620453358910382,0.7412615039591655,-0.7224695265549957,-0.2883757210176008,-0.0776369365034176,1.046189726637336,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,2.416644206301876,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.6308073848335707,-0.5737421130111797,-0.6274018983025245,-0.026496677632053,0.8486191213273209,0.8907630930007508,-0.7238610615102392,-0.2886119993402642,-0.0776369365034176,1.052488913831494,0.7720054094864554,True,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.148668659837324,0.6498889152172022,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.5987258096915523,-0.5399458524386112,-0.5951812392383482,-0.009842194077665,0.7510334642544455,1.2802114964889495,-0.7011230273694372,-0.2730357209600709,-0.1653538067517537,1.069758263234019,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.5684556125003652,-0.7698310860544334,0.5194331409429579,-0.052607537170295315,-0.34176637248680053,-0.0
-0.5835020135409571,-0.5249298342344098,-0.5799605325199727,-0.0515016629899933,0.8637918353464814,0.6661871129252959,-0.6941306540143837,-0.3298007635573458,-0.2530706770000899,1.0672285503869097,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.5513029866686328,-0.7698310860544334,0.5194331409429579,-0.052607537170295315,-0.34176637248680053,-0.0
-0.5401476359695547,-0.4769845193035946,-0.5362644073552648,-0.0261480264588033,0.8776546747740597,0.8789518202734392,-0.6735893614023821,-0.3004669458408926,-0.2530706770000899,1.0647783460477571,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6798087175776919,-0.6052727549760086,-0.7698310860544334,-0.6546688275252405,-0.052607537170295315,-0.0,-0.3277180212955417
-0.5399603341734586,-0.4788444888905941,-0.5362154446906925,-0.0022366828439261,0.8717602391119401,0.8273381764376538,-0.6717741712110914,-0.308489090089439,-0.2530706770000899,1.0540848156912066,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6436169056099457,-0.6052727549760086,-0.7698310860544334,-0.5894409403881183,-0.052607537170295315,-0.0,-0.3277180212955417
-0.5406778099395197,-0.480285454339863,-0.5369823728273003,-0.0228730678541868,0.5868625154428071,0.9949611702115528,-0.6737497952148188,-0.3338640236969495,-0.2530706770000899,1.061247783644324,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,1.9569151160972709,0.552047084511519,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.5393663269611852,-0.4774018201724727,-0.5355636076173972,0.0004408344167175,0.8480733402474948,0.8249112025895765,-0.6711583324086818,-0.3059883402090381,-0.1653538067517537,1.0524841335718134,0.7720054094864554,False,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.491149260740268,0.552047084511519,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.599834557304567,-0.5408775405009635,-0.5962788093686566,0.0201383864388371,0.6523562450219181,1.0148623557657894,-0.6995806589114293,-0.3016281874967158,-0.2530706770000899,1.0659941479487602,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.5684556125003652,-0.7698310860544334,0.5194331409429579,-0.052607537170295315,-0.34176637248680053,-0.5684556125003652
-0.5392314993004489,-0.4776453876183893,-0.5354542768675636,-0.0022647105904546,0.8824575482765278,0.8349426944949639,-0.6713641293471886,-0.316485310631471,-0.1653538067517537,1.060276554383711,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.5341503608369003,-0.7698310860544334,0.5194331409429579,-0.052607537170295315,-0.34176637248680053,-0.5341503608369003
-0.5401319554632237,-0.4768397414511267,-0.5362399836261135,-0.0186276504145931,0.8310449705569259,0.7158591776826192,-0.6730184644653412,-0.3257812676918594,-0.2530706770000899,1.06387307363662,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.6791161421471279,-0.6052727549760086,-0.7698310860544334,-0.6546688275252405,-0.052607537170295315,-0.6791161421471279,-0.3277180212955417
-0.5454817244302972,-0.4838350666286057,-0.5417049082300089,0.0069521915771111,0.8036467603496645,0.8711855039595908,-0.6731444435867154,-0.3061985378808374,-0.1653538067517537,1.0642995874402037,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.8165566167279279,-0.6052727549760086,-0.7698310860544334,-1.013422206779412,-0.052607537170295315,-0.8165566167279279,-0.3277180212955417
-0.559610971851563,-0.4988391619508392,-0.555903504924652,0.0193027268083781,0.813907444650392,0.8598596260018951,-0.6767860428069268,-0.2976047035836916,-0.2530706770000899,1.0584423724403278,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.1499465725272604,0.552047084511519,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.5566705682431055,-0.499261572626275,-0.5531884387694113,0.0037017584284873,0.8677214591212282,0.6705556658518358,-0.676693321109358,-0.3113673448496519,-0.2530706770000899,1.062188789272304,0.7720054094864554,True,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,1.275787652361192,0.552047084511519,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.447258785835453,-0.3922809592656026,-0.4438622971868029,0.0975408987370455,0.8649925537220986,1.2669440394527918,-0.6223250602236338,-0.2480309015816834,0.0100799337449185,1.062743183342169,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6199134899955627,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.0
-0.6150435372287076,-0.5628956969580542,-0.611959304308934,0.1186856665280123,0.8532036823978588,1.2800496982324112,-0.7043527001383969,-0.1973828335091433,0.0100799337449185,1.0499232795375988,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6713713674907602,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.0
-0.1572578221954238,-0.1021870213723662,-0.1536461834825912,0.089109996984261,0.8738342072152786,1.1300627144212103,-0.4795232253078579,-0.238421031029671,0.0100799337449185,1.0581103038687725,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.3873264539093362,-0.6052727549760086,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.0,-0.3277180212955417
-0.1553623329576728,-0.1011054456509882,-0.1518043808507825,0.065208277677155,0.8755807066707212,1.4065759348455276,-0.4820683272652098,-0.267315211421306,0.0100799337449185,1.0672978238822952,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.8212664812494967,-0.6052727549760086,-0.7698310860544334,0.58466102808008,-0.052607537170295315,-0.0,-0.3277180212955417
-0.1713796615034623,-0.1167908485142472,-0.1678107943277076,0.0773139308929913,0.87492576937493,1.2198607468000848,-0.4867111744865027,-0.2429232466308193,0.0100799337449185,1.0691466777488947,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,-0.6695149398944293,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.1626430266374345,-0.1096388226023323,-0.1591750475661047,0.0860347577946653,0.8590981180599784,1.2441304852808617,-0.4825126686188646,-0.2405941466697592,0.0100799337449185,1.0612173037062882,0.7720054094864554,False,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,1.6029333009848996,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.168642857540201,-0.1149428018092157,-0.1651321333536546,0.0845867160597305,0.8678306153371933,1.268723820274715,-0.485694029436843,-0.2438908869988267,0.0100799337449185,1.0659527236786177,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.5341503608369003,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.5341503608369003
-0.1112241770068251,-0.0555566299957302,-0.1075390215080696,0.0938322931197144,0.8633552104826204,1.413371461620145,-0.4553833020672017,-0.239869760294962,0.0100799337449185,1.0656356029380958,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.5169977350051678,-0.7698310860544334,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.5169977350051678
-0.1615039057601878,-0.10329244285768,-0.1576828959624776,0.06831126822976,0.8712144580321141,0.6113375039587402,-0.4837416191149315,-0.2758324570073456,0.0100799337449185,1.0651123653698715,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.3962135553754521,-0.6052727549760086,-0.7698310860544334,0.6498889152172022,-0.052607537170295315,-0.3962135553754521,-0.3277180212955417
-0.1656207177491359,-0.1067602982414998,-0.1617587785740218,0.1020599175745761,0.857679087252431,1.2747103557666402,-0.4819663600038235,-0.2447591509100339,0.0100799337449185,1.061504921091343,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.770136201248949,-0.6052727549760086,-0.7698310860544334,0.6172749716486411,-0.052607537170295315,-0.770136201248949,-0.3277180212955417
-0.172885977859674,-0.1155457589830232,-0.1691320950335445,0.0998702240204559,0.8776546747740597,1.2182427642346998,-0.4856947611001668,-0.2462903821336128,0.0100799337449185,1.065175512130094,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.608717228214413,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.1657488781079677,-0.1090460850416401,-0.1620329694956272,0.0953509441482235,0.85724246238857,1.2895957953681836,-0.4824807414920106,-0.2424138523486321,0.0100799337449185,1.0640854757395568,0.7720054094864554,True,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,-0.17272638168167,0.6825028587857632,-0.052607537170295315,-0.34176637248680053,-0.3277180212955417
-0.8987384679525763,-0.844200767572062,-0.8956969086494672,-1.3143793588585704,-1.5317504802254671,-0.0953972806014809,-0.845416856831964,-0.3823715337429987,-0.6039381579934344,-1.4340402407388,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.6589166171519751,-0.5856082383320977,-0.7691921297094653,0.6498889152172022,-0.0,-0.0,-0.0
-0.9324305669102034,-0.8807529171480787,-0.929606722038256,-1.332451189208586,-1.543430195333742,-0.1020310091195598,-0.8635302023048711,-0.5918515986477462,-0.7793718984901067,-1.4308006587532327,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.6589166171519751,-0.6885239933224927,-0.7691921297094653,0.6498889152172022,-0.0,-0.0,-0.0
-0.8834261448489155,-0.8280674050005787,-0.8803180237229556,-1.3198857691464476,-1.5391731029110998,-0.1059141672764843,-0.8378946705440766,-0.6071624339563993,-0.8670887687384429,-1.4195047478825051,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.3716840225709496,-0.6027608641638302,-0.7691921297094653,0.6172749716486411,-0.0,-0.0,-0.0
-0.8834275030030071,-0.8286533294858607,-0.8803589219486573,-1.3274584447698237,-1.54506753857322,-0.0738781124818588,-0.838112684042928,-0.6837837632861035,-0.8670887687384429,-1.4224885733955277,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.7988214059888672,-0.6027608641638302,-0.7691921297094653,0.5194331409429579,-0.0,-0.0,-0.0
-0.8934658668316202,-0.8380928454667687,-0.8903640104305128,-1.34590703386798,-1.5567472536814948,-0.1217703964172583,-0.8421896007691342,-0.7128927494596962,-0.954805638986779,-1.4889071495117008,-1.7134471099241897,False,False,False,False,-0.0656916702895571,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.6498889152172022,-0.0,-0.0,-0.0
-0.8956764478186378,-0.8394350213225888,-0.892517446021541,-1.3538238240040283,-1.5649339698788836,-0.1188580277995652,-0.8432266337582296,-0.7891711211462392,-0.954805638986779,-1.529238903672664,-1.7413735427265564,False,False,False,False,-0.0263262863430732,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.6498889152172022,-0.0,-0.0,-0.0
-0.8824164190160385,-0.8281338324858287,-0.8793803598948271,-1.346821994476756,-1.5591486904327287,-0.1306693005268767,-0.8380448388983653,-0.8014302260030596,-1.0425225092351151,-1.4321728651124044,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.6589166171519751,-0.6027608641638302,-0.7318131835288267,0.6498889152172022,-0.0,-0.0,-0.0
-0.8831316723481314,-0.8289037100071874,-0.8800998230483672,-1.3456835407351644,-1.5570747223293904,-0.1397300028930332,-0.8386373753324956,-0.8130528771859112,-1.0425225092351151,-1.42412967742769,-1.6296678115170893,False,False,False,False,-0.1231438522655064,-0.6589166171519751,-0.6027608641638302,-0.3995558841453736,0.6498889152172022,-0.0,-0.0,-0.0
-0.955272125892401,-0.9033416686707784,-0.9524476322518682,-0.0971069757877908,0.8794011742295029,-0.0944264910622498,-0.872306259985064,-0.214184327700981,0.1855136742415908,-0.6168556848794775,0.7720054094864554,False,True,False,False,10.482103368776402,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.4013706689571364,0.0,-0.0,-0.0
-0.9553674436159252,-0.9033757340478294,-0.9525388756173772,-0.0860350920074525,0.8762356439665123,-0.1143276766164868,-0.8722810952010513,-0.3511312435172628,0.0100799337449185,-0.6092966602464877,0.7720054094864554,False,True,False,False,10.482103368776402,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.4131116929962496,0.0,-0.0,-0.0
-0.9576159294489556,-0.905879539261098,-0.954806250209022,-1.4838108315431178,-1.503260707858554,-0.0824534200784,-0.8765841180659014,-0.9485373545419132,-1.130239379483451,-1.740000761597923,-1.9089321395407568,False,True,False,False,-0.1231438522655064,-0.6589166171519751,-0.5513029866686328,-0.7691921297094653,-2.208723241677484,-0.0,-0.0,-0.0
-0.9576118549866808,-0.905785859474207,-0.9547961120572988,-1.50600337392221,-1.531968792657398,-0.1301839057572611,-0.8766143823215643,-1.11724007692429,-1.3056731199801237,-1.740000761597923,-1.9089321395407568,False,True,False,False,-0.1231438522655064,-0.6589166171519751,-0.5856082383320977,-0.7691921297094653,-2.208723241677484,-0.0,-0.0,-0.0
