energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,hyperparam_seed,hyperparam_l2_regularization,hyperparam_kfold,hyperparam_epochs,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,hyperparam_l2_regularization_x_is_parallel,hyperparam_kfold_x_is_parallel
-0.0096657354314023,-0.4122960715520785,-0.0369059424210281,-2.6656984099329626,-2.55410759895539,-1.2766863515891584,-0.8701239078349634,-3.2444268980882223,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,-0.9718676715292835,-7.656710514656253e-17,-4.0371746350005693e-17,-0.2025312172290032,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,-0.9718676715292835,-0.06412455098348932
0.0027745856425994,-0.4052700875352533,-0.0248228784547207,-2.6654417465771103,-2.554653380035216,-1.2750683690237732,-0.8699747815466207,-3.266818628634065,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,1.231387074544493,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,-0.4987963359460872,-0.8890116501450264,-1.5094852854310556,1.231387074544493,-0.06412455098348932
-0.0254925519986973,-0.4151388272670073,-0.0518659373513393,-2.666703715815597,-2.5542167551713546,-1.2779807376414665,-0.8703865306249456,-3.2827718860366724,-3.1477273951951825,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,0.3781578865490037,-7.656710514656253e-17,-4.0371746350005693e-17,1.137748896786444,0.6722907136665275,0.9717104082980784,1.207588228344875,0.3781578865490037,-0.06412455098348932
0.0080360745937146,-0.3990974412135624,-0.0194959709617845,-2.668810113184098,-2.5576005978662755,-1.2783043341545437,-0.8703921400437606,-3.373477856715952,-3.2354442654435185,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,0.1694360669832428,-7.656710514656253e-17,-4.0371746350005693e-17,0.6016368511802651,0.6722907136665275,0.5065298936873023,-0.1509485285430905,0.1694360669832428,-0.06412455098348932
-0.4669518966960604,-0.6481408964911615,-0.4795435221766856,-2.668845636869312,-2.5600020346175096,-1.278789728924159,-0.8741323142681309,-3.38095041300255,-3.323161135691855,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-0.260582570238638,-4.0371746350005693e-17,-0.2025312172290032,-0.8891586858169588,0.041349379076526,-1.056639699801734,0.09425781615390057,-0.260582570238638
-0.356901658396771,-0.5912074318253677,-0.3730067547931985,-2.669295831424178,-2.560766128129266,-1.2779807376414665,-0.8733136716953567,-3.439463981498122,-3.323161135691855,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,0.082912635985021,-4.0371746350005693e-17,-1.0066992856382715,-0.1084339860752156,0.041349379076526,1.207588228344875,0.09425781615390057,0.082912635985021
-0.1036338241941636,-0.454848837295677,-0.1274640610385594,-2.6692450399121226,-2.5615302216410223,-1.2773335446153125,-0.8713425485296513,-3.4768165121936363,-3.410878005940191,-1.762014955914252,-1.9927114379478572,True,-0.7698310860544334,3.4416913763379854e-16,1.1133982546559984,-4.0371746350005693e-17,-1.274755308441361,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,1.1133982546559984
-0.1865703680816423,-0.4980454386655445,-0.2077723930576428,-2.669415849343598,-2.561311909209092,-1.277818939384928,-0.8719833525715309,-3.4775953401146307,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,0.7699030484323393,-4.0371746350005693e-17,0.3335808283771756,1.453015413408271,0.5065298936873023,0.754742642715553,0.09425781615390057,0.7699030484323393
-0.5842904837254462,-0.7075287715734995,-0.5930469278880706,-2.6691084499801616,-2.562621783800674,-1.2781425358980052,-0.8750898620143317,-3.434446774323308,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-0.6040777764622971,-4.0371746350005693e-17,0.0655248055740862,-0.1084339860752156,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,-0.6040777764622971
7.247634295254698e-05,-0.391357787547513,-0.026403162854578,-2.669406073698372,-2.562621783800674,-1.2773335446153125,-0.870592216705373,-3.480842863105826,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,0.3995020109492973,-0.2025312172290032,-0.4987963359460872,-0.4238311355342501,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.0361657911308875,-0.4115330071061299,-0.0615810516526567,-2.669535350022556,-2.561311909209092,-1.2781425358980052,-0.8708594068482245,-3.485364981712603,-3.410878005940191,-1.7620479167774774,-2.020637870750224,True,0.8250039509861417,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.4705872400320926,-1.669883385558702,-0.8890116501450264,-1.056639699801734,0.09425781615390057,-0.06412455098348932
-0.1756898252476423,-0.4955654792162118,-0.1974522154284803,-1.4543798161546937,-1.5737756233720637,-0.1178872382603341,-0.7274435290309247,-1.189916881043906,-1.130239379483451,-1.6544762557185084,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,0.6722907136665275,0.9717104082980784,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.1639627820088727,-0.4948160409210838,-0.1864592331849585,-1.4344129224912678,-1.5695185309494215,-0.1062377637895612,-0.7231168933951728,-0.8870104793201053,-1.130239379483451,-1.656114604585904,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.0655248055740862,-0.1084339860752156,-0.4238311355342501,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1572497967394276,-0.4949846645374876,-0.1802068737284695,-1.4323764170511684,-1.5634057828553711,-0.2405303167165263,-0.7226760995000578,-0.8447624904338065,-1.0425225092351151,-1.657814569883184,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.8696928739833545,1.0626530635373992,0.9717104082980784,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.1598068304883739,-0.4938434744062699,-0.1825156073708944,-1.4286440059407075,-1.561659283399928,-0.1028400004022526,-0.7218338441563821,-0.8278488744651804,-1.0425225092351151,-1.6559445024036925,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,-0.2025312172290032,-0.4987963359460872,0.041349379076526,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.864438286367544,-0.8545890043038479,-0.8643946739663991,-1.4421578255260703,-1.601719614659151,0.0066974192743202,-0.8553822221590485,-1.4176419335293988,-1.568823730725132,-1.5540145905432794,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-1.2910681889096152,-4.0371746350005693e-17,0.3335808283771756,0.2819283637956559,0.5065298936873023,0.3018970570862312,0.09425781615390057,-1.2910681889096152
-0.179608964081976,-0.5006752857739029,-0.2014547116463008,-1.452061940056799,-1.5780327157947058,-0.13681763427534,-0.7287077545678416,-1.0323714577834846,-1.130239379483451,-1.65803836451563,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-0.8678050142451514,-0.2025312172290032,0.2819283637956559,0.041349379076526,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.1664745027985789,-0.4942863243079365,-0.1887670451772267,-1.441586534958374,-1.5832722141610347,-0.1196670190822577,-0.7247573490817907,-0.9168342401327316,-1.130239379483451,-1.6554355671418317,-1.6296678115170893,True,-0.7698310860544334,0.4465398907646751,-7.656710514656253e-17,-4.0371746350005693e-17,0.6016368511802651,0.6722907136665275,0.9717104082980784,0.754742642715553,0.4465398907646751,-0.06412455098348932
-0.1527431945261713,-0.4846832945171824,-0.1753050773702913,-1.437734480969981,-1.5762862163392628,-0.1358468447361089,-0.7221543792070172,-0.8932765097304356,-1.130239379483451,-1.65809954655168,-1.657594244319456,True,0.7572745784195146,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,-0.1084339860752156,0.041349379076526,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.1581140766159426,-0.4840871504187851,-0.1802762279027579,-1.4241430928978438,-1.5541275044983305,-0.1191816243126422,-0.721683054996849,-0.7834999144814715,-1.0425225092351151,-1.6598443959074325,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.3335808283771756,0.2819283637956559,0.041349379076526,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.151459491972439,-0.4901167221568606,-0.1744747857854133,-1.4223219621965135,-1.5488880061320014,-0.1151366678991794,-0.721266405991417,-0.7537616008901661,-0.954805638986779,-1.6580164846029353,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,-4.0371746350005693e-17,0.0655248055740862,0.2819283637956559,0.9717104082980784,0.754742642715553,0.09425781615390057,-0.06412455098348932
-0.690222551881696,-0.7668093407181259,-0.6958998595954011,-1.4021886228013565,-1.5542366607142952,0.0662391776804926,-0.8198592361293373,-0.7528163677973312,-0.954805638986779,-1.6134237723454417,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-0.6040777764622971,-4.0371746350005693e-17,0.6016368511802651,-0.1084339860752156,0.5065298936873023,0.3018970570862312,0.09425781615390057,-0.6040777764622971
-0.8598630356383817,-0.8524241495922393,-0.8599791632721269,-1.3763804293113833,-1.5485605374841058,0.0722257131724176,-0.8533903020176568,-0.7566522426325472,-1.0425225092351151,-1.5547943315532815,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-1.2910681889096152,-4.0371746350005693e-17,-2.3469793996537187,-2.4506080853004453,-3.214914223198907,-3.773713213577664,0.09425781615390057,-1.2910681889096152
-0.1639546330843228,-0.4904812216913092,-0.1861584296150797,-1.435273051354907,-1.542775258037951,-0.1864896990326632,-0.7238056102989479,-0.8044183176403916,-0.8670887687384429,-1.6574670930199156,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-0.260582570238638,-0.5292088859698211,-1.0066992856382715,-2.0602457354295733,-2.7497337085881317,-2.415176456689699,0.09425781615390057,-0.260582570238638
-0.1623754702813762,-0.4883095539042905,-0.1845380534334078,-1.4436927931725834,-1.5706100931090732,-0.1525120651595757,-0.7250097951000883,-0.9641442695894084,-1.130239379483451,-1.6566181579108994,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,0.082912635985021,-0.748290294787312,-0.4705872400320926,-0.1084339860752156,0.041349379076526,0.754742642715553,0.09425781615390057,0.082912635985021
-0.1571691717738041,-0.4854497655008361,-0.179486719337312,-1.451545139483593,-1.5875293065836769,-0.2355145707638324,-0.7244103854650383,-1.0041423083890677,-1.2179562497317875,-1.6576382977463922,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-0.947572982685956,0.692998245089594,-0.4705872400320926,-0.4987963359460872,0.5065298936873023,0.754742642715553,0.09425781615390057,-0.947572982685956
-0.1565089854167006,-0.4900775469732516,-0.1791837268483111,-1.4531867570265615,-1.5865469006399904,-0.5646122245631663,-0.7246091318296985,-1.0038069646870638,-1.2179562497317875,-1.658560706884961,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,0.7699030484323393,-0.6717939358890432,0.3335808283771756,-0.4987963359460872,-0.8890116501450264,-1.056639699801734,0.09425781615390057,0.7699030484323393
-0.1667877425195386,-0.5035350741773573,-0.1896848935269871,-1.4534701744733989,-1.5780327157947058,-0.5115423964185343,-0.7265662203625579,-1.0176635874662063,-1.2179562497317875,-1.6566023973011184,-1.6296678115170893,True,-0.2056326334475312,3.4416913763379854e-16,0.4264078422086801,-4.0371746350005693e-17,-1.0066992856382715,-1.2795210356878304,-2.284553193977355,-1.9623308710603773,0.09425781615390057,0.4264078422086801
-0.1595468057140967,-0.4985836716229547,-0.1825936020154015,-1.4502210152529578,-1.575631279043472,-0.243280887077681,-0.7248283869390385,-1.0079049545999146,-1.2179562497317875,-1.6582775126606442,-1.6296678115170893,True,1.571943918253943,3.4416913763379854e-16,1.1133982546559984,-4.0371746350005693e-17,-0.2025312172290032,-0.1084339860752156,0.041349379076526,-0.6037941141724122,0.09425781615390057,1.1133982546559984
-0.1736429635629473,-0.5038365527642611,-0.1961017675364392,-1.44780843777792,-1.583490526592965,-0.1271097388830294,-0.7264687539391929,-0.9828915011967888,-1.2179562497317875,-1.6558392929981078,-1.6296678115170893,True,0.3703865115412822,3.4416913763379854e-16,-7.656710514656253e-17,-0.8343270159064533,0.3335808283771756,0.6722907136665275,0.041349379076526,0.3018970570862312,0.09425781615390057,-0.06412455098348932
-0.1618955480128028,-0.4957221799506476,-0.1845916243487634,-1.4494224567302705,-1.579451746602253,-0.2398831236903724,-0.7264680887907168,-0.9704526943655598,-1.2179562497317875,-1.6604765247903486,-1.6296678115170893,True,1.2243516665912535,3.4416913763379854e-16,-7.656710514656253e-17,0.4784268256856064,0.3335808283771756,-0.1084339860752156,0.041349379076526,-0.1509485285430905,0.09425781615390057,-0.06412455098348932
-0.156993476021764,-0.4941449529931737,-0.1799109088219133,-1.4243634103848732,-1.557511347193251,-0.1060759655330226,-0.7222996919774303,-0.7538928812880388,-0.954805638986779,-1.6572772616736282,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,0.1648091003158331,-0.4705872400320926,-1.2795210356878304,-1.3541921647558026,-1.056639699801734,0.09425781615390057,-0.06412455098348932
-0.1602997169550949,-0.4917263112225332,-0.1828323094059756,-1.4255677732088257,-1.5592578466486942,-0.1258153528307211,-0.7224444061142146,-0.7495004285355563,-0.954805638986779,-1.658850072599786,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,0.4737433751408144,-0.2025312172290032,-0.4987963359460872,0.041349379076526,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1648585463666036,-0.5091337188957341,-0.1882634785728834,-1.4630700790242896,-1.6023745519549422,-0.3246654101165527,-0.7271414407646938,-1.186142057790354,-1.2179562497317875,-1.6554628061854106,-1.6296678115170893,True,-0.7698310860544334,3.4416913763379854e-16,-7.656710514656253e-17,2.031424334112365,0.0655248055740862,0.2819283637956559,0.041349379076526,-0.6037941141724122,0.09425781615390057,-0.06412455098348932
-0.1611944935643955,-0.5002988633574863,-0.1842470423964434,-1.4456092146782638,-1.5778144033627757,-0.2290426405022921,-0.7240786759200049,-0.944042433678378,-1.130239379483451,-1.6575185563805612,-1.6296678115170893,True,-0.7698310860544334,-1.4033105783439983,-7.656710514656253e-17,-0.536841175746519,0.3335808283771756,0.2819283637956559,0.041349379076526,0.754742642715553,-1.4033105783439983,-0.06412455098348932
