source,target,weight,strength,source_category,target_category
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.5,0.5,energy,energy
energy_cpu_pkg_joules,energy_cpu_total_joules,0.5199999809265137,0.5199999809265137,energy,energy
energy_cpu_pkg_joules,energy_gpu_avg_watts,0.3599999845027923,0.3599999845027923,energy,energy
energy_cpu_pkg_joules,energy_gpu_total_joules,0.7599999904632568,0.7599999904632568,energy,energy
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_ram_joules,energy_cpu_total_joules,0.4599999785423279,0.4599999785423279,energy,energy
energy_cpu_ram_joules,energy_gpu_avg_watts,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_ram_joules,energy_gpu_total_joules,0.699999988079071,0.699999988079071,energy,energy
energy_cpu_total_joules,energy_cpu_pkg_joules,0.4599999785423279,0.4599999785423279,energy,energy
energy_cpu_total_joules,energy_cpu_ram_joules,0.5199999809265137,0.5199999809265137,energy,energy
energy_cpu_total_joules,energy_gpu_avg_watts,0.3400000035762787,0.3400000035762787,energy,energy
energy_cpu_total_joules,energy_gpu_total_joules,0.7799999713897705,0.7799999713897705,energy,energy
energy_gpu_avg_watts,energy_gpu_max_watts,0.4599999785423279,0.4599999785423279,energy,energy
energy_gpu_avg_watts,energy_gpu_min_watts,0.5600000023841858,0.5600000023841858,energy,energy
energy_gpu_avg_watts,energy_gpu_total_joules,0.3199999928474426,0.3199999928474426,energy,energy
energy_gpu_max_watts,energy_gpu_avg_watts,0.4599999785423279,0.4599999785423279,energy,energy
energy_gpu_min_watts,energy_gpu_avg_watts,0.4399999976158142,0.4399999976158142,energy,energy
energy_gpu_min_watts,energy_gpu_max_watts,0.3199999928474426,0.3199999928474426,energy,energy
energy_gpu_total_joules,energy_gpu_avg_watts,0.3999999761581421,0.3999999761581421,energy,energy
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.5399999618530273,0.5399999618530273,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.4599999785423279,0.4599999785423279,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.4599999785423279,0.4599999785423279,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.4799999892711639,0.4799999892711639,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,0.4599999785423279,0.4599999785423279,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.4199999868869781,0.4199999868869781,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.3799999952316284,0.3799999952316284,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.3599999845027923,0.3599999845027923,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_max_watts,0.4199999868869781,0.4199999868869781,mediator,energy
energy_gpu_util_max_percent,energy_gpu_min_watts,0.3199999928474426,0.3199999928474426,mediator,energy
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.6200000047683716,0.6200000047683716,mediator,mediator
is_parallel,energy_gpu_util_max_percent,0.3599999845027923,0.3599999845027923,mode,mediator
model_mnist_ff,energy_gpu_max_watts,0.4599999785423279,0.4599999785423279,control,energy
model_mnist_ff,energy_gpu_temp_avg_celsius,0.3400000035762787,0.3400000035762787,control,mediator
model_mnist_ff,energy_gpu_temp_max_celsius,0.5,0.5,control,mediator
model_mnist_ff,energy_gpu_util_avg_percent,0.5999999642372131,0.5999999642372131,control,mediator
model_mnist_ff,perf_test_accuracy,0.5199999809265137,0.5199999809265137,control,performance
model_mnist_rnn,energy_gpu_max_watts,0.4799999892711639,0.4799999892711639,control,energy
model_mnist_rnn,energy_gpu_temp_avg_celsius,0.3799999952316284,0.3799999952316284,control,mediator
model_mnist_rnn,energy_gpu_util_max_percent,0.4799999892711639,0.4799999892711639,control,mediator
model_siamese,energy_gpu_avg_watts,0.4599999785423279,0.4599999785423279,control,energy
model_siamese,energy_gpu_max_watts,0.4199999868869781,0.4199999868869781,control,energy
model_siamese,energy_gpu_min_watts,0.5799999833106995,0.5799999833106995,control,energy
model_siamese,energy_gpu_total_joules,0.6399999856948853,0.6399999856948853,control,energy
model_siamese,energy_gpu_util_avg_percent,0.4599999785423279,0.4599999785423279,control,mediator
hyperparam_epochs,energy_gpu_total_joules,0.7400000095367432,0.7400000095367432,hyperparam,energy
hyperparam_epochs,energy_gpu_util_avg_percent,0.3400000035762787,0.3400000035762787,hyperparam,mediator
hyperparam_epochs_x_is_parallel,energy_gpu_max_watts,0.5,0.5,interaction,energy
hyperparam_epochs_x_is_parallel,energy_gpu_min_watts,0.3199999928474426,0.3199999928474426,interaction,energy
hyperparam_epochs_x_is_parallel,energy_gpu_util_max_percent,0.3799999952316284,0.3799999952316284,interaction,mediator
