experiment_id,repository,model,timestamp,hyperparam_learning_rate,hyperparam_batch_size,training_duration,is_mnist,is_cifar10,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_test_accuracy
default__pytorch_resnet_cifar10_resnet20_003,pytorch_resnet_cifar10,resnet20,2025-11-18T21:13:46.055005,2.5894640375662856,,2.7972050490526876,0,1,0.13301470380175473,0.6936101338934664,1.2324668485785286,0.8521224252300105,-0.3470173245173017,0.5629497605087574,1.3254371978552058,0.36878458967145916
default__examples_mnist_008,examples,mnist,2025-11-19T01:29:07.726147,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,-1.2219809757740647,-0.4262275865616046,-0.31011558503814696,-1.1207355822001124,-0.8668573167935385,-0.47575906916344096,-0.5655297985179322,0.5034848467736528
default__examples_mnist_rnn_009,examples,mnist_rnn,2025-11-19T01:33:54.313987,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,-1.5605175950888202,-0.8334413030907213,2.2130223655306294,-0.36522409154046226,2.70319733019332,-0.36543396418372437,-0.6541316501808973,-0.6268669610769215
default__examples_siamese_011,examples,siamese,2025-11-19T01:41:07.675831,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,-0.14043728258843732,0.1845929882320705,-0.5584733936794075,-0.01372335111967715,-0.019151733024134053,-0.3524451599053974,-0.25168511433314955,0.566282169432018
default__pytorch_resnet_cifar10_resnet20_012_parallel,pytorch_resnet_cifar10,resnet20,2025-11-19T02:01:33.592966,2.5894640375662856,,2.7972050490526876,0,1,0.14678995283647345,0.8972169921580248,1.6128920434968577,0.835167385915257,-0.5167408108597058,0.6426629543401925,1.3691516452495378,0.36878458967145916
default__examples_mnist_014_parallel,examples,mnist,2025-11-19T03:09:43.028622,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,0.8472646846874231,1.1008238504225831,0.6525828291757027,2.1385544007008974,0.34423785757694736,-0.460193481244824,-0.38669635017365817,0.5034848467736528
default__examples_siamese_018_parallel,examples,siamese,2025-11-19T06:20:33.763015,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,1.260309609552653,1.2026272795548623,0.36055220550712436,-0.263114265219521,-0.5405600947941792,-0.18378497935459565,0.22058010586031096,0.566282169432018
default__examples_mnist_rnn_019_parallel,examples,mnist_rnn,2025-11-19T06:26:04.995640,-0.37385196012781813,-0.13692402407228063,-0.35792989500735256,1,0,1.2107868618875097,1.2026272795548623,1.8950216386454262,0.09332115082272205,-0.07259687956414734,-0.32369963697735543,-0.20363668109252894,-0.6268669610769215
mutation_1x__examples_mnist_007,examples,mnist,2025-11-20T20:02:47.876848,,,-0.440959761956301,1,0,-1.2316645966595694,-1.0370481613552798,-0.4940311036160466,-1.1370579707941662,-0.7135307933859872,-0.5281753807431934,-0.6196966524799703,0.5976808307612006
mutation_1x__examples_mnist_009,examples,mnist,2025-11-20T20:11:20.663633,,,,1,0,-1.2205803336023422,-1.0370481613552798,-0.46050789822896687,-1.1261763783981302,-0.6504612771145786,-0.43338778925038135,-0.5309792688528374,0.5976808307612006
