experiment_id,repository,model,timestamp,hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_eval_loss
mutation_2x_safe__VulBERTa_mlp_089,VulBERTa,mlp,2025-11-23T15:35:36.642375,,,2.105460670631932,-2.099419459259435,0.10002151273667781,-1.4880523884501362,-0.6092080866560914,-1.9242997825076729,-2.0405431911769343,
mutation_2x_safe__VulBERTa_mlp_090,VulBERTa,mlp,2025-11-23T15:38:04.407931,,,2.0291567371717374,-2.3494007874053615,0.055504071556843095,-1.1124900881193707,-1.3999214228818004,-1.924128545589301,-2.040104119084848,
mutation_2x_safe__VulBERTa_mlp_091,VulBERTa,mlp,2025-11-23T15:40:31.873302,,,2.1181779928752937,-3.099344771843142,0.14136915401052955,-3.3025711572563394,-3.1560405765923916,-1.9244449358598437,-2.0410120769848126,
mutation_2x_safe__VulBERTa_mlp_092,VulBERTa,mlp,2025-11-23T15:42:59.643973,,,1.8638315480079988,-1.8494381311135082,0.11526094963377871,-1.6258221121586123,0.2366712962830489,-1.92418376145022,-2.040612544247845,
mutation_2x_safe__VulBERTa_mlp_093_parallel,VulBERTa,mlp,2025-11-23T15:46:07.288101,,1.7412961285841388,1.8333099746239307,-1.8494381311135082,-0.24137950813480197,-0.9467597193778085,0.10112891269146411,-1.9119868148965125,-2.03584999129488,
mutation_2x_safe__VulBERTa_mlp_094_parallel,VulBERTa,mlp,2025-11-23T15:49:17.328652,,-1.269231193469257,2.1181779928752937,-3.349326099989069,-0.3110378609949288,-3.3021898757331605,-3.9099765483424944,-1.9092715834045044,-2.035421397421354,
mutation_2x_safe__VulBERTa_mlp_095_parallel,VulBERTa,mlp,2025-11-23T15:52:26.766841,-0.40854192747597207,,2.1181779928752937,-3.099344771843142,-0.289558886047054,-3.2902430546735704,-3.1864302935538285,-1.909823572639889,-2.0351276599574146,
mutation_2x_safe__VulBERTa_mlp_096_parallel,VulBERTa,mlp,2025-11-23T15:55:35.879669,-0.5622768385174991,,1.9472571819244742,-1.8494381311135082,-0.2152036614889748,-1.269069700304651,-0.2272074088001628,-1.9100437585883396,-2.034250384133896,
mutation_2x_safe__VulBERTa_mlp_097_parallel,VulBERTa,mlp,2025-11-23T15:58:45.323426,,,2.1181779928752937,-2.8493634436972153,-0.23715459945870188,-3.2898617731503914,-3.6173061531470783,-1.909719238375085,-2.033204038491017,
mutation_2x_safe__VulBERTa_mlp_098_parallel,VulBERTa,mlp,2025-11-23T16:01:53.074035,,,1.9363473429276123,-1.8494381311135082,-0.2217714805262953,-1.2808894275231824,-0.12229925591244983,-1.9119871536441255,-2.035334242957034,
mutation_2x_safe__VulBERTa_mlp_099_parallel,VulBERTa,mlp,2025-11-23T16:05:02.562752,,,2.1181779928752937,-3.099344771843142,-0.2468084037769107,-3.3011731250046856,-3.2352086927530572,-1.909796472830849,-2.0363468383158216,
mutation_2x_safe__VulBERTa_mlp_100_parallel,VulBERTa,mlp,2025-11-23T16:08:12.172109,,,2.1181779928752937,-1.8494381311135082,-0.2644179223408817,-1.38917338010586,0.049203519995503466,-1.9095186997881883,-2.0352653530118054,
VulBERTa_mlp_027,VulBERTa,mlp,2025-11-27T08:15:02.692839,0.2488934888586533,0.5834010047174482,-0.2828679084619064,0.1504124940539064,-0.7914370021400996,0.6796601646603638,-0.4543016039141885,0.48222762229664146,1.1001962743034683,
VulBERTa_mlp_028,VulBERTa,mlp,2025-11-27T08:58:27.009360,0.2488934888586533,-1.0376521686959188,-0.42318095248684195,0.1504124940539064,-0.783806963621039,0.6711448773093784,-0.326190360880425,-0.6745731187587098,-0.3499094299345072,
VulBERTa_mlp_029,VulBERTa,mlp,2025-11-27T09:52:10.888377,-1.0586109308904124,-0.5744941191492425,-0.361853543212205,0.40039382219983316,-0.8749494070731629,0.6773724755212931,0.6409176197467402,-0.3475266951799679,0.001818750482336343,
VulBERTa_mlp_030,VulBERTa,mlp,2025-11-27T10:46:21.631349,2.021758545755116,-0.5744941191492425,-0.3828604199424435,0.40039382219983316,-0.9573641358147773,0.6759744432696394,0.5764235277064542,-0.3437279794477767,0.0004032068346708257,
VulBERTa_mlp_031,VulBERTa,mlp,2025-11-27T11:40:29.807577,0.2488934888586533,-0.5744941191492425,-0.3737972896084385,0.40039382219983316,-1.000554688608553,0.6712719711504386,0.5394798963441163,-0.34872789421566885,0.012181042894916502,
VulBERTa_mlp_032,VulBERTa,mlp,2025-11-27T12:34:15.948253,0.2488934888586533,-0.5744941191492425,-0.35483249056938776,0.40039382219983316,-0.9194663049220022,0.6722887218789142,0.7660981748933667,-0.35111081429932317,-0.01350610728721259,
VulBERTa_mlp_033,VulBERTa,mlp,2025-11-27T13:28:49.501791,0.2488934888586533,-0.5744941191492425,-0.23013780345357446,0.40039382219983316,-1.0641854033656841,0.6776266632034126,0.8937049127857418,-0.33151646674671015,-0.015706851583698098,
VulBERTa_mlp_034,VulBERTa,mlp,2025-11-27T14:23:23.242500,0.2488934888586533,-0.5744941191492425,-0.23826902058922628,0.1504124940539064,-1.0928565867058346,0.6768641001570557,0.12873555335569206,-0.3306353842052949,-0.023621495820470965,
VulBERTa_mlp_018_parallel,VulBERTa,mlp,2025-12-04T21:57:07.042756,0.2488934888586533,0.12024295517077192,0.3086774329839765,0.40039382219983316,0.45130550949090764,-0.41144046083527647,-0.4010659360789248,1.1521201662459029,1.0820569728178024,
VulBERTa_mlp_019_parallel,VulBERTa,mlp,2025-12-04T23:01:23.639262,-1.4474892453680652,-0.5744941191492425,0.2659530836967047,0.40039382219983316,0.382812655884949,-0.4031793611664101,-0.5303715021684707,0.402164623963897,0.36742431829434813,
VulBERTa_mlp_020_parallel,VulBERTa,mlp,2025-12-05T00:06:30.500442,0.2488934888586533,-0.5744941191492425,0.36510128179434115,0.40039382219983316,0.3704242999253541,-0.3837340034843096,-0.2682454968957546,0.44047833398474234,0.37880542931706995,
VulBERTa_mlp_021_parallel,VulBERTa,mlp,2025-12-05T01:11:11.285720,0.2488934888586533,-0.5744941191492425,0.3133190772387874,0.40039382219983316,0.28488665676191277,-0.40432320573594477,-0.2072135527598252,0.4282818955524543,0.3614608225567097,
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-06T23:16:47.618785,0.8830657843232483,0.8149800294907864,-0.055606332103782304,0.40039382219983316,-0.9238999475065569,0.6919882672431338,1.0785801857978141,0.6860960982289267,1.1272148239858857,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-07T00:25:57.048227,-0.5484283722129087,0.12024295517077192,-0.1362979873371149,0.40039382219983316,-0.9198044383607866,0.6625024961173344,0.7974350038067254,0.1603154269143468,0.5008504510482539,
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-07T01:55:42.277747,-0.9175055286598217,1.0465590542641245,-0.1138678128550392,0.40039382219983316,-0.8454801925546723,0.6701281265809028,0.5884241261250305,0.8156318304499894,1.3431744977296292,
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-07T03:35:36.113824,-1.3661996241431005,1.5097171038108008,-0.08050513822471879,0.40039382219983316,-0.8914975496104383,0.6683488128060703,0.6867780203543365,1.141025165677287,1.7074626755932691,
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-07T04:34:37.275271,1.014192993960822,-0.3429150943759044,-0.23768878709161814,0.40039382219983316,-0.9149244131078399,0.6618670269120368,0.5383444340749275,-0.15964202536712674,0.15666783264481954,
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-07T06:09:31.374998,-0.9504684078628384,1.2781380790374626,-0.16026516771393498,0.1504124940539064,-0.8545214374148711,0.668730094329249,-0.30147627557035905,0.9832475368389262,1.5646293313649047,
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-07T07:18:24.673397,-0.507992871810918,0.12024295517077192,-0.18927420319685118,0.40039382219983316,-0.8024847422005321,0.6633921530047506,0.398873006812804,0.16861982464706204,0.5865438985677933,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-13T00:25:14.656413,-1.5448634929472194,1.2781380790374626,-0.09520006306528803,0.40039382219983316,-0.8867844595128149,0.6871587012828736,1.0373784815510518,0.973204347608678,1.591435740539494,
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-13T21:28:09.540399,,,-0.2613050622957628,0.1504124940539064,-0.9573113349550549,0.6869045136007541,0.41079157812767136,-0.36283944227805714,0.08305817358932142,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-13T22:22:21.582872,,,-0.41658754517033664,0.1504124940539064,-0.883413466718816,0.6788976016140069,-0.02645747635691967,-0.34174291843559196,0.005806031043287542,
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-13T23:16:23.606582,,,-0.37837622460852777,0.1504124940539064,-0.9186901548072329,0.6761015371106988,-0.06932136855648827,-0.34804616464450466,0.01626789547754406,
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-13T23:49:33.150977,,-1.500810218242595,-0.605274208815078,0.1504124940539064,-0.8384797162568597,0.6778808508855313,-0.22588497219965134,-1.0035399025555531,-0.7936718563127433,
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-14T00:16:28.616054,,-1.7323892430159333,-0.6715405013483008,0.1504124940539064,-0.7754323368749013,0.660341900819323,-0.5223804560896201,-1.1691285432282932,-1.0093349559477605,
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-14T01:10:07.965678,-1.540471311044218,,-0.3827343121195687,0.40039382219983316,-0.7918159269387206,0.6665694990312377,0.6116652206296357,-0.35007068975360406,0.03336119866459516,
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-14T02:02:48.323090,-0.4791084980061464,,-0.39739936218081834,0.1504124940539064,-0.8646933770933731,0.6689842820113678,-0.17724155019729843,-0.3458622587834883,0.027994787712744794,
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-14T02:56:59.282994,,,,,,,,,,
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-14T03:50:10.408873,,,,,,,,,,
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-14T04:44:12.203128,,,,,,,,,,
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-14T05:37:26.078154,,,,,,,,,,
VulBERTa_mlp_012_parallel,VulBERTa,mlp,2025-12-14T06:41:39.489342,,,0.28307672328151906,0.40039382219983316,0.358008853458718,-0.3781418744776925,-0.4075348314584765,0.41185517692901175,0.45409267432029043,
VulBERTa_mlp_013_parallel,VulBERTa,mlp,2025-12-14T07:45:55.499546,0.5949346044449568,,0.2949488760618177,0.40039382219983316,0.3808359040833704,-0.4000020151399231,-0.33731685224299834,0.41241224737859133,0.43110560475612386,
VulBERTa_mlp_014_parallel,VulBERTa,mlp,2025-12-14T08:49:52.105783,-1.377553981124768,,0.2637434334263534,0.40039382219983316,0.3418779240004993,-0.4024167981200532,-0.4111150366374817,0.39918364496948977,0.4217279175439159,
VulBERTa_mlp_001_parallel,VulBERTa,mlp,2025-12-14T17:48:48.361668,,0.8149800294907864,0.3924868610344358,0.40039382219983316,0.547238467398439,-0.2779919277228219,0.16045893993003693,1.8092961248031136,1.9375280866388658,-0.09481038892504441
VulBERTa_mlp_002_parallel,VulBERTa,mlp,2025-12-14T18:41:02.956525,,-1.0376521686959188,0.24116301431618833,0.40039382219983316,0.5986366281743233,-0.41055080394786014,0.06316998472349518,-0.05647186673495062,-0.139200993574503,-0.552900055944623
VulBERTa_mlp_003_parallel,VulBERTa,mlp,2025-12-14T20:16:29.658399,,0.5834010047174482,0.3650252678716772,0.40039382219983316,0.574794548682309,-0.40711927023925404,-0.37914855286563115,1.6178063335189112,1.5777452822478126,-0.5301584708995364
VulBERTa_mlp_004_parallel,VulBERTa,mlp,2025-12-14T22:10:12.832882,,1.2781380790374626,0.381542813154295,0.40039382219983316,0.5904041211417856,-0.38881775712668887,-0.3030473211801929,2.3304428981456486,2.3554507918680283,1.7648766878752786
VulBERTa_mlp_005_parallel,VulBERTa,mlp,2025-12-14T23:15:04.206667,,,0.3870332756390084,0.40039382219983316,0.4925347840838579,-0.4029251734842907,-0.012668999604823908,0.4376199816262412,0.3773490437733043,-0.45152747752111905
VulBERTa_mlp_006_parallel,VulBERTa,mlp,2025-12-15T00:19:43.708265,,,0.35522411467559,0.40039382219983316,0.3722129807505016,-0.39746013831873367,-0.14005243764577,0.428185013735136,0.4522924179574803,-0.45152747752111905
VulBERTa_mlp_007_parallel,VulBERTa,mlp,2025-12-15T01:24:16.509398,,,0.34997366264451896,0.40039382219983316,0.43813039981916807,-0.3909783524246999,-0.01417219814229812,0.42188278376906224,0.4509077879491123,-0.45152747752111905
VulBERTa_mlp_008_parallel,VulBERTa,mlp,2025-12-15T02:28:42.276680,,,0.3557896120055577,0.40039382219983316,0.4792922608260013,-0.3963162937491983,-0.17924507911963555,0.41752377948496744,0.4671790719955983,-0.45152747752111905
VulBERTa_mlp_009_parallel,VulBERTa,mlp,2025-12-15T03:32:29.912392,,,0.28855267284904634,0.40039382219983316,0.4557389321773598,-0.3946640738154251,-0.41233700513813004,0.3926229505746967,0.4633363155928591,0.8874909341686763
VulBERTa_mlp_010_parallel,VulBERTa,mlp,2025-12-15T04:36:28.075220,,,0.27728966144724804,0.40039382219983316,0.32133834108211706,-0.38932613249092635,-0.4272135498851109,0.3990533965122914,0.4643060428806867,2.552657991641411
VulBERTa_mlp_011_parallel,VulBERTa,mlp,2025-12-15T05:40:23.697751,,,0.28178689715437233,0.40039382219983316,0.38818159386304857,-0.3879281002392726,-0.7118282279352128,0.392322820189578,0.4728791360561213,-0.6920063375424134
VulBERTa_mlp_012_parallel,VulBERTa,mlp,2025-12-15T06:44:34.129122,,,0.26301490242335696,0.40039382219983316,0.3893494363623631,-0.4000020151399231,-0.19454857619416865,0.4058825483903877,0.4456864511172092,-0.5241889935833771
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-15T23:43:37.144195,,1.0465590542641245,,,,,,,,3.958769553201316
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-16T00:27:51.201329,,-1.0376521686959188,,,,,,,,-0.552900055944623
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-16T01:17:25.276875,,-0.8060731439225807,,,,,,,,1.8918392122197851
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-16T02:54:40.001740,,1.2781380790374626,,,,,,,,1.7648766878752786
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-16T04:42:40.356483,,1.7412961285841388,,,,,,,,-0.5981991868131912
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-16T05:37:26.042339,-1.0641459678669218,,,,,,,,,0.48107759299399616
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-16T06:32:23.849478,0.322765569370001,,,,,,,,,0.30921421753229206
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-16T07:27:16.067503,1.8581520780559733,,,,,,,,,0.47921077463330636
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-16T08:21:37.847438,-1.3452551405454536,,,,,,,,,0.6249670067717541
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-16T09:15:35.562561,1.3766087252383483,,,,,,,,,-0.6288016060980075
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-16T10:10:09.944360,,,,,,,,,,0.355286313131601
VulBERTa_mlp_012,VulBERTa,mlp,2025-12-16T11:04:46.013108,,,,,,,,,,-0.48916397023476293
VulBERTa_mlp_013,VulBERTa,mlp,2025-12-16T11:59:19.489216,,,,,,,,,,0.5173427575589634
VulBERTa_mlp_014,VulBERTa,mlp,2025-12-16T12:53:54.379296,,,,,,,,,,-0.6705350950218406
VulBERTa_mlp_015,VulBERTa,mlp,2025-12-16T13:48:39.488661,,,,,,,,,,1.3574808603944923
VulBERTa_mlp_016,VulBERTa,mlp,2025-12-16T14:43:51.184087,,,,,,,,,,-0.45152747752111905
VulBERTa_mlp_017,VulBERTa,mlp,2025-12-16T15:38:59.622677,,,,,,,,,,-0.45152747752111905
VulBERTa_mlp_018,VulBERTa,mlp,2025-12-16T16:34:13.194716,,,,,,,,,,-0.45152747752111905
VulBERTa_mlp_019,VulBERTa,mlp,2025-12-16T17:29:19.671615,,,,,,,,,,-0.45152747752111905
VulBERTa_mlp_020,VulBERTa,mlp,2025-12-16T18:24:25.539231,,,,,,,,,,-0.45152747752111905
VulBERTa_mlp_021_parallel,VulBERTa,mlp,2025-12-16T20:06:58.877972,,1.2781380790374626,-1.4007670706998372,0.40039382219983316,1.785302991853772,0.6761015371106988,-0.3294967697391455,2.605128425687628,1.7537418119286392,1.7648766878752786
VulBERTa_mlp_022_parallel,VulBERTa,mlp,2025-12-16T21:16:25.354286,,-0.11133606960256623,-1.498065239068581,0.40039382219983316,1.8083487375224587,0.6733054726073898,-0.3872702650872371,1.0784874444769466,0.5092422594644734,-0.5721505585244965
VulBERTa_mlp_023_parallel,VulBERTa,mlp,2025-12-16T22:20:32.067841,,-0.3429150943759044,-1.5010561153102218,0.40039382219983316,1.8225471327353384,0.6725429095610329,-0.2760683094059796,0.8466114852755603,0.22086205974500142,-0.5469683302636648
VulBERTa_mlp_024_parallel,VulBERTa,mlp,2025-12-17T00:08:52.199003,,1.5097171038108008,-1.4174149752523029,0.40039382219983316,1.6310733042130965,0.6702552204219622,-0.49824511043030506,2.872177735163535,1.9553310430978468,-0.31662484050296086
VulBERTa_mlp_025_parallel,VulBERTa,mlp,2025-12-17T01:01:53.850683,,-0.8060731439225807,-1.5153135799208928,0.65037515034576,1.778102774826293,0.680168540024602,0.9482029667927653,0.3405242451903958,-0.23909749267987135,1.8918392122197851
VulBERTa_mlp_026_parallel,VulBERTa,mlp,2025-12-17T02:00:45.344593,0.07749387002927305,,-1.4963621806228544,0.65037515034576,1.6503457473202092,0.6665694990312377,0.7815488722445216,0.6082542679946288,-0.033059360426006594,-0.5502111957274313
VulBERTa_mlp_027_parallel,VulBERTa,mlp,2025-12-17T02:59:40.429430,1.3471545071289823,,-1.5499344602066425,0.40039382219983316,1.742575243976063,0.6711448773093784,-0.03379855115162431,0.6075127494697701,-0.030538654173828315,-0.6288016060980075
VulBERTa_mlp_028_parallel,VulBERTa,mlp,2025-12-17T03:58:22.328502,1.436240722360477,,-1.4661689293570268,0.65037515034576,1.770293863566564,0.6694926573756053,0.8266852217922747,0.6048628962670709,-0.041327051159402384,-0.566884205413956
VulBERTa_mlp_029_parallel,VulBERTa,mlp,2025-12-17T04:57:04.144282,1.8541799004653003,,-1.4795742316268867,0.65037515034576,1.8789675166097648,0.6749576925411638,0.9131688891406716,0.6015091255245562,-0.04779549861741343,0.47921077463330636
VulBERTa_mlp_030_parallel,VulBERTa,mlp,2025-12-17T05:55:53.242351,0.7361678474805445,,-1.4795078810191087,0.65037515034576,1.7596732384810347,0.6679675312828914,0.8623741754305367,0.6057206052231893,-0.032633632142649034,-0.6085874930296283
VulBERTa_mlp_031_parallel,VulBERTa,mlp,2025-12-17T06:54:43.256103,,,-1.4869428417580766,0.40039382219983316,1.7012233196235587,0.6753389740643418,-0.026372798436267074,0.6078675875943881,-0.023598021137451162,-0.7879681628507329
VulBERTa_mlp_032_parallel,VulBERTa,mlp,2025-12-17T07:53:21.581650,,,-1.4948109622994228,0.40039382219983316,1.7585511015466408,0.6773724755212939,-0.020256079625891203,0.5977019411020399,-0.01855055905386482,-0.7570703370204688
VulBERTa_mlp_033_parallel,VulBERTa,mlp,2025-12-17T08:51:11.394021,,,-1.544699279303622,0.40039382219983316,1.6916427229219781,0.6724158157199736,-0.10533576811792944,0.5537487608199575,0.08104016131983176,-1.1313155098403709
VulBERTa_mlp_034_parallel,VulBERTa,mlp,2025-12-17T09:49:02.496052,,,-1.5511365363337006,0.40039382219983316,1.652444720337481,0.6710177834683191,-0.040114521045584786,0.5506700531391993,0.09468285977553456,-0.7654191111451715
VulBERTa_mlp_035_parallel,VulBERTa,mlp,2025-12-17T10:47:11.050779,,,-1.5765334272877336,0.40039382219983316,1.7341585880439496,0.6708906896272597,-0.24974782128641404,0.5665361444631253,0.1030775916726214,-0.5160167083532392
VulBERTa_mlp_036_parallel,VulBERTa,mlp,2025-12-17T11:45:57.763344,,,-1.469749645097585,0.40039382219983316,1.6714409895258118,0.6722887218789142,-0.08424842723898375,0.600728142902783,0.053326488933787115,-0.45152747752111905
VulBERTa_mlp_037_parallel,VulBERTa,mlp,2025-12-17T12:44:33.329322,,,-1.4108559742030722,0.40039382219983316,1.7728459738589857,0.6753389740643418,-0.02488613338107077,0.5889527677534547,0.049937450972819486,-0.45152747752111905
VulBERTa_mlp_038_parallel,VulBERTa,mlp,2025-12-17T13:42:59.325498,,,-1.414219817028652,0.40039382219983316,1.8001278480661067,0.6721616280378548,-0.04322619862392637,0.5811344728453961,0.06860251588920668,-0.45152747752111905
VulBERTa_mlp_039_parallel,VulBERTa,mlp,2025-12-17T14:41:35.398688,,,-1.42566582876367,0.40039382219983316,1.7272974955053553,0.6698739388987833,0.09565913828049474,0.590355860366504,0.06700163513260375,-0.45152747752111905
VulBERTa_mlp_040_parallel,VulBERTa,mlp,2025-12-17T15:40:15.136506,,,-1.4682444469412526,0.40039382219983316,1.6682937583304236,0.6773724755212931,-0.0012433310593568587,0.5975639014497421,0.06837723419017315,-0.45152747752111905
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-17T22:26:33.012398,,0.3518219799441101,-0.18321171915803305,0.1504124940539064,-0.8849143200008783,0.6808040092298996,0.16331954245280628,0.3026612388686484,0.82729089823851,1.2887370202752186
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-18T00:13:27.448508,,1.7412961285841388,-0.14634318453741596,0.40039382219983316,-1.0928490705804472,0.6777537570444719,0.703873708009052,1.342089658242958,1.8858579647450833,-0.5981991868131912
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-18T01:19:01.647077,,-0.11133606960256623,-0.26242375052171046,0.40039382219983316,-0.9466846197451348,0.6710177834683191,0.8917967647109949,0.030690773444871536,0.23822058922117914,-0.5721505585244965
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-18T02:50:52.404328,,1.0465590542641245,-0.15382699155272153,0.40039382219983316,-1.097618308333955,0.6677133436007734,0.7420204251692745,0.8713229542701637,1.1964918265029048,3.958769553201316
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-18T03:24:45.387449,,-1.500810218242595,-0.5267011269984708,0.40039382219983316,-1.3147271165398193,0.6691113758524272,1.1173893621675117,-0.9771214843390386,-0.9087807025922408,-0.511623361806722
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-18T04:19:21.470088,-0.933090834425748,,-0.3029270385621402,0.40039382219983316,-1.3678101797611941,0.6661882175080596,0.7121236340089038,-0.32069263364230133,-0.13819401361461228,0.08326501810898536
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-18T05:14:03.640448,-1.5615821305204207,,-0.2977481427732612,0.40039382219983316,-1.1308827495144989,0.6710177834683191,0.9826447046717957,-0.3185991733939561,-0.1600191876781845,0.41099545740684684
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-18T06:09:10.310202,-0.11661134893456833,,-0.2937992471290987,0.40039382219983316,-1.0804379688003565,0.6675862497597134,1.0393556122561673,-0.30731278042399474,-0.14799132164026932,-0.3673045231785526
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-18T07:04:03.262318,1.4859197167589195,,-0.2658140654304032,0.40039382219983316,-1.1783915569218073,0.6748305987001036,0.8713147117988549,-0.3132681328343557,-0.14807190550896565,-0.566884205413956
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-18T07:59:05.521796,0.451417531696338,,-0.2899683408682307,0.40039382219983316,-1.058685635156945,0.6712719711504386,1.0748722091818563,-0.30324763969417845,-0.15079939737825274,-0.5713077532686339
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-18T08:54:17.706628,,,-0.34039601794827445,0.40039382219983316,-1.1146562181415343,0.6692384696934865,1.0409101681477975,-0.3026153672745124,-0.14706727012284126,0.11584373549657433
