experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,training_duration,l2_regularization,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,2025-11-23T20:34:22.599309,bug-localization-by-dnn-and-rvsm,default,True,True,2224.571357727051,0,Training completed successfully,,,,,,,15068.0,,,,,,,,,,,,,,,,,,,167502.06,10146.45,177648.51,181.2109337676439,319.99,125.93,333790.54000000004,69.82193268186754,74.0,99.58414766558089,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_107_parallel/background_logs,2224.571357727051,0.0,Training completed successfully,15068.0,,99.58414766558089,74.0,0.9428846884220982,194.06,4.178067318132463
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,2025-11-23T21:12:48.621107,bug-localization-by-dnn-and-rvsm,default,True,True,2215.997578859329,0,Training completed successfully,,,,,,,1927.0,,,,,,,,,,,,,,,,,,,166851.09,10077.34,176928.43,181.5363195201746,316.5,121.01,332937.6100000002,69.76717557251908,75.0,99.62977099236642,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_108_parallel/background_logs,2215.997578859329,0.0,Training completed successfully,1927.0,,99.62977099236642,75.0,0.943042845064527,195.49,5.232824427480921
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,2025-11-23T21:51:23.442615,bug-localization-by-dnn-and-rvsm,default,True,True,2224.7973124980927,0,Training completed successfully,6.251717651898004e-06,,,,,,,,,,,,,,,,,,,,,,,,,167542.1,10171.36,177713.46,182.9160217983648,317.26,123.37,335650.8999999993,69.46811989100817,74.0,99.48719346049046,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_109_parallel/background_logs,2224.7973124980927,0.0,Training completed successfully,,6.251717651898004e-06,99.48719346049046,74.0,0.942765393234705,193.89,4.531880108991828
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,2025-11-23T22:29:54.952930,bug-localization-by-dnn-and-rvsm,default,True,True,2221.4864585399628,0,Training completed successfully,1.0557984747514712e-05,,,,,,,,,,,,,,,,,,,,,,,,,167370.11,10154.51,177524.62,181.1673879781422,312.28,127.65,331536.3200000002,69.17868852459016,75.0,99.64207650273224,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_110_parallel/background_logs,2221.4864585399628,0.0,Training completed successfully,,1.0557984747514712e-05,99.64207650273224,75.0,0.9427994269189254,184.63,5.821311475409843
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,2025-11-23T23:06:56.327013,bug-localization-by-dnn-and-rvsm,default,True,True,2131.350720643997,0,Training completed successfully,,,,,,,,5153.0,,,,,,,,,,,,,,,,,,160092.85,9668.83,169761.68,184.3466363118956,312.64,131.63,323897.0400000006,69.17757541263518,74.0,99.3915765509391,100.0,default,1.0,seed,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_111_parallel/background_logs,2131.350720643997,0.0,Training completed successfully,,,99.3915765509391,74.0,0.9430446847604242,181.01,4.8224245873648215
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel,2025-11-23T23:44:50.275519,bug-localization-by-dnn-and-rvsm,default,True,True,2183.9249889850616,0,Training completed successfully,,,,,,,,541.0,,,,,,,,,,,,,,,,,,164203.63,9867.1,174070.73,183.31964444444407,316.36,127.35,329975.35999999946,69.22055555555555,75.0,99.46666666666668,100.0,default,1.0,seed,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_112_parallel/background_logs,2183.9249889850616,0.0,Training completed successfully,,,99.46666666666668,75.0,0.9433155706303984,189.01,5.779444444444451
bug-localization-by-dnn-and-rvsm_default_011,2025-11-27T02:49:52.311834,bug-localization-by-dnn-and-rvsm,default,False,True,853.8298954963684,0,Training completed successfully,1e-05,,,,10.0,,1209.0,42.0,,,,,,,,,,,,,,,,,,55498.92,2095.8,57594.72,73.76166666666666,84.32,46.2,26554.2,55.93055555555556,64.0,0.275,3.0,,1.0,max_iter,,,,,,,,,1209.0,1e-05,0.275,64.0,0.9636112476977056,38.11999999999999,8.069444444444443
bug-localization-by-dnn-and-rvsm_default_012,2025-11-27T03:05:01.755890,bug-localization-by-dnn-and-rvsm,default,False,True,846.4088733196259,0,Training completed successfully,1e-05,,,,10.0,,10494.0,42.0,,,,,,,,,,,,,,,,,,54889.5,2093.17,56982.67,71.22109859154935,79.52,50.24,25283.49000000002,48.72957746478873,50.0,0.2788732394366197,3.0,,1.0,max_iter,,,,,,,,,10494.0,1e-05,0.2788732394366197,50.0,0.9632665510408692,29.279999999999998,1.2704225352112672
bug-localization-by-dnn-and-rvsm_default_013,2025-11-27T03:12:40.898275,bug-localization-by-dnn-and-rvsm,default,False,True,396.1079297065735,0,Training completed successfully,1e-05,,,,5.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,25150.07,987.56,26137.63,70.52431034482758,77.99,45.12,12271.23,47.0,47.0,0.2586206896551724,3.0,,1.0,kfold,,,,,,,,,10000.0,1e-05,0.2586206896551724,47.0,0.9622169263242306,32.87,0.0
bug-localization-by-dnn-and-rvsm_default_014,2025-11-27T03:23:30.277986,bug-localization-by-dnn-and-rvsm,default,False,True,586.3447139263153,0,Training completed successfully,1e-05,,,,7.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,37840.3,1446.04,39286.34,69.32736220472447,78.1,41.12,17609.150000000016,46.5,47.0,0.2007874015748031,3.0,,1.0,kfold,,,,,,,,,10000.0,1e-05,0.2007874015748031,47.0,0.96319229533726,36.98,0.5
bug-localization-by-dnn-and-rvsm_default_015,2025-11-27T03:38:44.455018,bug-localization-by-dnn-and-rvsm,default,False,True,851.141704082489,0,Training completed successfully,1.978239492355273e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55460.6,2131.31,57591.91,69.60188732394367,77.75,41.59,24708.67000000001,46.00281690140845,47.0,0.2816901408450704,3.0,,1.0,alpha,,,,,,,,,10000.0,1.978239492355273e-05,0.2816901408450704,47.0,0.9629928925781416,36.16,0.9971830985915489
bug-localization-by-dnn-and-rvsm_default_016,2025-11-27T03:54:00.089619,bug-localization-by-dnn-and-rvsm,default,False,True,852.5990271568298,0,Training completed successfully,1.6156185103320122e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55444.02,2119.07,57563.09,69.52638655462181,77.58,48.75,24820.919999999987,46.0,46.0,0.2521008403361344,3.0,,1.0,alpha,,,,,,,,,10000.0,1.6156185103320122e-05,0.2521008403361344,46.0,0.9631870005588652,28.83,0.0
bug-localization-by-dnn-and-rvsm_default_017,2025-11-27T04:09:06.500714,bug-localization-by-dnn-and-rvsm,default,False,True,843.3755974769592,0,Training completed successfully,1e-05,,,,10.0,,10000.0,917.0,,,,,,,,,,,,,,,,,,54882.51,2082.59,56965.1,69.79502840909096,77.75,49.83,24567.850000000017,46.0,46.0,0.2585227272727273,3.0,,1.0,seed,,,,,,,,,10000.0,1e-05,0.2585227272727273,46.0,0.96344094893189,27.92,0.0
bug-localization-by-dnn-and-rvsm_default_018,2025-11-27T04:24:18.651179,bug-localization-by-dnn-and-rvsm,default,False,True,849.1151962280273,0,Training completed successfully,1e-05,,,,10.0,,10000.0,5063.0,,,,,,,,,,,,,,,,,,55252.76,2092.04,57344.8,69.80382022471906,77.64,48.75,24850.159999999985,46.0,46.0,0.2612359550561798,3.0,,1.0,seed,,,,,,,,,10000.0,1e-05,0.2612359550561798,46.0,0.9635182265872406,28.89,0.0
bug-localization-by-dnn-and-rvsm_default_001,2025-12-01T22:26:51.444746,bug-localization-by-dnn-and-rvsm,default,False,True,483.62967896461487,0,Training completed successfully,1e-05,,,,6.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,30731.19,1182.55,31913.74,69.76795238095238,77.79,42.09,14651.27,45.91428571428571,46.0,0.2095238095238095,3.0,,1.0,kfold,,,,,,,,,10000.0,1e-05,0.2095238095238095,46.0,0.9629454272673776,35.7,0.0857142857142889
bug-localization-by-dnn-and-rvsm_default_002,2025-12-01T22:31:36.094047,bug-localization-by-dnn-and-rvsm,default,False,True,221.6116201877594,0,Training completed successfully,1e-05,,,,3.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,13624.89,539.28,14164.17,69.52431372549022,77.92,44.22,7091.480000000001,46.990196078431374,47.0,0.0490196078431372,2.0,,1.0,kfold,,,,,,,,,10000.0,1e-05,0.0490196078431372,47.0,0.961926466570226,33.7,0.0098039215686256
bug-localization-by-dnn-and-rvsm_default_005_parallel,2025-12-04T15:59:45.622155,bug-localization-by-dnn-and-rvsm,default,True,True,131.37542629241943,0,Training completed successfully,1e-05,,,,2.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,7859.32,327.68,8187.0,87.49550847457628,92.07,82.73,10324.47,56.52542372881356,58.0,7.338983050847458,14.0,,1.0,kfold,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_005_parallel/background_logs,131.37542629241943,0.0,Training completed successfully,10000.0,1e-05,7.338983050847458,58.0,0.9599755710272384,9.33999999999999,1.474576271186443
bug-localization-by-dnn-and-rvsm_default_006_parallel,2025-12-04T16:17:18.635019,bug-localization-by-dnn-and-rvsm,default,True,True,959.9708709716796,0,Training completed successfully,1e-05,,,,10.0,,1864.0,42.0,,,,,,,,,,,,,,,,,,63325.21,2405.53,65730.74,86.81864864864862,94.24,73.86,67458.08999999998,60.83912483912484,63.0,3.669240669240669,14.0,,1.0,max_iter,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_006_parallel/background_logs,959.9708709716796,0.0,Training completed successfully,1864.0,1e-05,3.669240669240669,63.0,0.9634032721980612,20.379999999999995,2.160875160875157
bug-localization-by-dnn-and-rvsm_default_007_parallel,2025-12-04T16:35:07.935328,bug-localization-by-dnn-and-rvsm,default,True,True,976.225355386734,0,Training completed successfully,1.4622212778224797e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,64389.0,2443.04,66832.04,87.53455120101137,93.76,74.92,69239.82999999999,62.13274336283186,63.0,3.761061946902655,14.0,,1.0,alpha,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_007_parallel/background_logs,976.225355386734,0.0,Training completed successfully,10000.0,1.4622212778224797e-05,3.761061946902655,63.0,0.963445078139168,18.840000000000003,0.8672566371681398
bug-localization-by-dnn-and-rvsm_default_008_parallel,2025-12-04T16:53:11.826791,bug-localization-by-dnn-and-rvsm,default,True,True,990.8498487472534,0,Training completed successfully,1e-05,,,,10.0,,10000.0,4779.0,,,,,,,,,,,,,,,,,,65501.13,2499.42,68000.55,87.79780548628426,94.4,73.92,70413.83999999998,62.39650872817955,63.0,3.6670822942643393,13.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/bug-localization-by-dnn-and-rvsm_default_008_parallel/background_logs,990.8498487472534,0.0,Training completed successfully,10000.0,1e-05,3.6670822942643393,63.0,0.963244120819611,20.480000000000004,0.6034912718204524
bug-localization-by-dnn-and-rvsm_default_006,2025-12-05T21:48:39.829870,bug-localization-by-dnn-and-rvsm,default,False,True,397.6932189464569,0,Training completed successfully,9.823897846577588e-06,,,,5.0,,11879.0,1520.0,,,,,,,,,,,,,,,,,,25124.17,956.9,26081.07,76.22346590909089,85.44,68.56,13415.329999999996,59.24431818181818,64.0,0.2556818181818182,3.0,,4.0,,,,,,,,,,11879.0,9.823897846577588e-06,0.2556818181818182,64.0,0.9633105543599246,16.879999999999995,4.75568181818182
bug-localization-by-dnn-and-rvsm_default_059_parallel,2025-12-10T14:24:52.775512,bug-localization-by-dnn-and-rvsm,default,True,True,819.9633481502533,0,Training completed successfully,1e-05,,,,7.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55986.66,2079.51,58066.17,157.3425112107623,271.39,94.35,105262.13999999998,74.27653213751869,84.0,30.99252615844544,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_059_parallel/background_logs,819.9633481502533,0.0,Training completed successfully,10000.0,1e-05,30.99252615844544,84.0,0.9641872367335405,177.04,9.723467862481314
bug-localization-by-dnn-and-rvsm_default_060_parallel,2025-12-10T14:29:46.268613,bug-localization-by-dnn-and-rvsm,default,True,True,200.4217653274536,0,Training completed successfully,1e-05,,,,2.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,13151.05,511.33,13662.38,209.47180790960465,268.89,118.97,37076.51000000002,78.71751412429379,83.0,43.32768361581921,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_060_parallel/background_logs,200.4217653274536,0.0,Training completed successfully,10000.0,1e-05,43.32768361581921,83.0,0.9625738707311612,149.92,4.282485875706215
bug-localization-by-dnn-and-rvsm_default_061_parallel,2025-12-10T14:41:02.122528,bug-localization-by-dnn-and-rvsm,default,True,True,582.8133907318115,0,Training completed successfully,1e-05,,,,5.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,39598.24,1483.75,41081.99,163.33769230769238,268.33,98.39,78565.43000000004,74.11434511434511,83.0,32.5010395010395,76.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_061_parallel/background_logs,582.8133907318115,0.0,Training completed successfully,10000.0,1e-05,32.5010395010395,83.0,0.9638832003999808,169.94,8.885654885654887
bug-localization-by-dnn-and-rvsm_default_062_parallel,2025-12-10T14:50:16.726506,bug-localization-by-dnn-and-rvsm,default,True,True,461.56404757499695,0,Training completed successfully,1e-05,,,,4.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,31222.26,1171.44,32393.7,171.16474093264256,269.22,92.79,66069.59000000003,74.70207253886011,83.0,33.984455958549226,74.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_062_parallel/background_logs,461.56404757499695,0.0,Training completed successfully,10000.0,1e-05,33.984455958549226,83.0,0.9638374128302724,176.43,8.297927461139892
bug-localization-by-dnn-and-rvsm_default_063_parallel,2025-12-10T15:03:51.495705,bug-localization-by-dnn-and-rvsm,default,True,True,721.7255232334137,0,Training completed successfully,1e-05,,,,6.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,49235.44,1832.73,51068.17,156.09021959459452,268.71,94.63,92405.40999999996,73.34628378378379,83.0,31.44087837837838,73.0,,1.0,kfold,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/bug-localization-by-dnn-and-rvsm_default_063_parallel/background_logs,721.7255232334137,0.0,Training completed successfully,10000.0,1e-05,31.44087837837838,83.0,0.9641120878230022,174.07999999999998,9.65371621621621
bug-localization-by-dnn-and-rvsm_default_003,2025-12-13T00:35:33.062755,bug-localization-by-dnn-and-rvsm,default,False,True,555.2883360385895,0,Training completed successfully,8.149778276780119e-06,,,,7.0,,2764.0,3242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,2764.0,8.149778276780119e-06,,,,,
bug-localization-by-dnn-and-rvsm_default_015,2025-12-14T09:05:15.151891,bug-localization-by-dnn-and-rvsm,default,False,True,860.0085880756378,0,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,55706.56,2138.66,57845.22,74.10883852691218,84.36,56.92,26160.42,54.93767705382436,62.0,0.3257790368271954,3.0,,0.0,,,,,,,,,,,,0.3257790368271954,62.0,0.9630278871789232,27.44,7.062322946175641
bug-localization-by-dnn-and-rvsm_default_016,2025-12-14T09:20:26.360751,bug-localization-by-dnn-and-rvsm,default,False,True,848.1733407974243,0,Training completed successfully,,,,,,,,,,,,,,,,,,,,,,,,,,55075.72,2124.77,57200.49,70.80417366946776,79.62,39.96,25277.08999999999,47.45098039215687,49.0,0.2801120448179272,3.0,,0.0,,,,,,,,,,,,0.2801120448179272,49.0,0.9628539895375022,39.66,1.5490196078431282
bug-localization-by-dnn-and-rvsm_default_017,2025-12-14T09:35:39.066123,bug-localization-by-dnn-and-rvsm,default,False,True,849.6703112125397,0,Training completed successfully,,,,,,,1131.0,,,,,,,,,,,,,,,,,,,55106.38,2104.56,57210.94,69.77523809523807,77.83,41.55,24909.759999999987,45.47899159663866,46.0,0.2492997198879551,3.0,,1.0,max_iter,,,,,,,,,1131.0,,0.2492997198879551,46.0,0.9632140286455702,36.28,0.5210084033613427
