source,target,weight
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.5199999809265137
energy_cpu_pkg_joules,energy_cpu_total_joules,0.4699999988079071
energy_cpu_pkg_joules,energy_gpu_avg_watts,0.8100000023841858
energy_cpu_pkg_joules,energy_gpu_total_joules,0.7400000095367432
energy_cpu_pkg_joules,energy_gpu_temp_avg_celsius,0.3199999928474426
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.47999998927116394
energy_cpu_ram_joules,energy_cpu_total_joules,0.4399999976158142
energy_cpu_ram_joules,energy_gpu_avg_watts,0.6299999952316284
energy_cpu_ram_joules,energy_gpu_max_watts,0.41999998688697815
energy_cpu_ram_joules,energy_gpu_min_watts,0.5600000023841858
energy_cpu_ram_joules,energy_gpu_total_joules,0.4399999976158142
energy_cpu_ram_joules,energy_gpu_temp_avg_celsius,0.3799999952316284
energy_cpu_total_joules,energy_cpu_pkg_joules,0.5199999809265137
energy_cpu_total_joules,energy_cpu_ram_joules,0.5600000023841858
energy_cpu_total_joules,energy_gpu_avg_watts,0.8299999833106995
energy_cpu_total_joules,energy_gpu_min_watts,0.32999998331069946
energy_cpu_total_joules,energy_gpu_total_joules,0.75
energy_cpu_total_joules,energy_gpu_temp_avg_celsius,0.3400000035762787
energy_gpu_avg_watts,energy_cpu_ram_joules,0.3700000047683716
energy_gpu_avg_watts,energy_gpu_max_watts,0.3199999928474426
energy_gpu_avg_watts,energy_gpu_temp_avg_celsius,0.3499999940395355
energy_gpu_avg_watts,energy_gpu_temp_max_celsius,0.3199999928474426
energy_gpu_avg_watts,energy_gpu_util_max_percent,0.47999998927116394
energy_gpu_max_watts,energy_cpu_ram_joules,0.3799999952316284
energy_gpu_max_watts,energy_gpu_avg_watts,0.6299999952316284
energy_gpu_max_watts,energy_gpu_min_watts,0.5199999809265137
energy_gpu_max_watts,energy_gpu_temp_avg_celsius,0.5399999618530273
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.4399999976158142
energy_gpu_max_watts,energy_gpu_util_max_percent,0.3700000047683716
energy_gpu_min_watts,energy_gpu_max_watts,0.4699999988079071
energy_gpu_min_watts,energy_gpu_util_avg_percent,0.3999999761581421
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.5199999809265137
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.4599999785423279
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.550000011920929
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.3400000035762787
energy_gpu_temp_avg_celsius,hyperparam_seed,0.5099999904632568
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.44999998807907104
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.4399999976158142
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.550000011920929
energy_gpu_temp_max_celsius,hyperparam_seed,0.3999999761581421
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.7899999618530273
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.5600000023841858
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.5699999928474426
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.699999988079071
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.3499999940395355
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.3999999761581421
is_parallel,energy_gpu_temp_avg_celsius,0.41999998688697815
is_parallel,energy_gpu_util_avg_percent,0.3499999940395355
is_parallel,energy_gpu_util_max_percent,0.8700000047683716
is_parallel,hyperparam_learning_rate_x_is_parallel,0.6699999570846558
is_parallel,hyperparam_epochs_x_is_parallel,0.6499999761581421
hyperparam_learning_rate,hyperparam_l2_regularization,0.5
hyperparam_learning_rate,perf_best_val_accuracy,0.5
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.7699999809265137
hyperparam_epochs,energy_gpu_avg_watts,0.9199999570846558
hyperparam_epochs,energy_gpu_total_joules,0.949999988079071
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.7099999785423279
hyperparam_epochs,energy_gpu_temp_max_celsius,0.3499999940395355
hyperparam_epochs,energy_gpu_util_avg_percent,0.429999977350235
hyperparam_epochs,is_parallel,0.3199999928474426
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.7599999904632568
perf_test_accuracy,energy_cpu_pkg_joules,0.5699999928474426
perf_test_accuracy,energy_cpu_ram_joules,0.3400000035762787
perf_test_accuracy,energy_cpu_total_joules,0.5799999833106995
perf_test_accuracy,energy_gpu_avg_watts,0.3400000035762787
perf_test_accuracy,energy_gpu_max_watts,0.8499999642372131
perf_test_accuracy,energy_gpu_total_joules,0.949999988079071
perf_test_accuracy,energy_gpu_temp_max_celsius,0.5600000023841858
perf_test_accuracy,hyperparam_learning_rate,0.35999998450279236
hyperparam_l2_regularization,perf_best_val_accuracy,0.5
hyperparam_l2_regularization,hyperparam_l2_regularization_x_is_parallel,0.4599999785423279
perf_best_val_accuracy,hyperparam_l2_regularization,0.5
hyperparam_learning_rate_x_is_parallel,is_parallel,0.32999998331069946
hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,0.5399999618530273
hyperparam_epochs_x_is_parallel,is_parallel,0.3499999940395355
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.4599999785423279
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.5399999618530273
