source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_gpu_min_watts,hyperparam_l2_regularization,0.75,0.14469838951026995,0.11633750516625704,0.17305927385428285,True,1
energy_gpu_min_watts,hyperparam_learning_rate_x_is_parallel,0.35,-0.02030048167210167,-0.0242793760798336,-0.016321587264369743,True,1
energy_gpu_min_watts,hyperparam_epochs_x_is_parallel,0.75,-0.021408957560772206,-0.02560511324268356,-0.017212801878860852,True,0
energy_gpu_total_joules,energy_cpu_pkg_joules,0.35,0.14064785775197344,0.11308087763258665,0.16821483787136024,True,0
energy_gpu_total_joules,energy_cpu_ram_joules,0.4,0.1264739266754813,0.10168503704708697,0.15126281630387564,True,0
energy_gpu_total_joules,energy_cpu_total_joules,0.45000002,0.13943632521715843,0.11210680547459538,0.1667658449597215,True,0
energy_gpu_total_joules,hyperparam_seed,0.4,-0.09121475426483272,-0.10909284610073994,-0.0733366624289255,True,1
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.35,0.03417263794666553,0.027474800909119086,0.04087047498421197,True,0
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.35,0.02695001697321082,0.0216678136464615,0.032232220299960146,True,0
is_parallel,hyperparam_dropout_x_is_parallel,0.35,-0.8716207809917802,-1.1694819669595349,-0.5737595950240255,True,2
hyperparam_epochs,energy_gpu_max_watts,0.35,0.0,0.0,0.0,False,0
hyperparam_seed,perf_precision,0.4,-0.09172728952238626,-0.10970583826877398,-0.07374874077599855,True,3
hyperparam_dropout,perf_recall,0.45000002,0.043985400775995075,0.03536426222390004,0.05260653932809011,True,4
perf_accuracy,hyperparam_seed,0.6,1.055424724746456e-05,8.485614786961507e-06,1.2622879707967613e-05,True,1
perf_accuracy,hyperparam_dropout,0.4,-5.125487421915407e-06,-6.130082956610826e-06,-4.120891887219987e-06,True,0
perf_precision,perf_recall,0.4,,,,False,0
perf_recall,perf_precision,0.5,,,,False,0
hyperparam_learning_rate_x_is_parallel,is_parallel,0.35,-0.03548128864629279,-0.042435621220966176,-0.028526956071619404,True,2
hyperparam_learning_rate_x_is_parallel,perf_recall,0.55,0.6331060109161563,0.5090172327765896,0.7571947890557229,True,5
hyperparam_epochs_x_is_parallel,is_parallel,0.6,-0.08036048885538773,-0.09611114467104373,-0.06460983303973172,True,2
hyperparam_epochs_x_is_parallel,hyperparam_learning_rate_x_is_parallel,0.35,0.3338952301818663,0.2684517650662205,0.3993386952975121,True,1
hyperparam_epochs_x_is_parallel,hyperparam_dropout_x_is_parallel,0.75,0.4608662373448177,0.3705364548252334,0.5511960198644019,True,2
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.7,0.0,0.0,0.0,False,1
hyperparam_l2_regularization_x_is_parallel,perf_recall,0.4,0.0,0.0,0.0,False,3
