experiment_id,timestamp,training_duration,l2_regularization,hyperparam_kfold,seed,energy_cpu_total_joules,energy_gpu_total_joules,gpu_power_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_top1_accuracy,perf_top5_accuracy
bug-localization-by-dnn-and-rvsm_default_022,2025-12-18T17:40:24.817993,10000,6.29612070458038e-06,10.0,42,56943.89,25785.949999999997,73.04801699716712,0.320113314447592,53.0,0.688311375919499,38.870000000000005,1.38243626062323,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_037,2025-12-18T20:48:06.757274,10000,1e-05,10.0,519,55860.21,25069.799999999985,71.22102272727268,0.2443181818181818,48.0,0.6902286308873558,41.81,0.0,0.386,0.627
bug-localization-by-dnn-and-rvsm_default_025,2025-12-18T18:25:51.818810,10000,1.5714756574404907e-05,10.0,42,56464.52,24950.32,71.902939481268,0.270893371757925,49.0,0.6935408827186788,38.15,0.0,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_050_parallel,2025-12-19T00:31:57.048780,10000,1e-05,4.0,42,31740.21,1435.7900000000009,3.644137055837566,0.0,37.0,0.956722027972028,0.7200000000000002,3.0558375634517745,0.381,0.627
bug-localization-by-dnn-and-rvsm_default_030,2025-12-18T19:02:29.861416,10000,1e-05,3.0,42,14021.24,7150.299999999999,72.22525252525251,0.2424242424242424,49.0,0.6622683092491146,33.900000000000006,0.0,0.376,0.624
bug-localization-by-dnn-and-rvsm_default_024,2025-12-18T18:10:57.551941,10000,1.4671027653833652e-05,10.0,42,58053.81,25748.66999999999,71.72331476323117,0.1532033426183844,50.0,0.6927457278113966,36.75,0.944289693593312,0.383,0.628
bug-localization-by-dnn-and-rvsm_default_042_parallel,2025-12-18T22:16:04.671699,10000,8.032974649924362e-06,10.0,42,80013.71,3675.570000000001,3.8771835443037994,0.0,40.0,0.9560807549067216,1.41,3.928270042194093,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_049_parallel,2025-12-19T00:22:30.619979,10000,1e-05,8.0,42,65182.36,2836.909999999999,3.623128991060024,0.0,37.0,0.9582925544481732,0.8200000000000003,3.5389527458493006,0.382,0.631
bug-localization-by-dnn-and-rvsm_default_027,2025-12-18T18:48:42.003704,10000,1e-05,8.0,42,45647.26,20642.68,72.43045614035087,0.287719298245614,50.0,0.688600110363654,39.36,0.1789473684210492,0.384,0.627
bug-localization-by-dnn-and-rvsm_default_039,2025-12-18T21:18:01.056464,10000,1e-05,10.0,3609,56681.73,25009.90999999999,70.64946327683613,0.2457627118644068,49.0,0.6938498235559969,36.81,0.9689265536723184,0.385,0.632
bug-localization-by-dnn-and-rvsm_default_047_parallel,2025-12-18T23:45:40.173795,10000,1e-05,6.0,42,50839.88,2236.900000000001,3.63133116883117,0.0,38.0,0.957855393639177,0.8799999999999999,4.112012987012989,0.377,0.627
bug-localization-by-dnn-and-rvsm_default_046_parallel,2025-12-18T23:31:37.068682,10000,1e-05,5.0,42,41592.4,1867.6699999999976,3.662098039215682,0.0,38.0,0.9570256099449448,1.0000000000000004,3.456862745098036,0.38,0.625
bug-localization-by-dnn-and-rvsm_default_036,2025-12-18T20:33:14.814882,10000,1e-05,10.0,2549,56790.27,25322.349999999984,71.33056338028165,0.2816901408450704,48.0,0.6916143949614567,28.77,0.0,0.385,0.626
bug-localization-by-dnn-and-rvsm_default_045_parallel,2025-12-18T23:19:49.106193,10000,1.333492192494884e-05,10.0,42,81524.91,3554.590000000005,3.664525773195882,0.0,39.0,0.9582203703594872,1.19,4.373195876288662,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_051_parallel,2025-12-19T00:53:18.146259,9170,1e-05,10.0,42,80925.36,3464.3500000000063,3.623797071129714,0.0,37.0,0.9589481940392968,0.6699999999999999,3.57531380753138,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_032,2025-12-18T19:33:01.163684,13681,1e-05,10.0,42,57391.61,25447.62999999999,71.68346478873237,0.276056338028169,49.0,0.692807056172896,38.93000000000001,0.0169014084507068,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_034,2025-12-18T20:03:07.299406,1097,1e-05,10.0,42,55946.61,24834.07000000002,71.77476878612723,0.2341040462427745,49.0,0.6925741402523473,22.43,0.7080924855491304,0.384,0.63
bug-localization-by-dnn-and-rvsm_default_043_parallel,2025-12-18T22:37:27.100063,10000,1.826823464509032e-05,10.0,42,81062.53,3742.829999999997,3.8947242455775206,0.0,40.0,0.9558656433980116,1.2599999999999998,4.1789802289281965,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_031,2025-12-18T19:17:53.007898,19688,1e-05,10.0,42,58429.4,25860.619999999995,71.63606648199445,0.2659279778393352,49.0,0.6931947578135585,37.73,0.0055401662049874,0.383,0.627
bug-localization-by-dnn-and-rvsm_default_033,2025-12-18T19:48:18.314928,19784,1e-05,10.0,42,57789.17,25511.73000000001,71.4614285714286,0.2240896358543417,49.0,0.6937400436249788,31.69,0.3333333333333357,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_029,2025-12-18T18:57:48.810922,10000,1e-05,2.0,42,7256.72,4098.120000000001,71.89684210526318,0.0,49.0,0.63908606374022,16.659999999999997,0.0,0.381,0.629
bug-localization-by-dnn-and-rvsm_default_048_parallel,2025-12-19T00:04:57.033762,10000,1e-05,9.0,42,72153.19,3125.9300000000017,3.6348023255813975,0.0011627906976744,37.0,0.9584754710203838,0.7699999999999996,3.530232558139538,0.376,0.626
bug-localization-by-dnn-and-rvsm_default_040,2025-12-18T21:32:58.258404,10000,1e-05,10.0,475,56484.08,24820.78000000001,71.52962536023058,0.2968299711815562,49.0,0.6947196022476392,38.23,0.1988472622478383,0.378,0.624
bug-localization-by-dnn-and-rvsm_default_044_parallel,2025-12-18T22:58:18.495504,10000,1.4304542933925051e-05,10.0,42,78715.17,3557.12,3.80847965738758,0.0,40.0,0.9567640574973664,1.4799999999999995,4.357601713062095,0.385,0.629
bug-localization-by-dnn-and-rvsm_default_035,2025-12-18T20:18:11.746037,6563,1e-05,10.0,42,56920.66,25492.539999999983,72.01282485875701,0.2994350282485876,49.0,0.6906740667757109,38.49,0.9717514124293772,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_021,2025-12-18T17:25:21.519509,10000,5.033537731186141e-06,10.0,42,57744.0,26364.25,74.8984375,0.2840909090909091,63.0,0.6865438289347359,40.25,5.230113636363633,0.376,0.626
bug-localization-by-dnn-and-rvsm_default_028,2025-12-18T18:54:46.595001,10000,1e-05,4.0,42,19736.59,9748.060000000003,72.20785185185187,0.1481481481481481,50.0,0.6693852563961248,37.24,0.6074074074074076,0.367,0.617
bug-localization-by-dnn-and-rvsm_default_023,2025-12-18T17:55:39.784238,10000,1.2757580838407052e-05,10.0,42,57897.1,25912.610000000008,72.78823033707867,0.2837078651685393,50.0,0.6908161357436984,23.020000000000003,0.0,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_052_parallel,2025-12-19T01:13:59.707341,10000,1e-05,10.0,4991,77871.89,3343.8400000000083,3.614962162162171,0.0,37.0,0.958827680302818,0.8400000000000003,3.625945945945944,0.379,0.623
bug-localization-by-dnn-and-rvsm_default_012_parallel,2025-12-23T00:58:04.565713,10000,1e-05,2.0,42,8570.27,11222.879999999988,91.99081967213104,7.311475409836065,64.0,0.4329917168313283,10.159999999999997,0.0737704918032804,0.372,0.621
bug-localization-by-dnn-and-rvsm_default_026_parallel,2025-12-23T04:29:26.098758,1546,1e-05,10.0,42,67415.87,70078.69999999997,88.81964512040554,3.5956907477820024,65.0,0.4903165994118896,25.289999999999992,0.5614702154626059,0.38,0.629
bug-localization-by-dnn-and-rvsm_default_028_parallel,2025-12-23T05:05:01.923329,10000,1.1064423627171878e-05,10.0,42,67289.48,70613.69999999991,89.158712121212,3.746212121212121,65.0,0.4879472685111398,20.77000000000001,0.5833333333333286,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_002_parallel,2025-12-22T22:23:56.485661,10000,1e-05,10.0,42,67032.36,69979.71999999999,88.02480503144652,3.7371069182389935,63.0,0.4892441600769801,19.27,0.5333333333333314,0.381,0.627
bug-localization-by-dnn-and-rvsm_default_006_parallel,2025-12-22T23:35:29.059809,10000,1e-05,10.0,42,67138.53,69709.88999999997,88.24036708860756,3.6,64.0,0.490605079693284,22.040000000000006,0.9443037974683576,0.38,0.628
bug-localization-by-dnn-and-rvsm_default_033_parallel,2025-12-23T06:34:25.757995,10000,1.9823352277489392e-05,10.0,42,67379.28,70961.55,89.14767587939699,3.850502512562814,65.0,0.4870527377925952,21.39,0.6608040201004997,0.376,0.624
bug-localization-by-dnn-and-rvsm_default_001_parallel,2025-12-22T22:06:06.154204,10000,1e-05,10.0,42,66078.16,68028.29000000005,86.66024203821662,3.794904458598726,63.0,0.4927291714902599,19.599999999999994,3.924840764331208,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_032_parallel,2025-12-23T06:16:35.505760,10000,9.419970632254051e-06,10.0,42,67684.2,71068.77999999996,89.05862155388465,3.713032581453634,65.0,0.4878035772637101,50.75999999999999,0.6403508771929864,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_031_parallel,2025-12-23T05:58:40.328033,10000,1.891601622828019e-05,10.0,42,67581.85,70765.86,89.01366037735849,3.70062893081761,65.0,0.488492726045122,26.5,0.6352201257861623,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_027_parallel,2025-12-23T04:47:13.624032,10000,1.553888538869196e-05,10.0,42,67322.18,70266.9400000001,88.94549367088621,3.734177215189873,65.0,0.4892987178055935,19.75,0.6392405063291164,0.379,0.625
bug-localization-by-dnn-and-rvsm_default_036_parallel,2025-12-23T07:28:00.862568,10000,1e-05,10.0,2817,68432.16,71106.74000000005,88.66177057356614,3.561097256857855,65.0,0.4904163641823174,47.120000000000005,0.600997506234421,0.374,0.626
bug-localization-by-dnn-and-rvsm_default_024_parallel,2025-12-23T03:53:51.972381,3772,1e-05,10.0,42,67292.02,70236.12999999998,88.68198232323229,3.6275252525252526,65.0,0.4892963367863235,29.669999999999987,1.0012626262626227,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_010_parallel,2025-12-23T00:47:01.787229,10000,1e-05,10.0,42,68072.62,70814.33999999995,88.85111668757835,3.670012547051443,65.0,0.4901296709208698,21.709999999999997,1.0414052697616043,0.381,0.628
bug-localization-by-dnn-and-rvsm_default_016_parallel,2025-12-23T01:38:03.121283,10000,1e-05,8.0,42,52552.07,55616.77000000003,88.84468051118216,4.022364217252396,65.0,0.4858337206907274,21.290000000000006,1.1453674121405726,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_025_parallel,2025-12-23T04:11:37.085876,15811,1e-05,10.0,42,66982.94,69949.97999999997,88.76901015228422,3.6941624365482233,65.0,0.4891660821955744,27.94,0.8718274111675157,0.381,0.627
bug-localization-by-dnn-and-rvsm_default_018_parallel,2025-12-23T02:06:57.032488,10000,1e-05,9.0,42,60861.97,64101.84,88.78371191135733,3.7922437673130194,64.0,0.4870367668847485,21.16,0.1066481994459849,0.38,0.627
bug-localization-by-dnn-and-rvsm_default_038_parallel,2025-12-23T08:03:33.993300,10000,1e-05,10.0,933,66383.97,68915.16000000006,88.80819587628874,3.804123711340206,65.0,0.4906459487211778,24.960000000000008,0.6121134020618513,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_029_parallel,2025-12-23T05:22:56.317504,10000,6.877808105790642e-06,10.0,42,67827.04,70575.45,88.88595717884131,3.648614609571789,65.0,0.4900709517581656,26.27,0.6007556675062915,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_008_parallel,2025-12-23T00:11:09.510607,10000,1e-05,10.0,42,67201.36,70037.27000000002,88.65477215189875,3.730379746835443,64.0,0.4896679601071506,20.31,0.4544303797468387,0.382,0.627
bug-localization-by-dnn-and-rvsm_default_015_parallel,2025-12-23T01:23:44.103074,10000,1e-05,3.0,42,16109.87,19362.48,90.47887850467288,5.780373831775701,64.0,0.4541528824563357,9.89,0.0747663551401842,0.379,0.626
bug-localization-by-dnn-and-rvsm_default_021_parallel,2025-12-23T03:00:34.079243,7817,1e-05,10.0,42,67600.76,70348.29999999999,88.71160151324084,3.6960907944514494,65.0,0.4900414689306328,20.36,1.042875157629254,0.379,0.624
bug-localization-by-dnn-and-rvsm_default_034_parallel,2025-12-23T06:52:08.519847,10000,1e-05,10.0,3179,66820.94,70097.16,89.06881829733165,3.7420584498094023,65.0,0.4880358404038619,21.49000000000001,0.6188055908513377,0.384,0.628
bug-localization-by-dnn-and-rvsm_default_004_parallel,2025-12-22T22:59:46.163538,10000,1e-05,10.0,42,67374.67,70558.41000000003,88.41906015037598,3.743107769423559,64.0,0.4884591136513445,19.78,0.8709273182957418,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_011_parallel,2025-12-23T00:54:16.191616,10000,1e-05,4.0,42,22812.49,26346.3,90.22705479452053,5.243150684931507,65.0,0.4640571909926995,10.010000000000003,1.0308219178082183,0.383,0.627
bug-localization-by-dnn-and-rvsm_default_009_parallel,2025-12-23T00:29:03.296449,10000,1e-05,10.0,42,67569.05,70626.42000000001,88.7266582914573,3.6055276381909542,64.0,0.4889382408844515,21.480000000000004,0.3743718592964811,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_040_parallel,2025-12-23T08:39:36.337732,10000,1e-05,10.0,5397,68730.81,71374.16999999997,88.77384328358205,3.63681592039801,65.0,0.4905665023470258,23.97,0.4452736318407915,0.381,0.629
bug-localization-by-dnn-and-rvsm_default_019_parallel,2025-12-23T02:24:53.212378,2057,1e-05,10.0,42,67791.4,70777.81000000006,88.6939974937344,3.7042606516290726,65.0,0.4892241212892819,27.930000000000007,1.0563909774436055,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_035_parallel,2025-12-23T07:09:55.233559,10000,1e-05,10.0,9313,67261.68,70144.03000000009,88.90244613434739,3.6425855513307983,65.0,0.4895115348554288,21.39,0.4448669201520943,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_023_parallel,2025-12-23T03:36:02.261622,18578,1e-05,10.0,42,66410.71,69554.58000000003,88.71757653061229,3.698979591836735,65.0,0.48843870373093,24.489999999999995,1.0063775510204067,0.381,0.628
bug-localization-by-dnn-and-rvsm_default_017_parallel,2025-12-23T01:50:39.181886,10000,1e-05,7.0,42,45415.83,48369.28999999998,88.91413602941172,3.996323529411765,65.0,0.484254111952941,19.929999999999996,1.134191176470587,0.377,0.624
bug-localization-by-dnn-and-rvsm_default_030_parallel,2025-12-23T05:40:48.430255,10000,1.208405052184642e-05,10.0,42,67720.69,70680.2299999999,89.01792191435754,3.707808564231738,65.0,0.4893080913045957,21.040000000000006,0.5982367758186342,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_014_parallel,2025-12-23T01:18:06.688586,10000,1e-05,6.0,42,38212.16,41216.39,89.02028077753779,4.356371490280778,64.0,0.4810884751137972,21.11,0.2311015118790464,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_039_parallel,2025-12-23T08:21:29.348137,10000,1e-05,10.0,1396,67761.06,70888.37,88.83254385964912,3.706766917293233,65.0,0.4887222399688192,33.7,0.568922305764417,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_003_parallel,2025-12-22T22:41:52.254798,10000,1e-05,10.0,42,67575.07,70178.53000000007,88.16398241206039,3.67713567839196,64.0,0.4905503014077306,28.129999999999995,1.0603015075376874,0.384,0.63
bug-localization-by-dnn-and-rvsm_default_013_parallel,2025-12-23T01:07:12.522289,10000,1e-05,5.0,42,30870.09,34099.28,89.49942257217847,4.574803149606299,64.0,0.4751483660685028,19.97,0.501312335958005,0.377,0.622
bug-localization-by-dnn-and-rvsm_default_022_parallel,2025-12-23T03:18:24.145804,9598,1e-05,10.0,42,67347.18,70283.03000000007,88.62929382093326,3.640605296343001,65.0,0.4893342820591493,21.419999999999987,0.9936948297604004,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_037_parallel,2025-12-23T07:46:00.838754,10000,1e-05,10.0,6168,68132.83,71119.92999999995,88.78892634207234,3.644194756554307,65.0,0.4892745393340859,32.370000000000005,0.6504369538077412,0.384,0.631
bug-localization-by-dnn-and-rvsm_default_005_parallel,2025-12-22T23:17:38.584341,10000,1e-05,10.0,42,67251.62,70265.61000000002,88.49573047858944,3.698992443324937,64.0,0.4890414095746401,21.090000000000003,0.8400503778337551,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_007_parallel,2025-12-22T23:53:21.780563,10000,1e-05,10.0,42,67349.65,70053.7599999999,88.34017654476658,3.6544766708701135,64.0,0.4901599603677962,20.83,0.847414880201768,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_020_parallel,2025-12-23T02:42:41.323645,9625,1e-05,10.0,42,67010.26,70474.44,88.75874055415618,3.7632241813602016,65.0,0.4874015799576243,28.55,1.0403022670025166,0.382,0.627
