hyperparam_learning_rate,hyperparam_dropout,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_map,perf_rank1,perf_rank5,is_densenet121,is_hrnet18,is_pcb
0.3976263020477871,,,-1.559596021167114,-0.7278197627753504,2.181691661104701,0.2362691534742828,-0.81190356674778,0.2157711329397876,0.1605975535479176,-2.5612484093623324,-2.40907909127679,-2.288667801021413,0,1,0
,-0.4374216522337282,,-1.5566631749030355,-0.7278197627753504,2.1608537534184418,0.1398470268424169,-0.7809532067848386,0.2238707436208331,0.1549801487042485,-0.424215718179377,-0.5741352404793412,-0.4452161661785061,0,1,0
,,,-1.3937976534295229,-0.7278197627753504,2.319212630691997,0.1180445714575044,-0.7992313874075727,0.3085971998028551,0.2358374872652668,0.2721429044544117,0.0073524686071493,0.1045297804683957,0,1,0
,,0.4382538573918635,0.8520524554648299,-0.2664695306335992,-0.3174188075182814,1.067986764883227,0.5741309886619985,-0.49273622069326,-0.0274449045152415,0.6657241805428873,0.8085355564428836,0.7190862756104137,0,0,1
-1.5095496915517643,,,0.8400841962260198,-0.2664695306335992,-0.3738722827768093,1.094548911232451,0.6282537520235753,-0.6092051091206563,-0.2324709751636487,0.8296343218255258,1.0281874139205829,0.9454330315312122,0,0,1
,-1.0550457037012506,,0.8419968949428936,0.1948807015081519,-0.4783651498042403,1.0750495321205928,1.1087991056962387,-0.607756618442257,-0.2483698084759914,0.7503006424679116,0.950676029302436,0.8807314083276756,0,0,1
,,,0.8535000749182595,0.1948807015081519,-0.42281227946385,0.9981267846005852,-0.0300230255126191,-0.5127540453864254,-0.0142843404029716,0.7600410405373158,0.9377502116541548,1.0748362779382974,0,0,1
,,-0.3428825516381932,0.796959676159198,0.1948807015081519,2.239686786907502,1.1702433514068296,1.0834268319652112,-0.1386284124849025,-0.4073035120302737,0.7947711484077237,0.8860469410610305,0.6543846524068772,0,0,1
-2.547196050523584,,,0.8146667598956427,0.1948807015081519,2.243302455795865,1.164562429933296,1.1469860084923462,-0.0375647783903645,-0.3129098826938114,0.7089970965561316,0.8601953057644635,1.0748362779382974,0,0,1
,-1.6592377550814152,,0.8057731769337603,0.1948807015081519,2.2758395252753743,1.164562429933296,1.082231900846544,-0.0259347969247055,-0.3215162620167592,0.7908590213142752,1.1832537044284164,1.0101346547347487,0,0,1
,,,0.8296406449723303,0.1948807015081519,2.41248255124316,1.1309375163467068,0.1037055525763008,0.1032666633505727,-0.1045640512458543,0.7657362459658714,0.8731211234127446,0.913082219929444,0,0,1
,,-0.8310928072819788,1.0230600735495905,-3.495921155625857,0.1592284647515382,-1.4136546885416872,0.8492935667772982,1.3161448645696383,-0.5048906109691553,-0.2687685457111378,-0.0314249843376938,-0.1865185986559393,1,0,0
,,2.000526675451977,1.026323564284507,-3.495921155625857,0.1144690825031203,-1.1561707612142378,1.1903174637152398,3.115907542239849,0.7180879733691543,0.4837969641428054,-0.0184991666894127,0.4602797827962674,1,0,0
-1.4447798060775665,,,1.023156280952133,-3.495921155625857,0.1727274088378502,-1.1575526069780695,1.158458644463377,1.7789917462969238,-0.1565510565153993,-0.0731888041482033,-0.1347880042524029,-0.0894661638506344,1,0,0
-1.6409198099701088,,,1.0241584438700513,-3.495921155625857,0.0954073998772686,-1.4131940732870767,1.143937750848507,1.7696823872972591,-0.162928223680066,-0.3445892946174917,-0.3157059300567986,-0.2835710334612442,1,0,0
,0.6678532942622305,,1.0246389418430204,-3.495921155625857,0.0523857487225965,-1.4342288365809717,1.2819656787954723,1.7510549607243076,-0.1734932069415192,-0.0685581230988154,-0.0443508019859749,-0.0247645406470979,1,0,0
,0.7898564879394858,,1.02450354676364,-3.495921155625857,0.1132442657004277,-1.3534676286058736,1.178901486551136,1.7687812623316297,-0.1643407251589409,-0.2349698966725035,-0.2381510241671121,-0.7686153569046095,1,0,0
,,,-0.5689752173269476,0.1948807015081519,0.2148236948116781,1.1203433654906578,1.2546253067687323,1.8589820128540544,0.2682468173535494,0.1212731868166004,-0.0314249843376938,0.3309854616807737,1,0,0
,,,-1.3483733544664664,0.1948807015081519,-0.0642905768351362,0.1214224166579837,-1.052940343580406,1.27017156100495,-0.0240288311502701,-0.9111291692115476,-0.7938306192285848,-0.7363734705944328,1,0,0
,,1.8052425731944628,-1.9233755795413925,0.1948807015081519,0.0881051289783484,0.7225253239251094,-0.9150961755653654,1.485869229545603,-0.0835837018351845,0.2163352138764454,0.278707596677973,0.2662838384772372,1,0,0
,,-0.7334507561532216,-1.922788987054631,0.656230933649903,0.0543066423097429,0.6948884086484597,-0.1040963805698147,0.3212048779607456,-0.9448379075669328,-0.060015314955979,-0.1347880042524029,-0.1865185986559393,1,0,0
1.890093403630366,,,-1.903312222655338,0.1948807015081519,0.0198849583935398,0.7044077905770835,-0.6817751991676483,0.6245149390200146,-0.7260582700747451,-0.6576659145312684,-0.4449205852680698,-0.542268600983811,1,0,0
1.4341984180030114,,,-1.9870104246411635,0.1948807015081519,0.0418218773781567,0.5089533842038912,-0.7631210394447375,0.6369115935707506,-0.7526609655584346,-0.1521232868636292,-0.3415575653533655,-0.6393210357891158,1,0,0
,1.7894630915403806,,-1.9153362483033451,0.1948807015081519,0.0637633241662276,0.6428388848774368,-0.8720889881100923,0.6098785880166973,-0.7581138191832826,0.0571888191905919,-0.0314249843376938,-0.7040226589926645,1,0,0
,-0.7547824385586303,,-1.9040216062481568,0.1948807015081519,0.0695964264539326,0.6872114877382793,-0.3536712525641192,0.6163164541677255,-0.7165103243161917,-0.7200736562600839,-0.7809048015803037,-0.5746194125855792,1,0,0
,,,-1.181653663184557,0.1948807015081519,0.0460974632701639,0.707017943686545,-1.2344981139860784,1.4315849730863626,0.0266498801309122,-0.1642322516766828,-0.0960105513075597,-0.2512202218594759,1,0,0
,,,-1.1874203108102035,0.656230933649903,0.1089278040978028,0.6841407193742074,-0.6281635583683448,1.42167068682633,0.0370247502831619,-0.7245712717620777,-0.6258385110724702,-0.2188694102577076,1,0,0
,,-2.2957235742133357,-2.619931490485427,-4.879971852051111,0.0798558776857061,-1.2438411980084976,-0.2842700209023984,1.573828690583686,-1.1064668723026914,-4.397100540568728,-4.295682691395818,-3.938123491545278,0,1,0
0.2059905958478866,0.2271834178104961,-1.6122292163120355,-0.6545773530349077,0.656230933649903,-0.8367439075665272,0.3865832648956152,-0.7762127838913657,-1.5186470811650523,-1.6982232822401568,-0.1278255179090819,-0.1089363689558408,-0.2512202218594759,1,0,0
0.2059905958478866,0.2271834178104961,-1.5145871651832783,-0.6381691403168293,0.656230933649903,-0.6587915556205579,0.3663161936927382,-0.818740892429963,-1.5087221746932855,-1.6789686364772345,-0.2707645289220791,-0.3027801124085175,-0.4775669777802744,1,0,0
-0.3233120373761929,0.2271834178104961,-0.0499563982519219,-0.5984122873390301,0.656230933649903,-0.6704378154508832,0.3781386518944166,-0.9081955758168684,-1.308670202079149,-1.3257808250761205,-0.0625169472470286,-0.3027801124085175,-0.154167787054171,1,0,0
-0.3802890584256852,0.2271834178104961,-0.0499563982519219,-0.5990841289521399,0.656230933649903,-0.8018776865198685,0.3669303473655529,-0.9017148928678144,-1.3037453974938626,-1.3171472827940616,-0.183420303611214,-0.2122993888705499,-0.6393210357891158,1,0,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.1050139586380502,0.1948807015081519,-1.325056425307671,0.5648413684300042,0.8674531940979501,-0.9095959925806034,-0.7516280001821329,-0.0601749936128561,-0.0055733490411317,-0.1218169754524027,1,0,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.1348514546986731,0.1948807015081519,-1.304688473854979,0.5780456723955139,1.0135662669278065,-0.9158070110089936,-0.8179052891797827,-0.1339997593082658,-0.1735654571972462,-0.1865185986559393,1,0,0
0.2059905958478866,1.35255943907023,-0.0499563982519219,-0.5972785864618457,0.656230933649903,-0.8182295154076802,0.3845872654589675,-0.9577630210185976,-1.2993008388831873,-1.3291153819590864,-0.4128253073222628,-0.4449205852680698,-0.0894661638506344,1,0,0
0.2059905958478866,-0.1486547336855293,-0.0499563982519219,-0.585703991051313,0.1948807015081519,-0.6700835787537113,0.3678515778747747,-1.3734616187011088,-1.3091471557881225,-1.3413739370752025,-0.3366585879926777,-0.4707722205646368,-0.542268600983811,1,0,0
0.2059905958478866,0.2271834178104961,2.4887369310957626,-0.9968587616528026,0.1948807015081519,-1.1130320213107523,0.1002341149458859,-1.3146972094175755,-0.0217906841039849,1.020091467026426,0.52286500885833,0.0719815568485547,0.4926305943980357,0,1,0
0.2059905958478866,0.2271834178104961,0.5358959085206206,-0.9937467222149666,0.1948807015081519,-1.182026126874178,0.0968562697454066,-1.3305788504574332,-0.5101409422892766,0.1393552361676659,0.0179877089276702,-0.2898542947602364,-0.3159218450630124,0,1,0
0.8609084626066432,0.2271834178104961,-0.0499563982519219,-1.0040186507795363,0.1948807015081519,-1.2335206481943275,0.06891227763235,-1.3808044368911647,-0.6469987256078241,-0.1065996445065114,-0.237311850306676,-0.3027801124085175,0.2339330268754688,0,1,0
-1.6894875288889897,0.2271834178104961,-0.0499563982519219,-1.0158361945579908,0.1948807015081519,-1.1290627390434376,0.0245396747715075,-1.2326582234449577,-0.6474817328374861,-0.1089506759113413,1.067129710818263,0.692203197608349,0.4602797827962674,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,-0.8454994335304392,0.1948807015081519,-1.0771761789948917,0.0259215205353396,-1.1484444520212855,-0.59137717208704,-0.0124426420862893,-0.9949072378521954,-0.923045274439856,-1.3508210404448713,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,-0.8510742042490252,0.1948807015081519,-1.0724663908356191,0.0286852120630047,-1.150708822062095,-0.5863356513747967,-0.0049188888748701,-0.159787862393649,-0.1735654571972462,-0.2835710334612442,0,1,0
0.2059905958478866,0.3076511975604594,-0.0499563982519219,-1.003091592600655,0.1948807015081519,-1.1494050123920656,0.0477239759202522,-1.2364180751778304,-0.6521106583238634,-0.1193485959323498,-1.9224539425321368,-1.9438802197532896,-1.415522663648408,0,1,0
0.2059905958478866,0.9180195035416696,-0.0499563982519219,-1.0000325785403632,0.1948807015081519,-1.2224808731420331,0.0940925782177419,-1.2530082896370127,-0.6527205770837464,-0.121687784949515,-5.135268358194402,-4.812541312240904,-5.361123500856777,0,1,0
0.2059905958478866,0.2271834178104961,0.9264641130356488,0.8607697852099088,0.1948807015081519,-0.6018471199984778,1.0288344682413069,1.176880027978244,-0.3308638030607043,0.0611446850521482,0.7406666968364276,0.8472694881161824,0.7513281619206025,0,0,1
0.2059905958478866,0.2271834178104961,-0.147598449380679,0.8496118833690077,0.1948807015081519,-0.5916758668071384,1.0509440004626265,1.0484255225660974,-0.6092693614016468,-0.369732281151612,0.7980711739831469,0.8989727587093116,1.0748362779382974,0,0,1
-0.8297372293779817,0.2271834178104961,-0.0499563982519219,0.8440657232102078,0.1948807015081519,-0.7530878281380359,1.0666049191193951,1.170527413467926,-0.5835411550612319,-0.3498846050525369,0.8597603617560258,0.8731211234127446,1.042485466336517,0,0,1
-0.1868725019460584,0.2271834178104961,-0.0499563982519219,0.8459138278657119,0.1948807015081519,-0.8167111261378183,1.0801162999213116,1.1104422116854231,-0.5750089831562606,-0.375352777714208,0.727094011002015,0.8214178528196203,0.9454330315312122,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.8551410868587237,0.1948807015081519,-0.7196365626116059,1.012712934329928,0.1709336687829822,-0.480573848013376,-0.1667278634240669,0.7599345880993987,0.8731211234127446,1.1070781642484742,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.8631485663104986,0.656230933649903,-0.7047733065607407,0.9571320269402218,0.7080746491204294,-0.4750240439675441,-0.1808286965541597,0.8374585760124227,0.8214178528196203,0.913082219929444,0,0,1
0.2059905958478866,1.239330393114502,-0.0499563982519219,0.8509369150315839,0.656230933649903,-0.76704469645379,1.0503298467898117,1.6834329448622982,-0.5655855630825728,-0.4193084633807005,0.7953566368162661,0.8989727587093116,1.0748362779382974,0,0,1
0.2059905958478866,-1.014099716991914,-0.0499563982519219,0.844847031154743,0.1948807015081519,-0.7695754153140704,1.0317516981871746,1.1060046311245375,-0.5588990777748519,-0.4209149978267105,0.804644612024519,1.0023357786240208,0.5896830292033406,0,0,1
-1.704363686010823,0.2271834178104961,-0.0499563982519219,-1.0143537563172045,0.1948807015081519,-1.0002430587803943,0.1122101115657673,-1.3872131920161397,-0.6420114741775418,-0.1616478655805553,0.9025808549081218,0.5242546107237788,0.3309854616807737,0,1,0
0.2059905958478866,-2.873251706112385,-0.0499563982519219,-0.9676925227963542,0.1948807015081519,-0.7826825374046106,0.0815024279250458,-1.3080328063764646,-0.6474899104005212,-0.1970138727272305,0.4704904094031869,0.3949964342409632,0.2662838384772372,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,-0.8155336927863553,0.1948807015081519,-0.8120976528232101,0.0973168850000174,-1.3614858548647866,-0.5956180350366571,-0.0693292489210298,-0.2474780581277454,-0.4836980382129179,-0.542268600983811,0,1,0
0.2059905958478866,0.2271834178104961,2.684021033353277,0.8767548657003995,0.1948807015081519,-0.5499352098123943,1.0239212388587915,1.0716559833248138,0.1412875523688482,0.7100414712178282,0.6228238480623541,0.9894099609757347,0.524981405999804,0,0,1
0.0685888900432689,0.2271834178104961,-0.0499563982519219,0.8473708249346485,0.1948807015081519,-0.4782737207262779,1.0415781569522062,1.016114851791123,-0.5590781345446871,-0.4156164264971122,0.7755830964731897,0.8343436704679014,0.8807314083276756,0,0,1
0.2059905958478866,-0.975433118607332,-0.0499563982519219,0.84532311743807,0.1948807015081519,-0.495954684609724,1.0698292259016704,1.059742688352769,-0.5648794252043798,-0.4135405304719194,0.7992687639097146,0.9248243940058736,0.9454330315312122,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.8645365981423632,0.656230933649903,-0.473387610846379,1.002425860310286,0.6112211988440643,-0.4760604704306643,-0.1710672841666753,0.7526425961020871,0.8989727587093116,0.913082219929444,0,0,1
2.7192837793553943,0.2271834178104961,-0.0499563982519219,-1.0116689850896905,0.1948807015081519,-0.8890229105830697,0.0970098081636105,-1.1089796180744609,-0.6631939112894567,-0.0963833353676662,-3.2212535244474774,-3.171441204896136,-3.064869428880693,0,1,0
0.2059905958478866,-3.494279196430774,-0.0499563982519219,-1.0231852772004717,0.1948807015081519,-1.1604383609907072,0.0732113533420511,-1.143250829500814,-0.6515087047227809,-0.0904549919350569,0.6171286426337955,0.3949964342409632,0.2662838384772372,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,-0.8373923478837323,0.1948807015081519,-0.9785502753218902,0.1303276449137932,-1.1356747873996402,-0.5952042715875009,0.0141330008568242,0.4418813167130029,0.1494929414667017,0.0398281572648591,0,1,0
-2.4178497675965382,0.2271834178104961,-0.0499563982519219,0.839037455145139,0.1948807015081519,-0.5471540947271485,1.0841082987946054,0.9457735576162204,-0.6045472966583623,-0.2833486054320429,0.8532933761525707,0.8731211234127446,1.2688322222573156,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.8596125827972927,0.1948807015081519,-0.5347876831105208,0.9787809439069308,-0.2206386093367613,-0.521897516678805,-0.0046396128002524,0.6572079855095309,0.7697581034980403,0.8807314083276756,0,0,1
0.2059905958478866,0.2271834178104961,-2.881575880985878,-0.0855829319556132,0.656230933649903,0.6658261866599875,-0.6547142873612536,-0.5486701120684732,-1.5625676040036771,-1.916354542106523,-0.4919194686945627,-0.1089363689558408,-0.3482726566647928,1,0,0
0.9415138929683812,0.2271834178104961,-0.0499563982519219,0.0320762595008366,0.656230933649903,0.7327739071979157,-0.7167438083155114,-0.9933029933786972,-1.0588534041091722,-1.1681288874576334,-0.0908332957329385,0.0590557392002736,0.524981405999804,1,0,0
0.2059905958478866,-0.9559771406645096,-0.0499563982519219,0.0525352295732381,0.656230933649903,0.6421057107232077,-0.7233459602982667,-1.01058417351357,-1.0628253632976847,-1.1751421481863336,0.1374539573799796,-0.1735654571972462,0.3955781595927308,1,0,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.4554132810103126,0.1948807015081519,0.5785725487951826,-0.4933454098292622,0.4838493685503119,-0.5123973124742807,-0.4867037952343355,-0.5783854613926114,-0.56120942283106,-0.4128653545767378,1,0,0
2.92945980678449,1.5294481481674391,2.3910948799670053,0.1097421792737456,0.1948807015081519,-1.0599039380084216,0.6383862707495319,0.6804156735796631,-0.4148737135570338,0.0946958807949281,-0.5884718298852438,-0.7809048015803037,-0.3159218450630124,1,0,0
-1.590376797713008,-1.280144336638632,1.024106164164406,0.133442899588938,0.1948807015081519,-0.9895872256244572,0.5689869057215013,0.8518657979918683,-0.7051759268802761,-0.431577977536219,-0.1821694874656921,-0.3802914970266645,-0.6716718473908962,1,0,0
-2.324213905308514,-1.9125832730783363,2.8793051356107906,0.1352654009268289,0.1948807015081519,-1.0409398738767084,0.5717505972491664,0.7000743848042081,-0.3099015229380351,0.188077634694895,-0.7864467513013078,-0.8971936391432939,-0.4775669777802744,1,0,0
0.0673661857978054,-0.0496806149920747,-1.4169451140545213,0.182072366218928,0.1948807015081519,-0.9890019026062924,0.589407515342581,1.0367484019204305,-1.1844171232592065,-1.3155269184267864,-0.2017301229329315,-0.4061431323232266,-0.3482726566647928,1,0,0
1.9523911118350932,-2.372296962632178,-0.9287348584107358,0.1610467600175892,0.1948807015081519,-0.9216846676950142,0.5562432170106013,0.8960288919044803,-1.077148311852732,-1.146886956542259,-0.5181067684221343,-0.2381510241671121,-0.6069702241873476,1,0,0
0.2059905958478866,0.2271834178104961,-0.7334507561532216,0.9526205369481054,0.1948807015081519,0.5633333049075159,-1.630450935045182,-0.2872743684987865,0.2200412014716732,0.6450940354271051,0.3080706022513844,0.1365671238184206,0.1692314036719323,0,1,0
-2.0146117849334466,0.2271834178104961,-0.0499563982519219,0.9654641319101176,0.656230933649903,0.4611713323752925,-2.1775083191046374,0.260109152031667,0.5339078591966474,0.9459789893450208,0.6193109176110939,0.291633414326254,-0.1218169754524027,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.964169231442949,0.656230933649903,0.3850417769837505,-2.0193637483549214,0.0602340546754001,0.711831346237605,1.257785661199891,-0.1874122700331024,-0.2898542947602364,-0.1218169754524027,0,1,0
0.2059905958478866,1.078864311754141,-0.0499563982519219,0.9665792677413378,0.656230933649903,0.3275078946765142,-2.2068341569815257,0.3952095744888473,0.5301987502485509,0.9503791954900636,-0.0254448857424482,-0.147713821900684,-0.5746194125855792,0,1,0
0.2059905958478866,0.2271834178104961,-0.4405246027669503,0.9610565246100996,0.656230933649903,0.345432060976908,-2.155245248465114,0.1502835609426297,0.343714098124588,0.7652521455585571,-0.400343758976498,-0.3544398617301023,-0.154167787054171,0,1,0
0.2059905958478866,0.2271834178104961,2.293452828838248,0.9650346949642122,0.656230933649903,0.2450202685654484,-1.840952106402329,0.0818749315740051,1.5480896516273026,2.490725267028729,-0.4143688676720588,-0.2381510241671121,-0.3159218450630124,0,1,0
2.278274569985421,0.2271834178104961,-0.0499563982519219,0.9658349629333568,0.1948807015081519,0.1158764970884302,-2.1581624784109827,-0.2686421924583901,0.5170089782855204,0.9726251345214516,-3.3954097128796223,-3.029300732036584,-2.870873484561663,0,1,0
0.3372816033808138,0.2271834178104961,-0.0499563982519219,0.9642461924558968,0.656230933649903,0.1323283368917416,-2.2685566010993767,0.4059143405380149,0.5490959301995454,0.9051366094259484,-0.3484215823825031,-0.6516466250974882,-0.3159218450630124,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.9689790058440236,1.1175811657916543,0.3700798335120423,-2.084924652927862,0.5476752289668179,0.721679468578535,1.207064052318623,-0.4657853951859483,-0.5999868757759081,-0.5099177893820427,0,1,0
0.2059905958478866,0.2271834178104961,-0.0499563982519219,0.9569891402241226,0.656230933649903,0.3559726287967685,-1.6335217034092553,0.0876426103877865,0.7069889544953748,1.2690076347327564,-0.4300439891553297,-0.3286317477050844,-0.0571153522488662,0,1,0
0.2059905958478866,1.7512934216526346,-0.0499563982519219,0.9666557302878488,0.656230933649903,0.3028358549329225,-1.8980683979740711,0.0532541296499178,0.5115798198449869,1.0227837745121664,0.3857010426023284,0.1236413061701395,-0.0247645406470979,0,1,0
0.2059905958478866,1.3020179100366118,-0.0499563982519219,0.9676978797025791,0.656230933649903,0.3241679943911375,-2.204224003872065,0.139414072735301,0.5238271542187428,0.9370413820276764,-0.6075002031629008,-0.5224319698862169,-0.9303694149134508,0,1,0
0.2059905958478866,0.2271834178104961,-0.8310928072819788,1.0156006666289514,0.1948807015081519,0.5962080131544014,-1.1706033725253766,1.094389963056071,0.8821346189551897,1.4227775051723317,0.8756750012246108,1.066964866865426,1.0748362779382974,0,0,1
0.2059905958478866,0.2271834178104961,-2.198081523084578,1.009245814184944,0.1948807015081519,0.6382229784158986,-1.08354708940393,1.3535388832674438,0.1003677703556625,0.2274574935396218,0.9072381490669896,1.118624616187006,0.816029785124139,0,0,1
0.2059905958478866,0.2271834178104961,1.3170323175506773,1.0190824593300554,0.1948807015081519,0.6064198211710995,-0.8810299157933722,1.1067782304716365,2.116434318252302,3.031961416279892,0.7403207264131964,1.0152615962723015,0.6543846524068772,0,0,1
-1.5013500945641396,0.2271834178104961,-0.0499563982519219,1.0177418698988865,0.1948807015081519,0.708589604431309,-0.8265237773310913,1.2655167801355185,1.3334163025083932,1.9296748708893732,0.9730789819186284,1.2091053397249785,0.9454330315312122,0,0,1
-1.8715079240314063,0.2271834178104961,-0.0499563982519219,1.0170429088212285,0.1948807015081519,0.7140926415105195,-0.984668348080808,1.2468186572390132,1.3161231993377005,1.9636401361309597,0.9571111162310862,1.1444762514835731,1.1717797874520106,0,0,1
0.2781571754926756,0.2271834178104961,-0.0499563982519219,1.0145150183181004,0.1948807015081519,0.6290529973772985,-0.8787268395203176,1.1672344112568804,1.3114306587830369,1.9750536858185788,0.82037295972675,0.8860469410610305,0.8807314083276756,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,1.0176973763620558,0.1948807015081519,0.5960003875952121,-0.7393139557914419,0.8794269527256783,1.561899643955598,2.3474301679091347,0.8556353297867432,0.950676029302436,0.7513281619206025,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,1.0189960559661864,0.656230933649903,0.6126832985642574,-1.1216246171184256,1.167723075958704,1.5755246321954872,2.339956572316324,0.796793744728145,1.079890684513707,1.2688322222573156,0,0,1
0.2059905958478866,0.2271834178104961,-0.0499563982519219,1.0197568572756452,0.656230933649903,0.6792580563039032,-0.964247738459728,1.277708054164867,1.5799301084269814,2.272585228888967,0.879108092347434,1.1057423198102694,0.9777838431329804,0,0,1
0.2059905958478866,-3.6275082186843983,-0.0499563982519219,1.017354874628615,0.1948807015081519,0.6323064774679227,-0.9220246734537352,1.3092050060683684,1.3758520135444887,1.8248313144028605,0.7836202555359207,1.066964866865426,1.1394289758502425,0,0,1
