hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_eval_loss
0.2488934888586533,-0.5744941191492425,-0.032209245789267,0.1504124940539064,-1.1952968718710564,0.6725429095610329,-0.1975726147817681,-0.3880510721232564,0.016450974848788,
0.2488934888586533,-0.5744941191492425,0.3600555057442116,0.4003938221998331,0.3987118573715769,-0.3979685136829707,0.0004827313340719,0.3965862976468063,0.3671092481036712,
,-0.1113360696025662,-0.1692325103214357,0.4003938221998331,-1.000088788619244,0.6678404374418321,0.7233481980803828,-0.0146218010081835,0.2853567685768632,
-0.6871116141253184,,-0.383963129827289,0.4003938221998331,-0.9201395865132516,0.6700010327398435,0.9469053322809003,-0.3468254876210563,-0.1034562876786826,
,,-0.2429169826202434,0.4003938221998331,-0.8892882375118987,0.6776266632034126,1.0232287669426203,-0.3220591415131467,-0.0774024866830263,
,,-0.3800329267591213,0.1504124940539064,-0.8524112522408545,0.6697468450577247,0.1701447489080646,-0.3452462462492464,-0.0665518571839119,
,0.5834010047174482,0.3997098338988533,0.4003938221998331,0.4808416147011948,-0.391232540106819,-0.3593058272143958,1.563427179203889,1.7164176737843886,
0.5777136669823513,,0.2394157847509625,0.4003938221998331,0.5789465874105885,-0.3838610973253689,-0.1376625535907454,0.3981657083924226,0.4425922794890384,
,,0.3563110558890283,0.4003938221998331,0.4634463332497142,-0.3925034785174133,0.1617089646198047,0.4141041223317242,0.4348363136891417,
,,0.267181700333898,0.4003938221998331,0.638991344268225,-0.3955537307028414,-0.230663494884304,0.3866144147890946,0.422928889273943,
,-1.7323892430159331,2.1181779928752937,-3.349326099989069,0.0552291414077644,-3.1968290814948515,-3.9099765483424944,-1.9244591632595895,-2.0417806051090786,
,-0.1113360696025662,1.7938403094445217,-1.849438131113508,0.1227129371897386,-1.1080418036822892,0.2773257925557958,-1.925927634161948,-2.040823179597183,
1.2271863266513898,,1.960483197057572,-2.349400787405361,0.1719369873771261,-1.030260372953887,-0.9218156846988096,-1.9242991050124467,-2.041744857595483,
0.7729456678385773,,1.8638315480079988,-2.349400787405361,0.0955273005014445,-1.3723969930860085,-0.9585930491744272,-1.9240887427447733,-2.040868073843002,
