hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_top1_accuracy,perf_top5_accuracy
,0.3464473476150798,-0.4600673705005532,0.2499082218132307,0.376125881599339,-0.2013063097264048,3.0788289589220423,-0.1870460345868121,-0.5776261614241197,,
,0.3464473476150798,1.5994551943100994,2.0541551772296804,0.2355355430749861,2.398857372616884,0.973715835058276,0.4327479284998946,1.6413281788379124,,
,-1.3802959241648225,-0.4660910184524245,0.1678969965670285,0.4533139507103631,-0.1226116061755991,1.74732979676579,-0.2581132580107597,-0.5681821701834573,,
,,-0.4664123469900382,-0.8162377063873985,0.5124647341905005,-0.1762082046844812,-0.1450271996026569,-0.279733630928402,-0.5798299757374623,,
,,-0.4648450105451031,-1.0622713821260052,0.5181373585945994,-0.1953151491680102,-0.6388598681570358,-0.2608293201134941,-0.5772941613196804,,
,-1.3822722813489587,1.6100834312764023,1.972143951983478,0.2614282818878368,2.415211621708718,1.870193910704205,0.2674682246077524,1.5649614477439422,,
,,1.60757384955806,1.972143951983478,0.3526042924707802,2.3687396465665755,0.5205595834894086,0.3729717447251756,1.677995205035294,,
,,1.6518302114833832,2.0541551772296804,0.3639410730175635,2.4433862686590064,0.8759924955470707,0.3387374348935647,1.6159634357658683,,
,-1.073960560623693,2.8178085579177474,1.2340429247676576,-2.994909437852085,2.181070590156321,1.1727110956258655,2.84055163245544,2.8195812963129936,,
,0.7798624780961747,2.8152425356679323,1.31605415001386,-2.9941770845128324,2.294093024474144,1.4467541729754283,2.7779668200700454,2.7260509495232226,,
,,2.814976511722972,1.2340429247676576,-3.0626847866014635,2.3096376572743043,0.9863303643267776,2.7905872392324698,2.743762489796739,,
,,2.807524961855404,1.2340429247676576,-3.0489003039857865,2.3465561601746816,1.0216720203544247,2.787226841633287,2.759453578473432,,
,,2.815147646789421,1.2340429247676576,-3.0730847026372983,2.1501432478143374,1.1180413025327418,2.802287956984068,2.758981054375622,,
,,2.811499646125132,1.2340429247676576,-3.0852907642254275,2.2921499453741245,1.1613642164076752,2.789900898766032,2.770608197818204,,
,1.3480651685353666,2.8138319947993025,1.1520316995214557,-3.0504018974804654,2.298141105932519,0.7879982216778434,2.814200514615183,2.786670014535932,,
,-1.2490658071381708,2.815341639355351,1.2340429247676576,-3.0240813300069385,2.3212961318744227,1.2081822542457012,2.7955295647446623,2.777443137733072,,
,,2.810623846726524,1.1520316995214557,-3.0702551074426254,2.295388410540824,0.9289467717465982,2.815884602763847,2.806795127416198,,
,,2.81574882024377,1.2340429247676576,-3.0645911917945754,2.1454474733226223,1.4426180866483609,2.810988171570717,2.7622841795593853,,
,,2.807459948844879,1.1520316995214557,-3.023775166198377,2.0868312538053555,1.044691097602341,2.609702948279061,2.679643522738119,,
,,2.8099446292136308,1.2340429247676576,-2.9786941015729087,2.2163698604733484,1.4259394999417507,2.7214322791028103,2.745397933778135,,
,-1.3909682529591587,-0.472239510768366,0.331919447059433,0.3989303185425548,-0.2268901845433336,2.338207761565294,-0.2986734644648442,-0.5369695086865827,,
,0.444079392511414,-0.4721113479349705,-0.8162377063873985,0.341565597878074,-0.3700303449114657,-0.3703214514812367,-0.3145433051328976,-0.5507158707821408,,
,0.3464473476150798,-0.472781490900813,-1.0622713821260052,0.1668861297766573,-0.3118998951692039,-0.876420210312923,-1.1143241566968722,-0.6914806697067976,,
,0.3464473476150798,-0.4746951546921301,-1.0622713821260052,0.3292078984028849,-0.2453494359935225,-0.67723500035145,-0.7733913363546796,-0.6337358017533516,,
,0.3464473476150798,-0.472018138601592,-1.0622713821260052,0.2960231159290948,-0.2586271431769918,-0.4791719605869431,-0.2987463249374807,-0.5569341927122184,,
,0.3464473476150798,-0.4729972282379215,-1.1442826073722074,0.3283267367276082,-0.3773168915365403,-0.876420210312923,-0.2994935985393979,-0.5557198879965666,,
,0.3464473476150798,-0.4727847324087822,-1.1442826073722074,0.3705890482204805,-0.3920519080450245,-0.876420210312923,-0.31499887755433,-0.5584575636704201,,
,0.3464473476150798,-0.4726949535644673,-1.1442826073722074,0.3834496635611671,-0.3763453519865304,-0.876420210312923,-0.3051536386005518,-0.5554035737882309,,
,0.3464473476150798,-0.4744060729519573,-1.1442826073722074,0.2881238971834982,-0.2660756130604013,-0.8422741743195263,-0.9645554361983028,-0.6657337316627805,,
,0.3464473476150798,-0.4797170467752635,-1.0622713821260052,0.1185475621628088,-0.2984602647273995,-0.872514617960738,-1.4247839270511071,-0.7475144768417602,,
,0.3464473476150798,-0.2384971621040646,-0.1601479044177804,-0.2061221891954025,-0.6929053220314384,-0.2889926419519677,-1.5797659310472971,-0.7125404456376937,,
,-1.2615168573982296,-0.359926417680604,0.2499082218132307,0.3643188530538755,-0.514142044829608,-0.015591465074023,-0.0877146521585047,-0.0944769784815096,,
,0.3464473476150798,-0.3568881146519048,0.2499082218132307,0.3712762345258011,-0.5390782266131965,-0.530930819583289,-0.0591590512635992,-0.0752023657058643,,
,0.3464473476150798,-0.3599978368265212,0.2499082218132307,0.3378327407371559,-0.512522812246258,-0.6360071389379767,-0.0288607626939936,-0.0625020906125649,,
,0.7178048625142943,-0.4728787361398884,0.331919447059433,0.3488886689199901,-0.5708151852468549,1.0181027526160884,-1.1157907005873795,-0.6791039567876198,,
,0.3464473476150798,0.5441823376066492,1.972143951983478,0.4947869202564492,2.022547720246364,2.997121765171029,-0.2864492403280029,0.3144819184962375,,
,0.3464473476150798,0.9523442279278068,1.890132726737276,0.2262891317792058,1.5834118436418678,0.8295954863062475,-1.4377948368604732,-0.4231406387306408,,
,0.3464473476150798,0.5940980082914861,1.890132726737276,0.4441889263374504,1.9075822068285204,2.663361857775792,-0.7268319386002642,0.0256806637488025,,
,0.3464473476150798,0.6431832402816737,1.890132726737276,0.4365689187332702,2.01267040148793,2.429228636871521,-0.9521105563240464,-0.1094975762336971,,
,0.3464473476150798,0.5590180047029066,1.890132726737276,0.4822805724988749,1.9746184357792067,2.9693347725580828,-0.4679003390863347,0.1753996212412947,,
,-1.083644710825961,,,,,,,,,
,,-0.4705592673072105,0.1678969965670285,0.3018469481560338,-0.3998242244451041,1.9370003473865247,-0.2921782515127205,-0.5412293653541063,,
