hyperparam_learning_rate,hyperparam_batch_size,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_test_accuracy,is_mnist,is_cifar10
,,,1.2635056377486642,0.0827895590997913,-0.3557249273629287,1.0605175726285103,0.1440089526496774,0.2067806751463635,0.0638630190852118,0.5034848467736528,1,0
,,-0.3745358683971422,1.2640600664924349,0.3881998464966288,-0.2598241418491051,0.5909642077251509,0.9816547100084484,0.4199127768886725,0.262254054887503,0.6290794920903833,1,0
,,-0.4243537885665113,1.2512393608825016,0.3881998464966288,-0.2063084848523834,0.5670500104827002,0.7743014301026687,0.0922064487781134,-0.0370666918495015,0.6290794920903833,1,0
-0.1131299425364171,,,1.2594268972612004,0.3881998464966288,-0.2285982272425562,0.708257651342886,0.9423118830406793,0.9856911843021052,0.7833412385102466,0.5976808307612006,1,0
-0.5297051162871579,,,1.2686149918970395,0.3881998464966288,-0.2164301086613386,0.4940421173139477,1.0606047084612622,0.9892817918203928,0.7740541028668465,0.5348835081028354,1,0
,,,1.2704639613979658,0.3881998464966288,-0.2223888234548056,0.6392987227866119,0.9607439616424538,0.9580771732697992,0.7571122464546997,0.6290794920903833,1,0
,,,1.2625340914222596,0.3881998464966288,-0.1981733579428401,0.6019723302653264,0.9512086222991534,0.974912623883631,0.7724326910363918,0.6290794920903833,1,0
,,-0.2915060014481938,1.267269807565698,0.3881998464966288,-0.2088497829630975,0.5928621598872502,0.9647054830135784,0.9632992421637576,0.7608238321606929,0.6290794920903833,1,0
,,-0.2749000280584041,1.2669526669912434,0.3881998464966288,-0.233754019809844,0.4745564751163953,0.948242983204724,1.0755774292088414,0.8714283742376119,0.6290794920903833,1,0
-0.1216614114126119,,,1.2664293966977591,0.3881998464966288,-0.2756691561232967,1.110876569996211,1.0954743268936746,0.977821584199942,0.7679482223796341,0.5976808307612006,1,0
-0.4806209020336161,,,1.2628217267959954,0.3881998464966288,-0.2859268037750653,0.5764132411490563,0.968260156995512,0.9698756216435211,0.7744261837514433,0.566282169432018,1,0
,,,1.2664925474074191,0.3881998464966288,-0.2640471725743205,0.6437272778315101,0.9745290203221144,0.9555012880113242,0.7608211623043777,0.6290794920903833,1,0
,,,1.2654024428418755,0.3881998464966288,-0.2536588747323756,0.5642663473116206,0.958658500553879,0.9693410844637173,0.7725491938574047,0.6290794920903833,1,0
,,3.693927612101331,1.2668494927323046,0.3881998464966288,-0.6732831922731471,0.5652785884647408,1.0879772168118311,4.50993456414443,4.042565179518055,0.3747503353240042,0,1
,,1.4521212044797234,1.2635900148661656,0.3881998464966288,-0.6479961064436843,0.8532611965272708,1.113492977678228,1.8183190865008776,1.548603610306741,0.3766342550037548,0,1
4.173999617165753,,,1.2640627023059845,0.3881998464966288,-0.661163505597562,1.233357749523684,1.1182418084658137,3.423742212842073,3.0289458155114843,0.3819720274297159,0,1
1.7188379035988472,,,1.2642728048674163,0.3881998464966288,-0.7271958572613437,0.813910321699745,0.991301975364774,3.435048797172194,3.069423102576475,0.361876884179039,0,1
,,,1.259248378651144,0.490003275628908,-0.6846815438818439,1.2344965208209435,1.4756508823548855,3.4153654762054573,3.046119625804049,0.3970433848677236,0,1
,,,1.2670931401071237,0.3881998464966288,-0.6357368427053607,0.6906699613074325,1.0152558245213714,3.41742816085223,3.0709825413785308,0.3398978212486115,0,1
,,,1.267067124094987,0.490003275628908,-0.6925555221162966,0.6029845714184465,1.411675269971516,3.556658925318476,3.186503987930475,0.3687845896714591,0,1
,,,1.2643777481713314,0.490003275628908,-0.6765433312384485,0.8767958033373009,1.4144124371622857,3.5577154223326763,3.169328235924213,0.3716104691910857,0,1
,,2.514903501426263,1.265777105305669,0.3881998464966288,-0.7255656407506673,0.7865798105655155,0.9880994308179852,3.195452388525065,2.7984778314673826,0.3631328306322065,0,1
,,2.896840889391426,1.266196215061807,0.3881998464966288,-0.6568229781163444,0.656127231957226,1.0841720423311332,3.644931451890384,3.191178744528209,0.3596789778859964,0,1
2.0531276339392965,,,1.2667587952300123,0.3881998464966288,-0.6480871993850016,0.6167763571297012,0.984768060127681,3.5433213243005546,3.0896441897810902,0.3665866833784166,0,1
1.3501339260185827,,,1.2675568825532102,0.3881998464966288,-0.6688617076502847,0.616649826985561,0.9136609340567634,3.582029227768327,3.115049733425359,0.3643887770853735,0,1
,,,1.2688094759195607,0.3881998464966288,-0.6152063371322851,0.6023519206977462,0.8335507137400401,3.5775541633533727,3.102111933342788,0.4001832510006418,0,1
,,,1.264911425431708,0.3881998464966288,-0.6295465310139239,0.7783553511964186,0.7966314445461565,3.5595645167029817,3.079677535253212,0.3420957275416541,0,1
,,,1.2679720694659475,0.490003275628908,-0.5702486356359282,0.753935033377408,1.1909555631451458,3.6738011761043214,3.1718845019885094,0.3650167503119575,0,1
,,,1.2661766172406388,0.490003275628908,-0.5213810756400544,1.0167381427560875,1.067161019154274,3.683756369589535,3.197263913402808,0.3690985762847511,0,1
-0.3738519601278181,-0.1369240240722806,-0.3413239216175628,-1.232879515885057,-0.3244241574293254,-0.8249874870956047,-1.121874353497372,-1.0278934631671135,-0.4609420578920032,-0.5518130476293295,0.5976808307612006,1,0
-0.3738519601278181,-0.1369240240722806,-0.440959761956301,-1.2296397312837566,-0.5280310156938838,-0.4165951386012183,-1.1302253430106088,-0.9015785535571748,-0.5270494837337997,-0.6179090623201062,0.5976808307612006,1,0
-0.0981134698855445,-0.1369240240722806,-0.3579298950073525,-1.2183431139239589,-0.6298344448261629,-0.821314018706422,-1.1222539439297918,-1.204544389388531,-0.4309608107777087,-0.5243644166663406,0.566282169432018,1,0
-0.5081582191643998,-0.1369240240722806,-0.3579298950073525,-1.2213271260567355,-0.6298344448261629,-0.7326552759082584,-1.1541395402530594,-0.8908565321439054,-0.4310405421637719,-0.5251599529434143,0.4720861854444702,1,0
-0.3738519601278181,-0.0920164663379635,-0.3579298950073525,-1.2877498562423424,-0.7316378739584422,-0.919626800652585,-1.1302253430106088,-1.1373327140286944,-0.4505455343402713,-0.5400367159484293,0.5976808307612006,1,0
-0.3738519601278181,-0.061246473075561,-0.3579298950073525,-1.3280841329040418,-0.7316378739584422,-1.100529817204663,-1.1419926464156245,-0.8250489259792915,-0.454743672560815,-0.543820873203343,0.5976808307612006,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-1.2310120234659137,-0.8334413030907213,-0.651787481008211,-1.1260498482539902,-1.1405085516560882,-0.4291328283800517,-0.5249123844487692,0.5976808307612006,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-1.222968332729763,-0.8334413030907213,-0.6479133680870616,-1.116560087443494,-1.0929253972401414,-0.4305354269884026,-0.5270745635400735,0.5976808307612006,1,0
-0.3738519601278181,8.15267848510685,-0.3579298950073525,-0.4156438502070146,0.5918067047611872,-1.798955482417914,1.6722908195451758,1.5743836220301366,-0.5715780029796393,-0.6499330988640317,0.3584230350261207,1,0
-0.3738519601278181,8.15267848510685,-0.3579298950073525,-0.4080843528039805,0.3881998464966288,-1.9413632020523712,1.6841846530943312,1.403747691504428,-0.571755882578969,-0.64984127198775,0.3697265572968,1,0
-0.3738519601278181,-0.1369240240722806,-0.3081119748379835,-1.5388591726745453,-0.9352447322230004,-2.190081101115347,-1.0989723974080403,-0.9039001308432388,-0.5761761457032212,-0.665543101498775,-2.154411837736065,1,0
-0.3738519601278181,-0.1369240240722806,-0.3413239216175628,-1.5388591726745453,-1.138851590487559,-2.4576843881976203,-1.0949234327955624,-0.9445277333493582,-0.5761563813032957,-0.6656535364645235,-2.154411837736065,1,0
-0.475699528598792,-0.1369240240722806,-0.3579298950073525,-0.4194235989085318,-0.0190138700324878,-1.8209644634391504,1.6698867468065168,1.6718898680448289,-0.5717996786924403,-0.6500585012060904,0.1436561118832139,1,0
-0.2204933124893655,-0.1369240240722806,-0.3579298950073525,-0.4156438502070146,-0.0190138700324878,-1.6784075800019875,1.7050621268774229,1.5987601835338103,-0.5717900210879312,-0.6501229822813298,0.2924857593969562,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.39485523234867,-0.0190138700324878,-1.7005532903278868,1.7125274053816806,1.6718898680448289,-0.5717433052335619,-0.6503203898391514,0.3731804217212079,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.4156438502070146,-0.120817299164767,-1.523443074821878,1.7125274053816806,1.5012539375191178,-0.5718237104059861,-0.650208579492877,0.35748091887806,1,0
-0.3738519601278181,-0.1369240240722806,-0.3745358683971422,-1.5609077067667292,-1.240655019619838,2.001894940810848,-0.3890117586387733,2.183178965167542,-0.383951185554855,-0.6554656074814558,0.4720861854444702,1,0
-0.3738519601278181,-0.1369240240722806,-0.3911418417869319,-1.560583728306599,-2.1568858818103505,2.042570364495828,-0.4295014047635576,1.1815727452280962,-0.4064994461289773,-0.6573581310849651,0.4720861854444702,1,0
-0.3049780628440485,-0.1369240240722806,-0.3579298950073525,-1.5606279556292812,-2.462296169207188,1.878853005757945,-0.4535421321501482,1.3434477762058716,-0.2764589030326453,-0.6532526202154335,-0.4698736544310083,1,0
-0.3313727234824615,-0.1369240240722806,-0.3579298950073525,-1.5607242238200536,-2.665903027471747,1.7288483171444882,-0.4565788556095072,1.2714515955767312,-0.2710782697483757,-0.6529233379366082,-0.5326709770893736,1,0
-0.3738519601278181,-0.0870267377008171,-0.3579298950073525,-1.560521141558619,-2.869509885736305,-0.038391761699958,-0.4667012671407033,0.6669107187797831,-0.387679694681714,-0.6561376022254173,0.3778902014569223,1,0
-0.3738519601278181,-0.0629097159546098,-0.3579298950073525,-1.5609077067667292,-2.869509885736305,-0.7363065674481862,-0.4616400613751051,0.706185234825875,-0.3999035268447419,-0.6563125991711419,0.3464915401277397,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-1.5606297840680885,-2.869509885736305,1.8901847851404543,-0.4603747599337057,1.0450298599650905,-0.2750369892152762,-0.6535147515627048,0.4720861854444702,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-1.5606288728461253,-2.869509885736305,1.9216824108441504,-0.4641706642579042,1.2494960072352883,-0.2758080254078253,-0.6539140973436095,0.5034848467736528,1,0
-0.3738519601278181,-0.1369240240722806,-0.3413239216175628,-0.1582360704749665,-0.0190138700324878,-0.7573074131549701,0.0007010853122773,0.7919626813651448,-0.3245009935561538,-0.218795882533755,0.5976808307612006,1,0
-0.3738519601278181,-0.1369240240722806,-0.4077478151767216,-0.1524539800961058,0.1845929882320705,-0.9039643406467032,-0.0742047600185739,-0.439306972998124,-0.4182446653801724,-0.3755722724809373,0.5976808307612006,1,0
-0.296243503511429,-0.1369240240722806,-0.3579298950073525,-0.1330254663185702,0.3881998464966288,-1.0307844655109435,-0.0289069684164713,-0.6256893745513216,-0.2566529529481892,-0.0706635164770548,0.5976808307612006,1,0
-0.4478728363071276,-0.1369240240722806,-0.3579298950073525,-0.1398815819896958,0.490003275628908,-0.9449546669069856,0.0028520977626566,-0.8582797386315487,-0.2568380196020373,-0.0560354546330006,0.566282169432018,1,0
-0.3738519601278181,-0.0970061949751098,-0.3579298950073525,-0.03222744528673,0.5918067047611872,-1.0129021803315523,0.1935330249815632,-0.6678397507645694,-0.4440509076056541,-0.3978533560942617,0.5976808307612006,1,0
-0.3738519601278181,-0.1028275450517806,-0.3579298950073525,0.0160874459218399,0.6936101338934664,-1.1582832378549632,0.1888514096483851,-0.3699373550485061,-0.4324204566312992,-0.3737439872384568,0.6290794920903833,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.1374224683766605,0.5918067047611872,-1.182660589851933,0.0305621993293058,-0.8142257118176782,-0.25628506559503,-0.0501626606925446,0.6290794920903833,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.1399584292901031,0.5918067047611872,-1.3198899813081644,0.0177826547711706,-0.9297806949396862,-0.254739175087219,-0.0504046467603492,0.6290794920903833,1,0
2.5894640375662856,,1.2362435504124574,-0.0757418758954507,0.5918067047611872,1.2340442526013964,0.7431799711255122,0.3561680232661992,0.0349101271803867,0.3504778387153465,0.3530852590068678,0,1
2.5894640375662856,,2.896840889391426,-0.0363561027408284,0.7954135630257456,1.2947441038079508,0.7324249088736167,-0.6072107716569494,0.5972156150932697,1.3794368217262534,0.3706685093512101,0,1
3.585704700350231,,2.797205049052688,-0.0141229190319966,0.8972169921580248,1.450721354148902,0.7936654986373533,-0.5761134942483188,0.5538109714977405,1.3469783267456448,0.3756922951638797,0,1
3.8355704473825982,,2.797205049052688,-0.0190201372883038,0.999020421290304,1.414900643882718,0.7949308000787527,-0.2639314500443407,0.5553236218784041,1.34948459368261,0.3599929644992884,0,1
2.5894640375662856,,2.797205049052688,0.1255862966261779,0.999020421290304,1.4083733589098613,0.8363061572125166,-0.3661102317295198,0.5719421132839624,1.4022010684278206,0.365958710151833,0,1
2.5894640375662856,,2.797205049052688,0.1367003285533602,0.999020421290304,1.4892601009737396,0.8561713898424889,-0.4566634901406101,0.5663844987821779,1.4068666827903007,0.3750643219372958,0,1
2.5894640375662856,,2.797205049052688,-0.0171979443881233,0.999020421290304,1.5383019875020354,0.7964491618084322,-0.2696394603137997,0.5539421352427009,1.352324592658929,0.3446076204479886,0,1
2.5894640375662856,,2.797205049052688,-0.0398082008854517,0.8972169921580248,1.459030319620953,0.7692451808183425,-0.5792489887060663,0.5631689656715678,1.3518275139559546,0.3920195990550545,0,1
-0.3738519601278181,-0.1003326807332074,-0.3579298950073525,-1.3050001307459738,-1.4442618778843963,-0.8262653638066716,-1.1082090979302572,0.0618379615153739,-0.4429481439279914,-0.5403464192809461,0.5976808307612006,1,0
-0.3738519601278181,-0.1444086170280001,-0.3579298950073525,-1.191236829974402,-1.0370481613552798,-0.1394299953122809,-1.0885969255885648,-0.2520117815404804,-0.4226970456543036,-0.5223610535733986,0.5976808307612006,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.4137539758562559,0.1845929882320705,-1.317332347393117,1.6862091354005708,1.3062414454897382,-0.5716649214202209,-0.6499847160861179,-2.3227086689920404,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.3967451066994285,-0.0190138700324878,-1.1521736912439282,1.6960784866434877,1.428124253008099,-0.5718403304695598,-0.6500627891571416,-2.154411837736065,1,0
-0.3738519601278181,-0.0770472804265244,-0.3579298950073525,-1.3908190151984547,-1.3424584487521172,-1.6307151156161268,-1.1766619059099708,-0.9394492830360944,-0.5771861514585062,-0.6663285246837473,0.277728372701869,1,0
-0.3738519601278181,-0.0695626874708049,-0.3579298950073525,-1.3872755007907822,-1.6478687361489548,-1.5526999368508914,-1.1757761949009913,-1.2136855999524103,-0.5772097339811445,-0.6663961610437221,0.3863678019867986,1,0
-0.3738519601278181,-0.1369240240722806,-0.440959761956301,-1.5420089632591432,-1.749672165281234,-1.5438688763479191,-1.181470051387289,-1.107038143373844,-0.5762635133347102,-0.6658883220107523,-2.188322404548104,1,0
-0.3738519601278181,-0.1369240240722806,-0.3911418417869319,-1.5388591726745453,-1.851475594413513,-1.3886385073735157,-1.142372236848044,-1.0664105408677218,-0.5762558770892844,-0.6658672058744444,-2.154411837736065,1,0
-0.4912417541438473,-0.1369240240722806,-0.3579298950073525,-0.4496615885206694,-0.6298344448261629,-1.2027481679681729,1.719992683885938,1.745019552555845,-0.5719117518238362,-0.6503889161512313,0.1577856082968657,1,0
-0.5183092000936841,-0.1369240240722806,-0.3579298950073525,-0.4288729706623249,-0.5280310156938838,-1.111151515591758,1.7245477690749758,1.7206429910521712,-0.5718881693011978,-0.6503633502543986,-0.067656946835285,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.39485523234867,-0.5280310156938838,-1.1202637166984388,1.725306949939816,1.4768773760154468,-0.5718713246421704,-0.6503736251559737,0.3760062087135754,1,0
-0.3738519601278181,-0.1369240240722806,-0.3579298950073525,-0.4118641015054974,-0.5280310156938838,-1.267791293618402,1.7259396006605154,1.5012539375191178,-0.5719092812738455,-0.6504042071464888,0.3722383055731462,1,0
-0.3738519601278181,-0.0637413373941342,-0.3579298950073525,-1.5609077067667292,-1.5460653070166757,-0.4579989000400316,-0.4087504611246057,2.4718842955744424,-0.4023190509492758,-0.6557666540071337,0.3464915401277397,1,0
-0.3738519601278181,-0.1319342954351343,-0.3579298950073525,-1.560608254844954,-2.5640995983394674,1.6988995717142632,-0.4522768307087488,1.3670970162858789,-0.304835864821167,-0.6537396667310426,0.4720861854444702,1,0
-0.3738519601278181,-0.103659166491305,-0.3579298950073525,-0.036936777427251,-0.0190138700324878,-0.7488853905932126,0.1827779627296676,1.2451086027658695,-0.4307301512467597,-0.3912054947751455,0.5976808307612006,1,0
-0.3738519601278181,-0.0895216020193903,-0.3579298950073525,0.0300394029343847,0.2863964173643497,-0.6610365059728033,0.2225084279896122,-0.1015049813473489,-0.4585418062783207,-0.4288172978717379,0.6290794920903833,1,0
-0.3738519601278181,-0.0961745735355854,-0.3579298950073525,-1.38373198638311,-0.6298344448261629,-1.661644963306688,-1.1905802217653654,-1.2136855999524103,-0.5771796381903489,-0.666116716082773,-2.3227086689920404,1,0
