timestamp,gpu_temp_c,memory_temp_c
1764258505,65,N/A
1764258506,65,N/A
1764258508,65,N/A
1764258510,66,N/A
1764258511,66,N/A
1764258512,70,N/A
1764258513,73,N/A
1764258514,73,N/A
1764258515,74,N/A
1764258516,74,N/A
1764258517,75,N/A
1764258518,75,N/A
1764258519,76,N/A
1764258520,75,N/A
1764258521,76,N/A
1764258522,77,N/A
1764258523,76,N/A
1764258524,77,N/A
1764258526,76,N/A
1764258527,78,N/A
1764258528,77,N/A
1764258529,78,N/A
1764258530,78,N/A
1764258531,78,N/A
1764258532,78,N/A
1764258533,78,N/A
1764258534,79,N/A
1764258535,79,N/A
1764258536,79,N/A
1764258537,79,N/A
1764258538,80,N/A
1764258539,79,N/A
1764258540,80,N/A
1764258541,80,N/A
1764258542,79,N/A
1764258543,80,N/A
1764258544,80,N/A
1764258545,81,N/A
1764258546,80,N/A
1764258547,81,N/A
1764258548,80,N/A
1764258549,81,N/A
1764258550,81,N/A
1764258551,81,N/A
1764258552,81,N/A
1764258553,81,N/A
1764258554,81,N/A
1764258555,81,N/A
1764258556,82,N/A
1764258557,81,N/A
1764258558,82,N/A
1764258559,81,N/A
1764258560,82,N/A
1764258561,81,N/A
1764258562,82,N/A
1764258563,82,N/A
1764258565,82,N/A
1764258566,82,N/A
1764258567,82,N/A
1764258568,82,N/A
1764258569,81,N/A
1764258570,82,N/A
1764258571,82,N/A
1764258572,82,N/A
1764258573,82,N/A
1764258574,83,N/A
1764258575,81,N/A
1764258576,83,N/A
1764258577,82,N/A
1764258578,82,N/A
1764258579,82,N/A
1764258580,82,N/A
1764258581,83,N/A
1764258582,81,N/A
1764258583,83,N/A
1764258584,82,N/A
1764258585,82,N/A
1764258586,82,N/A
1764258587,82,N/A
1764258588,82,N/A
1764258589,83,N/A
1764258590,82,N/A
1764258591,83,N/A
1764258592,82,N/A
1764258593,82,N/A
1764258594,82,N/A
1764258595,83,N/A
1764258596,82,N/A
1764258597,83,N/A
1764258598,82,N/A
1764258599,83,N/A
1764258600,82,N/A
1764258601,83,N/A
1764258602,82,N/A
1764258604,83,N/A
1764258605,82,N/A
1764258606,83,N/A
1764258607,82,N/A
1764258608,82,N/A
1764258609,82,N/A
1764258610,82,N/A
1764258611,82,N/A
1764258612,83,N/A
1764258613,82,N/A
1764258614,82,N/A
1764258615,82,N/A
1764258616,82,N/A
1764258617,81,N/A
1764258618,83,N/A
1764258619,82,N/A
1764258620,82,N/A
1764258621,82,N/A
1764258622,82,N/A
1764258623,82,N/A
1764258624,82,N/A
1764258625,82,N/A
1764258626,82,N/A
1764258627,82,N/A
1764258628,83,N/A
1764258629,82,N/A
1764258630,82,N/A
1764258631,82,N/A
1764258632,82,N/A
1764258633,81,N/A
1764258634,82,N/A
1764258635,81,N/A
1764258636,82,N/A
1764258637,82,N/A
1764258638,82,N/A
1764258639,82,N/A
1764258640,82,N/A
1764258641,81,N/A
1764258642,82,N/A
1764258644,82,N/A
1764258645,81,N/A
1764258646,82,N/A
1764258647,81,N/A
1764258648,82,N/A
1764258649,81,N/A
1764258650,82,N/A
1764258651,82,N/A
1764258652,82,N/A
1764258653,82,N/A
1764258654,82,N/A
1764258655,82,N/A
1764258656,82,N/A
1764258657,82,N/A
1764258658,82,N/A
1764258659,81,N/A
1764258660,82,N/A
1764258661,81,N/A
1764258662,82,N/A
1764258663,81,N/A
1764258664,82,N/A
1764258665,82,N/A
1764258666,82,N/A
1764258667,81,N/A
1764258668,82,N/A
1764258669,81,N/A
1764258670,82,N/A
1764258671,82,N/A
1764258672,82,N/A
1764258673,81,N/A
1764258674,83,N/A
1764258675,82,N/A
1764258676,82,N/A
1764258677,82,N/A
1764258678,82,N/A
1764258679,82,N/A
1764258680,81,N/A
1764258681,82,N/A
1764258683,81,N/A
1764258684,82,N/A
1764258685,81,N/A
1764258686,82,N/A
1764258687,82,N/A
1764258688,82,N/A
1764258689,82,N/A
1764258690,82,N/A
1764258691,82,N/A
1764258692,82,N/A
1764258693,82,N/A
1764258694,82,N/A
1764258695,82,N/A
1764258696,82,N/A
1764258697,83,N/A
1764258698,82,N/A
1764258699,82,N/A
1764258700,82,N/A
1764258701,82,N/A
1764258702,82,N/A
1764258703,82,N/A
1764258704,82,N/A
1764258705,81,N/A
1764258706,82,N/A
1764258707,82,N/A
1764258708,83,N/A
1764258709,81,N/A
1764258710,82,N/A
1764258711,82,N/A
1764258712,82,N/A
1764258713,82,N/A
1764258714,82,N/A
1764258715,83,N/A
1764258716,81,N/A
1764258717,83,N/A
1764258718,82,N/A
1764258719,82,N/A
1764258720,82,N/A
1764258722,82,N/A
1764258723,82,N/A
1764258724,82,N/A
1764258725,82,N/A
1764258726,82,N/A
1764258727,82,N/A
1764258728,82,N/A
1764258729,82,N/A
1764258730,82,N/A
1764258731,82,N/A
1764258732,82,N/A
1764258733,82,N/A
1764258734,82,N/A
1764258735,81,N/A
1764258736,82,N/A
1764258737,82,N/A
1764258738,82,N/A
1764258739,82,N/A
1764258740,82,N/A
1764258741,82,N/A
1764258742,82,N/A
1764258743,82,N/A
1764258744,82,N/A
1764258745,82,N/A
1764258746,82,N/A
1764258747,82,N/A
1764258748,82,N/A
1764258749,82,N/A
1764258750,82,N/A
1764258751,82,N/A
1764258752,82,N/A
1764258753,82,N/A
1764258754,82,N/A
1764258755,83,N/A
1764258756,82,N/A
1764258757,82,N/A
1764258758,82,N/A
1764258759,83,N/A
1764258761,82,N/A
1764258762,82,N/A
1764258763,82,N/A
1764258764,82,N/A
1764258765,81,N/A
1764258766,83,N/A
1764258767,81,N/A
1764258768,82,N/A
1764258769,82,N/A
1764258770,83,N/A
1764258771,81,N/A
1764258772,82,N/A
1764258773,81,N/A
1764258774,82,N/A
1764258775,82,N/A
1764258776,83,N/A
1764258777,82,N/A
1764258778,82,N/A
1764258779,82,N/A
1764258780,82,N/A
1764258781,82,N/A
1764258782,82,N/A
1764258783,82,N/A
1764258784,82,N/A
1764258785,82,N/A
