energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_l2_regularization,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,model_hrnet18,model_pcb,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,perf_accuracy,perf_precision,perf_recall,perf_best_val_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
-0.503615883743361,-0.41568557656868016,-0.4980311330815999,1.2320984893317057,0.8678306153371933,-0.25185619467422227,-0.1424497899332902,0.4923209514234502,0.6240980254832715,0.8652286711287747,0.6882261110793549,False,2025-11-18T20:37:37.187907,,,,,-0.9984691533309488,-0.6027608641638302,-0.34332772578817383,,-0.8299298435589038,,,,,,-1.3930491741311484,,,,,,,,,,,,0.5301162872535063,0.2375663284022555,,,-0.0,-0.0,-0.0,-0.0,,,
-0.24734405962709521,-0.3628808356015008,-0.25533691434237776,0.7076382069030466,0.8440345602567829,-1.2527402096214586,-0.20521430871935184,0.5974968468374555,0.7118148957316076,0.7951861685458838,0.7720054094864554,True,2025-11-19T03:33:26.374038,,,,,-0.9984691533309488,-0.6027608641638302,-0.34332772578817383,,-0.8299298435589038,,,,,,-1.3930491741311484,,,,,,,,,,,,0.5301162872535063,0.2375663284022555,,,-0.9984691533309488,-0.6027608641638302,-0.8299298435589038,-1.3930491741311484,,,
-0.5838043880291836,-0.5030939275445433,-0.578765728298137,0.7622182247372306,0.8502564645667984,-0.09135232418801813,-0.3444583752945196,0.6496183705647948,0.7118148957316076,0.8637878916550951,0.6882261110793549,False,2025-11-21T00:48:38.514460,,,,,,-0.6370661158272952,-0.7698310860544334,,,,,,,,,,,,,,,,,,,,0.4281857921129974,-0.7551985368695607,,,,-0.0,,,,,
-0.48618200047996346,-0.39535195300677495,-0.4803885601640701,0.6483242567841188,0.8504747769987292,-0.08407140264378503,-0.22860030833395809,0.5944793461382931,0.7118148957316076,0.8697495216271943,0.7161525438817218,False,2025-11-21T01:11:30.339925,,,,,-0.9993287399660835,,-0.7698310860544334,,,,,,,,,,,,,,,,,,,,0.48467883769050374,-0.7365873824872173,,,-0.0,,,,,,
-0.48652302062552555,-0.3947796546723135,-0.4806680505740763,0.6143597154638946,0.857679087252431,-0.08585118346570866,-0.23413536354948097,0.5628545851245956,0.7118148957316076,0.875563666183113,0.7440789766840885,False,2025-11-21T01:34:25.043483,,,,,,,-0.7698310860544334,,,,,,,,-2.4506866343587204,,,,,,,,,,,,0.7660340057339704,2.3099581106642857,,,,,,-0.0,,,
-0.4848176729606078,-0.3915110817442438,-0.47885574074728066,0.658446710971359,0.8584431807641872,-0.08504219218301615,-0.22460019408512732,0.6132927263300016,0.7118148957316076,0.871318403739704,0.6882261110793549,False,2025-11-21T01:57:21.684167,,,,,,,-0.7698310860544334,,0.9551560763368085,,,,,,,,,,,,,,,,,,0.4983595752281263,-0.5069998221010084,,,,,0.0,,,,
-0.48711690436924504,-0.39870057957091515,-0.481487397563344,0.6368919685082725,0.8647742412901678,-0.08585118346570866,-0.23080374569075074,0.6057137116687507,0.7118148957316076,0.8701506491136142,0.7161525438817218,False,2025-11-21T02:20:14.256490,,,,,,,2.3447616174929555,,,,,,,,,,,,,,,,,,,,0.5677383154819667,-0.17195405251525658,,,,,,,,,
-0.388027957338133,-0.4728149171525187,-0.39404226755619004,0.6287033603592297,0.839449999186245,-1.2491806479776113,-0.3481549601220898,0.610080748442121,0.7118148957316076,0.7851859048603318,0.7161525438817218,True,2025-11-21T02:39:39.090771,,,,,,-0.6370661158272952,-0.7698310860544334,,,,,,,,,,,,,,,,,,,,0.4281857921129974,-0.7551985368695607,,,,-0.6370661158272952,,,,,
-0.24419721659670446,-0.36336626722448157,-0.25243348593637027,0.6394899714638603,0.8725243326236963,-1.2501514375168425,-0.21654892652772903,0.6295126318238683,0.7118148957316076,0.8031760488879904,0.7720054094864554,True,2025-11-21T03:03:27.300242,,,,,-0.9975268446223232,,-0.7698310860544334,,,,,,,,,,,,,,,,,,,,0.5882594217884005,1.1062318362897974,,,-0.9975268446223232,,,,,,
-0.24477677798818456,-0.3661579248738334,-0.2531630872416335,0.5914357612424657,0.8522212764541718,-1.2490188497210728,-0.22500314103195135,0.6128381106434769,0.7118148957316076,0.8046360373409883,0.6882261110793549,True,2025-11-21T03:27:16.772326,,,,,,,-0.7698310860544334,,,,,,,,-2.072769302999246,,,,,,,,,,,,0.7025205816832119,1.4040552971108637,,,,,,-2.072769302999246,,,
