energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_l2_regularization,model_hrnet18,model_pcb,hyperparam_dropout,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_best_val_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
-0.3690049103189322,-0.38705362715708463,-0.37049145630941305,0.5642278757096271,0.09598701224737044,-0.20687627935651584,-0.3309640203842286,0.3444498650361649,0.27323054448992695,-0.06823144390966651,0.017991723822551816,False,2025-11-18T21:13:46.055005,,,,,2.4279246208386933,2.6562380438653435,-0.34332772578817383,0.41213326660239175,-0.36568259514451357,,,,,,,0.1554120724241817,,0.0,0.0,-0.0,,,,
-0.3264646843912068,-0.3693805095428839,-0.3296025623156116,0.6239879788903664,0.14718127753504215,-0.10931193066379297,-0.31898425289726007,0.5645328996661898,0.4486642849865992,-0.054457056377340024,0.24140318624148618,True,2025-11-19T02:01:33.592966,,,,,2.4279246208386933,2.6562380438653435,-0.34332772578817383,0.41213326660239175,-0.36568259514451357,,,,,,,0.1554120724241817,,2.4279246208386933,2.6562380438653435,-0.36568259514451357,,,,
-0.46838104520615476,-0.4856303119992078,-0.46988508936000256,0.6261657331027851,0.12895218946885642,-0.09928043875840514,-0.4135025165002572,0.5692562945107796,0.5363811552349353,-0.22110237256456006,-0.12164044018928216,False,2025-11-20T22:13:53.350128,,,,,,2.1073540172499037,-0.7698310860544334,0.4219174496729604,,,,,,,,0.6293335020693376,,,0.0,,,,,
-0.3782669038813274,-0.4037439586433562,-0.38026256085774734,0.6390887375599902,0.10777588357161055,-0.0999276317845593,-0.3271567991934678,0.5636329919185795,0.4486642849865992,-0.21536458862658983,-0.14956687299164897,False,2025-11-20T22:33:28.814974,,,,,1.0541725478563686,,-0.7698310860544334,0.3994138286106529,,,,,,,,-0.4606857861144985,,0.0,,,,,,
-0.38173575289999684,-0.41227733559470026,-0.38407646441226206,0.638037704402187,0.11181466356232245,-0.09766245619302011,-0.33089344813091376,0.5498382230653661,0.4486642849865992,-0.20313092967617072,-0.12164044018928216,False,2025-11-20T22:52:56.710105,,,,,,,-0.7698310860544334,0.43398460879332773,1.6164561021022241,,,,,,,1.213836598631659,,,,0.0,,,,
-0.3703163932972667,-0.3994380949840752,-0.37255284209104517,0.6898031323726872,0.16137158561051632,-0.09911864050186678,-0.3131548694810607,0.607774994186911,0.4486642849865992,-0.057351273990175845,0.017991723822551816,False,2025-11-20T23:12:43.086269,,,,,,,2.092373861230525,0.42224358910864573,,,,,,,,0.6451308830574944,,,,,,,,
-0.48396796237343986,-0.49928201185250576,-0.48535233749528356,0.5807705896389919,0.08921932685752892,-0.09830964921917426,-0.4583426806670878,0.5187375114930137,0.4486642849865992,-0.21999337730071603,0.0738445894272854,True,2025-11-20T23:28:36.848523,,,,,,1.815759378110451,-0.7698310860544334,0.41474238208787706,,,,,,,,0.28179112032957154,,,1.815759378110451,,,,,
-0.3289180045549712,-0.370707355979031,-0.3319814565762119,0.5910678455409805,0.1062476965480978,-0.09491188583186538,-0.32197584685500685,0.5195865332366362,0.4486642849865992,-0.2279428441784773,0.12969745503201902,True,2025-11-20T23:49:06.435029,,,,,2.660057080582782,,-0.7698310860544334,0.42093903136590355,,,,,,,,0.581941359104822,,2.660057080582782,,,,,,
-0.3281674392164949,-0.3679531702444355,-0.33109482912550825,0.575588848685469,0.0955503873835098,-0.09523548234494233,-0.32307540380085537,0.5028134076913912,0.3609474147382631,-0.22244095200974065,0.017991723822551816,True,2025-11-21T00:09:38.408199,,,,,,,-0.7698310860544334,0.4232220074157026,0.17491255728176394,,,,,,,0.6925230260220101,,,,0.17491255728176394,,,,
-0.3242254586997104,-0.3693225984018967,-0.32750926439730527,0.6727684798325756,0.17719923692546802,-0.059154471136854285,-0.30517255564902,0.5938035445942087,0.4486642849865992,-0.06124192880499828,0.2134767534391194,True,2025-11-21T00:30:13.824595,,,,,,,-0.2139390659321176,0.4105025694239638,,,,,,,,0.06062778649517297,,,,,,,,
