energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_l2_regularization,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,model_hrnet18,model_pcb,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,perf_accuracy,perf_precision,perf_recall,perf_best_val_accuracy,hyperparam_batch_size_x_is_parallel,hyperparam_learning_rate_x_is_parallel,hyperparam_epochs_x_is_parallel,hyperparam_l2_regularization_x_is_parallel,hyperparam_dropout_x_is_parallel,hyperparam_alpha_x_is_parallel,hyperparam_kfold_x_is_parallel,hyperparam_max_iter_x_is_parallel
-0.9061434944660023,-0.8544152708808864,-0.903297296666336,-1.3104323712562622,-1.5295673559061636,-0.0936174997795573,-0.8491758769298238,-0.5110193945917716,-0.6916550282417706,-1.423142382221175,-1.6296678115170893,False,2025-11-19T01:29:07.726147,False,False,False,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.552047084511519,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,,,,,
-0.8480368471509208,-0.8193313390557796,-0.8467060185410366,-2.5766221233462474,-1.6681957501819484,-1.265198675374924,-0.8734568559906463,-1.740293007644091,-1.0425225092351151,-1.7616578294971053,-1.936858572343124,False,2025-11-19T01:33:54.313987,False,True,False,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,-0.6220548839566794,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,,,,,
-0.8431525546316272,-0.7882075073128835,-0.8400434095585659,-0.15603954560992594,-0.6326307293202391,-0.1796941722580459,-0.7631680107056639,-0.1822005444830182,-0.16535380675175373,-0.34166632864602725,-0.5684633650271509,False,2025-11-19T01:41:07.675831,False,False,True,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.6172749716486411,,,,,,,,,,,,,,,,,,,,,,-0.0,-0.0,-0.0,,,,,
-0.8978254179973152,-0.8511194456511756,-0.89531292615295,0.9594998251997235,0.5000833237504853,-1.252902007877997,-0.80016729377809,0.5328568450670291,0.6240980254832715,0.6459738678694309,0.6882261110793549,True,2025-11-19T03:09:43.028622,False,False,False,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.552047084511519,,,,,,,,,,,,,,,,,,,,,,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,,,,,
-0.7558228761318233,-0.7138632284361837,-0.7535291462096351,0.9452771831656145,0.7127196324506657,2.1333737032165243,-0.6337456373867405,0.8382906107981621,0.7118148957316076,1.058992960955506,0.7720054094864554,True,2025-11-19T06:20:33.763015,False,False,True,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.6172749716486411,,,,,,,,,,,,,,,,,,,,,,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,,,,,
-0.8265960389114463,-0.7986093701954898,-0.825298389527295,0.8953141294505326,0.7952417317203455,1.7999074964906507,-0.7500005319281465,0.7239860153213739,0.7118148957316076,1.0094733104369533,0.7440789766840885,True,2025-11-19T06:26:04.995640,False,True,False,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,-0.6220548839566794,,,,,,,,,,,,,,,,,,,,,,-0.12314385226550645,-0.6589166171519751,-0.6027608641638302,,,,,
-0.9330193884432176,-0.8811685147481041,-0.9301842510676708,-1.3786374583325465,-1.575194654179611,-0.14037719591918735,-0.8640200841575225,-1.084350134409406,-1.2179562497317875,-1.4328253974942122,-1.6296678115170893,False,2025-11-20T20:02:47.876848,False,False,False,,,-0.6885239933224927,-0.7698310860544334,0.6498889152172022,,,,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,
-0.8845078528486507,-0.8315505898040716,-0.8815629426720596,-1.3757645441075215,-1.575849591475402,-0.1552626355207305,-0.8397074440292375,-1.0997554810471248,-1.2179562497317875,-1.421741827645443,-1.6296678115170893,False,2025-11-20T20:11:20.663633,False,False,False,,,,1.1668455955441175,0.6498889152172022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.9082343109558458,-0.8602540765074747,-0.9056431267275662,0.22500404567302715,0.39911382398268913,-1.2616391137310767,-0.8269135348075164,-0.452611755804565,0.18551367424159082,0.10831770002020302,0.6882261110793549,True,2025-11-20T20:14:49.560339,False,False,False,,,-0.6370661158272952,-0.7698310860544334,0.6498889152172022,,,,,,,,,,,,,,,,,,,,,,,,-0.6370661158272952,,,,,
-0.873179613038616,-0.8257782116627331,-0.8706023333902903,1.0159128591958326,0.46166033573074033,-1.251931218338766,-0.7683824200124733,0.14444962821861937,0.27323054448992695,0.7108051674117832,0.6882261110793549,True,2025-11-20T20:19:39.646415,False,False,False,,-0.5990411970923021,,-0.7698310860544334,0.58466102808008,,,,,,,,,,,,,,,,,,,,,,,-0.5990411970923021,,,,,,
