source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ate_ci_lower,ate_ci_upper,ate_is_significant,ate_confounders_count,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
model_hrnet18,energy_gpu_util_max_percent,0.5,control_effect,yes,strong,control,mediator,other,模型控制变量的影响,0.8782187496930014,0.7060878747531731,1.0503496246328297,True,2,0.39439175630409445,0.3170909720684919,0.471692540539697,True,2
energy_gpu_util_max_percent,energy_gpu_max_watts,0.5,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_max_watts,0.368898221994534,0.2965941704836053,0.4412022735054626,True,5,0.3134176374092706,0.25198778047705356,0.3748474943414876,True,5
model_hrnet18,energy_gpu_total_joules,0.4500000178813934,control_effect,yes,strong,control,energy,other,模型控制变量的影响,-0.0805698293635714,-0.0963615159188314,-0.0647781428083114,True,7,0.16755081473225925,0.13471085504473643,0.20039077441978206,True,7
energy_gpu_util_avg_percent,energy_gpu_total_joules,0.4500000178813934,mediator,yes,strong,mediator,energy,Q3,gpu_util_avg_percent通过某种机制影响gpu_total_joules,0.2965420689690374,0.2384198234511061,0.3546643144869688,True,9,0.4168547587973995,0.3351512260731092,0.49855829152168984,True,9
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.4500000178813934,mediator,yes,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_avg_watts,,,,,0,,,,False,0
model_pcb,energy_gpu_temp_max_celsius,0.4500000178813934,control_effect,yes,strong,control,mediator,other,模型控制变量的影响,1.3020511068322853,1.0468490898931573,1.5572531237714131,True,7,0.23014294063858481,0.1850349242734222,0.27525095700374747,True,7
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.4500000178813934,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_temp_max_celsius,0.8839984057459265,0.7107347182197249,1.0572620932721282,True,9,0.14885772828273966,0.11968161353932269,0.17803384302615663,True,9
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.4500000178813934,mediator,yes,strong,mediator,mediator,Q3,gpu_util_max_percent通过某种机制影响gpu_temp_avg_celsius,-0.2012207928874301,-0.2406600682933664,-0.1617815174814938,True,5,0.2215157939887793,0.17809869836697856,0.26493288961058004,True,5
model_hrnet18,energy_gpu_avg_watts,0.4000000059604645,control_effect,yes,strong,control,mediator,other,模型控制变量的影响,-0.6848846186306528,-0.8191220038822606,-0.5506472333790449,True,6,-0.03471697851185581,-0.04152150630017955,-0.027912450723532073,True,6
energy_gpu_min_watts,energy_gpu_temp_max_celsius,0.4000000059604645,mediator,yes,strong,mediator,mediator,Q3,gpu_min_watts通过某种机制影响gpu_temp_max_celsius,1.5669148772455437,1.2597995613054171,1.8740301931856704,True,9,0.050879596121983506,0.04090719528207474,0.06085199696189227,True,9
is_parallel,energy_gpu_avg_watts,0.4000000059604645,mode_effect,yes,strong,mode,mediator,other,is_parallel → gpu_avg_watts,-0.7584165780270197,-0.9070662273203156,-0.6097669287337238,True,6,-0.12766558233110542,-0.15268803646800208,-0.10264312819420876,True,6
is_parallel,energy_gpu_total_joules,0.4000000059604645,mode_effect,yes,strong,mode,energy,other,is_parallel → gpu_total_joules,0.1977431192857625,0.1589854679057531,0.236500770665772,True,7,2.7804642914877338,2.235493290356138,3.3254352926193294,True,7
