experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,composite_id
MRT-OAST_default_003,2025-11-26T23:55:07.223177,MRT-OAST,default,False,True,1309.7449824810028,0,Training completed successfully,,,0.2,10.0,,8.51351160044323e-05,,1334.0,0.0,0.883,,,0.9253,,,0.7854,,,,,,,,,,38798.11,2959.59,41757.7,234.78553543307137,315.52,76.77,298177.63000000064,79.14645669291339,84.0,92.8007874015748,100.0,,1.0,learning_rate,,,,,,,,,MRT-OAST_default_003|2025-11-26T23:55:07.223177
MRT-OAST_default_004,2025-11-27T00:17:51.991618,MRT-OAST,default,False,True,1301.675394296646,0,Training completed successfully,,,0.2,10.0,,0.0001149593337697,,1334.0,0.0,0.9186,,,0.985039,,,0.844435,,,,,,,,,,38544.19,2949.68,41493.87,238.29454833597435,315.74,76.49,300727.7199999996,79.7337559429477,84.0,92.86291600633916,97.0,,1.0,learning_rate,,,,,,,,,MRT-OAST_default_004|2025-11-27T00:17:51.991618
MRT-OAST_default_005,2025-11-27T00:40:39.697491,MRT-OAST,default,False,True,1304.6129689216614,0,Training completed successfully,,,0.2,10.0,,0.0001,,2339.0,0.0,0.8866,,,0.98178,,,0.781,,,,,,,,,,38529.08,2965.91,41494.99,236.3884031620552,317.53,76.63,299031.3299999998,79.4901185770751,84.0,92.71304347826089,98.0,,1.0,seed,,,,,,,,,MRT-OAST_default_005|2025-11-27T00:40:39.697491
MRT-OAST_default_006,2025-11-27T01:03:23.512587,MRT-OAST,default,False,True,1300.721886396408,0,Training completed successfully,,,0.2,10.0,,0.0001,,4162.0,0.0,0.9034,,,0.9158,,,0.8117,,,,,,,,,,38496.85,2957.09,41453.94,240.3329500396512,315.79,76.43,303059.8500000001,79.84139571768438,84.0,92.84694686756542,97.0,,1.0,seed,,,,,,,,,MRT-OAST_default_006|2025-11-27T01:03:23.512587
MRT-OAST_default_007,2025-11-27T01:26:07.887870,MRT-OAST,default,False,True,1301.2824006080627,0,Training completed successfully,,,0.1245567496292607,10.0,,0.0001,,1334.0,0.0,0.9358,,,0.9431,,,0.84,,,,,,,,,,38608.17,2950.76,41558.93,239.25244250594804,316.67,76.53,301697.3300000005,79.6669310071372,84.0,92.8366375892149,97.0,,1.0,dropout,,,,,,,,,MRT-OAST_default_007|2025-11-27T01:26:07.887870
MRT-OAST_default_008,2025-11-27T01:48:51.027370,MRT-OAST,default,False,True,1300.0468301773071,0,Training completed successfully,,,0.1227548947489133,10.0,,0.0001,,1334.0,0.0,0.935,,,0.9453,,,0.8337,,,,,,,,,,38617.87,2950.25,41568.12,240.69019841269855,317.74,76.49,303269.6500000002,79.85396825396825,84.0,92.7936507936508,97.0,,1.0,dropout,,,,,,,,,MRT-OAST_default_008|2025-11-27T01:48:51.027370
MRT-OAST_default_009,2025-11-27T02:11:44.734547,MRT-OAST,default,False,True,1310.6141784191132,0,Training completed successfully,,,0.2,10.0,,0.0001,,1334.0,0.0004471895224744,0.872,,,0.93,,,0.7946,,,,,,,,,,38998.38,2985.57,41983.95,237.87788188976384,317.66,76.14,302104.9100000001,79.20472440944881,84.0,92.88031496062992,100.0,,1.0,weight_decay,,,,,,,,,MRT-OAST_default_009|2025-11-27T02:11:44.734547
MRT-OAST_default_010,2025-11-27T02:34:35.446016,MRT-OAST,default,False,True,1307.5870184898376,0,Training completed successfully,,,0.2,10.0,,0.0001,,1334.0,0.0003279362511734,0.878,,,0.9323,,,0.7962,,,,,,,,,,38791.8,2991.7,41783.5,238.32858044164024,318.02,76.2,302200.63999999984,79.56624605678233,84.0,92.72003154574132,97.0,,1.0,weight_decay,,,,,,,,,MRT-OAST_default_010|2025-11-27T02:34:35.446016
VulBERTa_mlp_027,2025-11-27T08:15:02.692839,VulBERTa,mlp,False,True,4728.506996393204,0,Training completed successfully,,,,15.0,,3e-05,,42.0,0.0,,,,,,,,,,,,,,,,,137768.98,10653.85,148422.83,238.93577507598783,319.45,4.75,1100538.18,78.52561875814155,83.0,88.76183239253147,100.0,,1.0,epochs,,,,,,,,,VulBERTa_mlp_027|2025-11-27T08:15:02.692839
VulBERTa_mlp_028,2025-11-27T08:58:27.009360,VulBERTa,mlp,False,True,2541.235908508301,0,Training completed successfully,,,,8.0,,3e-05,,42.0,0.0,,,,,,,,,,,,,,,,,74376.86,5747.29,80124.15,242.34346402586883,318.96,4.93,599557.7299999995,78.35974130962005,83.0,88.1050929668553,100.0,,1.0,epochs,,,,,,,,,VulBERTa_mlp_028|2025-11-27T08:58:27.009360
VulBERTa_mlp_029,2025-11-27T09:52:10.888377,VulBERTa,mlp,False,True,3160.7897906303406,0,Training completed successfully,,,,10.0,,1.9425579484589177e-05,,42.0,0.0,,,,,,,,,,,,,,,,,92240.88,7192.42,99433.3,234.26649772579603,319.34,4.82,721072.2800000001,78.10753736192332,84.0,88.39213775178688,100.0,,1.0,learning_rate,,,,,,,,,VulBERTa_mlp_029|2025-11-27T09:52:10.888377
VulBERTa_mlp_030,2025-11-27T10:46:21.631349,VulBERTa,mlp,False,True,3187.654638528824,0,Training completed successfully,,,,10.0,,4.433801702352856e-05,,42.0,0.0,,,,,,,,,,,,,,,,,92394.48,7263.1,99657.58,232.1466623711337,319.1,4.69,720583.2399999991,78.19104381443299,84.0,88.29381443298969,100.0,,1.0,learning_rate,,,,,,,,,VulBERTa_mlp_030|2025-11-27T10:46:21.631349
VulBERTa_mlp_031,2025-11-27T11:40:29.807577,VulBERTa,mlp,False,True,3185.087417125702,0,Training completed successfully,,,,10.0,,3e-05,,477.0,0.0,,,,,,,,,,,,,,,,,92092.34,7270.04,99362.38,233.60806898774973,319.0,4.96,724652.2299999996,78.23887814313346,84.0,88.33623468729851,100.0,,1.0,seed,,,,,,,,,VulBERTa_mlp_031|2025-11-27T11:40:29.807577
VulBERTa_mlp_032,2025-11-27T12:34:15.948253,VulBERTa,mlp,False,True,3163.052513599396,0,Training completed successfully,,,,10.0,,3e-05,,5898.0,0.0,,,,,,,,,,,,,,,,,92015.29,7206.4,99221.69,232.3954123376624,318.99,4.87,715777.8700000001,77.94545454545455,84.0,88.425,100.0,,1.0,seed,,,,,,,,,VulBERTa_mlp_032|2025-11-27T12:34:15.948253
VulBERTa_mlp_033,2025-11-27T13:28:49.501791,VulBERTa,mlp,False,True,3210.464602470398,0,Training completed successfully,,,,10.0,,3e-05,,42.0,0.000374261287629,,,,,,,,,,,,,,,,,92991.82,7386.74,100378.56,228.73242482405652,319.58,5.04,715017.5600000008,77.78023032629558,84.0,89.00863723608445,100.0,,1.0,weight_decay,,,,,,,,,VulBERTa_mlp_033|2025-11-27T13:28:49.501791
VulBERTa_mlp_034,2025-11-27T14:23:23.242500,VulBERTa,mlp,False,True,3210.651802301407,0,Training completed successfully,,,,10.0,,3e-05,,42.0,5.993031319329748e-05,,,,,,,,,,,,,,,,,93020.92,7409.66,100430.58,227.78484809721752,319.38,4.9,712283.2199999992,77.77070674768149,83.0,88.97057882954908,100.0,,1.0,weight_decay,,,,,,,,,VulBERTa_mlp_034|2025-11-27T14:23:23.242500
bug-localization-by-dnn-and-rvsm_default_011,2025-11-27T02:49:52.311834,bug-localization-by-dnn-and-rvsm,default,False,True,853.8298954963684,0,Training completed successfully,1e-05,,,,10.0,,1209.0,42.0,,,,,,,,,,,,,,,,,,55498.92,2095.8,57594.72,73.76166666666666,84.32,46.2,26554.2,55.93055555555556,64.0,0.275,3.0,,1.0,max_iter,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_011|2025-11-27T02:49:52.311834
bug-localization-by-dnn-and-rvsm_default_012,2025-11-27T03:05:01.755890,bug-localization-by-dnn-and-rvsm,default,False,True,846.4088733196259,0,Training completed successfully,1e-05,,,,10.0,,10494.0,42.0,,,,,,,,,,,,,,,,,,54889.5,2093.17,56982.67,71.22109859154935,79.52,50.24,25283.49000000002,48.72957746478873,50.0,0.2788732394366197,3.0,,1.0,max_iter,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_012|2025-11-27T03:05:01.755890
bug-localization-by-dnn-and-rvsm_default_013,2025-11-27T03:12:40.898275,bug-localization-by-dnn-and-rvsm,default,False,True,396.1079297065735,0,Training completed successfully,1e-05,,,,5.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,25150.07,987.56,26137.63,70.52431034482758,77.99,45.12,12271.23,47.0,47.0,0.2586206896551724,3.0,,1.0,kfold,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_013|2025-11-27T03:12:40.898275
bug-localization-by-dnn-and-rvsm_default_014,2025-11-27T03:23:30.277986,bug-localization-by-dnn-and-rvsm,default,False,True,586.3447139263153,0,Training completed successfully,1e-05,,,,7.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,37840.3,1446.04,39286.34,69.32736220472447,78.1,41.12,17609.150000000016,46.5,47.0,0.2007874015748031,3.0,,1.0,kfold,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_014|2025-11-27T03:23:30.277986
bug-localization-by-dnn-and-rvsm_default_015,2025-11-27T03:38:44.455018,bug-localization-by-dnn-and-rvsm,default,False,True,851.141704082489,0,Training completed successfully,1.978239492355273e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55460.6,2131.31,57591.91,69.60188732394367,77.75,41.59,24708.67000000001,46.00281690140845,47.0,0.2816901408450704,3.0,,1.0,alpha,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_015|2025-11-27T03:38:44.455018
bug-localization-by-dnn-and-rvsm_default_016,2025-11-27T03:54:00.089619,bug-localization-by-dnn-and-rvsm,default,False,True,852.5990271568298,0,Training completed successfully,1.6156185103320122e-05,,,,10.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,55444.02,2119.07,57563.09,69.52638655462181,77.58,48.75,24820.919999999987,46.0,46.0,0.2521008403361344,3.0,,1.0,alpha,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_016|2025-11-27T03:54:00.089619
bug-localization-by-dnn-and-rvsm_default_017,2025-11-27T04:09:06.500714,bug-localization-by-dnn-and-rvsm,default,False,True,843.3755974769592,0,Training completed successfully,1e-05,,,,10.0,,10000.0,917.0,,,,,,,,,,,,,,,,,,54882.51,2082.59,56965.1,69.79502840909096,77.75,49.83,24567.850000000017,46.0,46.0,0.2585227272727273,3.0,,1.0,seed,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_017|2025-11-27T04:09:06.500714
bug-localization-by-dnn-and-rvsm_default_018,2025-11-27T04:24:18.651179,bug-localization-by-dnn-and-rvsm,default,False,True,849.1151962280273,0,Training completed successfully,1e-05,,,,10.0,,10000.0,5063.0,,,,,,,,,,,,,,,,,,55252.76,2092.04,57344.8,69.80382022471906,77.64,48.75,24850.159999999985,46.0,46.0,0.2612359550561798,3.0,,1.0,seed,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_018|2025-11-27T04:24:18.651179
examples_mnist_ff_083,2025-11-28T17:23:30.661525,examples,mnist_ff,False,True,18.120202779769897,0,Training completed successfully,,10000.0,,10.0,,0.01,,1.0,,,,,,,,,91.38000011444092,,,,,,,,,502.48,41.45,543.93,179.41800000000003,319.37,76.48,2691.2700000000004,70.0,78.0,40.4,100.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_083|2025-11-28T17:23:30.661525
examples_mnist_ff_084,2025-11-28T17:24:51.428815,examples,mnist_ff,False,True,17.733577489852905,0,Training completed successfully,,10000.0,,10.0,,0.01,,1.0,,,,,,,,,91.74000024795532,,,,,,,,,494.76,41.25,536.01,180.1746666666667,319.08,75.25,2702.6200000000003,68.46666666666667,76.0,40.66666666666666,100.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_084|2025-11-28T17:24:51.428815
examples_mnist_ff_085,2025-11-28T17:26:06.165274,examples,mnist_ff,False,True,11.702882051467896,0,Training completed successfully,,32.0,,13.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,312.65,26.55,339.2,84.64888888888889,101.09,77.22,761.84,61.77777777777778,63.0,0.7777777777777778,4.0,,1.0,epochs,,,,,,,,,examples_mnist_ff_085|2025-11-28T17:26:06.165274
examples_mnist_ff_086,2025-11-28T17:27:20.931728,examples,mnist_ff,False,True,11.733038902282717,0,Training completed successfully,,32.0,,11.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,312.98,27.1,340.08,83.13222222222223,98.46,74.27,748.19,59.888888888888886,61.0,0.7777777777777778,4.0,,1.0,epochs,,,,,,,,,examples_mnist_ff_086|2025-11-28T17:27:20.931728
examples_mnist_ff_087,2025-11-28T17:28:41.678414,examples,mnist_ff,False,True,17.712709188461304,0,Training completed successfully,,32.0,,10.0,,0.0069067486661833,,1.0,,,,,,,,,84.53999757766724,,,,,,,,,493.3,40.76,534.06,178.38466666666667,318.11,75.41,2675.77,63.73333333333333,72.0,40.266666666666666,100.0,,1.0,learning_rate,,,,,,,,,examples_mnist_ff_087|2025-11-28T17:28:41.678414
examples_mnist_ff_088,2025-11-28T17:30:02.435002,examples,mnist_ff,False,True,17.722663164138794,0,Training completed successfully,,32.0,,10.0,,0.0146577139590246,,1.0,,,,,,,,,89.2799973487854,,,,,,,,,494.1,40.39,534.49,177.85333333333332,318.66,73.18,2667.8,63.93333333333333,72.0,40.4,100.0,,1.0,learning_rate,,,,,,,,,examples_mnist_ff_088|2025-11-28T17:30:02.435002
examples_mnist_ff_089,2025-11-28T17:31:23.285283,examples,mnist_ff,False,True,17.816365480422974,0,Training completed successfully,,32.0,,10.0,,0.01,,5179.0,,,,,,,,,91.8500006198883,,,,,,,,,495.96,40.61,536.57,176.22666666666666,318.67,72.6,2643.4,63.73333333333333,72.0,41.13333333333333,100.0,,1.0,seed,,,,,,,,,examples_mnist_ff_089|2025-11-28T17:31:23.285283
examples_mnist_ff_090,2025-11-28T17:32:44.008054,examples,mnist_ff,False,True,17.68898606300354,0,Training completed successfully,,32.0,,10.0,,0.01,,5353.0,,,,,,,,,91.349995136261,,,,,,,,,493.15,39.84,532.99,177.148,318.97,72.9,2657.22,63.2,71.0,40.4,100.0,,1.0,seed,,,,,,,,,examples_mnist_ff_090|2025-11-28T17:32:44.008054
bug-localization-by-dnn-and-rvsm_default_001,2025-12-01T22:26:51.444746,bug-localization-by-dnn-and-rvsm,default,False,True,483.62967896461487,0,Training completed successfully,1e-05,,,,6.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,30731.19,1182.55,31913.74,69.76795238095238,77.79,42.09,14651.27,45.91428571428571,46.0,0.2095238095238095,3.0,,1.0,kfold,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_001|2025-12-01T22:26:51.444746
bug-localization-by-dnn-and-rvsm_default_002,2025-12-01T22:31:36.094047,bug-localization-by-dnn-and-rvsm,default,False,True,221.6116201877594,0,Training completed successfully,1e-05,,,,3.0,,10000.0,42.0,,,,,,,,,,,,,,,,,,13624.89,539.28,14164.17,69.52431372549022,77.92,44.22,7091.480000000001,46.990196078431374,47.0,0.0490196078431372,2.0,,1.0,kfold,,,,,,,,,bug-localization-by-dnn-and-rvsm_default_002|2025-12-01T22:31:36.094047
examples_mnist_ff_009,2025-12-01T23:00:29.618158,examples,mnist_ff,False,True,18.19994807243347,0,Training completed successfully,,32.0,,10.0,,0.01,,1.0,,,,,,,,,5.98999969661236,,,,,,,,,500.28,39.78,540.06,178.99266666666665,318.81,74.82,2684.89,66.73333333333333,74.0,40.46666666666667,100.0,,0.0,,,,,,,,,,examples_mnist_ff_009|2025-12-01T23:00:29.618158
examples_mnist_ff_010,2025-12-01T23:01:50.375298,examples,mnist_ff,False,True,17.723042726516724,0,Training completed successfully,,32.0,,10.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,493.51,38.74,532.25,178.34933333333336,319.04,74.27,2675.24,64.4,72.0,41.06666666666667,100.0,,0.0,,,,,,,,,,examples_mnist_ff_010|2025-12-01T23:01:50.375298
examples_mnist_ff_011,2025-12-01T23:03:03.657514,examples,mnist_ff,False,True,10.248409509658812,0,Training completed successfully,,104.0,,10.0,,0.01,,1.0,,,,,,,,,88.80999684333801,,,,,,,,,272.07,22.16,294.23,83.095,90.97,73.24,664.76,57.875,59.0,6.0,23.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_011|2025-12-01T23:03:03.657514
examples_mnist_ff_012,2025-12-01T23:04:16.923790,examples,mnist_ff,False,True,10.23265790939331,0,Training completed successfully,,113.0,,10.0,,0.01,,1.0,,,,,,,,,92.26999878883362,,,,,,,,,271.22,21.96,293.18,82.05,89.96,72.16,656.4,55.625,56.0,6.125,23.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_012|2025-12-01T23:04:16.923790
examples_mnist_ff_013,2025-12-01T23:05:31.621172,examples,mnist_ff,False,True,11.663469791412354,0,Training completed successfully,,32.0,,5.0,,0.01,,1.0,,,,,,,,,10.26999950408936,,,,,,,,,310.21,25.1,335.31,79.90777777777777,88.99,71.64,719.17,54.333333333333336,55.0,0.6666666666666666,4.0,,1.0,epochs,,,,,,,,,examples_mnist_ff_013|2025-12-01T23:05:31.621172
examples_mnist_ff_014,2025-12-01T23:06:46.364147,examples,mnist_ff,False,True,11.709464073181152,0,Training completed successfully,,32.0,,8.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,310.8,24.85,335.65,80.19777777777777,92.2,71.76,721.78,53.22222222222222,54.0,0.7777777777777778,4.0,,1.0,epochs,,,,,,,,,examples_mnist_ff_014|2025-12-01T23:06:46.364147
examples_mnist_ff_015,2025-12-01T23:08:07.073538,examples,mnist_ff,False,True,17.67577075958252,0,Training completed successfully,,32.0,,10.0,,0.0064347098083148,,1.0,,,,,,,,,84.99000072479248,,,,,,,,,490.42,38.65,529.07,175.66199999999998,318.43,71.77,2634.93,57.53333333333333,66.0,39.2,100.0,,1.0,learning_rate,,,,,,,,,examples_mnist_ff_015|2025-12-01T23:08:07.073538
examples_mnist_ff_016,2025-12-01T23:09:27.797049,examples,mnist_ff,False,True,17.689695596694946,0,Training completed successfully,,32.0,,10.0,,0.0056126340872709,,1.0,,,,,,,,,77.80999541282654,,,,,,,,,491.65,38.47,530.12,175.87266666666667,318.7,71.68,2638.09,58.6,67.0,39.93333333333333,100.0,,1.0,learning_rate,,,,,,,,,examples_mnist_ff_016|2025-12-01T23:09:27.797049
examples_mnist_ff_017,2025-12-01T23:10:48.582414,examples,mnist_ff,False,True,17.751376152038574,0,Training completed successfully,,32.0,,10.0,,0.01,,605.0,,,,,,,,,91.93999767303468,,,,,,,,,492.32,38.55,530.87,175.788,318.97,71.89,2636.82,59.266666666666666,67.0,41.13333333333333,100.0,,1.0,seed,,,,,,,,,examples_mnist_ff_017|2025-12-01T23:10:48.582414
examples_mnist_ff_018,2025-12-01T23:12:09.282336,examples,mnist_ff,False,True,17.665997743606567,0,Training completed successfully,,32.0,,10.0,,0.01,,3696.0,,,,,,,,,91.81999564170836,,,,,,,,,490.34,38.84,529.18,175.536,318.82,71.69,2633.04,59.2,67.0,40.53333333333333,100.0,,1.0,seed,,,,,,,,,examples_mnist_ff_018|2025-12-01T23:12:09.282336
MRT-OAST_default_001,2025-12-02T19:20:10.686027,MRT-OAST,default,False,True,1300.2032346725464,0,Training completed successfully,,,0.0427058613029471,10.0,,0.0001,,1334.0,0.0,0.9726,,,0.999124,,,0.944146,,,,,,,,,,38422.61,2977.18,41399.79,250.51941971383167,318.71,68.4,315153.4300000002,78.25039745627981,84.0,92.181240063593,98.0,,1.0,dropout,,,,,,,,,MRT-OAST_default_001|2025-12-02T19:20:10.686027
examples_mnist_ff_009,2025-12-03T04:08:02.184650,examples,mnist_ff,False,True,10.263314723968506,0,Training completed successfully,,81.0,,10.0,,0.01,,1.0,,,,,,,,,5.98999969661236,,,,,,,,,272.29,22.23,294.52,86.36749999999999,93.73,77.1,690.9399999999999,65.625,66.0,6.25,24.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_009|2025-12-03T04:08:02.184650
examples_mnist_ff_010,2025-12-03T04:09:16.905436,examples,mnist_ff,False,True,11.68743371963501,0,Training completed successfully,,32.0,,14.0,,0.01,,1.0,,,,,,,,,11.34999990463257,,,,,,,,,312.87,25.16,338.03,90.46111111111112,122.43,76.56,814.1500000000001,64.66666666666667,66.0,0.7777777777777778,4.0,,1.0,epochs,,,,,,,,,examples_mnist_ff_010|2025-12-03T04:09:16.905436
examples_mnist_ff_011,2025-12-03T04:10:37.715757,examples,mnist_ff,False,True,17.776339530944824,0,Training completed successfully,,32.0,,10.0,,0.012684299171363,,1.0,,,,,,,,,88.80999684333801,,,,,,,,,496.99,39.32,536.31,181.20066666666668,318.61,78.46,2718.01,68.26666666666667,76.0,41.0,100.0,,1.0,learning_rate,,,,,,,,,examples_mnist_ff_011|2025-12-03T04:10:37.715757
examples_mnist_ff_012,2025-12-03T04:11:58.498501,examples,mnist_ff,False,True,17.748979091644287,0,Training completed successfully,,32.0,,10.0,,0.01,,3839.0,,,,,,,,,92.26999878883362,,,,,,,,,493.9,39.07,532.97,180.65466666666669,319.66,75.89,2709.82,67.73333333333333,76.0,41.13333333333333,100.0,,1.0,seed,,,,,,,,,examples_mnist_ff_012|2025-12-03T04:11:58.498501
MRT-OAST_default_001,2025-12-03T23:20:40.746427,MRT-OAST,default,False,True,1533.5570950508118,0,Training completed successfully,,,0.2,12.0,,0.0001,,1334.0,0.0,0.9244,,,0.986171,,,0.855606,,,,,,,,,,45352.02,3493.48,48845.5,258.5023537323467,318.41,68.19,384392.9999999996,78.24142568930733,84.0,92.86953597848016,97.0,,1.0,epochs,,,,,,,,,MRT-OAST_default_001|2025-12-03T23:20:40.746427
examples_mnist_ff_007,2025-12-04T05:13:34.638887,examples,mnist_ff,False,True,10.337536096572876,0,Training completed successfully,,26.0,,10.0,,0.01,,1.0,,,,,,,,,8.19999948143959,,,,,,,,,271.86,21.83,293.69,85.21,90.39,76.14,681.68,64.625,65.0,7.0,23.0,,1.0,batch_size,,,,,,,,,examples_mnist_ff_007|2025-12-04T05:13:34.638887
