Group,Experiment_ID,Model,Training_Success,Has_Energy,Has_All_Params,Missing_Params
group2_person_reid,Person_reID_baseline_pytorch_densenet121_128_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_129,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_130,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_131,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_132,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_133,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_134,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_135,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_136,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_137_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_138_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_139_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_140_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_141_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_142_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_143_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_144_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_145,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_146,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_147,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_148,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_149,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_150,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_151,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_152,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_153_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_154_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_155_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_156_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_157_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_158_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_159_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_160_parallel,Person_reID_baseline_pytorch/pcb,False,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group3_vulberta,mutation_1x__VulBERTa_mlp_043,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_1x__VulBERTa_mlp_044,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_1x__VulBERTa_mlp_045,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,mutation_1x__VulBERTa_mlp_046,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_085,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_086,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_087,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_088,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_089,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_090,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_091,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,mutation_2x_safe__VulBERTa_mlp_092,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_018_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_019_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_020_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_021_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_001,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_002,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_003,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_004,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_005,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_006,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_007,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_008,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_009,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_010,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_011,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_013_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_014_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_001_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_002_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_003_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_004_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_005_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_006_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_007_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_008_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_009_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_010_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_011_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_012_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_001,VulBERTa/mlp,True,False,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_002,VulBERTa/mlp,True,False,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_003,VulBERTa/mlp,True,False,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_004,VulBERTa/mlp,True,False,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_005,VulBERTa/mlp,True,False,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_006,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_007,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_008,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_009,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_010,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_011,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_012,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_013,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_014,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_015,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_016,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_017,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_018,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_019,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_020,VulBERTa/mlp,True,False,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_021_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_022_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_023_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_024_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_025_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_026_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_027_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_028_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_029_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_030_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_031_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_032_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_033_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_034_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_035_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_036_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_037_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_038_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_039_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_040_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_001,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_002,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_003,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_004,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_005,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_006,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_007,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_008,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_009,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_010,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_011,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_012,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_013,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_014,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_015,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_016,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_017,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_018,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_019,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_020,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_041_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_042_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_043_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_044_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_045_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_046_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_047_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_048_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_049_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_050_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_043,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_044,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_045,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_046,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_047_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_048_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_049_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_050_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_085,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_086,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_087,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_088,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_089,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_090,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_091,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_092,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_093_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_094_parallel,VulBERTa/mlp,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_095_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_096_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_097_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_098_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group3_vulberta,VulBERTa_mlp_099_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group3_vulberta,VulBERTa_mlp_100_parallel,VulBERTa/mlp,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group4_bug_localization,mutation_1x__bug-localization-by-dnn-and-rvsm_default_051,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_alpha, hyperparam_kfold, hyperparam_seed"
group4_bug_localization,mutation_1x__bug-localization-by-dnn-and-rvsm_default_052,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_kfold, hyperparam_max_iter, hyperparam_seed"
group4_bug_localization,mutation_1x__bug-localization-by-dnn-and-rvsm_default_053,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_alpha, hyperparam_kfold, hyperparam_max_iter"
group4_bug_localization,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_alpha, hyperparam_kfold, hyperparam_seed"
group4_bug_localization,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_alpha, hyperparam_kfold, hyperparam_seed"
group4_bug_localization,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_kfold, hyperparam_max_iter, hyperparam_seed"
group4_bug_localization,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_kfold, hyperparam_max_iter, hyperparam_seed"
group4_bug_localization,mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,bug-localization-by-dnn-and-rvsm/default,True,True,False,"hyperparam_alpha, hyperparam_kfold, hyperparam_max_iter"
