Group,Experiment_ID,Model,Training_Success,Has_Energy,Has_All_Params,Missing_Params
group1b_resnet,mutation_1x__pytorch_resnet_cifar10_resnet20_025,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_1x__pytorch_resnet_cifar10_resnet20_026,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_1x__pytorch_resnet_cifar10_resnet20_027,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,mutation_1x__pytorch_resnet_cifar10_resnet20_028,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_049,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_050,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_051,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_052,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_053,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_054,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_055,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,mutation_2x_safe__pytorch_resnet_cifar10_resnet20_056,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_019,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_020,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_021,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_022,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_025,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_026,pytorch_resnet_cifar10/resnet20,True,True,False,hyperparam_seed
group1b_resnet,pytorch_resnet_cifar10_resnet20_009_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_010_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_011_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_012_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_025,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_026,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_027,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_028,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_029_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_030_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_031_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_032_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_049,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_050,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_051,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_052,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_053,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_054,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_055,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_056,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_057_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_058_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_learning_rate, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_059_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_060_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_weight_decay, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_061_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_062_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group1b_resnet,pytorch_resnet_cifar10_resnet20_063_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group1b_resnet,pytorch_resnet_cifar10_resnet20_064_parallel,pytorch_resnet_cifar10/resnet20,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_weight_decay"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_densenet121_057,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_densenet121_058,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_densenet121_059,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_densenet121_060,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_hrnet18_065,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_hrnet18_066,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_hrnet18_067,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_hrnet18_068,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_pcb_073,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_pcb_074,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_pcb_075,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_1x__Person_reID_baseline_pytorch_pcb_076,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_035,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_036,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_037,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_038,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_041,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_042,Person_reID_baseline_pytorch/densenet121,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_043,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_044,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_045,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_046,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_049,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_050,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_051,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_052,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_053,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_054,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_057,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_058,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_002,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_003,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_005,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_006,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_007,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_002,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_003,Person_reID_baseline_pytorch/hrnet18,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_pcb_005,Person_reID_baseline_pytorch/pcb,True,True,False,hyperparam_seed
group2_person_reid,Person_reID_baseline_pytorch_densenet121_022_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_023_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_024_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_025_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_001_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_002_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_003_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_004_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_013_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_014_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_015_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_016_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_017_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_018_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_019_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_020_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_001_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_002_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_003_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_004_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_005_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_006_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_007_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_008_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_009_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_010_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_011_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_012_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_057,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_058,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_059,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_060,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_061_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_062_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_063_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_064_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_065,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_066,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_067,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_068,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_069_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_070_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_071_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_hrnet18_072_parallel,Person_reID_baseline_pytorch/hrnet18,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_073,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_074,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_075,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_076,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_pcb_077_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_078_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_079_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_pcb_080_parallel,Person_reID_baseline_pytorch/pcb,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_113,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_114,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_115,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_116,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_117,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_118,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_119,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_120,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_121_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_122_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_123_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_124_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_125_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_126_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_epochs, hyperparam_learning_rate, hyperparam_seed"
group2_person_reid,Person_reID_baseline_pytorch_densenet121_127_parallel,Person_reID_baseline_pytorch/densenet121,True,True,False,"hyperparam_dropout, hyperparam_epochs, hyperparam_learning_rate"
