source,target,strength,edge_type,is_significant,strength_level,source_category,target_category,question_relevance,interpretation,ate,ci_lower,ci_upper,ate_computed,error_message
hyperparam_batch_size_x_is_parallel,energy_gpu_min_watts,0.949999988079071,moderation,True,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_min_watts的效应,89.85356315366049,74.239860755005,105.46726555231598,True,
hyperparam_batch_size_x_is_parallel,perf_test_accuracy,0.75,moderation,False,very_strong,interaction,performance,other,并行模式调节batch_size对test_accuracy的效应,-6.592155276351605,-15.921147617435986,2.736837064732777,True,
hyperparam_batch_size_x_is_parallel,energy_gpu_temp_avg_celsius,0.6000000238418579,moderation,True,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_temp_avg_celsius的效应,12.579467020982968,9.914913514851051,15.244020527114884,True,
energy_cpu_total_joules,energy_cpu_pkg_joules,0.550000011920929,mediator,True,very_strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_pkg_joules,15276.40460526316,12859.523169362648,17693.286041163672,True,
model_mnist_ff,perf_test_accuracy,0.550000011920929,control_effect,True,very_strong,control,performance,other,模型控制变量的影响,-46.75161230471927,-55.44302668806345,-38.0601979213751,True,
hyperparam_batch_size_x_is_parallel,energy_gpu_avg_watts,0.550000011920929,moderation,True,very_strong,interaction,mediator,other,并行模式调节batch_size对gpu_avg_watts的效应,87.8403958731578,71.2341058515435,104.4466858947721,True,
energy_gpu_avg_watts,energy_gpu_min_watts,0.550000011920929,mediator,True,very_strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_min_watts,77.03230263157894,63.8664328293793,90.1981724337786,True,
model_siamese,perf_test_accuracy,0.5,control_effect,True,strong,control,performance,other,模型控制变量的影响,29.15379411948821,24.56804200645384,33.73954623252258,True,
energy_gpu_temp_avg_celsius,energy_gpu_total_joules,0.4500000178813934,mediator,True,strong,mediator,energy,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_total_joules,42378.205460526326,34285.94411457195,50470.466806480705,True,
model_siamese,energy_gpu_max_watts,0.4500000178813934,control_effect,True,strong,control,mediator,other,模型控制变量的影响,35.902217856495184,18.6698039966753,53.13463171631507,True,
energy_cpu_total_joules,energy_cpu_ram_joules,0.4500000178813934,mediator,True,strong,energy,energy,Q3,cpu_total_joules通过某种机制影响cpu_ram_joules,1086.698355263158,907.5079536853955,1265.8887568409205,True,
hyperparam_batch_size_x_is_parallel,energy_gpu_max_watts,0.4500000178813934,moderation,True,strong,interaction,mediator,other,并行模式调节batch_size对gpu_max_watts的效应,70.2536677393403,50.84141954493958,89.66591593374102,True,
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.4500000178813934,mediator,True,strong,mediator,mediator,Q3,gpu_util_avg_percent通过某种机制影响gpu_util_max_percent,50.23026315789474,44.30226123017589,56.15826508561359,True,
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.4000000059604645,mediator,True,strong,mediator,mediator,Q3,gpu_temp_avg_celsius通过某种机制影响gpu_temp_max_celsius,15.302631578947363,13.80196924176441,16.803293916130315,True,
energy_gpu_min_watts,perf_test_accuracy,0.4000000059604645,irrelevant,False,strong,mediator,performance,Q2,gpu_min_watts → test_accuracy,6.082829099344579,-1.4289607608629407,13.594618959552099,True,
energy_gpu_temp_max_celsius,perf_test_accuracy,0.4000000059604645,irrelevant,True,strong,mediator,performance,Q2,gpu_temp_max_celsius → test_accuracy,16.416148115315508,9.24411709024755,23.588179140383467,True,
energy_gpu_avg_watts,perf_test_accuracy,0.4000000059604645,irrelevant,True,strong,mediator,performance,Q2,gpu_avg_watts → test_accuracy,24.554802516573353,17.53853842119619,31.571066611950517,True,
energy_gpu_avg_watts,energy_gpu_max_watts,0.4000000059604645,mediator,True,strong,mediator,mediator,Q3,gpu_avg_watts通过某种机制影响gpu_max_watts,127.15085526315792,112.91933435544864,141.38237617086722,True,
energy_gpu_avg_watts,energy_gpu_total_joules,0.4000000059604645,mediator,True,strong,mediator,energy,Q3,gpu_avg_watts通过某种机制影响gpu_total_joules,41543.119013157884,33395.961946253956,49690.27608006181,True,
energy_gpu_util_avg_percent,perf_test_accuracy,0.4000000059604645,irrelevant,True,strong,mediator,performance,Q2,gpu_util_avg_percent → test_accuracy,26.387565832781164,19.456454397754694,33.31867726780764,True,
