energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy
13122.17,801.36,13923.53,7.513495145631074,78.46,3.82,2321.670000000002,38.82847896440129,46.0,0.0064724919093851,2.0,False,2025-11-28T16:07:26.030751,False,True,False,32.0,0.0112901530923658,10.0,1.0,63.0
8147.77,584.14,8731.91,8.747181818181817,77.51,3.67,1924.38,38.48181818181818,44.0,0.0136363636363636,3.0,False,2025-11-28T16:12:17.148134,False,True,False,92.0,0.01,10.0,1.0,92.0
7609.71,577.94,8187.65,9.017772511848335,78.04,3.8,1902.7499999999984,38.37440758293839,44.0,0.0,0.0,False,2025-11-28T16:16:59.113073,False,True,False,121.0,0.01,10.0,1.0,91.0
12967.78,779.49,13747.27,7.3482679738562116,77.8,3.46,2248.5700000000006,37.447712418300654,44.0,0.0098039215686274,3.0,False,2025-11-28T16:23:19.481314,False,True,False,32.0,0.01,10.0,9809.0,95.0
12937.68,775.26,13712.94,7.210524590163938,77.42,3.38,2199.210000000001,36.88852459016393,44.0,0.0098360655737704,3.0,False,2025-11-28T16:29:39.117205,False,True,False,32.0,0.01,10.0,7107.0,96.0
10728.71,816.2,11544.91,170.15428571428575,177.82,67.04,55980.76000000001,66.13981762917933,72.0,49.48024316109422,52.0,False,2025-11-28T16:36:21.555157,False,False,True,32.0,0.01,11.0,1.0,99.0
6844.19,526.83,7371.02,175.1333014354067,179.6,74.74,36602.86,71.50717703349282,74.0,49.68421052631579,52.0,False,2025-11-28T16:41:01.742254,False,False,True,32.0,0.01,7.0,1.0,99.0
13514.98,1050.83,14565.81,179.44502415458936,183.63,75.19,74290.23999999999,74.01690821256038,76.0,50.369565217391305,52.0,False,2025-11-28T16:49:11.611467,False,False,True,32.0,0.0123570760259487,10.0,1.0,99.0
13513.94,1043.63,14557.57,183.36939759036136,187.05,76.1,76098.29999999996,75.65301204819278,77.0,50.12771084337349,52.0,False,2025-11-28T16:57:22.423067,False,False,True,32.0,0.0077518837473554,10.0,1.0,98.0
5773.72,448.29,6222.01,194.533735632184,202.35,76.33,33848.87000000001,76.13218390804597,78.0,53.92528735632184,62.0,False,2025-11-28T17:01:26.524680,False,False,True,80.0,0.01,10.0,1.0,99.0
6249.07,490.78,6739.85,194.86158730158724,201.82,76.17,36828.83999999999,76.31746031746032,79.0,55.629629629629626,59.0,False,2025-11-28T17:05:45.889364,False,False,True,73.0,0.01,10.0,1.0,100.0
13518.47,1063.72,14582.19,185.11853012048184,189.42,76.28,76824.18999999997,76.53253012048192,78.0,50.2144578313253,52.0,False,2025-11-28T17:13:56.835526,False,False,True,32.0,0.01,10.0,6487.0,100.0
13571.65,1079.37,14651.02,184.60163461538468,188.46,76.33,76794.28000000003,76.8485576923077,78.0,50.125,52.0,False,2025-11-28T17:22:09.484661,False,False,True,32.0,0.01,10.0,9527.0,100.0
5825.47,445.64,6271.11,88.723606557377,92.3,69.16,16236.419999999993,54.13661202185792,58.0,9.027322404371583,11.0,False,2025-12-01T22:35:54.263029,False,False,False,76.0,0.01,10.0,1.0,99.0
6689.11,483.67,7172.78,93.22954545454546,96.61,71.92,18459.45,58.994949494949495,62.0,13.04040404040404,15.0,False,2025-12-01T22:40:23.025900,False,False,False,23.0,0.01,10.0,1.0,99.0
500.28,39.78,540.06,178.99266666666665,318.81,74.82,2684.89,66.73333333333333,74.0,40.46666666666667,100.0,False,2025-12-01T23:00:29.618158,True,False,False,32.0,0.01,10.0,1.0,5.98999969661236
493.51,38.74,532.25,178.34933333333336,319.04,74.27,2675.24,64.4,72.0,41.06666666666667,100.0,False,2025-12-01T23:01:50.375298,True,False,False,32.0,0.01,10.0,1.0,11.34999990463257
272.07,22.16,294.23,83.095,90.97,73.24,664.76,57.875,59.0,6.0,23.0,False,2025-12-01T23:03:03.657514,True,False,False,104.0,0.01,10.0,1.0,88.80999684333801
271.22,21.96,293.18,82.05,89.96,72.16,656.4,55.625,56.0,6.125,23.0,False,2025-12-01T23:04:16.923790,True,False,False,113.0,0.01,10.0,1.0,92.26999878883362
310.21,25.1,335.31,79.90777777777777,88.99,71.64,719.17,54.333333333333336,55.0,0.6666666666666666,4.0,False,2025-12-01T23:05:31.621172,True,False,False,32.0,0.01,5.0,1.0,10.26999950408936
310.8,24.85,335.65,80.19777777777777,92.2,71.76,721.78,53.22222222222222,54.0,0.7777777777777778,4.0,False,2025-12-01T23:06:46.364147,True,False,False,32.0,0.01,8.0,1.0,11.34999990463257
490.42,38.65,529.07,175.66199999999998,318.43,71.77,2634.93,57.53333333333333,66.0,39.2,100.0,False,2025-12-01T23:08:07.073538,True,False,False,32.0,0.0064347098083148,10.0,1.0,84.99000072479248
491.65,38.47,530.12,175.87266666666667,318.7,71.68,2638.09,58.6,67.0,39.93333333333333,100.0,False,2025-12-01T23:09:27.797049,True,False,False,32.0,0.0056126340872709,10.0,1.0,77.80999541282654
492.32,38.55,530.87,175.788,318.97,71.89,2636.82,59.266666666666666,67.0,41.13333333333333,100.0,False,2025-12-01T23:10:48.582414,True,False,False,32.0,0.01,10.0,605.0,91.93999767303468
490.34,38.84,529.18,175.536,318.82,71.69,2633.04,59.2,67.0,40.53333333333333,100.0,False,2025-12-01T23:12:09.282336,True,False,False,32.0,0.01,10.0,3696.0,91.81999564170836
7521.64,558.46,8080.1,9.426937799043063,82.1,3.68,1970.2300000000005,46.54545454545455,57.0,0.0,0.0,False,2025-12-01T22:45:03.633402,False,True,False,120.0,0.01,10.0,1.0,91.0
11703.67,716.82,12420.49,7.819612676056335,78.76,3.78,2220.769999999999,39.566901408450704,47.0,0.0105633802816901,3.0,False,2025-12-01T22:51:01.552471,False,True,False,38.0,0.01,10.0,1.0,95.0
6333.6,481.51,6815.11,181.52125654450276,193.02,67.85,34670.56000000002,64.90052356020942,72.0,53.75916230366492,61.0,False,2025-12-01T22:55:22.985955,False,False,True,72.0,0.01,10.0,1.0,99.0
5185.38,391.43,5576.81,192.44653846153844,202.92,74.61,30021.66,71.58333333333333,75.0,56.12179487179487,60.0,False,2025-12-01T22:59:08.384507,False,False,True,89.0,0.01,10.0,1.0,100.0
272.29,22.23,294.52,86.36749999999999,93.73,77.1,690.9399999999999,65.625,66.0,6.25,24.0,False,2025-12-03T04:08:02.184650,True,False,False,81.0,0.01,10.0,1.0,5.98999969661236
312.87,25.16,338.03,90.46111111111112,122.43,76.56,814.1500000000001,64.66666666666667,66.0,0.7777777777777778,4.0,False,2025-12-03T04:09:16.905436,True,False,False,32.0,0.01,14.0,1.0,11.34999990463257
496.99,39.32,536.31,181.20066666666668,318.61,78.46,2718.01,68.26666666666667,76.0,41.0,100.0,False,2025-12-03T04:10:37.715757,True,False,False,32.0,0.012684299171363,10.0,1.0,88.80999684333801
493.9,39.07,532.97,180.65466666666669,319.66,75.89,2709.82,67.73333333333333,76.0,41.13333333333333,100.0,False,2025-12-03T04:11:58.498501,True,False,False,32.0,0.01,10.0,3839.0,92.26999878883362
7647.68,512.99,8160.67,191.99429999999995,197.39,169.81,38398.85999999999,74.69,76.0,68.52,75.0,True,2025-12-04T05:21:15.114036,False,False,False,31.0,0.01,10.0,1.0,99.0
2807.86,188.05,2995.91,193.88527027027035,199.78,174.68,14347.510000000006,74.5945945945946,76.0,67.0,74.0,True,2025-12-04T05:24:04.712019,False,False,False,32.0,0.01,5.0,1.0,99.0
7603.99,507.21,8111.2,194.9680904522613,200.66,175.98,38798.65,75.28643216080403,77.0,68.54773869346734,75.0,True,2025-12-04T05:29:02.403026,False,False,False,32.0,0.0083036847173297,10.0,1.0,96.0
7558.36,494.22,8052.58,194.5024747474748,199.82,175.72,38511.490000000005,75.45454545454545,77.0,68.66666666666667,75.0,True,2025-12-04T05:33:58.725088,False,False,False,32.0,0.01,10.0,437.0,99.0
271.86,21.83,293.69,85.21,90.39,76.14,681.68,64.625,65.0,7.0,23.0,False,2025-12-04T05:13:34.638887,True,False,False,26.0,0.01,10.0,1.0,8.19999948143959
496.28,38.96,535.24,179.32666666666668,319.04,75.36,2689.9,68.13333333333334,76.0,41.06666666666667,100.0,False,2025-12-04T05:14:55.463169,True,False,False,32.0,0.00559625225492,10.0,1.0,83.06999802589417
492.54,38.96,531.5,179.24533333333335,318.6,74.92,2688.6800000000003,66.6,75.0,40.06666666666667,100.0,False,2025-12-04T05:16:16.194797,True,False,False,32.0,0.01,10.0,5269.0,5.98999969661236
304.29,21.67,325.96,112.24333333333333,140.83,88.68,1010.19,66.0,67.0,19.666666666666668,48.0,True,2025-12-04T06:33:07.776299,True,False,False,28.0,0.01,10.0,1.0,11.34999990463257
377.34,26.57,403.91,100.53909090909092,124.46,88.17,1105.93,64.0,65.0,13.363636363636363,31.0,True,2025-12-04T06:34:52.521441,True,False,False,32.0,0.01,15.0,1.0,11.34999990463257
633.19,43.01,676.2,185.05555555555557,319.21,87.56,3330.9999999999995,67.38888888888889,75.0,46.05555555555556,100.0,True,2025-12-04T06:36:44.290058,True,False,False,32.0,0.0060985192312166,10.0,1.0,11.34999990463257
638.22,43.4,681.62,182.9777777777778,319.12,86.84,3293.6000000000004,66.38888888888889,74.0,46.5,100.0,True,2025-12-04T06:38:36.208559,True,False,False,32.0,0.01,10.0,2571.0,11.34999990463257
12712.46,761.23,13473.69,172.47432989690722,181.82,151.57,50190.03,73.6426116838488,75.0,43.54639175257732,51.0,True,2025-12-04T05:40:31.760068,False,True,False,41.0,0.01,10.0,1.0,95.0
11258.24,665.96,11924.2,168.60071428571436,180.21,142.23,42487.38000000002,73.26190476190476,74.0,42.08730158730159,51.0,True,2025-12-04T05:46:25.135349,False,True,False,32.0,0.01,11.0,1.0,95.0
14363.67,859.89,15223.56,169.37465838509314,180.46,143.16,54538.63999999999,73.24844720496894,74.0,42.298136645962735,51.0,True,2025-12-04T05:53:29.695947,False,True,False,32.0,0.0143676167258266,10.0,1.0,70.0
14409.33,846.7,15256.03,170.52108695652169,180.76,152.88,54907.78999999999,73.51242236024845,74.0,42.80124223602485,51.0,True,2025-12-04T06:00:35.136712,False,True,False,32.0,0.01,10.0,2716.0,96.0
6012.01,405.14,6417.15,209.7925974025973,220.69,89.75,32308.059999999983,75.93506493506493,78.0,72.33116883116882,80.0,True,2025-12-04T06:04:47.127494,False,False,True,97.0,0.01,10.0,1.0,100.0
15560.08,1051.18,16611.26,194.46744471744475,202.13,89.77,79148.25000000001,75.91400491400492,77.0,68.02702702702703,75.0,True,2025-12-04T06:13:18.702166,False,False,True,32.0,0.01,13.0,1.0,100.0
16785.42,1135.63,17921.05,194.9158542141232,202.81,89.26,85568.06000000008,76.20045558086561,77.0,67.96355353075171,74.0,True,2025-12-04T06:22:22.150004,False,False,True,32.0,0.0116086181001845,10.0,1.0,99.0
16743.45,1131.14,17874.59,195.6097031963469,203.15,88.8,85677.04999999994,76.22602739726027,77.0,67.72146118721462,75.0,True,2025-12-04T06:31:25.055960,False,False,True,32.0,0.01,10.0,6913.0,100.0
311.83,22.42,334.25,101.9211111111111,129.02,80.57,917.29,49.22222222222222,51.0,22.0,46.0,True,2025-12-04T15:50:33.267219,True,False,False,70.0,0.01,10.0,1.0,3.97999994456768
