source,target,weight,strength,source_category,target_category
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.4899999797344208,0.4899999797344208,energy,energy
energy_cpu_pkg_joules,energy_cpu_total_joules,0.5699999928474426,0.5699999928474426,energy,energy
energy_cpu_pkg_joules,energy_gpu_total_joules,0.5399999618530273,0.5399999618530273,energy,energy
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.5099999904632568,0.5099999904632568,energy,energy
energy_cpu_ram_joules,energy_cpu_total_joules,0.5,0.5,energy,energy
energy_cpu_ram_joules,energy_gpu_total_joules,0.5600000023841858,0.5600000023841858,energy,energy
energy_cpu_total_joules,energy_cpu_pkg_joules,0.3999999761581421,0.3999999761581421,energy,energy
energy_cpu_total_joules,energy_cpu_ram_joules,0.4899999797344208,0.4899999797344208,energy,energy
energy_cpu_total_joules,energy_gpu_total_joules,0.4899999797344208,0.4899999797344208,energy,energy
energy_gpu_avg_watts,energy_gpu_min_watts,0.5199999809265137,0.5199999809265137,energy,energy
energy_gpu_max_watts,energy_gpu_avg_watts,0.3400000035762787,0.3400000035762787,energy,energy
energy_gpu_min_watts,energy_cpu_total_joules,0.3100000023841858,0.3100000023841858,energy,energy
energy_gpu_min_watts,energy_gpu_total_joules,0.4099999964237213,0.4099999964237213,energy,energy
energy_gpu_total_joules,energy_cpu_total_joules,0.3299999833106994,0.3299999833106994,energy,energy
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.429999977350235,0.429999977350235,mediator,mediator
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3499999940395355,0.3499999940395355,mediator,mediator
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.3799999952316284,0.3799999952316284,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_max_watts,0.3899999856948852,0.3899999856948852,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.5199999809265137,0.5199999809265137,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,0.3199999928474426,0.3199999928474426,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.429999977350235,0.429999977350235,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.4599999785423279,0.4599999785423279,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.5399999618530273,0.5399999618530273,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_temp_avg_celsius,0.6499999761581421,0.6499999761581421,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_temp_max_celsius,0.6599999666213989,0.6599999666213989,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.550000011920929,0.550000011920929,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_max_watts,0.429999977350235,0.429999977350235,mediator,energy
energy_gpu_util_max_percent,energy_gpu_temp_avg_celsius,0.5099999904632568,0.5099999904632568,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_temp_max_celsius,0.5199999809265137,0.5199999809265137,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.4399999976158142,0.4399999976158142,mediator,mediator
is_parallel,energy_cpu_pkg_joules,0.429999977350235,0.429999977350235,mode,energy
is_parallel,energy_cpu_total_joules,0.3899999856948852,0.3899999856948852,mode,energy
is_parallel,energy_gpu_min_watts,0.6399999856948853,0.6399999856948853,mode,energy
hyperparam_learning_rate,energy_gpu_avg_watts,0.7299999594688416,0.7299999594688416,hyperparam,energy
hyperparam_learning_rate,energy_gpu_max_watts,0.5899999737739563,0.5899999737739563,hyperparam,energy
hyperparam_learning_rate,energy_gpu_temp_avg_celsius,0.6399999856948853,0.6399999856948853,hyperparam,mediator
hyperparam_learning_rate,energy_gpu_temp_max_celsius,0.6499999761581421,0.6499999761581421,hyperparam,mediator
hyperparam_learning_rate,energy_gpu_util_avg_percent,0.5199999809265137,0.5199999809265137,hyperparam,mediator
hyperparam_learning_rate,energy_gpu_util_max_percent,0.6499999761581421,0.6499999761581421,hyperparam,mediator
hyperparam_epochs,energy_cpu_pkg_joules,0.3599999845027923,0.3599999845027923,hyperparam,energy
hyperparam_epochs,energy_cpu_total_joules,0.3599999845027923,0.3599999845027923,hyperparam,energy
hyperparam_epochs,energy_gpu_avg_watts,0.4099999964237213,0.4099999964237213,hyperparam,energy
hyperparam_seed,energy_gpu_avg_watts,0.8299999833106995,0.8299999833106995,hyperparam,energy
hyperparam_seed,perf_accuracy,0.4599999785423279,0.4599999785423279,hyperparam,performance
hyperparam_dropout,perf_recall,0.5299999713897705,0.5299999713897705,hyperparam,performance
