experiment_id,timestamp,repository,model,training_success,duration_seconds,retries,hyperparam_dropout,hyperparam_epochs,hyperparam_learning_rate,hyperparam_seed,perf_map,perf_rank1,perf_rank5,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
Person_reID_baseline_pytorch_hrnet18_001,2025-11-18T19:32:19.472569,Person_reID_baseline_pytorch,hrnet18,True,192.89785265922546,0,0.5,1,0.05,1334,0.203861,0.387173,0.606591,5644.4,442.66,6087.06,184.62370165745855,246.01,5.31,33416.89,62.4585635359116,73.0,46.425414364640886,75.0
Person_reID_baseline_pytorch_hrnet18_002_parallel,2025-11-18T19:37:08.451593,Person_reID_baseline_pytorch,hrnet18,True,198.9407093524933,0,0.5,1,0.05,1334,0.203863,0.387173,0.606295,8441.42,535.96,8977.38,184.13104712041897,247.7,6.22,35169.03000000002,67.95811518324608,75.0,44.602094240837694,77.0
