perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,duration_seconds,is_parallel,num_mutated_params
0.8466476202011108,0.708,58.922,258787.49,14973.54,273761.03,225.29712247324483,319.36,4.94,1326324.1599999922,79.3640224222864,84.0,83.5294717173433,100.0,6059.904315710068,True,0.0
0.6990538239479065,0.726,58.696,173611.09,10015.52,183626.61,226.5865091001014,319.11,4.91,896376.2300000011,79.43882709807886,84.0,83.07406471183013,100.0,4073.090235233307,True,0.0
0.7006441950798035,0.7054,58.556,160683.6,9252.82,169936.42,218.5263439385633,318.95,4.81,796747.0500000018,79.29484366428963,84.0,83.06006582556226,100.0,3753.467439174652,True,0.0
0.7151914238929749,0.6898,58.605,273395.9,16131.99,289527.89,224.32410734372573,318.88,4.92,1395968.9200000053,79.58251647115539,84.0,83.45155069901976,100.0,6406.453266620636,True,0.0
0.8546658754348755,0.8334,58.416,132389.35,7667.17,140056.52,212.6136266666668,319.68,4.94,637840.8800000004,78.70966666666666,85.0,82.99333333333334,100.0,3088.431779384613,True,0.0
0.7004393935203552,0.7107,58.553,147199.04,8664.53,155863.57,212.28222754491077,318.51,4.84,709022.6400000019,78.9254491017964,85.0,83.08203592814371,100.0,3438.347673892975,True,0.0
0.6954760551452637,0.7043,58.468,147252.98,8566.81,155819.79,212.3522255459171,318.88,4.85,709893.4900000008,78.98115465151062,84.0,82.83128926114269,100.0,3441.8901772499084,True,0.0
0.6993864178657532,0.7073,58.447,147133.74,8529.6,155663.34,211.99829780846537,318.82,4.92,706166.3299999981,78.86700690483339,85.0,83.22335634944461,100.0,3428.753748178482,True,0.0
0.7654520273208618,0.7088,58.645,147058.6,8406.73,155465.33,211.32741519063327,319.17,4.84,703931.6199999994,78.75502851996397,85.0,83.16061242870009,100.0,3428.623186826706,True,0.0
0.696752667427063,0.711,58.353,147170.64,8543.34,155713.98,212.51714713814755,318.51,4.73,709169.7199999983,78.82079712316452,85.0,83.1609229847168,100.0,3435.89141869545,True,0.0
0.6854239702224731,0.7782,58.573,147230.05,8610.69,155840.74,213.38865488316364,319.36,5.0,712291.3300000002,78.9715398442181,84.0,83.12612342720192,100.0,3436.819573640824,True,0.0
0.6873753070831299,0.8171,58.854,146722.03,8518.52,155240.55,214.68283824413717,319.22,4.7,714035.1200000001,78.96361996392062,84.0,83.08929645219483,100.0,3425.127210617065,True,0.0
0.6637400388717651,0.8145,58.866,144201.67,8443.84,152645.51,228.18340853658603,318.98,4.85,748441.5800000022,79.07378048780488,84.0,82.85579268292683,100.0,3376.649227619171,True,0.0
0.6868480443954468,0.7911,58.916,143990.33,8473.41,152463.74,229.5503931728129,318.95,4.93,753154.8399999992,78.989332520573,84.0,82.82566290765011,100.0,3377.9217274188995,True,0.0
0.7025989294052124,0.7042,58.948,144958.13,8442.36,153400.49,229.24652516676767,318.86,4.85,756055.0399999998,79.26076409945422,84.0,82.70679199514858,100.0,3395.385692358017,True,0.0
0.7066717147827148,0.7466,58.878,146801.13,8618.09,155419.22,221.54935532233927,319.1,4.98,738867.1000000016,79.04647676161919,84.0,83.20659670164918,100.0,3433.454369783401,True,0.0
0.7066717147827148,0.7466,58.939,146248.48,8475.51,154723.99,221.930282791817,319.24,4.88,737696.2599999998,78.96961492178099,84.0,83.48225030084235,100.0,3422.376841545105,True,0.0
0.7066717147827148,0.7466,58.915,145840.07,8422.32,154262.39,224.545757392878,319.23,5.12,744144.6399999976,78.99336149668075,84.0,83.46650573325287,100.0,3412.805537700653,True,0.0
0.7066717147827148,0.7466,58.885,146280.03,8526.8,154806.83,223.63656240601503,319.15,5.22,743591.5700000001,78.81353383458647,84.0,83.41293233082706,100.0,3422.880022764206,True,0.0
0.7066717147827148,0.7466,58.832,146621.43,8610.97,155232.4,223.57776742788437,319.45,4.93,744066.8099999991,78.93900240384616,84.0,83.21364182692308,100.0,3426.540603160858,True,0.0
0.8165772557258606,0.7908,59.057,155069.44,12265.44,167334.88,236.21739992301704,319.55,4.49,1227385.6099999966,77.88779830638953,83.0,89.29080061585836,100.0,4371.647592544556,False,1.0
0.6974087357521057,0.705,59.08,74991.75,5931.85,80923.6,220.0666732751789,319.59,5.06,555008.1500000013,77.57652656621728,84.0,87.95757335448057,100.0,6351.022691011429,False,1.0
0.6990538239479065,0.726,59.061,84172.5,6656.83,90829.33,216.649379188712,319.01,5.01,614200.9899999985,77.8215167548501,84.0,88.30017636684303,100.0,3870.909183740616,False,1.0
0.9852018356323242,0.7071,59.004,167224.51,13131.47,180355.98,214.35948416933468,318.61,5.22,1205129.0199999996,77.75755958733546,84.0,89.05869797225186,100.0,5447.3428337574005,False,1.0
0.7028763890266418,0.7636,59.028,185863.44,14579.21,200442.65,215.0381522956332,318.57,5.2,1344203.4900000033,78.02335626299792,84.0,89.15037593984962,100.0,1969.8063945770264,False,1.0
0.7404462695121765,0.6289,58.835,93547.68,7302.79,100850.47,214.22217723940096,319.04,4.95,672014.9700000008,77.72362129423016,84.0,88.4615875039847,100.0,3212.9476413726807,False,1.0
0.7611439228057861,0.6013,58.998,93885.68,7386.61,101272.29,215.23498095238156,319.42,5.21,677990.1900000018,78.0047619047619,84.0,88.59396825396826,100.0,3219.036843776703,False,1.0
0.7119907736778259,0.7446,59.065,93708.09,7375.67,101083.76,215.15173926868056,319.05,5.07,676652.2200000003,77.86232114467408,84.0,88.49157392686804,100.0,3243.536238908768,False,1.0
0.6993864178657532,0.7073,59.029,92847.03,7283.02,100130.05,220.71341894061047,319.53,5.15,687522.3000000018,78.06645264847512,84.0,88.4032102728732,100.0,3229.819051265717,False,1.0
0.6991070508956909,0.7079,59.033,92209.83,7239.8,99449.63,233.69347783888676,319.0,4.9,722346.5399999989,78.362018764154,83.0,88.48722096408929,100.0,3239.1258063316345,False,1.0
0.7425037622451782,0.772,59.041,92819.65,7274.89,100094.54,224.56078349856105,319.01,4.76,702201.5700000003,78.11704509114166,84.0,88.2916533418612,100.0,3249.05135846138,False,1.0
0.6704787015914917,0.7069,59.023,93307.8,7279.3,100587.1,220.61323745605657,318.68,5.09,690298.820000001,78.18855864493449,84.0,88.46756152125279,100.0,3239.902882814408,False,1.0
0.7165942788124084,0.8251,58.991,92995.71,7303.74,100299.45,224.07076135636603,319.53,4.8,700445.2000000002,78.25815738963531,84.0,88.27799104286628,100.0,3203.719003200531,False,1.0
0.6957600712776184,0.7101,59.1,93372.0,7350.16,100722.16,220.86136508951364,319.8,4.79,690854.3499999987,78.01150895140665,84.0,88.47314578005115,100.0,3228.7299654483795,False,1.0
0.6712085604667664,0.7105,59.018,93214.15,7333.63,100547.78,221.4796303377948,318.96,5.06,695003.08,78.45506692160612,84.0,88.16475462077757,100.0,3219.704037666321,False,1.0
0.7066717147827148,0.7466,59.045,93658.69,7357.46,101016.15,215.3477963958274,318.77,4.8,681145.080000002,77.51406892190958,84.0,89.01296237748973,100.0,3251.3091592788696,False,1.0
0.7066717147827148,0.7466,59.005,93738.67,7340.94,101079.61,218.05748417721543,318.9,5.02,689061.6500000008,78.11898734177215,84.0,88.87531645569621,100.0,3258.2192997932434,False,1.0
0.7066717147827148,0.7466,59.022,93894.2,7372.15,101266.35,215.65094154818397,319.42,4.91,682535.2300000022,78.0,84.0,88.88815165876777,100.0,3251.8617372512817,False,1.0
0.7066717147827148,0.7466,59.11,93712.45,7421.68,101134.13,217.22608296390183,319.32,4.96,685999.970000002,77.69759341355288,84.0,88.96991766941102,100.0,3267.141434669494,False,1.0
0.7066717147827148,0.7466,59.003,94275.34,7483.14,101758.48,218.7910389610392,319.23,4.87,690723.3100000006,77.89230281913208,83.0,88.8907190370605,100.0,3260.3810465335846,False,1.0
