energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,is_parallel,timestamp,hyperparam_dropout,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,hyperparam_l2_regularization,perf_accuracy,perf_precision,perf_recall
38561.08,2946.96,41508.04,248.8870975416336,316.75,72.91,313846.62999999995,78.56225218080888,83.0,92.03806502775576,100.0,False,2025-12-14T12:04:38.576574,,0.0001134318227458,,,,0.913,0.9363,0.8213
38750.48,2962.54,41713.02,235.83555731225292,316.27,80.61,298331.98,79.50513833992095,84.0,92.85138339920948,97.0,False,2025-12-14T12:26:27.011723,,6.952804551582374e-05,,,,0.8646,0.9175,0.7758
38836.84,2952.79,41789.63,235.83362776025265,315.42,76.52,299037.0400000003,79.11750788643533,84.0,92.88249211356468,100.0,False,2025-12-14T12:49:18.456359,0.2882798339299303,,,,,0.8686,0.9177,0.7958
38882.97,2971.99,41854.96,232.0624311565696,315.37,81.96,294951.3499999999,79.31077891424076,84.0,92.82612116443744,98.0,False,2025-12-14T13:11:12.008186,0.235536169857324,,,,,0.8826,0.9246,0.8018
56957.55,3701.46,60659.01,239.1128000000004,315.76,89.74,364647.0200000005,80.47016393442622,84.0,94.42032786885244,100.0,True,2025-12-14T13:38:50.509943,,8.534711861238235e-05,,,,0.883,0.9826,0.7719
57223.68,3761.66,60985.34,235.21763553233183,317.58,89.43,360118.20000000007,80.0365774003919,84.0,94.45591116917048,100.0,True,2025-12-14T14:06:34.663941,,5.378034923640546e-05,,,,0.8422,0.9744,0.6921
57262.41,3726.43,60988.84,236.23433900523565,317.98,90.08,360966.07000000007,80.40641361256544,84.0,94.49280104712042,100.0,True,2025-12-14T14:34:16.631664,0.2682563510963192,,,,,0.8776,0.9788,0.7636
56947.47,3694.12,60641.59,236.6635405759164,317.67,89.58,361621.8900000002,80.22774869109948,84.0,94.52421465968588,100.0,True,2025-12-14T15:01:58.142669,0.0958696603036163,,,,,0.9404,0.9939,0.8822
39396.56,2569.82,41966.38,260.0010700757575,311.43,85.58,274561.12999999995,80.00189393939394,84.0,93.6373106060606,100.0,True,2025-12-15T09:27:34.188368,,,7.0,,,0.8684,0.9793,0.7438
79423.39,5246.62,84670.01,237.12348335677424,314.21,89.79,505784.3899999994,80.2906704172527,84.0,94.755743084857,100.0,True,2025-12-15T10:05:36.796330,,,14.0,,,0.9386,0.993,0.8793
68326.54,4496.71,72823.25,236.5920546448084,314.65,90.99,432963.4599999993,80.37650273224044,84.0,94.63770491803278,100.0,True,2025-12-15T10:38:27.835821,,,12.0,,,0.9244,0.9862,0.8558
73515.89,4840.84,78356.73,235.29990384615357,312.96,90.45,464952.6099999994,80.17611336032388,84.0,94.7494939271255,100.0,True,2025-12-15T11:13:48.916209,,,13.0,,,0.9278,0.99,0.8595
57065.7,3809.8,60875.5,234.14608240680164,315.02,89.19,358009.3599999997,80.16350555918902,84.0,94.69130150425114,100.0,True,2025-12-15T11:41:32.949713,,,,1238.0,,0.9162,0.9883,0.8368
57198.16,3796.99,60995.15,232.6619986936644,317.12,89.86,356205.52000000014,79.83540169823645,85.0,94.5244937949053,100.0,True,2025-12-15T12:09:19.595635,,,,6283.0,,0.888,0.9824,0.7826
57042.33,3791.05,60833.38,234.55559266535687,315.4,90.4,358166.39,80.07727570399476,84.0,94.60183366077275,100.0,True,2025-12-15T12:37:00.075925,,,,4230.0,,0.8984,0.9814,0.8054
57129.41,3791.11,60920.52,234.3360274869116,315.47,89.43,358065.45000000094,80.14332460732984,84.0,94.54515706806282,100.0,True,2025-12-15T13:04:43.203984,,,,3938.0,,0.9148,0.9821,0.8393
57254.95,3857.8,61112.75,236.09910457516332,316.54,89.09,361231.63,80.39281045751633,84.0,94.31503267973856,100.0,True,2025-12-15T13:32:28.547333,,,,,1.6182744600190945e-05,0.9008,0.982,0.8099
56957.55,3701.46,60659.01,239.1128000000004,315.76,89.74,364647.0200000005,80.47016393442622,84.0,94.42032786885244,100.0,True,2025-12-15T14:00:13.339026,,8.534711861238235e-05,,,0.0001408529683809,0.883,0.9826,0.7719
57223.68,3761.66,60985.34,235.21763553233183,317.58,89.43,360118.20000000007,80.0365774003919,84.0,94.45591116917048,100.0,True,2025-12-15T14:28:09.569087,,5.378034923640546e-05,,,0.000724443784884,0.8422,0.9744,0.6921
57262.41,3726.43,60988.84,236.23433900523565,317.98,90.08,360966.07000000007,80.40641361256544,84.0,94.49280104712042,100.0,True,2025-12-15T14:56:05.268245,0.2682563510963192,,,,0.0006294700300616,0.8776,0.9788,0.7636
20182.79,1563.32,21746.11,230.3381089258697,316.77,75.53,152253.48999999987,78.47655068078669,84.0,89.42813918305598,97.0,False,2026-01-01T17:27:19.021640,0.0861430135467243,0.0001021954438914,5.0,7501.0,0.0003355912668585,4395.0,0.9374,0.8129
46630.92,3577.47,50208.39,234.4918491803279,318.01,79.71,357600.07000000007,79.71081967213115,84.0,92.95606557377047,98.0,False,2026-01-01T17:53:34.289626,0.1601195733854198,0.0001203498869531,12.0,5232.0,2.933708569342541e-05,4317.0,0.9187,0.7982
58085.16,4444.19,62529.35,233.86621578947376,316.14,79.69,444345.8100000001,79.71526315789474,84.0,93.16315789473684,100.0,False,2026-01-01T18:26:13.575701,0.0066137388911056,9.7647007156234e-05,15.0,2478.0,3.291069562176152e-05,4437.0,0.9589,0.8101
19854.83,1518.35,21373.18,233.41572981366463,314.81,80.76,150319.73000000004,79.49844720496894,84.0,91.7003105590062,100.0,False,2026-01-01T18:37:24.275980,0.2080191563287282,6.776192453088123e-05,5.0,1876.0,0.0002489014168455,4164.0,0.909,0.7407
42786.07,3287.92,46073.99,234.35600286532943,318.22,81.21,327160.9799999999,79.68767908309455,84.0,92.96704871060172,97.0,False,2026-01-01T19:01:27.091653,0.0984192711444139,6.283189411127958e-05,11.0,4676.0,0.0005385526875436,4180.0,0.8992,0.7579
46156.33,3021.05,49177.38,236.4789585028478,315.29,90.72,290632.64,79.95199349064279,84.0,94.31895850284783,100.0,True,2026-01-01T19:24:01.752645,0.0568452788773135,0.000132579257502,8.0,312.0,1.6415233709357203e-05,0.9446,0.9895,0.895
80445.35,5353.94,85799.29,236.06206993006973,315.28,88.97,506353.1399999996,80.21911421911422,85.0,94.57109557109555,100.0,True,2026-01-01T20:02:16.040544,0.1575747703804519,5.2006121839227736e-05,14.0,6922.0,1.033764184253009e-05,0.8674,0.9846,0.7376
51894.73,3444.53,55339.26,238.80371841155204,315.22,90.14,330743.1499999996,80.26787003610109,84.0,94.18122743682312,100.0,True,2026-01-01T20:27:30.227806,0.0404528350347527,6.515155866321015e-05,9.0,4067.0,0.0002004229896374,0.8902,0.984,0.786
45997.23,3092.16,49089.39,238.69581566068527,314.97,89.46,292641.0700000001,80.0089722675367,84.0,94.18270799347472,100.0,True,2026-01-01T20:50:01.803220,0.2917529701659663,0.0001107014112167,8.0,1451.0,1.4060629603674862e-05,0.848,0.9673,0.7099
80211.23,5436.72,85647.95,238.4059681945745,317.02,89.68,509711.9600000004,80.12909260991582,84.0,94.61225444340504,100.0,True,2026-01-01T21:28:08.928342,0.088671119030955,0.0001074392242825,14.0,3084.0,5.6240586988364494e-05,0.9854,1.0,0.9698
87128.95,5721.12,92850.07,225.0573376344084,317.91,90.73,523258.30999999953,79.98967741935483,85.0,94.47956989247312,100.0,True,2026-01-07T13:50:30.245750,0.1602372108504294,6.360776340257752e-05,15.0,2230.0,2.781709403863874e-05,4117.0,0.8965,0.7323
29115.66,1930.01,31045.67,231.35473076923063,315.45,90.4,180456.68999999992,79.90128205128205,84.0,93.73974358974358,100.0,True,2026-01-07T14:05:24.633131,0.1113531968918,0.0001481873421214,5.0,7405.0,2.918195099105308e-05,4566.0,0.9671,0.856
34949.04,2294.27,37243.31,231.03823340471104,317.49,91.06,215789.7100000001,79.71520342612419,84.0,93.6391862955032,100.0,True,2026-01-07T14:22:56.749128,0.0844152032338936,9.24670237069446e-05,6.0,8083.0,0.0004148898976399,3039.0,0.6173,0.5732
58000.28,3797.2,61797.48,228.1604524886875,317.82,90.27,352964.2199999996,79.87201034259857,84.0,94.31221719457014,100.0,True,2026-01-07T14:50:57.767520,0.2113563537942365,5.233418884561429e-05,10.0,9240.0,1.4088675883033184e-05,4044.0,0.8822,0.714
