experiment_id,repository,model,timestamp,hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_eval_loss
VulBERTa_mlp_027,VulBERTa,mlp,2025-11-27T08:15:02.692839,3e-05,15.0,88.76183239253147,83.0,0.9282196007177604,314.7,4.4743812418584525,148422.83,1100538.18,
VulBERTa_mlp_028,VulBERTa,mlp,2025-11-27T08:58:27.009360,3e-05,8.0,88.1050929668553,83.0,0.9282701906978108,314.03,4.640258690379952,80124.15,599557.7299999995,
VulBERTa_mlp_029,VulBERTa,mlp,2025-11-27T09:52:10.888377,1.9425579484589177e-05,10.0,88.39213775178688,84.0,0.9276658825564474,314.52,5.89246263807668,99433.3,721072.2800000001,
VulBERTa_mlp_030,VulBERTa,mlp,2025-11-27T10:46:21.631349,4.433801702352856e-05,10.0,88.29381443298969,84.0,0.9271194423946476,314.41,5.808956185567013,99657.58,720583.2399999991,
VulBERTa_mlp_031,VulBERTa,mlp,2025-11-27T11:40:29.807577,3e-05,10.0,88.33623468729851,84.0,0.9268330730403196,314.04,5.761121856866538,99362.38,724652.2299999996,
VulBERTa_mlp_032,VulBERTa,mlp,2025-11-27T12:34:15.948253,3e-05,10.0,88.425,84.0,0.9273707190433864,314.12,6.054545454545448,99221.69,715777.8700000001,
VulBERTa_mlp_033,VulBERTa,mlp,2025-11-27T13:28:49.501791,3e-05,10.0,89.00863723608445,84.0,0.9264111778451496,314.54,6.21976967370442,100378.56,715017.5600000008,
VulBERTa_mlp_034,VulBERTa,mlp,2025-11-27T14:23:23.242500,3e-05,10.0,88.97057882954908,83.0,0.9262210772854244,314.48,5.229293252318513,100430.58,712283.2199999992,
VulBERTa_mlp_018_parallel,VulBERTa,mlp,2025-12-04T21:57:07.042756,3e-05,13.0,91.5305781673972,84.0,0.9364594436378316,228.85,4.543310373617203,187973.96,1094271.440000001,
VulBERTa_mlp_019_parallel,VulBERTa,mlp,2025-12-04T23:01:23.639262,1.6280532504633213e-05,10.0,91.33060556464812,84.0,0.9360053106621118,229.5,4.37588652482269,143695.83,847381.1700000004,
VulBERTa_mlp_020_parallel,VulBERTa,mlp,2025-12-05T00:06:30.500442,3e-05,10.0,91.79467168998924,84.0,0.9359231712758836,231.03,4.715285252960172,145957.91,851313.0999999995,
VulBERTa_mlp_021_parallel,VulBERTa,mlp,2025-12-05T01:11:11.285720,3e-05,10.0,91.55230352303523,84.0,0.9353560250353524,229.41000000000005,4.794308943089433,145237.82,845320.9099999991,
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-06T23:16:47.618785,3.512885802156829e-05,16.0,89.82553704075487,84.0,0.9273413223516996,315.67,6.459144750050186,160459.43,1109872.5100000035,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-07T00:25:57.048227,2.3551672546759903e-05,13.0,89.44785731979192,84.0,0.927368477093509,313.35,6.095120138716865,129416.81,893477.0399999999,
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-07T01:55:42.277747,2.056676710708977e-05,17.0,89.55284242655475,84.0,0.9278612743583192,313.95,5.8244944677604025,168107.35,1184481.9499999986,
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-07T03:35:36.113824,1.69379609808874e-05,19.0,89.70899742930591,84.0,0.9275561622452406,313.81,5.951842330762645,187318.9,1310335.710000005,
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-07T04:34:37.275271,3.618934717539176e-05,11.0,88.9732946298984,84.0,0.9274008334675398,313.3,5.759651669085628,110526.2,774569.3200000006,
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-07T06:09:31.374998,2.0300180363040152e-05,18.0,89.33567821067821,83.0,0.9278013275577932,313.84000000000003,4.672258297258296,178003.55,1260989.8500000034,
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-07T07:18:24.673397,2.3878693991998133e-05,13.0,89.19990054699154,84.0,0.9281463501112448,313.42,5.579065141720534,129907.11,923082.2899999992,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-13T00:25:14.656413,1.5493019876973174e-05,18.0,89.64021739130435,84.0,0.9275874117773916,315.29,6.405797101449281,177410.59,1270250.8899999992,
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-13T21:28:09.540399,,,88.86275794300688,83.0,0.9271197924838946,315.27,5.594497215853252,98529.22,749138.7599999979,
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-13T22:22:21.582872,,,88.13595360824742,83.0,0.92760976270757,314.64,5.028350515463913,99774.78,722449.7999999999,
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-13T23:16:23.606582,,,88.31480284421461,83.0,0.927375865205981,314.42,4.972850678733025,99402.63,726064.1500000001,
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-13T23:49:33.150977,,6.0,87.2528,83.0,0.9279076901077764,314.56,4.770133333333334,60701.62,446247.3200000009,
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-14T00:16:28.616054,,5.0,86.94263862332696,83.0,0.928325717573456,313.18,4.386233269598463,50925.1,371740.34000000014,
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-14T01:10:07.965678,1.5528541575960186e-05,,88.29440468445023,84.0,0.9282170883060662,313.67,5.854586857514633,99283.1,731969.5199999998,
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-14T02:02:48.323090,2.4112295890639968e-05,,88.22576447625244,83.0,0.9277338838320344,313.86,4.833116460637612,99531.57,730115.5399999999,
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-14T02:56:59.282994,,,,,,,,,,
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-14T03:50:10.408873,,,,,,,,,,
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-14T04:44:12.203128,,,,,,,,,,
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-14T05:37:26.078154,,,,,,,,,,
VulBERTa_mlp_012_parallel,VulBERTa,mlp,2025-12-14T06:41:39.489342,,,91.41075327510916,84.0,0.9358408522695648,231.47,4.534934497816593,144267.97,877323.2300000011,
VulBERTa_mlp_013_parallel,VulBERTa,mlp,2025-12-14T07:45:55.499546,3.2798601837639464e-05,,91.46632124352332,84.0,0.9359922040658664,229.75,4.6258521952549785,144300.86,869381.6899999988,
VulBERTa_mlp_014_parallel,VulBERTa,mlp,2025-12-14T08:49:52.105783,1.68461328053243e-05,,91.32026323005208,84.0,0.935733898235526,229.56,4.530298875788319,143519.83,866141.9000000001,
VulBERTa_mlp_001_parallel,VulBERTa,mlp,2025-12-14T17:48:48.361668,,16.0,91.92285071786888,84.0,0.9370955146635008,239.35,5.270368448365332,226774.29,1389818.3800000006,0.729200005531311
VulBERTa_mlp_002_parallel,VulBERTa,mlp,2025-12-14T18:41:02.956525,,8.0,91.21457489878544,84.0,0.9374363034972376,228.92,5.144399460188936,116617.47,672352.9800000008,0.7002695798873901
VulBERTa_mlp_003_parallel,VulBERTa,mlp,2025-12-14T20:16:29.658399,,15.0,91.79431590453636,84.0,0.937278221683778,229.19,4.5716888322098725,215468.54,1265521.1300000018,0.701705813407898
VulBERTa_mlp_004_parallel,VulBERTa,mlp,2025-12-14T22:10:12.832882,,18.0,91.87162677237384,84.0,0.9373817189279068,230.63,4.670224119530417,257543.32,1534201.7199999953,0.8466476202011108
VulBERTa_mlp_005_parallel,VulBERTa,mlp,2025-12-14T23:15:04.206667,,,91.89732504728453,84.0,0.9367328089916156,229.52000000000004,5.046203728721963,145789.15,850809.9499999982,0.7066717147827148
VulBERTa_mlp_006_parallel,VulBERTa,mlp,2025-12-15T00:19:43.708265,,,91.74844131200868,84.0,0.9359350308919308,229.95,4.881268636486851,145232.1,876701.2799999976,0.7066717147827148
VulBERTa_mlp_007_parallel,VulBERTa,mlp,2025-12-15T01:24:16.509398,,,91.72386641325006,84.0,0.9363720877832328,230.46,5.044257398859628,144860.01,876222.92,0.7066717147827148
VulBERTa_mlp_008_parallel,VulBERTa,mlp,2025-12-15T02:28:42.276680,,,91.75108813928183,84.0,0.936645006159984,230.04,4.830522306855272,144602.65,881844.2999999981,0.7066717147827148
VulBERTa_mlp_009_parallel,VulBERTa,mlp,2025-12-15T03:32:29.912392,,,91.43638362187414,84.0,0.9364888388715126,230.17,4.528716680406703,143132.48,880516.7100000012,0.7912367582321167
VulBERTa_mlp_010_parallel,VulBERTa,mlp,2025-12-15T04:36:28.075220,,,91.38366675801588,84.0,0.9355977131969462,230.59000000000003,4.509454645108249,143512.14,880851.7300000008,0.8963995575904846
VulBERTa_mlp_011_parallel,VulBERTa,mlp,2025-12-15T05:40:23.697751,,,91.40471620510009,84.0,0.9360409087085076,230.7,4.140937757060598,143114.76,883813.5499999974,0.6914843916893005
VulBERTa_mlp_012_parallel,VulBERTa,mlp,2025-12-15T06:44:34.129122,,,91.31685331876535,84.0,0.9360486519366178,229.75,4.810707456978975,143915.34,874419.0599999989,0.7020828127861023
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-15T23:43:37.144195,,17.0,,,,,,,,0.9852018356323242
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-16T00:27:51.201329,,8.0,,,,,,,,0.7002695798873901
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-16T01:17:25.276875,,9.0,,,,,,,,0.8546658754348755
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-16T02:54:40.001740,,18.0,,,,,,,,0.8466476202011108
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-16T04:42:40.356483,,20.0,,,,,,,,0.6974087357521057
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-16T05:37:26.042339,1.9380814963969665e-05,,,,,,,,,0.7655699253082275
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-16T06:32:23.849478,3.059743923758605e-05,,,,,,,,,0.7547159790992737
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-16T07:27:16.067503,4.301485240369214e-05,,,,,,,,,0.7654520273208618
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-16T08:21:37.847438,1.7107349147913364e-05,,,,,,,,,0.7746571898460388
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-16T09:15:35.562561,3.912037844843647e-05,,,,,,,,,0.6954760551452637
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-16T10:10:09.944360,,,,,,,,,,0.7576256394386292
VulBERTa_mlp_012,VulBERTa,mlp,2025-12-16T11:04:46.013108,,,,,,,,,,0.7042948007583618
VulBERTa_mlp_013,VulBERTa,mlp,2025-12-16T11:59:19.489216,,,,,,,,,,0.7678602337837219
VulBERTa_mlp_014,VulBERTa,mlp,2025-12-16T12:53:54.379296,,,,,,,,,,0.6928403973579407
VulBERTa_mlp_015,VulBERTa,mlp,2025-12-16T13:48:39.488661,,,,,,,,,,0.8209187388420105
VulBERTa_mlp_016,VulBERTa,mlp,2025-12-16T14:43:51.184087,,,,,,,,,,0.7066717147827148
VulBERTa_mlp_017,VulBERTa,mlp,2025-12-16T15:38:59.622677,,,,,,,,,,0.7066717147827148
VulBERTa_mlp_018,VulBERTa,mlp,2025-12-16T16:34:13.194716,,,,,,,,,,0.7066717147827148
VulBERTa_mlp_019,VulBERTa,mlp,2025-12-16T17:29:19.671615,,,,,,,,,,0.7066717147827148
VulBERTa_mlp_020,VulBERTa,mlp,2025-12-16T18:24:25.539231,,,,,,,,,,0.7066717147827148
VulBERTa_mlp_021_parallel,VulBERTa,mlp,2025-12-16T20:06:58.877972,,18.0,83.5294717173433,84.0,0.9453043407967888,314.42,4.635977577713604,273761.03,1326324.1599999922,0.8466476202011108
VulBERTa_mlp_022_parallel,VulBERTa,mlp,2025-12-16T21:16:25.354286,,12.0,83.07406471183013,84.0,0.945457142622194,314.2,4.56117290192114,183626.61,896376.2300000011,0.6990538239479065
VulBERTa_mlp_023_parallel,VulBERTa,mlp,2025-12-16T22:20:32.067841,,11.0,83.06006582556226,84.0,0.9455512832387548,314.14,4.70515633571037,169936.42,796747.0500000018,0.7006441950798035
VulBERTa_mlp_024_parallel,VulBERTa,mlp,2025-12-17T00:08:52.199003,,19.0,83.45155069901976,84.0,0.94428174087132,313.96,4.417483528844613,289527.89,1395968.9200000053,0.7151914238929749
VulBERTa_mlp_025_parallel,VulBERTa,mlp,2025-12-17T01:01:53.850683,,9.0,82.99333333333334,85.0,0.9452566006923492,314.74,6.290333333333336,140056.52,637840.8800000004,0.8546658754348755
VulBERTa_mlp_026_parallel,VulBERTa,mlp,2025-12-17T02:00:45.344593,2.8613808398421448e-05,,83.08203592814371,85.0,0.9444095243038512,313.67,6.074550898203597,155863.57,709022.6400000019,0.7004393935203552
VulBERTa_mlp_027_parallel,VulBERTa,mlp,2025-12-17T02:59:40.429430,3.888216794334247e-05,,82.83128926114269,84.0,0.9450210400103864,314.03,5.0188453484893785,155819.79,709893.4900000008,0.6954760551452637
VulBERTa_mlp_028_parallel,VulBERTa,mlp,2025-12-17T03:58:22.328502,3.9602651245544245e-05,,83.22335634944461,85.0,0.9452048247198088,313.9,6.132993095166611,155663.34,706166.3299999981,0.6993864178657532
VulBERTa_mlp_029_parallel,VulBERTa,mlp,2025-12-17T04:57:04.144282,4.298272748268137e-05,,83.16061242870009,85.0,0.9459253712708808,314.33000000000004,6.244971480036028,155465.33,703931.6199999994,0.7654520273208618
VulBERTa_mlp_030_parallel,VulBERTa,mlp,2025-12-17T05:55:53.242351,3.394082337055034e-05,,83.1609229847168,85.0,0.9451344060436964,313.78,6.179202876835475,155713.98,709169.7199999983,0.696752667427063
VulBERTa_mlp_031_parallel,VulBERTa,mlp,2025-12-17T06:54:43.256103,,,83.12612342720192,84.0,0.9447468614432912,314.36,5.0284601557819,155840.74,712291.3300000002,0.6854239702224731
VulBERTa_mlp_032_parallel,VulBERTa,mlp,2025-12-17T07:53:21.581650,,,83.08929645219483,84.0,0.945126965860402,314.52000000000004,5.036380036079379,155240.55,714035.1200000001,0.6873753070831299
VulBERTa_mlp_033_parallel,VulBERTa,mlp,2025-12-17T08:51:11.394021,,,82.85579268292683,84.0,0.9446833385403868,314.13,4.926219512195118,152645.51,748441.5800000022,0.6637400388717651
VulBERTa_mlp_034_parallel,VulBERTa,mlp,2025-12-17T09:49:02.496052,,,82.82566290765011,84.0,0.9444234412720034,314.02,5.010667479426999,152463.74,753154.8399999992,0.6868480443954468
VulBERTa_mlp_035_parallel,VulBERTa,mlp,2025-12-17T10:47:11.050779,,,82.70679199514858,84.0,0.9449652344656788,314.01,4.739235900545779,153400.49,756055.0399999998,0.7025989294052124
VulBERTa_mlp_036_parallel,VulBERTa,mlp,2025-12-17T11:45:57.763344,,,83.20659670164918,84.0,0.9445493935692124,314.12,4.953523238380811,155419.22,738867.1000000016,0.7066717147827148
VulBERTa_mlp_037_parallel,VulBERTa,mlp,2025-12-17T12:44:33.329322,,,83.48225030084235,84.0,0.9452217461558484,314.36,5.0303850782190125,154723.99,737696.2599999998,0.7066717147827148
VulBERTa_mlp_038_parallel,VulBERTa,mlp,2025-12-17T13:42:59.325498,,,83.46650573325287,84.0,0.9454026350816942,314.11,5.006638503319252,154262.39,744144.6399999976,0.7066717147827148
VulBERTa_mlp_039_parallel,VulBERTa,mlp,2025-12-17T14:41:35.398688,,,83.41293233082706,84.0,0.9449197428821456,313.92999999999995,5.186466165413535,154806.83,743591.5700000001,0.7066717147827148
VulBERTa_mlp_040_parallel,VulBERTa,mlp,2025-12-17T15:40:15.136506,,,83.21364182692308,84.0,0.9445285262612702,314.52,5.06099759615384,155232.4,744066.8099999991,0.7066717147827148
VulBERTa_mlp_001,VulBERTa,mlp,2025-12-17T22:26:33.012398,,14.0,89.22827618600282,83.0,0.9275998114946884,314.79,5.274072334429306,137821.05,1006255.219999999,0.8165772557258606
VulBERTa_mlp_002,VulBERTa,mlp,2025-12-18T00:13:27.448508,,20.0,89.40084047195732,84.0,0.9262211271201182,314.55,5.973977695167292,199189.95,1371967.4599999962,0.6974087357521057
VulBERTa_mlp_003,VulBERTa,mlp,2025-12-18T01:19:01.647077,,12.0,88.85752188909525,84.0,0.9271902515397864,314.02,6.217299018307244,121763.64,802744.0500000009,0.6990538239479065
VulBERTa_mlp_004,VulBERTa,mlp,2025-12-18T02:50:52.404328,,17.0,89.36581228797587,84.0,0.9261895053082226,313.76000000000005,6.023369770071611,171395.41,1133806.2299999986,0.9852018356323242
VulBERTa_mlp_005,VulBERTa,mlp,2025-12-18T03:24:45.387449,,6.0,87.6205636743215,84.0,0.9247499935353194,313.87,6.509394572025059,62261.39,406479.68000000005,0.7028763890266418
VulBERTa_mlp_006,VulBERTa,mlp,2025-12-18T04:19:21.470088,2.04407212027388e-05,,88.66794503036114,84.0,0.9243980331746118,313.64000000000004,5.984659635666347,101017.61,672700.8700000006,0.7404462695121765
VulBERTa_mlp_007,VulBERTa,mlp,2025-12-18T05:14:03.640448,1.535780817024892e-05,,88.69218500797449,84.0,0.9259689497485742,314.02,6.334928229665067,101141.21,665160.74,0.7611439228057861
VulBERTa_mlp_008,VulBERTa,mlp,2025-12-18T06:09:10.310202,2.7043985628756564e-05,,88.71066793289016,84.0,0.9263034173195568,313.75,6.408357075023744,101807.57,669316.1099999966,0.7119907736778259
VulBERTa_mlp_009,VulBERTa,mlp,2025-12-18T07:04:03.262318,4.00044292966293e-05,,88.84165341812401,84.0,0.9256539487675244,314.32,6.190779014308433,101455.96,669288.2699999992,0.6993864178657532
VulBERTa_mlp_010,VulBERTa,mlp,2025-12-18T07:59:05.521796,3.1637909869442554e-05,,88.7285986049461,84.0,0.9264476433444084,314.04,6.454343690551681,102047.58,668345.9799999989,0.6991070508956909
VulBERTa_mlp_011,VulBERTa,mlp,2025-12-18T08:54:17.706628,,,88.49257034460955,84.0,0.9260765376587,313.88,6.4103699019917855,102084.91,669635.3499999989,0.7425037622451782
VulBERTa_mlp_012,VulBERTa,mlp,2025-12-18T09:49:20.744513,,,88.33343898573692,84.0,0.9258891573269782,313.86,6.222503961965131,101687.01,672970.9300000016,0.6704787015914917
VulBERTa_mlp_013,VulBERTa,mlp,2025-12-18T10:43:47.595548,,,88.8403334402052,84.0,0.9260399645920387,313.77000000000004,5.892914395639622,100508.47,679917.489999999,0.7165942788124084
VulBERTa_mlp_014,VulBERTa,mlp,2025-12-18T11:38:39.460591,,,88.61259541984732,84.0,0.9262357134502126,313.8,6.422709923664115,101051.34,680927.809999999,0.6957600712776184
VulBERTa_mlp_015,VulBERTa,mlp,2025-12-18T12:33:22.297341,,,88.81818181818181,84.0,0.9262788762413188,313.77,6.179585326953742,100725.54,680028.939999999,0.6712085604667664
VulBERTa_mlp_016,VulBERTa,mlp,2025-12-18T13:28:36.740827,,,89.17214150347442,84.0,0.925976357203824,314.21000000000004,6.845230574857865,101729.93,673446.2600000008,0.7066717147827148
VulBERTa_mlp_017,VulBERTa,mlp,2025-12-18T14:23:58.092965,,,88.98581336696091,84.0,0.9257179237802242,314.47,6.784993694829765,102110.77,676162.3500000002,0.7066717147827148
VulBERTa_mlp_018,VulBERTa,mlp,2025-12-18T15:19:13.089136,,,89.03948199620973,84.0,0.9250602689900186,314.07,6.199620972836385,102142.08,676341.8100000003,0.7066717147827148
VulBERTa_mlp_019,VulBERTa,mlp,2025-12-18T16:14:43.363858,,,89.11191449229801,84.0,0.9260990177263132,314.22,6.776799748506761,102232.2,668649.6499999991,0.7066717147827148
VulBERTa_mlp_020,VulBERTa,mlp,2025-12-18T17:10:06.878266,,,89.0828346456693,84.0,0.9250728087703974,314.0,6.801574803149606,102024.11,674290.4400000008,0.7066717147827148
VulBERTa_mlp_041_parallel,VulBERTa,mlp,2025-12-23T09:25:58.873138,,7.0,90.9641221374046,85.0,0.9368333933939744,230.77,5.9591603053435165,103367.75,588215.8099999991,0.7006516456604004
VulBERTa_mlp_042_parallel,VulBERTa,mlp,2025-12-23T10:18:11.079448,,8.0,91.34054054054054,84.0,0.9367780591547976,230.04,4.14662162162162,116624.86,680435.1200000003,0.7002695798873901
VulBERTa_mlp_043_parallel,VulBERTa,mlp,2025-12-23T11:47:23.680922,,14.0,91.7730731707317,84.0,0.9356661143942946,229.03000000000003,4.541268292682929,201856.92,1163353.4200000048,0.8165772557258606
VulBERTa_mlp_044_parallel,VulBERTa,mlp,2025-12-23T12:51:55.957766,1.993331277666769e-05,,91.65833785985878,84.0,0.9353784099001704,229.0,4.7246061922868,145236.29,823435.1699999985,0.7404462695121765
VulBERTa_mlp_045_parallel,VulBERTa,mlp,2025-12-23T13:56:26.421681,2.648401537851974e-05,,91.60760869565216,84.0,0.9349828363830768,228.84,4.765760869565213,145077.23,833589.070000002,0.7488518357276917
VulBERTa_mlp_046_parallel,VulBERTa,mlp,2025-12-23T15:01:12.371010,1.847023601769821e-05,,91.48173207036535,84.0,0.9346659443086686,228.23,4.966711772665761,145726.45,826764.5200000012,0.8021308779716492
VulBERTa_mlp_047_parallel,VulBERTa,mlp,2025-12-23T16:06:44.196660,,,91.99946524064173,84.0,0.9353161316218904,229.55,5.017112299465239,147336.89,833341.4000000007,0.7066717147827148
VulBERTa_mlp_048_parallel,VulBERTa,mlp,2025-12-23T17:12:27.868444,,,92.04077825159916,84.0,0.9360538315044598,230.51,5.25,148186.83,825433.0300000006,0.7066717147827148
VulBERTa_mlp_049_parallel,VulBERTa,mlp,2025-12-23T18:17:46.779528,,,91.6357296137339,84.0,0.9365377308621352,229.03,4.846566523605148,147045.01,819367.1400000015,0.7365483045578003
VulBERTa_mlp_050_parallel,VulBERTa,mlp,2025-12-23T19:22:43.333806,,,91.49028602266594,84.0,0.936632626072918,229.54,4.677010253642735,145981.59,829824.8600000014,0.7477455139160156
