experiment_id,timestamp,training_duration,hyperparam_learning_rate,l2_regularization,hyperparam_seed,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_eval_loss
VulBERTa_mlp_001,2025-12-17T22:26:33.012398,14.0,,,,137821.05,1006255.219999999,236.3210944105212,89.22827618600282,83.0,0.9275998114946884,314.79,5.274072334429306,0.8165772557258606
VulBERTa_mlp_002,2025-12-18T00:13:27.448508,20.0,,,,199189.95,1371967.4599999962,221.75003394213613,89.40084047195732,84.0,0.9262211271201182,314.55,5.973977695167292,0.6974087357521057
VulBERTa_mlp_003,2025-12-18T01:19:01.647077,12.0,,,,121763.64,802744.0500000009,212.9859511806848,88.85752188909525,84.0,0.9271902515397864,314.02,6.217299018307244,0.6990538239479065
VulBERTa_mlp_004,2025-12-18T02:50:52.404328,17.0,,,,171395.41,1133806.2299999986,213.6837975876364,89.36581228797587,84.0,0.9261895053082226,313.76000000000005,6.023369770071611,0.9852018356323242
VulBERTa_mlp_005,2025-12-18T03:24:45.387449,6.0,,,,62261.39,406479.68000000005,212.1501461377871,87.6205636743215,84.0,0.9247499935353194,313.87,6.509394572025059,0.7028763890266418
VulBERTa_mlp_006,2025-12-18T04:19:21.470088,,2.04407212027388e-05,,,101017.61,672700.8700000006,214.9890923617771,88.66794503036114,84.0,0.9243980331746118,313.64000000000004,5.984659635666347,0.7404462695121765
VulBERTa_mlp_007,2025-12-18T05:14:03.640448,,1.535780817024892e-05,,,101141.21,665160.74,212.17248484848488,88.69218500797449,84.0,0.9259689497485742,314.02,6.334928229665067,0.7611439228057861
VulBERTa_mlp_008,2025-12-18T06:09:10.310202,,2.7043985628756564e-05,,,101807.57,669316.1099999966,211.8759449192772,88.71066793289016,84.0,0.9263034173195568,313.75,6.408357075023744,0.7119907736778259
VulBERTa_mlp_009,2025-12-18T07:04:03.262318,,4.00044292966293e-05,,,101455.96,669288.2699999992,212.8102607313193,88.84165341812401,84.0,0.9256539487675244,314.32,6.190779014308433,0.6993864178657532
VulBERTa_mlp_010,2025-12-18T07:59:05.521796,,3.1637909869442554e-05,,,102047.58,668345.9799999989,211.9042422320859,88.7285986049461,84.0,0.9264476433444084,314.04,6.454343690551681,0.6991070508956909
VulBERTa_mlp_011,2025-12-18T08:54:17.706628,,,,6502.0,102084.91,669635.3499999989,211.70893139424564,88.49257034460955,84.0,0.9260765376587,313.88,6.4103699019917855,0.7425037622451782
VulBERTa_mlp_012,2025-12-18T09:49:20.744513,,,,2376.0,101687.01,672970.9300000016,213.3029889064981,88.33343898573692,84.0,0.9258891573269782,313.86,6.222503961965131,0.6704787015914917
VulBERTa_mlp_013,2025-12-18T10:43:47.595548,,,,5426.0,100508.47,679917.489999999,217.9921417120869,88.8403334402052,84.0,0.9260399645920387,313.77000000000004,5.892914395639622,0.7165942788124084
VulBERTa_mlp_014,2025-12-18T11:38:39.460591,,,,1907.0,101051.34,680927.809999999,216.58009223918543,88.61259541984732,84.0,0.9262357134502126,313.8,6.422709923664115,0.6957600712776184
VulBERTa_mlp_015,2025-12-18T12:33:22.297341,,,,7178.0,100725.54,680028.939999999,216.9151323763952,88.81818181818181,84.0,0.9262788762413188,313.77,6.179585326953742,0.6712085604667664
VulBERTa_mlp_016,2025-12-18T13:28:36.740827,,,3.35973705148307e-05,,101729.93,673446.2600000008,212.7120214782062,89.17214150347442,84.0,0.925976357203824,314.21000000000004,6.845230574857865,0.7066717147827148
VulBERTa_mlp_017,2025-12-18T14:23:58.092965,,,1.7245063477405002e-05,,102110.77,676162.3500000002,213.16593631778065,88.98581336696091,84.0,0.9257179237802242,314.47,6.784993694829765,0.7066717147827148
VulBERTa_mlp_018,2025-12-18T15:19:13.089136,,,5.1717018319914426e-05,,102142.08,676341.8100000003,213.62659823120663,89.03948199620973,84.0,0.9250602689900186,314.07,6.199620972836385,0.7066717147827148
VulBERTa_mlp_019,2025-12-18T16:14:43.363858,,,0.0003549290960776,,102232.2,668649.6499999991,210.20108456460204,89.11191449229801,84.0,0.9260990177263132,314.22,6.776799748506761,0.7066717147827148
VulBERTa_mlp_020,2025-12-18T17:10:06.878266,,,0.0008274749235766,,102024.11,674290.4400000008,212.3749417322837,89.0828346456693,84.0,0.9250728087703974,314.0,6.801574803149606,0.7066717147827148
VulBERTa_mlp_041_parallel,2025-12-23T09:25:58.873138,7.0,,,,103367.75,588215.8099999991,224.50985114503783,90.9641221374046,85.0,0.9368333933939744,230.77,5.9591603053435165,0.7006516456604004
VulBERTa_mlp_042_parallel,2025-12-23T10:18:11.079448,8.0,,,,116624.86,680435.1200000003,229.87672972972985,91.34054054054054,84.0,0.9367780591547976,230.04,4.14662162162162,0.7002695798873901
VulBERTa_mlp_043_parallel,2025-12-23T11:47:23.680922,14.0,,,,201856.92,1163353.4200000048,226.99578926829363,91.7730731707317,84.0,0.9356661143942946,229.03000000000003,4.541268292682929,0.8165772557258606
VulBERTa_mlp_044_parallel,2025-12-23T12:51:55.957766,,1.993331277666769e-05,,,145236.29,823435.1699999985,223.638014665942,91.65833785985878,84.0,0.9353784099001704,229.0,4.7246061922868,0.7404462695121765
VulBERTa_mlp_045_parallel,2025-12-23T13:56:26.421681,,2.648401537851974e-05,,,145077.23,833589.070000002,226.51876902173967,91.60760869565216,84.0,0.9349828363830768,228.84,4.765760869565213,0.7488518357276917
VulBERTa_mlp_046_parallel,2025-12-23T15:01:12.371010,,1.847023601769821e-05,,,145726.45,826764.5200000012,223.7522381596756,91.48173207036535,84.0,0.9346659443086686,228.23,4.966711772665761,0.8021308779716492
VulBERTa_mlp_047_parallel,2025-12-23T16:06:44.196660,,,0.0006613687937758,,147336.89,833341.4000000007,222.8185561497328,91.99946524064173,84.0,0.9353161316218904,229.55,5.017112299465239,0.7066717147827148
VulBERTa_mlp_048_parallel,2025-12-23T17:12:27.868444,,,0.0003533247635941,,148186.83,825433.0300000006,219.998142324094,92.04077825159916,84.0,0.9360538315044598,230.51,5.25,0.7066717147827148
VulBERTa_mlp_049_parallel,2025-12-23T18:17:46.779528,,,,9895.0,147045.01,819367.1400000015,219.7873229613738,91.6357296137339,84.0,0.9365377308621352,229.03,4.846566523605148,0.7365483045578003
VulBERTa_mlp_050_parallel,2025-12-23T19:22:43.333806,,,,3166.0,145981.59,829824.8600000014,223.913885590934,91.49028602266594,84.0,0.936632626072918,229.54,4.677010253642735,0.7477455139160156
