experiment_id,repository,model,timestamp,hyperparam_learning_rate,training_duration,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_top1_accuracy,perf_top5_accuracy
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,bug-localization-by-dnn-and-rvsm,default,2025-11-23T18:02:08.850618,,,99.61873638344228,75.0,0.94281088224354,194.77,4.675925925925924,176737.82,329824.18,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,bug-localization-by-dnn-and-rvsm,default,2025-11-23T18:39:59.353790,,,99.3935413245758,75.0,0.942893711289316,197.05,4.764641488779418,176608.22,331274.6599999996,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,bug-localization-by-dnn-and-rvsm,default,2025-11-23T19:17:55.103264,,,99.62390829694324,75.0,0.9427483905893072,184.92,5.006550218340607,177189.08,331230.98000000004,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106,bug-localization-by-dnn-and-rvsm,default,2025-11-23T19:55:48.003645,,,99.5136612021858,75.0,0.9426750460567472,193.69,5.115300546448083,176711.35,332305.78999999975,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T20:34:22.599309,,15068.0,99.58414766558089,74.0,0.9428846884220982,194.06,4.178067318132463,177648.51,333790.54000000004,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T21:12:48.621107,,1927.0,99.62977099236642,75.0,0.943042845064527,195.49,5.232824427480921,176928.43,332937.6100000002,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T21:51:23.442615,,,99.48719346049046,74.0,0.942765393234705,193.89,4.531880108991828,177713.46,335650.8999999993,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T22:29:54.952930,,,99.64207650273224,75.0,0.9427994269189254,184.63,5.821311475409843,177524.62,331536.3200000002,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T23:06:56.327013,,,99.3915765509391,74.0,0.9430446847604242,181.01,4.8224245873648215,169761.68,323897.0400000006,,
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_112_parallel,bug-localization-by-dnn-and-rvsm,default,2025-11-23T23:44:50.275519,,,99.46666666666668,75.0,0.9433155706303984,189.01,5.779444444444451,174070.73,329975.35999999946,,
bug-localization-by-dnn-and-rvsm_default_011,bug-localization-by-dnn-and-rvsm,default,2025-11-27T02:49:52.311834,,1209.0,0.275,64.0,0.9636112476977056,38.11999999999999,8.069444444444443,57594.72,26554.2,,
bug-localization-by-dnn-and-rvsm_default_012,bug-localization-by-dnn-and-rvsm,default,2025-11-27T03:05:01.755890,,10494.0,0.2788732394366197,50.0,0.9632665510408692,29.28,1.2704225352112672,56982.67,25283.49000000002,,
bug-localization-by-dnn-and-rvsm_default_013,bug-localization-by-dnn-and-rvsm,default,2025-11-27T03:12:40.898275,,10000.0,0.2586206896551724,47.0,0.9622169263242306,32.87,0.0,26137.63,12271.23,,
bug-localization-by-dnn-and-rvsm_default_014,bug-localization-by-dnn-and-rvsm,default,2025-11-27T03:23:30.277986,,10000.0,0.2007874015748031,47.0,0.96319229533726,36.98,0.5,39286.34,17609.150000000016,,
bug-localization-by-dnn-and-rvsm_default_015,bug-localization-by-dnn-and-rvsm,default,2025-11-27T03:38:44.455018,,10000.0,0.2816901408450704,47.0,0.9629928925781416,36.16,0.9971830985915489,57591.91,24708.67000000001,,
bug-localization-by-dnn-and-rvsm_default_016,bug-localization-by-dnn-and-rvsm,default,2025-11-27T03:54:00.089619,,10000.0,0.2521008403361344,46.0,0.9631870005588652,28.83,0.0,57563.09,24820.919999999987,,
bug-localization-by-dnn-and-rvsm_default_017,bug-localization-by-dnn-and-rvsm,default,2025-11-27T04:09:06.500714,,10000.0,0.2585227272727273,46.0,0.96344094893189,27.92,0.0,56965.1,24567.850000000017,,
bug-localization-by-dnn-and-rvsm_default_018,bug-localization-by-dnn-and-rvsm,default,2025-11-27T04:24:18.651179,,10000.0,0.2612359550561798,46.0,0.9635182265872406,28.89,0.0,57344.8,24850.159999999985,,
bug-localization-by-dnn-and-rvsm_default_001,bug-localization-by-dnn-and-rvsm,default,2025-12-01T22:26:51.444746,,10000.0,0.2095238095238095,46.0,0.9629454272673776,35.7,0.0857142857142889,31913.74,14651.27,,
bug-localization-by-dnn-and-rvsm_default_002,bug-localization-by-dnn-and-rvsm,default,2025-12-01T22:31:36.094047,,10000.0,0.0490196078431372,47.0,0.961926466570226,33.7,0.0098039215686256,14164.17,7091.480000000001,,
bug-localization-by-dnn-and-rvsm_default_005_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-04T15:59:45.622155,,10000.0,7.338983050847458,58.0,0.9599755710272384,9.33999999999999,1.474576271186443,8187.0,10324.47,,
bug-localization-by-dnn-and-rvsm_default_006_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-04T16:17:18.635019,,1864.0,3.669240669240669,63.0,0.9634032721980612,20.379999999999995,2.160875160875157,65730.74,67458.08999999998,,
bug-localization-by-dnn-and-rvsm_default_007_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-04T16:35:07.935328,,10000.0,3.761061946902655,63.0,0.963445078139168,18.840000000000003,0.8672566371681398,66832.04,69239.82999999999,,
bug-localization-by-dnn-and-rvsm_default_008_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-04T16:53:11.826791,,10000.0,3.6670822942643393,63.0,0.963244120819611,20.480000000000004,0.6034912718204524,68000.55,70413.83999999998,,
bug-localization-by-dnn-and-rvsm_default_006,bug-localization-by-dnn-and-rvsm,default,2025-12-05T21:48:39.829870,,11879.0,0.2556818181818182,64.0,0.9633105543599246,16.879999999999995,4.75568181818182,26081.07,13415.329999999996,,
bug-localization-by-dnn-and-rvsm_default_059_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-10T14:24:52.775512,,10000.0,30.99252615844544,84.0,0.9641872367335405,177.04,9.723467862481314,58066.17,105262.13999999998,,
bug-localization-by-dnn-and-rvsm_default_060_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-10T14:29:46.268613,,10000.0,43.32768361581921,83.0,0.9625738707311612,149.92,4.282485875706215,13662.38,37076.51000000002,,
bug-localization-by-dnn-and-rvsm_default_061_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-10T14:41:02.122528,,10000.0,32.5010395010395,83.0,0.9638832003999808,169.94,8.885654885654887,41081.99,78565.43000000004,,
bug-localization-by-dnn-and-rvsm_default_062_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-10T14:50:16.726506,,10000.0,33.984455958549226,83.0,0.9638374128302724,176.43,8.297927461139892,32393.7,66069.59000000003,,
bug-localization-by-dnn-and-rvsm_default_063_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-10T15:03:51.495705,,10000.0,31.44087837837838,83.0,0.9641120878230022,174.07999999999998,9.65371621621621,51068.17,92405.40999999996,,
bug-localization-by-dnn-and-rvsm_default_003,bug-localization-by-dnn-and-rvsm,default,2025-12-13T00:35:33.062755,,2764.0,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_015,bug-localization-by-dnn-and-rvsm,default,2025-12-14T09:05:15.151891,,,0.3257790368271954,62.0,0.9630278871789232,27.44,7.062322946175641,57845.22,26160.42,,
bug-localization-by-dnn-and-rvsm_default_016,bug-localization-by-dnn-and-rvsm,default,2025-12-14T09:20:26.360751,,,0.2801120448179272,49.0,0.9628539895375022,39.66,1.5490196078431282,57200.49,25277.08999999999,,
bug-localization-by-dnn-and-rvsm_default_017,bug-localization-by-dnn-and-rvsm,default,2025-12-14T09:35:39.066123,,1131.0,0.2492997198879551,46.0,0.9632140286455702,36.28,0.5210084033613427,57210.94,24909.759999999987,,
bug-localization-by-dnn-and-rvsm_default_018,bug-localization-by-dnn-and-rvsm,default,2025-12-14T09:49:41.938863,,1235.0,0.2096317280453258,46.0,0.9636504725207068,36.9,0.9858356940509908,56585.88,24554.139999999985,,
bug-localization-by-dnn-and-rvsm_default_019,bug-localization-by-dnn-and-rvsm,default,2025-12-14T10:04:55.525510,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_020,bug-localization-by-dnn-and-rvsm,default,2025-12-14T10:18:57.412247,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_021,bug-localization-by-dnn-and-rvsm,default,2025-12-14T10:33:52.115173,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_022,bug-localization-by-dnn-and-rvsm,default,2025-12-14T10:48:08.305789,,,,,,,,,,,
bug-localization-by-dnn-and-rvsm_default_023_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-14T11:05:58.588897,,,3.76010101010101,62.0,0.9647724324587014,29.760000000000005,2.882575757575758,66875.75,68164.53999999998,,
bug-localization-by-dnn-and-rvsm_default_024_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-14T11:23:53.523276,,,3.687578419071518,63.0,0.9641835298443808,26.10000000000001,1.1718946047678784,67224.38,69545.92999999995,,
bug-localization-by-dnn-and-rvsm_default_025_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-14T11:41:50.998932,,,3.69625,63.0,0.9644951798435812,23.379999999999995,0.927500000000002,67385.78,69946.66000000005,,
bug-localization-by-dnn-and-rvsm_default_013_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T07:02:27.959127,,3816.0,3.689393939393939,66.0,0.9632353675829466,26.68,2.6085858585858617,67058.47,69669.08999999994,0.377,0.624
bug-localization-by-dnn-and-rvsm_default_014_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T07:20:24.259053,,2553.0,3.719342604298357,63.0,0.9631225825576288,22.03,1.3969658659924065,67199.12,69125.97,0.378,0.626
bug-localization-by-dnn-and-rvsm_default_015_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T07:38:26.044387,,10862.0,3.6833541927409263,62.0,0.9631134052992434,25.61,0.8448060075093835,67637.58,69396.31999999999,0.378,0.626
bug-localization-by-dnn-and-rvsm_default_016_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T07:56:29.357353,,2994.0,3.65081351689612,62.0,0.9635292862307038,46.03999999999999,0.8410513141426819,67663.88,69306.67999999998,0.381,0.628
bug-localization-by-dnn-and-rvsm_default_017_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T08:14:20.078398,,,3.719898605830165,62.0,0.964214903530766,43.53999999999999,0.99619771863118,66752.37,68423.98000000007,0.364,0.621
bug-localization-by-dnn-and-rvsm_default_018_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T08:32:18.870694,,,3.6608040201005023,62.0,0.9641103552285288,27.18,0.8869346733668309,67367.9,69207.79000000007,0.379,0.625
bug-localization-by-dnn-and-rvsm_default_019_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T08:50:02.526708,,,3.746819338422392,62.0,0.9639405348228228,19.28,0.6068702290076331,66195.38,68467.94000000002,0.382,0.63
bug-localization-by-dnn-and-rvsm_default_020_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-15T09:07:57.247614,,,3.583227445997459,62.0,0.9637677029076946,26.620000000000005,0.4675984752223598,67194.47,68468.23999999996,0.385,0.631
bug-localization-by-dnn-and-rvsm_default_021,bug-localization-by-dnn-and-rvsm,default,2025-12-18T17:25:21.519509,,,0.2840909090909091,63.0,0.96258451094486,40.25,5.230113636363633,57744.0,26364.25,0.376,0.626
bug-localization-by-dnn-and-rvsm_default_022,bug-localization-by-dnn-and-rvsm,default,2025-12-18T17:40:24.817993,,,0.320113314447592,53.0,0.9622272029536444,38.870000000000005,1.38243626062323,56943.89,25785.95,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_023,bug-localization-by-dnn-and-rvsm,default,2025-12-18T17:55:39.784238,,,0.2837078651685393,50.0,0.9620055235927188,23.020000000000003,0.0,57897.1,25912.610000000008,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_024,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:10:57.551941,,,0.1532033426183844,50.0,0.9616140611615328,36.75,0.944289693593312,58053.81,25748.66999999999,0.383,0.628
bug-localization-by-dnn-and-rvsm_default_025,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:25:51.818810,,,0.270893371757925,49.0,0.9618390451207236,38.15,0.0,56464.52,24950.32,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_026,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:36:23.542829,,,0.2510288065843621,50.0,0.9615818635634308,38.330000000000005,0.930041152263378,38229.34,17593.690000000006,0.384,0.63
bug-localization-by-dnn-and-rvsm_default_027,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:48:42.003704,,,0.287719298245614,50.0,0.9612896809140352,39.36,0.1789473684210492,45647.26,20642.68,0.384,0.627
bug-localization-by-dnn-and-rvsm_default_028,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:54:46.595001,,,0.1481481481481481,50.0,0.96010658376143,37.24,0.6074074074074076,19736.59,9748.060000000003,0.367,0.617
bug-localization-by-dnn-and-rvsm_default_029,bug-localization-by-dnn-and-rvsm,default,2025-12-18T18:57:48.810922,,,0.0,49.0,0.9575965449955351,16.659999999999997,0.0,7256.72,4098.120000000001,0.381,0.629
bug-localization-by-dnn-and-rvsm_default_030,bug-localization-by-dnn-and-rvsm,default,2025-12-18T19:02:29.861416,,,0.2424242424242424,49.0,0.9602688492601223,33.900000000000006,0.0,14021.24,7150.299999999999,0.376,0.624
bug-localization-by-dnn-and-rvsm_default_031,bug-localization-by-dnn-and-rvsm,default,2025-12-18T19:17:53.007898,,19688.0,0.2659279778393352,49.0,0.9622051569928836,37.73,0.0055401662049874,58429.4,25860.619999999995,0.383,0.627
bug-localization-by-dnn-and-rvsm_default_032,bug-localization-by-dnn-and-rvsm,default,2025-12-18T19:33:01.163684,,13681.0,0.276056338028169,49.0,0.96210369425078,38.93000000000001,0.0169014084507068,57391.61,25447.62999999999,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_033,bug-localization-by-dnn-and-rvsm,default,2025-12-18T19:48:18.314928,,19784.0,0.2240896358543417,49.0,0.961554907260305,31.69,0.3333333333333428,57789.17,25511.73000000001,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_034,bug-localization-by-dnn-and-rvsm,default,2025-12-18T20:03:07.299406,,1097.0,0.2341040462427745,49.0,0.9614146415663076,22.43,0.7080924855491304,55946.61,24834.07000000002,0.384,0.63
bug-localization-by-dnn-and-rvsm_default_035,bug-localization-by-dnn-and-rvsm,default,2025-12-18T20:18:11.746037,,6563.0,0.2994350282485876,49.0,0.9622007193873016,38.49,0.9717514124293772,56920.66,25492.539999999983,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_036,bug-localization-by-dnn-and-rvsm,default,2025-12-18T20:33:14.814882,,,0.2816901408450704,48.0,0.9628647653902684,28.77,0.0,56790.27,25322.349999999984,0.385,0.626
bug-localization-by-dnn-and-rvsm_default_037,bug-localization-by-dnn-and-rvsm,default,2025-12-18T20:48:06.757274,,,0.2443181818181818,48.0,0.9626329725577472,41.81,0.0,55860.21,25069.799999999985,0.386,0.627
bug-localization-by-dnn-and-rvsm_default_038,bug-localization-by-dnn-and-rvsm,default,2025-12-18T21:03:00.700753,,,0.2193732193732193,48.0,0.9629107451888048,30.320000000000007,0.0,56409.06,24936.240000000013,0.383,0.627
bug-localization-by-dnn-and-rvsm_default_039,bug-localization-by-dnn-and-rvsm,default,2025-12-18T21:18:01.056464,,,0.2457627118644068,49.0,0.9629490842992972,36.81,0.9689265536723184,56681.73,25009.90999999999,0.385,0.632
bug-localization-by-dnn-and-rvsm_default_040,bug-localization-by-dnn-and-rvsm,default,2025-12-18T21:32:58.258404,,,0.2968299711815562,49.0,0.962818549934778,38.23,0.1988472622478383,56484.08,24820.78000000001,0.378,0.624
bug-localization-by-dnn-and-rvsm_default_041_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T21:54:56.080102,,,0.0,47.0,0.9633452658135636,1.08,9.44657258064516,83681.96,4074.609999999999,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_042_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T22:16:04.671699,,,0.0,40.0,0.9634511385611292,1.41,3.928270042194093,80013.71,3675.570000000001,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_043_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T22:37:27.100063,,,0.0,40.0,0.9634151561763492,1.2599999999999998,4.1789802289281965,81062.53,3742.829999999997,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_044_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T22:58:18.495504,,,0.0,40.0,0.9630602334975584,1.4799999999999995,4.357601713062095,78715.17,3557.12,0.385,0.629
bug-localization-by-dnn-and-rvsm_default_045_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T23:19:49.106193,,,0.0,39.0,0.9631781255569616,1.19,4.373195876288662,81524.91,3554.590000000005,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_046_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T23:31:37.068682,,,0.0,38.0,0.9629800155797694,1.0000000000000004,3.456862745098036,41592.4,1867.6699999999976,0.38,0.625
bug-localization-by-dnn-and-rvsm_default_047_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-18T23:45:40.173795,,,0.0,38.0,0.9631389767245716,0.8799999999999999,4.112012987012989,50839.88,2236.900000000001,0.377,0.627
bug-localization-by-dnn-and-rvsm_default_048_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-19T00:04:57.033762,,,0.0011627906976744,37.0,0.962931923037637,0.7699999999999996,3.530232558139538,72153.19,3125.9300000000017,0.376,0.626
bug-localization-by-dnn-and-rvsm_default_049_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-19T00:22:30.619979,,,0.0,37.0,0.9628585095722216,0.8200000000000003,3.5389527458493006,65182.36,2836.909999999999,0.382,0.631
bug-localization-by-dnn-and-rvsm_default_050_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-19T00:31:57.048780,,,0.0,37.0,0.9624740983125192,0.7200000000000002,3.0558375634517745,31740.21,1435.7900000000009,0.381,0.627
bug-localization-by-dnn-and-rvsm_default_051_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-19T00:53:18.146259,,9170.0,0.0,37.0,0.9623438190451054,0.6699999999999999,3.57531380753138,80925.36,3464.3500000000063,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_052_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-19T01:13:59.707341,,,0.0,37.0,0.9623883534867332,0.8400000000000003,3.625945945945944,77871.89,3343.8400000000083,0.379,0.623
bug-localization-by-dnn-and-rvsm_default_001_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T22:06:06.154204,,,3.794904458598726,63.0,0.9631416794898646,19.599999999999994,3.924840764331208,66078.16,68028.29000000005,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_002_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T22:23:56.485661,,,3.7371069182389935,63.0,0.9636007146399144,19.27,0.5333333333333314,67032.36,69979.71999999999,0.381,0.627
bug-localization-by-dnn-and-rvsm_default_003_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T22:41:52.254798,,,3.67713567839196,64.0,0.9639076955451172,28.129999999999995,1.0603015075376874,67575.07,70178.53000000007,0.384,0.63
bug-localization-by-dnn-and-rvsm_default_004_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T22:59:46.163538,,,3.743107769423559,64.0,0.9637008982752716,19.78,0.8709273182957418,67374.67,70558.41000000003,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_005_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T23:17:38.584341,,,3.698992443324937,64.0,0.9639644368418188,21.090000000000003,0.8400503778337551,67251.62,70265.61000000002,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_006_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T23:35:29.059809,,,3.6,64.0,0.9632092034186628,22.040000000000006,0.9443037974683576,67138.53,69709.88999999997,0.38,0.628
bug-localization-by-dnn-and-rvsm_default_007_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-22T23:53:21.780563,,,3.6544766708701135,64.0,0.963265436420234,20.83,0.847414880201768,67349.65,70053.7599999999,0.383,0.629
bug-localization-by-dnn-and-rvsm_default_008_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T00:11:09.510607,,,3.730379746835443,64.0,0.963602373523393,20.31,0.4544303797468387,67201.36,70037.27000000002,0.382,0.627
bug-localization-by-dnn-and-rvsm_default_009_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T00:29:03.296449,,,3.605527638190954,64.0,0.962957596710328,21.480000000000004,0.3743718592964811,67569.05,70626.42000000001,0.382,0.628
bug-localization-by-dnn-and-rvsm_default_010_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T00:47:01.787229,,,3.670012547051443,65.0,0.9637516522795804,21.71,1.0414052697615972,68072.62,70814.33999999995,0.381,0.628
bug-localization-by-dnn-and-rvsm_default_011_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T00:54:16.191616,,,5.243150684931507,65.0,0.963044805718271,10.010000000000003,1.0308219178082183,22812.49,26346.3,0.383,0.627
bug-localization-by-dnn-and-rvsm_default_012_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T00:58:04.565713,,,7.311475409836065,64.0,0.9602824648464984,10.159999999999997,0.0737704918032804,8570.27,11222.879999999988,0.372,0.621
bug-localization-by-dnn-and-rvsm_default_013_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T01:07:12.522289,,,4.574803149606299,64.0,0.962753914873588,19.97,0.5013123359579978,30870.09,34099.28,0.377,0.622
bug-localization-by-dnn-and-rvsm_default_014_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T01:18:06.688586,,,4.356371490280778,64.0,0.962911020994364,21.11,0.2311015118790464,38212.16,41216.39,0.379,0.627
bug-localization-by-dnn-and-rvsm_default_015_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T01:23:44.103074,,,5.780373831775701,64.0,0.9618600274241816,9.89,0.0747663551401842,16109.87,19362.48,0.379,0.626
bug-localization-by-dnn-and-rvsm_default_016_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T01:38:03.121283,,,4.022364217252396,65.0,0.9637079947564386,21.290000000000006,1.1453674121405726,52552.07,55616.77000000003,0.382,0.626
bug-localization-by-dnn-and-rvsm_default_017_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T01:50:39.181886,,,3.996323529411765,65.0,0.9636465963519768,19.93,1.134191176470587,45415.83,48369.28999999998,0.377,0.624
bug-localization-by-dnn-and-rvsm_default_018_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T02:06:57.032488,,,3.7922437673130194,64.0,0.9635591815381592,21.16,0.1066481994459849,60861.97,64101.84,0.38,0.627
bug-localization-by-dnn-and-rvsm_default_019_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T02:24:53.212378,,2057.0,3.7042606516290726,65.0,0.9634552465356964,27.930000000000007,1.0563909774435984,67791.4,70777.81000000006,0.382,0.629
bug-localization-by-dnn-and-rvsm_default_020_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T02:42:41.323645,,9625.0,3.7632241813602016,65.0,0.9633657592135892,28.55,1.0403022670025166,67010.26,70474.44,0.382,0.627
bug-localization-by-dnn-and-rvsm_default_021_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T03:00:34.079243,,7817.0,3.6960907944514494,65.0,0.9638484833602464,20.36,1.042875157629254,67600.76,70348.29999999999,0.379,0.624
bug-localization-by-dnn-and-rvsm_default_022_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T03:18:24.145804,,9598.0,3.640605296343001,65.0,0.96350151557942,21.419999999999987,0.9936948297604004,67347.18,70283.03000000007,0.38,0.626
bug-localization-by-dnn-and-rvsm_default_023_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T03:36:02.261622,,18578.0,3.698979591836735,65.0,0.963316157890798,24.489999999999995,1.0063775510204067,66410.71,69554.58000000003,0.381,0.628
bug-localization-by-dnn-and-rvsm_default_024_parallel,bug-localization-by-dnn-and-rvsm,default,2025-12-23T03:53:51.972381,,3772.0,3.6275252525252526,65.0,0.9643370788988056,29.669999999999987,1.0012626262626227,67292.02,70236.12999999998,0.382,0.628
