experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,training_duration,l2_regularization,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation
mutation_2x_safe__pytorch_resnet_cifar10_resnet20_064_parallel,2025-11-23T14:39:39.819979,pytorch_resnet_cifar10,resnet20,True,True,2612.308449268341,0,Training completed successfully,,,,,,,,248.0,,,91.72,,,,,,91.72,,,,,,,,,176814.22,13196.34,190010.56,190.29571030640696,320.7,129.62,478213.1200000007,70.38718662952647,77.0,99.72741742936728,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist_ff,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/pytorch_resnet_cifar10_resnet20_064_parallel/background_logs,2612.308449268341,0.0,Training completed successfully,,,99.72741742936728,77.0,0.9305494389364465,191.07999999999998,6.612813370473532
mutation_2x_safe__MRT-OAST_default_065,2025-11-23T14:41:49.372725,MRT-OAST,default,False,True,69.54740881919861,0,Training completed successfully,,,,8.0,,,,,,,,,,,,,,,,,,,,,,4579.8,323.48,4903.28,178.20194029850742,185.52,176.95,11939.529999999995,69.0,69.0,100.0,100.0,default,1.0,epochs,,,,,,,,,8.0,,100.0,69.0,0.9340278344291985,8.570000000000022,0.0
mutation_2x_safe__MRT-OAST_default_066,2025-11-23T14:43:44.698256,MRT-OAST,default,False,True,55.32273888587952,0,Training completed successfully,,,,6.0,,,,,,,,,,,,,,,,,,,,,,3638.33,255.55,3893.88,185.7224528301887,186.61,183.59,9843.29,69.26415094339623,70.0,100.0,100.0,default,1.0,epochs,,,,,,,,,6.0,,100.0,70.0,0.9343713725127636,3.0200000000000102,0.7358490566037688
mutation_2x_safe__MRT-OAST_default_067,2025-11-23T14:45:40.009758,MRT-OAST,default,False,True,55.3084614276886,0,Training completed successfully,,,,,,0.0001421554593713,,,,,,,,,,,,,,,,,,,,3633.43,255.15,3888.58,185.65735849056608,186.83,183.55,9839.840000000002,69.66037735849056,70.0,100.0,100.0,default,1.0,learning_rate,,,,,,,,,,,100.0,70.0,0.9343847882774688,3.280000000000001,0.3396226415094361
mutation_2x_safe__MRT-OAST_default_068,2025-11-23T14:47:35.411456,MRT-OAST,default,False,True,55.39889121055603,0,Training completed successfully,,,,,,0.0001263810196325,,,,,,,,,,,,,,,,,,,,3638.39,255.67,3894.06,185.397924528302,186.74,183.27,9826.090000000002,69.54716981132076,70.0,100.0,100.0,default,1.0,learning_rate,,,,,,,,,,,100.0,70.0,0.9343435899806372,3.469999999999999,0.4528301886792434
mutation_2x_safe__MRT-OAST_default_069,2025-11-23T14:49:28.820832,MRT-OAST,default,False,True,53.4063925743103,0,Training completed successfully,,,0.1881332161456702,,,,,,,,,,,,,,,,,,,,,,,3505.89,247.02,3752.91,186.4319607843137,193.01,176.65,9508.03,69.96078431372548,70.0,99.82352941176472,100.0,default,1.0,dropout,,,,,,,,,,,99.82352941176472,70.0,0.9341790770362199,16.359999999999985,0.03921568627451677
mutation_2x_safe__MRT-OAST_default_070,2025-11-23T14:51:24.120709,MRT-OAST,default,False,True,55.29707837104797,0,Training completed successfully,,,0.2826976906141293,,,,,,,,,,,,,,,,,,,,,,,3636.81,254.56,3891.37,183.3807547169811,185.02,181.79,9719.179999999998,69.0,69.0,100.0,100.0,default,1.0,dropout,,,,,,,,,,,100.0,69.0,0.9345834500445859,3.230000000000018,0.0
mutation_2x_safe__MRT-OAST_default_071,2025-11-23T14:53:19.455821,MRT-OAST,default,False,True,55.33212804794312,0,Training completed successfully,,,,,,,,,1.2014817199326252e-05,,,,,,,,,,,,,,,,,3639.19,256.64,3895.83,178.83660377358495,185.67,176.95,9478.340000000002,69.0,69.0,100.0,100.0,default,1.0,weight_decay,,,,,,,,,,1.2014817199326252e-05,100.0,69.0,0.9341244356144904,8.719999999999999,0.0
mutation_2x_safe__MRT-OAST_default_072,2025-11-23T14:55:13.250356,MRT-OAST,default,False,True,53.791667222976685,0,Training completed successfully,,,,,,,,,0.0007079312129793,,,,,,,,,,,,,,,,,3529.39,249.56,3778.95,187.1207843137255,206.83,179.77,9543.159999999998,69.23529411764706,70.0,99.84313725490196,100.0,default,1.0,weight_decay,,,,,,,,,,0.0007079312129793,99.84313725490196,70.0,0.9339604916709668,27.060000000000002,0.764705882352942
mutation_2x_safe__MRT-OAST_default_073,2025-11-23T14:57:08.333999,MRT-OAST,default,False,True,55.0807409286499,0,Training completed successfully,,,,,,,,2900.0,,,,,,,,,,,,,,,,,,3620.26,256.85,3877.11,189.4335849056603,190.95,187.4,10039.979999999996,70.0,70.0,100.0,100.0,default,1.0,seed,,,,,,,,,,,100.0,70.0,0.9337522020267673,3.549999999999983,0.0
mutation_2x_safe__MRT-OAST_default_074,2025-11-23T14:59:02.825605,MRT-OAST,default,False,True,54.488895416259766,0,Training completed successfully,,,,,,,,5734.0,,,,,,,,,,,,,,,,,,3580.16,254.9,3835.06,185.7201923076924,291.69,164.13,9657.450000000004,70.11538461538461,75.0,98.17307692307692,100.0,default,1.0,seed,,,,,,,,,,,98.17307692307692,75.0,0.9335342862953904,127.56,4.884615384615387
mutation_2x_safe__MRT-OAST_default_075_parallel,2025-11-23T15:01:28.674783,MRT-OAST,default,True,True,55.84200406074524,0,Training completed successfully,,,,9.0,,,,,,,,,,,,,,,,,,,,,,3704.96,249.27,3954.23,184.44708333333327,185.1,183.18,8853.460000000001,69.875,70.0,100.0,100.0,default,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_075_parallel/background_logs,55.84200406074524,0.0,Training completed successfully,9.0,,100.0,70.0,0.9369611782824975,1.9199999999999875,0.125
mutation_2x_safe__MRT-OAST_default_076_parallel,2025-11-23T15:03:54.354823,MRT-OAST,default,True,True,55.662376165390015,0,Training completed successfully,,,,14.0,,,,,,,,,,,,,,,,,,,,,,3696.71,248.39,3945.1,184.76404255319144,185.5,183.66,8683.909999999996,69.2127659574468,70.0,100.0,100.0,default,1.0,epochs,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_076_parallel/background_logs,55.662376165390015,0.0,Training completed successfully,14.0,,100.0,70.0,0.9370383513725888,1.8400000000000034,0.7872340425531945
mutation_2x_safe__MRT-OAST_default_077_parallel,2025-11-23T15:06:19.935276,MRT-OAST,default,True,True,55.57103419303894,0,Training completed successfully,,,,,,5.5942843488018006e-05,,,,,,,,,,,,,,,,,,,,3686.29,247.85,3934.14,184.42270833333336,185.22,182.98,8852.29,69.22916666666667,70.0,100.0,100.0,default,1.0,learning_rate,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_077_parallel/background_logs,55.57103419303894,0.0,Training completed successfully,,,100.0,70.0,0.9370002084318301,2.240000000000009,0.7708333333333286
mutation_2x_safe__MRT-OAST_default_078_parallel,2025-11-23T15:08:45.641178,MRT-OAST,default,True,True,55.69662070274353,0,Training completed successfully,,,,,,7.929191325686191e-05,,,,,,,,,,,,,,,,,,,,3697.21,247.68,3944.89,185.0958333333334,186.05,184.15,8884.600000000002,69.20833333333333,70.0,100.0,100.0,default,1.0,learning_rate,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_078_parallel/background_logs,55.69662070274353,0.0,Training completed successfully,,,100.0,70.0,0.9372149793783857,1.9000000000000057,0.7916666666666714
mutation_2x_safe__MRT-OAST_default_079_parallel,2025-11-23T15:11:11.472609,MRT-OAST,default,True,True,55.82130885124207,0,Training completed successfully,,,0.1604001989177411,,,,,,,,,,,,,,,,,,,,,,,3704.36,248.89,3953.25,181.700625,190.58,180.23,8721.629999999997,69.0,69.0,100.0,100.0,default,1.0,dropout,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_079_parallel/background_logs,55.82130885124207,0.0,Training completed successfully,,,100.0,69.0,0.9370416745715551,10.350000000000023,0.0
mutation_2x_safe__MRT-OAST_default_080_parallel,2025-11-23T15:13:37.075604,MRT-OAST,default,True,True,55.59422945976257,0,Training completed successfully,,,0.0860428717356504,,,,,,,,,,,,,,,,,,,,,,,3690.56,248.4,3938.96,181.6725,190.51,180.36,8720.279999999999,69.0,69.0,100.0,100.0,default,1.0,dropout,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_080_parallel/background_logs,55.59422945976257,0.0,Training completed successfully,,,100.0,69.0,0.9369376688262891,10.149999999999977,0.0
mutation_2x_safe__MRT-OAST_default_081_parallel,2025-11-23T15:16:02.341405,MRT-OAST,default,True,True,55.25694489479065,0,Training completed successfully,,,,,,,,,0.0005717446125042,,,,,,,,,,,,,,,,,3672.13,245.95,3918.08,189.1664583333333,191.01,186.82,9079.99,70.0,70.0,100.0,100.0,default,1.0,weight_decay,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_081_parallel/background_logs,55.25694489479065,0.0,Training completed successfully,,0.0005717446125042,100.0,70.0,0.9372269070565176,4.189999999999998,0.0
mutation_2x_safe__MRT-OAST_default_082_parallel,2025-11-23T15:18:28.086743,MRT-OAST,default,True,True,55.73644518852234,0,Training completed successfully,,,,,,,,,3.46147453717011e-05,,,,,,,,,,,,,,,,,3704.04,248.57,3952.61,180.9054166666667,190.24,173.07,8683.460000000001,69.02083333333333,70.0,100.0,100.0,default,1.0,weight_decay,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_082_parallel/background_logs,55.73644518852234,0.0,Training completed successfully,,3.46147453717011e-05,100.0,70.0,0.9371124396284986,17.170000000000016,0.9791666666666714
mutation_2x_safe__MRT-OAST_default_083_parallel,2025-11-23T15:20:53.733749,MRT-OAST,default,True,True,55.63794779777527,0,Training completed successfully,,,,,,,,4708.0,,,,,,,,,,,,,,,,,,3698.22,248.54,3946.76,182.0977083333333,189.96,179.78,8740.689999999999,69.0,69.0,100.0,100.0,default,1.0,seed,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_083_parallel/background_logs,55.63794779777527,0.0,Training completed successfully,,,100.0,69.0,0.9370268270682787,10.180000000000007,0.0
mutation_2x_safe__MRT-OAST_default_084_parallel,2025-11-23T15:23:19.304541,MRT-OAST,default,True,True,55.56194448471069,0,Training completed successfully,,,,,,,,7934.0,,,,,,,,,,,,,,,,,,3692.71,246.29,3939.0,189.2,190.88,186.77,8892.4,70.0,70.0,100.0,100.0,default,1.0,seed,parallel,examples,mnist_rnn,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/MRT-OAST_default_084_parallel/background_logs,55.56194448471069,0.0,Training completed successfully,,,100.0,70.0,0.9374739781670475,4.109999999999985,0.0
mutation_2x_safe__VulBERTa_mlp_085,2025-11-23T15:25:46.989877,VulBERTa,mlp,False,True,87.679762840271,0,Training completed successfully,,,,5.0,,,,,,,,,,,,,,,,,,,,,,5910.81,418.81,6329.62,179.19630952380953,186.86,177.17,15052.490000000002,69.0,69.0,100.0,100.0,mutation_2x_safe,1.0,epochs,,,,,,,,,5.0,,100.0,69.0,0.9338333106884774,9.690000000000026,0.0
mutation_2x_safe__VulBERTa_mlp_086,2025-11-23T15:28:13.465068,VulBERTa,mlp,False,True,86.4720938205719,0,Training completed successfully,,,,12.0,,,,,,,,,,,,,,,,,,,,,,5832.64,410.28,6242.92,185.34048192771093,318.27,144.23,15383.260000000006,69.57831325301204,75.0,98.48192771084338,100.0,mutation_2x_safe,1.0,epochs,,,,,,,,,12.0,,98.48192771084338,75.0,0.9342807532372672,174.04,5.421686746987959
mutation_2x_safe__VulBERTa_mlp_087,2025-11-23T15:30:41.203400,VulBERTa,mlp,False,True,87.73500633239746,0,Training completed successfully,,,,,,3.7911927254533e-05,,,,,,,,,,,,,,,,,,,,5924.54,414.53,6339.07,179.3433333333333,310.95,130.79,15064.839999999997,69.13095238095238,73.0,99.26190476190476,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,,,99.26190476190476,73.0,0.9346071269129383,180.16,3.8690476190476204
mutation_2x_safe__VulBERTa_mlp_088,2025-11-23T15:33:08.907379,VulBERTa,mlp,False,True,87.70080471038818,0,Training completed successfully,,,,,,3.4238263388520385e-05,,,,,,,,,,,,,,,,,,,,5932.93,418.56,6351.49,182.9494047619047,286.24,133.0,15367.749999999996,69.17857142857143,73.0,98.8095238095238,100.0,mutation_2x_safe,1.0,learning_rate,,,,,,,,,,,98.8095238095238,73.0,0.9341005024017988,153.24,3.8214285714285694
mutation_2x_safe__VulBERTa_mlp_089,2025-11-23T15:35:36.642375,VulBERTa,mlp,False,True,87.73162531852722,0,Training completed successfully,,,,,,,,,3.296007164140619e-05,,,,,,,,,,,,,,,,,5921.48,417.55,6339.03,184.2855952380953,307.99,163.85,15479.990000000003,69.72619047619048,74.0,99.9404761904762,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,,3.296007164140619e-05,99.9404761904762,74.0,0.9341303006926926,144.14000000000001,4.273809523809518
mutation_2x_safe__VulBERTa_mlp_090,2025-11-23T15:38:04.407931,VulBERTa,mlp,False,True,87.76237845420837,0,Training completed successfully,,,,,,,,,3.744668106380706e-05,,,,,,,,,,,,,,,,,5929.05,420.09,6349.14,186.09142857142865,309.97,136.28,15631.680000000006,69.75,73.0,99.58333333333331,100.0,mutation_2x_safe,1.0,weight_decay,,,,,,,,,,3.744668106380706e-05,99.58333333333331,73.0,0.9338351335771459,173.69000000000003,3.25
mutation_2x_safe__VulBERTa_mlp_091,2025-11-23T15:40:31.873302,VulBERTa,mlp,False,True,87.46201586723328,0,Training completed successfully,,,,,,,,7023.0,,,,,,,,,,,,,,,,,,5915.21,415.25,6330.46,182.3571428571429,183.25,181.88,15318.000000000004,69.02380952380952,70.0,100.0,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,,,100.0,70.0,0.9344044508613908,1.3700000000000045,0.9761904761904816
mutation_2x_safe__VulBERTa_mlp_092,2025-11-23T15:42:59.643973,VulBERTa,mlp,False,True,87.76754570007324,0,Training completed successfully,,,,,,,,2719.0,,,,,,,,,,,,,,,,,,5928.52,417.36,6345.88,184.00035714285715,274.47,141.17,15456.03,69.63095238095238,75.0,98.8095238095238,100.0,mutation_2x_safe,1.0,seed,,,,,,,,,,,98.8095238095238,75.0,0.9342313438010174,133.30000000000004,5.36904761904762
mutation_2x_safe__VulBERTa_mlp_093_parallel,2025-11-23T15:46:07.288101,VulBERTa,mlp,True,True,97.63652324676514,0,Training completed successfully,,,,20.0,,,,,,,,,,,,,,,,,,,,,,6584.57,481.43,7066.0,183.88591397849456,319.46,132.73,17101.389999999996,69.80645161290323,75.0,98.66666666666669,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_093_parallel/background_logs,97.63652324676514,0.0,Training completed successfully,20.0,,98.66666666666669,75.0,0.9318666855363713,186.73,5.193548387096769
mutation_2x_safe__VulBERTa_mlp_094_parallel,2025-11-23T15:49:17.328652,VulBERTa,mlp,True,True,100.03141760826112,0,Training completed successfully,,,,7.0,,,,,,,,,,,,,,,,,,,,,,6730.62,495.69,7226.31,179.68187499999996,180.47,179.07,17249.459999999995,69.0,69.0,100.0,100.0,mutation_2x_safe,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_094_parallel/background_logs,100.03141760826112,0.0,Training completed successfully,7.0,,100.0,69.0,0.931404824869124,1.4000000000000057,0.0
mutation_2x_safe__VulBERTa_mlp_095_parallel,2025-11-23T15:52:26.766841,VulBERTa,mlp,True,True,99.42908883094788,0,Training completed successfully,,,,,,2.4683001870555256e-05,,,,,,,,,,,,,,,,,,,,6701.29,492.43,7193.72,182.64147368421047,183.82,181.48,17350.940000000006,69.06315789473685,70.0,100.0,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_095_parallel/background_logs,99.42908883094788,0.0,Training completed successfully,,,100.0,70.0,0.9315472384246258,2.3400000000000034,0.9368421052631533
mutation_2x_safe__VulBERTa_mlp_096_parallel,2025-11-23T15:55:35.879669,VulBERTa,mlp,True,True,99.10336995124815,0,Training completed successfully,,,,,,2.3439673303020184e-05,,,,,,,,,,,,,,,,,,,,6692.72,488.0,7180.72,185.8317894736842,319.26,157.89,17654.02,70.23157894736842,75.0,99.2,100.0,mutation_2x_safe,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_096_parallel/background_logs,99.10336995124815,0.0,Training completed successfully,,,99.2,75.0,0.9320402410900299,161.37,4.768421052631581
mutation_2x_safe__VulBERTa_mlp_097_parallel,2025-11-23T15:58:45.323426,VulBERTa,mlp,True,True,99.43442940711977,0,Training completed successfully,,,,,,,,,1.9515045134764296e-05,,,,,,,,,,,,,,,,,6709.53,490.35,7199.88,189.636947368421,190.62,188.25,18015.509999999995,70.62105263157895,71.0,100.0,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_097_parallel/background_logs,99.43442940711977,0.0,Training completed successfully,,1.9515045134764296e-05,100.0,71.0,0.9318946982449707,2.3700000000000045,0.37894736842105203
mutation_2x_safe__VulBERTa_mlp_098_parallel,2025-11-23T16:01:53.074035,VulBERTa,mlp,True,True,97.7412223815918,0,Training completed successfully,,,,,,,,,2.7447082173123794e-05,,,,,,,,,,,,,,,,,6585.47,480.51,7065.98,183.82521276595745,301.79,141.35,17279.569999999996,70.09574468085107,75.0,99.14893617021276,100.0,mutation_2x_safe,1.0,weight_decay,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_098_parallel/background_logs,97.7412223815918,0.0,Training completed successfully,,2.7447082173123794e-05,99.14893617021276,75.0,0.9319966940183811,160.44000000000003,4.90425531914893
mutation_2x_safe__VulBERTa_mlp_099_parallel,2025-11-23T16:05:02.562752,VulBERTa,mlp,True,True,99.47952604293825,0,Training completed successfully,,,,,,,,2692.0,,,,,,,,,,,,,,,,,,6704.82,490.5,7195.32,178.20778947368427,178.98,177.5,16929.740000000005,69.12631578947368,70.0,100.0,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_099_parallel/background_logs,99.47952604293825,0.0,Training completed successfully,,,100.0,70.0,0.9318306899484665,1.4799999999999898,0.8736842105263207
mutation_2x_safe__VulBERTa_mlp_100_parallel,2025-11-23T16:08:12.172109,VulBERTa,mlp,True,True,99.60020637512208,0,Training completed successfully,,,,,,,,2992.0,,,,,,,,,,,,,,,,,,6719.26,492.46,7211.72,182.14073684210533,317.22,165.3,17303.370000000006,69.87368421052632,75.0,100.0,100.0,mutation_2x_safe,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/VulBERTa_mlp_100_parallel/background_logs,99.60020637512208,0.0,Training completed successfully,,,100.0,75.0,0.9317139323212771,151.92000000000002,5.126315789473679
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_101,2025-11-23T16:46:29.199351,bug-localization-by-dnn-and-rvsm,default,False,True,2237.0052196979523,0,Training completed successfully,,,,,,,2813.0,,,,,,,,,,,,,,,,,,,168519.87,10144.92,178664.79,182.0718108108105,313.08,126.25,336832.84999999945,69.85621621621621,75.0,99.70432432432432,100.0,default,1.0,max_iter,,,,,,,,,2813.0,,99.70432432432432,75.0,0.9432181349218276,186.82999999999998,5.143783783783789
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_102,2025-11-23T17:24:15.742810,bug-localization-by-dnn-and-rvsm,default,False,True,2206.523845434189,0,Training completed successfully,,,,,,,12193.0,,,,,,,,,,,,,,,,,,,166244.0,10007.09,176251.09,179.33712021857897,314.61,120.8,328186.92999999947,70.16830601092896,76.0,99.62677595628416,100.0,default,1.0,max_iter,,,,,,,,,12193.0,,99.62677595628416,76.0,0.9432225355315533,193.81,5.8316939890710415
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_103,2025-11-23T18:02:08.850618,bug-localization-by-dnn-and-rvsm,default,False,True,2213.0879476070404,0,Training completed successfully,1.875842452824886e-05,,,,,,,,,,,,,,,,,,,,,,,,,166630.34,10107.48,176737.82,179.64279956427015,316.03,121.26,329824.18,70.32407407407408,75.0,99.61873638344228,100.0,default,1.0,alpha,,,,,,,,,,1.875842452824886e-05,99.61873638344228,75.0,0.9428108822435401,194.76999999999998,4.675925925925924
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_104,2025-11-23T18:39:59.353790,bug-localization-by-dnn-and-rvsm,default,False,True,2210.483597755432,0,Training completed successfully,6.596035512417656e-06,,,,,,,,,,,,,,,,,,,,,,,,,166522.78,10085.44,176608.22,181.32165298303207,318.88,121.83,331274.6599999996,70.23535851122058,75.0,99.3935413245758,100.0,default,1.0,alpha,,,,,,,,,,6.596035512417656e-06,99.3935413245758,75.0,0.942893711289316,197.05,4.764641488779418
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_105,2025-11-23T19:17:55.103264,bug-localization-by-dnn-and-rvsm,default,False,True,2215.7297196388245,0,Training completed successfully,,,,,,,,9036.0,,,,,,,,,,,,,,,,,,167044.72,10144.36,177189.08,180.80293668122272,308.34,123.42,331230.98000000004,69.9934497816594,75.0,99.62390829694324,100.0,default,1.0,seed,,,,,,,,,,,99.62390829694324,75.0,0.9427483905893073,184.91999999999996,5.006550218340607
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_106,2025-11-23T19:55:48.003645,bug-localization-by-dnn-and-rvsm,default,False,True,2212.880748987198,0,Training completed successfully,,,,,,,,2062.0,,,,,,,,,,,,,,,,,,166581.38,10129.97,176711.35,181.587863387978,317.93,124.24,332305.78999999975,69.88469945355192,75.0,99.5136612021858,100.0,default,1.0,seed,,,,,,,,,,,99.5136612021858,75.0,0.9426750460567473,193.69,5.115300546448083
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_107_parallel,2025-11-23T20:34:22.599309,bug-localization-by-dnn-and-rvsm,default,True,True,2224.571357727051,0,Training completed successfully,,,,,,,15068.0,,,,,,,,,,,,,,,,,,,167502.06,10146.45,177648.51,181.2109337676439,319.99,125.93,333790.54000000004,69.82193268186754,74.0,99.58414766558089,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_107_parallel/background_logs,2224.571357727051,0.0,Training completed successfully,15068.0,,99.58414766558089,74.0,0.9428846884220982,194.06,4.178067318132463
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_108_parallel,2025-11-23T21:12:48.621107,bug-localization-by-dnn-and-rvsm,default,True,True,2215.997578859329,0,Training completed successfully,,,,,,,1927.0,,,,,,,,,,,,,,,,,,,166851.09,10077.34,176928.43,181.5363195201746,316.5,121.01,332937.6100000002,69.76717557251908,75.0,99.62977099236642,100.0,default,1.0,max_iter,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_108_parallel/background_logs,2215.997578859329,0.0,Training completed successfully,1927.0,,99.62977099236642,75.0,0.943042845064527,195.49,5.232824427480921
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_109_parallel,2025-11-23T21:51:23.442615,bug-localization-by-dnn-and-rvsm,default,True,True,2224.7973124980927,0,Training completed successfully,6.251717651898004e-06,,,,,,,,,,,,,,,,,,,,,,,,,167542.1,10171.36,177713.46,182.9160217983648,317.26,123.37,335650.8999999993,69.46811989100817,74.0,99.48719346049046,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_109_parallel/background_logs,2224.7973124980927,0.0,Training completed successfully,,6.251717651898004e-06,99.48719346049046,74.0,0.942765393234705,193.89,4.531880108991828
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_110_parallel,2025-11-23T22:29:54.952930,bug-localization-by-dnn-and-rvsm,default,True,True,2221.4864585399628,0,Training completed successfully,1.0557984747514712e-05,,,,,,,,,,,,,,,,,,,,,,,,,167370.11,10154.51,177524.62,181.1673879781422,312.28,127.65,331536.3200000002,69.17868852459016,75.0,99.64207650273224,100.0,default,1.0,alpha,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_110_parallel/background_logs,2221.4864585399628,0.0,Training completed successfully,,1.0557984747514712e-05,99.64207650273224,75.0,0.9427994269189254,184.62999999999997,5.821311475409843
mutation_2x_safe__bug-localization-by-dnn-and-rvsm_default_111_parallel,2025-11-23T23:06:56.327013,bug-localization-by-dnn-and-rvsm,default,True,True,2131.350720643997,0,Training completed successfully,,,,,,,,5153.0,,,,,,,,,,,,,,,,,,160092.85,9668.83,169761.68,184.3466363118956,312.64,131.63,323897.0400000006,69.17757541263518,74.0,99.3915765509391,100.0,default,1.0,seed,parallel,Person_reID_baseline_pytorch,pcb,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251122_175401/bug-localization-by-dnn-and-rvsm_default_111_parallel/background_logs,2131.350720643997,0.0,Training completed successfully,,,99.3915765509391,74.0,0.9430446847604242,181.01,4.8224245873648215
