experiment_id,timestamp,is_mnist,is_mnist_ff,is_mnist_rnn,is_siamese,training_duration,hyperparam_learning_rate,hyperparam_batch_size,hyperparam_seed,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_test_accuracy
mutation_2x_safe__examples_mnist_014,2025-11-22T20:43:40.671003,1,0,0,0,6.0,,,,12072.42,30136.54,183.75939024390243,100.0,69.0,0.9307868679187769,1.7300000000000182,0.0,99.0
mutation_2x_safe__examples_mnist_015,2025-11-22T20:51:08.073543,1,0,0,0,,0.0196513114076837,,,27527.77,68657.36,184.0679892761394,99.91420911528152,74.0,0.9306416756606148,152.15,4.042895442359253,98.0
mutation_2x_safe__examples_mnist_016,2025-11-22T20:58:34.288596,1,0,0,0,,0.0102551225051921,,,27436.41,69653.63000000002,187.24094086021512,99.39784946236558,75.0,0.9309472339857876,189.59,4.811827956989248,97.0
mutation_2x_safe__examples_mnist_017,2025-11-22T21:05:58.922712,1,0,0,0,,,,7185.0,27318.91,68248.81,184.45624324324325,99.98378378378378,74.0,0.9307322290677044,133.69999999999996,4.383783783783784,99.0
mutation_2x_safe__examples_mnist_018,2025-11-22T21:13:23.871992,1,0,0,0,,,,4829.0,27313.08,68420.5900000001,184.92051351351373,99.77837837837838,74.0,0.9309803215162844,161.56000000000003,4.943243243243245,99.0
mutation_2x_safe__examples_mnist_019_parallel,2025-11-22T21:21:26.043580,1,0,0,0,14.0,,,,28681.71,70487.94999999994,186.9706896551723,99.22546419098144,74.0,0.931314067396958,184.43,4.668435013262595,99.0
mutation_2x_safe__examples_mnist_020_parallel,2025-11-22T21:28:06.178962,1,0,0,0,11.0,,,,22686.86,55564.96999999998,186.4596308724832,99.54697986577182,75.0,0.9312156904922056,152.17999999999998,5.775167785234899,99.0
mutation_2x_safe__examples_mnist_021_parallel,2025-11-22T21:36:09.233758,1,0,0,0,,0.0156988893065681,,,28753.16,69313.69999999998,183.36957671957668,99.75132275132276,74.0,0.9312134735799474,148.5,4.960317460317455,97.0
mutation_2x_safe__examples_mnist_022_parallel,2025-11-22T21:44:12.356610,1,0,0,0,,0.0065029006438997,,,28751.6,70010.01999999995,185.2116931216929,99.62698412698413,74.0,0.93115687474784,182.99,4.968253968253961,95.0
mutation_2x_safe__examples_mnist_023_parallel,2025-11-22T21:52:16.213232,1,0,0,0,,,,9973.0,28836.03,70271.69999999997,185.90396825396817,99.06878306878306,75.0,0.9310872543827984,189.65,5.830687830687836,99.0
mutation_2x_safe__examples_mnist_024_parallel,2025-11-22T22:00:19.146203,1,0,0,0,,,,2874.0,28758.17,69644.07999999999,184.24359788359783,99.29100529100528,75.0,0.9312699660652956,179.18,5.833333333333329,99.0
mutation_2x_safe__examples_mnist_rnn_025,2025-11-22T22:09:01.413147,0,0,1,0,12.0,,,,31554.95,79899.55000000005,185.38178654292355,99.90023201856148,74.0,0.9310735716583292,146.17000000000002,4.6589327146171655,95.0
mutation_2x_safe__examples_mnist_rnn_026,2025-11-22T22:18:09.088781,0,0,1,0,13.0,,,,32876.12,83053.29999999996,182.5347252747252,99.810989010989,73.0,0.9311618889333656,194.45,4.294505494505501,95.0
mutation_2x_safe__examples_mnist_rnn_027,2025-11-22T22:28:06.434898,0,0,1,0,,0.0093908695351179,,,36668.98,92317.97999999997,184.26742514970053,99.7245508982036,73.0,0.9306056508798444,182.57,3.966067864271452,59.0
mutation_2x_safe__examples_mnist_rnn_028,2025-11-22T22:38:04.606839,0,0,1,0,,0.0104460786715675,,,36673.23,93136.68000000002,185.9015568862276,99.34730538922156,73.0,0.930911457758152,185.22000000000003,4.055888223552898,61.0
mutation_2x_safe__examples_mnist_rnn_029,2025-11-22T22:48:01.850854,0,0,1,0,,,,8534.0,36606.66,92245.6199999999,184.4912399999997,99.6,73.0,0.931016924242747,148.76,4.340000000000003,96.0
mutation_2x_safe__examples_mnist_rnn_030,2025-11-22T22:58:01.004087,0,0,1,0,,,,3946.0,36729.81,93414.43999999996,186.0845418326693,99.29083665338644,74.0,0.9307872815024092,183.2,5.027888446215144,96.0
mutation_2x_safe__examples_mnist_rnn_031_parallel,2025-11-22T23:07:12.933431,0,0,1,0,12.0,,,,31459.68,80595.19999999998,187.43069767441847,99.76744186046513,73.0,0.9310387136804952,153.53,3.9790697674418567,95.0
mutation_2x_safe__examples_mnist_rnn_032_parallel,2025-11-22T23:17:41.937257,0,0,1,0,14.0,,,,36739.3,93321.62,185.8996414342629,99.56573705179282,74.0,0.930844082494767,185.73,5.145418326693232,95.0
mutation_2x_safe__examples_mnist_rnn_033_parallel,2025-11-22T23:28:09.655174,0,0,1,0,,0.0094110622771299,,,36671.1,92575.47,184.78137724550896,99.69261477045907,73.0,0.9305864836342514,188.38,4.249500998003995,59.0
mutation_2x_safe__examples_mnist_rnn_034_parallel,2025-11-22T23:38:32.187455,0,0,1,0,,0.0054038452683524,,,36196.74,92518.64999999998,186.5295362903225,99.70766129032258,74.0,0.930811448765828,176.27,5.030241935483872,48.0
mutation_2x_safe__examples_mnist_rnn_035_parallel,2025-11-22T23:48:42.337982,0,0,1,0,,,,2878.0,34964.29,90876.19,187.37358762886595,99.50103092783505,73.0,0.930892061586264,177.91,3.934020618556701,96.0
mutation_2x_safe__examples_mnist_rnn_036_parallel,2025-11-22T23:58:55.798056,0,0,1,0,,,,6402.0,35199.96,90918.00999999992,186.30739754098343,99.63319672131148,73.0,0.9314252061650068,194.54,4.088114754098356,96.0
mutation_2x_safe__examples_siamese_037,2025-11-23T00:10:17.984959,0,0,0,1,9.0,,,,44689.56,115439.56999999988,192.7204841402335,99.65275459098496,76.0,0.9319322007198102,157.43,6.378964941569279,100.0
mutation_2x_safe__examples_siamese_038,2025-11-23T00:18:17.633775,0,0,0,1,6.0,,,,30098.6,78442.87999999998,194.16554455445527,99.20049504950497,76.0,0.9322151196401162,155.54000000000002,5.811881188118818,100.0
mutation_2x_safe__examples_siamese_039,2025-11-23T00:35:29.133767,0,0,0,1,,0.0179184878026796,,,69880.56,179847.07000000004,192.1443055555556,99.48931623931624,76.0,0.9320972814184662,166.70000000000002,6.271367521367523,99.0
mutation_2x_safe__examples_siamese_040,2025-11-23T00:52:43.493050,0,0,0,1,,0.0052665243715974,,,70040.43,178699.1600000002,190.51083155650343,99.81343283582088,76.0,0.9321616100872026,149.76999999999998,6.594882729211093,97.0
mutation_2x_safe__examples_siamese_041,2025-11-23T01:09:41.533078,0,0,0,1,,,,313.0,68651.06,176605.10999999993,191.33814734561204,99.87865655471288,76.0,0.932130108406192,161.24999999999997,6.321776814734562,100.0
mutation_2x_safe__examples_siamese_042,2025-11-23T01:26:47.368120,0,0,0,1,,,,7426.0,69400.65,178498.74999999985,191.93413978494607,99.5989247311828,76.0,0.9322581272653788,158.29999999999998,6.295698924731184,100.0
mutation_2x_safe__examples_siamese_043_parallel,2025-11-23T01:44:15.186755,0,0,0,1,14.0,,,,68883.57,177063.8699999999,191.83517876489697,99.76598049837486,76.0,0.9322016846687824,157.58,6.332611050920903,100.0
mutation_2x_safe__examples_siamese_044_parallel,2025-11-23T02:02:54.284030,0,0,0,1,15.0,,,,73882.7,190734.8299999999,192.4670332996972,99.7547931382442,76.0,0.9320700245118276,148.23,6.287588294651869,100.0
mutation_2x_safe__examples_siamese_045_parallel,2025-11-23T02:20:33.021874,0,0,0,1,,0.0176593753086172,,,69530.17,177944.4600000001,190.72289389067527,99.73633440514467,76.0,0.9318484335648828,198.52,6.6902465166130725,99.0
mutation_2x_safe__examples_siamese_046_parallel,2025-11-23T02:38:04.885414,0,0,0,1,,0.0067572797572047,,,69176.38,178745.14999999994,193.0293196544276,99.60907127429806,76.0,0.9317942049005744,156.28,6.342332613390923,98.0
mutation_2x_safe__examples_siamese_047_parallel,2025-11-23T02:55:27.690305,0,0,0,1,,,,4314.0,68536.37,177063.53999999986,192.87967320261424,99.73856209150328,76.0,0.9319098750050522,161.59999999999997,6.359477124183002,100.0
mutation_2x_safe__examples_siamese_048_parallel,2025-11-23T03:12:59.611049,0,0,0,1,,,,1868.0,69152.58,178513.15000000029,192.5708198489755,99.70010787486515,76.0,0.9319647943720972,155.31999999999996,6.316073354908312,100.0
examples_mnist_059,2025-11-28T15:18:25.275123,1,0,0,0,11.0,0.01,32.0,1.0,5469.94,14819.120000000004,96.22805194805196,11.571428571428571,69.0,0.9289443759894992,22.06,0.8831168831168839,99.0
examples_mnist_060,2025-11-28T15:20:42.280777,1,0,0,0,5.0,0.01,32.0,1.0,2526.54,6649.51,94.993,11.685714285714283,67.0,0.9311034062393628,21.39999999999999,1.2285714285714278,99.0
examples_mnist_061,2025-11-28T15:25:02.526119,1,0,0,0,10.0,0.0183745588189432,32.0,1.0,6804.84,18211.830000000005,95.8517368421053,12.08421052631579,66.0,0.9289637963567108,22.03,0.4000000000000057,98.0
examples_mnist_062,2025-11-28T15:29:23.250269,1,0,0,0,10.0,0.0059209333993748,32.0,1.0,6801.29,18113.500000000004,95.3342105263158,11.978947368421052,66.0,0.9294325047160172,19.510000000000005,1.257894736842104,95.0
examples_mnist_063,2025-11-28T15:33:26.024170,1,0,0,0,10.0,0.01,86.0,1.0,5932.84,16274.700000000004,94.0734104046243,9.635838150289016,65.0,0.928444050404191,21.39999999999999,0.5838150289017392,99.0
examples_mnist_064,2025-11-28T15:37:24.902768,1,0,0,0,10.0,0.01,123.0,1.0,5745.92,15806.969999999998,93.53236686390532,8.21301775147929,65.0,0.9274876782134106,20.47,1.4378698224851971,99.0
examples_mnist_065,2025-11-28T15:41:47.859369,1,0,0,0,10.0,0.01,32.0,118.0,6886.23,18144.1,94.01088082901556,11.637305699481866,64.0,0.9298600250064258,21.730000000000004,0.575129533678755,99.0
examples_mnist_066,2025-11-28T15:46:08.596740,1,0,0,0,10.0,0.01,32.0,1158.0,6823.78,17876.849999999995,94.0886842105263,11.921052631578949,64.0,0.929880506112448,22.47999999999999,0.705263157894727,99.0
examples_mnist_ff_083,2025-11-28T17:23:30.661525,0,1,0,0,10.0,0.01,10000.0,1.0,543.93,2691.2700000000004,179.41800000000003,40.4,78.0,0.9237953413123012,242.89,8.0,91.38000011444092
examples_mnist_ff_084,2025-11-28T17:24:51.428815,0,1,0,0,10.0,0.01,10000.0,1.0,536.01,2702.6200000000003,180.1746666666667,40.66666666666666,76.0,0.923042480550736,243.83,7.533333333333331,91.74000024795532
examples_mnist_ff_085,2025-11-28T17:26:06.165274,0,1,0,0,13.0,0.01,32.0,1.0,339.2,761.84,84.64888888888889,0.7777777777777778,63.0,0.9217275943396226,23.870000000000005,1.2222222222222214,11.34999990463257
examples_mnist_ff_086,2025-11-28T17:27:20.931728,0,1,0,0,11.0,0.01,32.0,1.0,340.08,748.19,83.13222222222223,0.7777777777777778,61.0,0.920312867560574,24.19,1.1111111111111145,11.34999990463257
examples_mnist_ff_087,2025-11-28T17:28:41.678414,0,1,0,0,10.0,0.0069067486661833,32.0,1.0,534.06,2675.77,178.38466666666667,40.266666666666666,72.0,0.9236789873796952,242.7,8.266666666666673,84.53999757766724
examples_mnist_ff_088,2025-11-28T17:30:02.435002,0,1,0,0,10.0,0.0146577139590246,32.0,1.0,534.49,2667.8,177.85333333333332,40.4,72.0,0.9244326367191156,245.48,8.06666666666667,89.2799973487854
examples_mnist_ff_089,2025-11-28T17:31:23.285283,0,1,0,0,10.0,0.01,32.0,5179.0,536.57,2643.4,176.22666666666666,41.13333333333333,72.0,0.92431555994558,246.07,8.266666666666673,91.8500006198883
examples_mnist_ff_090,2025-11-28T17:32:44.008054,0,1,0,0,10.0,0.01,32.0,5353.0,532.99,2657.22,177.148,40.4,71.0,0.9252518808983282,246.07,7.799999999999997,91.349995136261
examples_mnist_rnn_067,2025-11-28T15:50:37.744554,0,0,1,0,9.0,0.01,32.0,1.0,8897.92,2007.4400000000007,10.190050761421324,0.0,60.0,0.9438891336402216,79.97999999999999,9.66497461928934,95.0
examples_mnist_rnn_068,2025-11-28T15:54:43.494571,0,0,1,0,8.0,0.01,32.0,1.0,7893.97,1773.520000000001,10.134400000000005,0.0114285714285714,51.0,0.944104170651776,76.78,6.925714285714278,95.0
examples_mnist_rnn_069,2025-11-28T16:01:02.153787,0,0,1,0,10.0,0.0120917953942012,32.0,1.0,13683.96,2280.9700000000007,7.5031907894736865,0.0098684210526315,48.0,0.943238653138419,74.88000000000001,7.368421052631582,65.0
examples_mnist_rnn_070,2025-11-28T16:07:26.030751,0,0,1,0,10.0,0.0112901530923658,32.0,1.0,13923.53,2321.670000000002,7.513495145631074,0.0064724919093851,46.0,0.942445629807958,74.64,7.171521035598708,63.0
examples_mnist_rnn_071,2025-11-28T16:12:17.148134,0,0,1,0,10.0,0.01,92.0,1.0,8731.91,1924.38,8.747181818181817,0.0136363636363636,44.0,0.9331028377525652,73.84,5.518181818181823,92.0
examples_mnist_rnn_072,2025-11-28T16:16:59.113073,0,0,1,0,10.0,0.01,121.0,1.0,8187.65,1902.7499999999984,9.017772511848335,0.0,44.0,0.9294132015902,74.24000000000001,5.625592417061611,91.0
examples_mnist_rnn_073,2025-11-28T16:23:19.481314,0,0,1,0,10.0,0.01,32.0,9809.0,13747.27,2248.5700000000006,7.3482679738562116,0.0098039215686274,44.0,0.9432985603687132,74.34,6.552287581699346,95.0
examples_mnist_rnn_074,2025-11-28T16:29:39.117205,0,0,1,0,10.0,0.01,32.0,7107.0,13712.94,2199.210000000001,7.210524590163938,0.0098360655737704,44.0,0.9434650775107308,74.04,7.111475409836068,96.0
examples_siamese_075,2025-11-28T16:36:21.555157,0,0,0,1,11.0,0.01,32.0,1.0,11544.91,55980.76000000001,170.15428571428575,49.48024316109422,72.0,0.9293021773231666,110.78,5.860182370820667,99.0
examples_siamese_076,2025-11-28T16:41:01.742254,0,0,0,1,7.0,0.01,32.0,1.0,7371.02,36602.86,175.1333014354067,49.68421052631579,74.0,0.928526852457326,104.86,2.492822966507177,99.0
examples_siamese_077,2025-11-28T16:49:11.611467,0,0,0,1,10.0,0.0123570760259487,32.0,1.0,14565.81,74290.23999999999,179.44502415458936,50.369565217391305,76.0,0.927856397962077,108.44,1.9830917874396192,99.0
examples_siamese_078,2025-11-28T16:57:22.423067,0,0,0,1,10.0,0.0077518837473554,32.0,1.0,14557.57,76098.29999999996,183.36939759036136,50.12771084337349,77.0,0.9283101506638816,110.95000000000002,1.346987951807222,98.0
examples_siamese_079,2025-11-28T17:01:26.524680,0,0,0,1,10.0,0.01,80.0,1.0,6222.01,33848.87000000001,194.533735632184,53.92528735632184,78.0,0.9279509354694062,126.02,1.867816091954026,99.0
examples_siamese_080,2025-11-28T17:05:45.889364,0,0,0,1,10.0,0.01,73.0,1.0,6739.85,36828.83999999999,194.86158730158724,55.629629629629626,79.0,0.9271823556904084,125.65,2.682539682539684,100.0
examples_siamese_081,2025-11-28T17:13:56.835526,0,0,0,1,10.0,0.01,32.0,6487.0,14582.19,76824.18999999997,185.11853012048184,50.2144578313253,78.0,0.9270534809929096,113.14,1.4674698795180774,100.0
examples_siamese_082,2025-11-28T17:22:09.484661,0,0,0,1,10.0,0.01,32.0,9527.0,14651.02,76794.28000000003,184.60163461538468,50.125,78.0,0.9263279962760272,112.13,1.1514423076923066,100.0
examples_mnist_003,2025-12-01T22:35:54.263029,1,0,0,0,10.0,0.01,76.0,1.0,6271.11,16236.419999999993,88.723606557377,9.027322404371583,58.0,0.928937620293696,23.14,3.863387978142079,99.0
examples_mnist_004,2025-12-01T22:40:23.025900,1,0,0,0,10.0,0.01,23.0,1.0,7172.78,18459.45,93.22954545454546,13.04040404040404,62.0,0.9325686832720368,24.69,3.005050505050505,99.0
examples_mnist_ff_009,2025-12-01T23:00:29.618158,0,1,0,0,10.0,0.01,32.0,1.0,540.06,2684.89,178.99266666666665,40.46666666666667,74.0,0.9263415176091546,243.99,7.266666666666666,5.98999969661236
examples_mnist_ff_010,2025-12-01T23:01:50.375298,0,1,0,0,10.0,0.01,32.0,1.0,532.25,2675.24,178.34933333333336,41.06666666666667,72.0,0.9272146547674964,244.77000000000004,7.599999999999994,11.34999990463257
examples_mnist_ff_011,2025-12-01T23:03:03.657514,0,1,0,0,10.0,0.01,104.0,1.0,294.23,664.76,83.095,6.0,59.0,0.9246847704177004,17.730000000000004,1.125,88.80999684333801
examples_mnist_ff_012,2025-12-01T23:04:16.923790,0,1,0,0,10.0,0.01,113.0,1.0,293.18,656.4,82.05,6.125,56.0,0.9250972099051776,17.799999999999997,0.375,92.26999878883362
examples_mnist_ff_013,2025-12-01T23:05:31.621172,0,1,0,0,5.0,0.01,32.0,1.0,335.31,719.17,79.90777777777777,0.6666666666666666,55.0,0.9251438966926128,17.349999999999994,0.6666666666666643,10.26999950408936
examples_mnist_ff_014,2025-12-01T23:06:46.364147,0,1,0,0,8.0,0.01,32.0,1.0,335.65,721.78,80.19777777777777,0.7777777777777778,54.0,0.9259645464025028,20.44,0.7777777777777786,11.34999990463257
examples_mnist_ff_015,2025-12-01T23:08:07.073538,0,1,0,0,10.0,0.0064347098083148,32.0,1.0,529.07,2634.93,175.66199999999998,39.2,66.0,0.9269472848583362,246.66000000000005,8.466666666666669,84.99000072479248
examples_mnist_ff_016,2025-12-01T23:09:27.797049,0,1,0,0,10.0,0.0056126340872709,32.0,1.0,530.12,2638.09,175.87266666666667,39.93333333333333,67.0,0.92743152493775,247.02,8.399999999999999,77.80999541282654
examples_mnist_ff_017,2025-12-01T23:10:48.582414,0,1,0,0,10.0,0.01,32.0,605.0,530.87,2636.82,175.788,41.13333333333333,67.0,0.9273833518563868,247.08000000000004,7.733333333333334,91.93999767303468
examples_mnist_ff_018,2025-12-01T23:12:09.282336,0,1,0,0,10.0,0.01,32.0,3696.0,529.18,2633.04,175.536,40.53333333333333,67.0,0.9266034241656904,247.13,7.799999999999997,91.81999564170836
examples_mnist_rnn_005,2025-12-01T22:45:03.633402,0,0,1,0,10.0,0.01,120.0,1.0,8080.1,1970.2300000000005,9.426937799043063,0.0,57.0,0.930884518755956,78.41999999999999,10.454545454545451,91.0
examples_mnist_rnn_006,2025-12-01T22:51:01.552471,0,0,1,0,10.0,0.01,38.0,1.0,12420.49,2220.769999999999,7.819612676056335,0.0105633802816901,47.0,0.9422873010646118,74.98,7.433098591549296,95.0
examples_siamese_007,2025-12-01T22:55:22.985955,0,0,0,1,10.0,0.01,72.0,1.0,6815.11,34670.56000000002,181.5212565445028,53.75916230366492,72.0,0.9293467016673246,125.17000000000002,7.099476439790578,99.0
examples_siamese_008,2025-12-01T22:59:08.384507,0,0,0,1,10.0,0.01,89.0,1.0,5576.81,30021.66,192.44653846153844,56.12179487179487,75.0,0.9298111285842624,128.31,3.4166666666666714,100.0
examples_mnist_ff_009,2025-12-03T04:08:02.184650,0,1,0,0,10.0,0.01,81.0,1.0,294.52,690.9399999999999,86.36749999999999,6.25,66.0,0.9245212549232652,16.63000000000001,0.375,5.98999969661236
examples_mnist_ff_010,2025-12-03T04:09:16.905436,0,1,0,0,14.0,0.01,32.0,1.0,338.03,814.1500000000001,90.46111111111112,0.7777777777777778,66.0,0.9255687365026772,45.870000000000005,1.3333333333333286,11.34999990463257
examples_mnist_ff_011,2025-12-03T04:10:37.715757,0,1,0,0,10.0,0.012684299171363,32.0,1.0,536.31,2718.01,181.20066666666668,41.0,76.0,0.9266841938431132,240.15000000000003,7.733333333333334,88.80999684333801
examples_mnist_ff_012,2025-12-03T04:11:58.498501,0,1,0,0,10.0,0.01,32.0,3839.0,532.97,2709.82,180.65466666666669,41.13333333333333,76.0,0.9266938101581702,243.77000000000004,8.266666666666666,92.26999878883362
examples_mnist_010_parallel,2025-12-04T05:21:15.114036,1,0,0,0,10.0,0.01,31.0,1.0,8160.67,38398.85999999999,191.99429999999995,68.52,76.0,0.9371387398338618,27.579999999999984,1.3100000000000025,99.0
examples_mnist_011_parallel,2025-12-04T05:24:04.712019,1,0,0,0,5.0,0.01,32.0,1.0,2995.91,14347.510000000006,193.88527027027035,67.0,76.0,0.937231091721714,25.099999999999994,1.4054054054054037,99.0
examples_mnist_012_parallel,2025-12-04T05:29:02.403026,1,0,0,0,10.0,0.0083036847173297,32.0,1.0,8111.2,38798.65,194.9680904522613,68.54773869346734,77.0,0.937467945556761,24.680000000000007,1.7135678391959743,96.0
examples_mnist_013_parallel,2025-12-04T05:33:58.725088,1,0,0,0,10.0,0.01,32.0,437.0,8052.58,38511.490000000005,194.5024747474748,68.66666666666667,77.0,0.9386258813945344,24.099999999999994,1.5454545454545467,99.0
examples_mnist_ff_007,2025-12-04T05:13:34.638887,0,1,0,0,10.0,0.01,26.0,1.0,293.69,681.68,85.21,7.0,65.0,0.9256699240695972,14.25,0.375,8.19999948143959
examples_mnist_ff_008,2025-12-04T05:14:55.463169,0,1,0,0,10.0,0.00559625225492,32.0,1.0,535.24,2689.9,179.32666666666668,41.06666666666667,76.0,0.927210223451162,243.68,7.86666666666666,83.06999802589417
examples_mnist_ff_009,2025-12-04T05:16:16.194797,0,1,0,0,10.0,0.01,32.0,5269.0,531.5,2688.6800000000003,179.24533333333335,40.06666666666667,75.0,0.926698024459078,243.68,8.400000000000006,5.98999969661236
examples_mnist_ff_022_parallel,2025-12-04T06:33:07.776299,0,1,0,0,10.0,0.01,28.0,1.0,325.96,1010.19,112.24333333333333,19.666666666666668,67.0,0.9335194502392932,52.150000000000006,1.0,11.34999990463257
examples_mnist_ff_023_parallel,2025-12-04T06:34:52.521441,0,1,0,0,15.0,0.01,32.0,1.0,403.91,1105.93,100.53909090909092,13.363636363636363,65.0,0.9342180188655888,36.28999999999999,1.0,11.34999990463257
examples_mnist_ff_024_parallel,2025-12-04T06:36:44.290058,0,1,0,0,10.0,0.0060985192312166,32.0,1.0,676.2,3330.9999999999995,185.0555555555556,46.05555555555556,75.0,0.9363945578231292,231.65,7.611111111111114,11.34999990463257
