experiment_id,timestamp,is_mnist,is_mnist_ff,is_mnist_rnn,is_siamese,training_duration,hyperparam_learning_rate,hyperparam_batch_size,hyperparam_seed,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_test_accuracy
examples_mnist_ff_025_parallel,2025-12-04T06:38:36.208559,0,1,0,0,10.0,0.01,32.0,2571.0,681.62,3293.6000000000004,182.9777777777778,46.5,74.0,0.9363281593849946,232.28,7.611111111111114,11.34999990463257
examples_mnist_rnn_014_parallel,2025-12-04T05:40:31.760068,0,0,1,0,10.0,0.01,41.0,1.0,13473.69,50190.03,172.47432989690722,43.54639175257732,75.0,0.9435024852137758,30.25,1.3573883161512017,95.0
examples_mnist_rnn_015_parallel,2025-12-04T05:46:25.135349,0,0,1,0,11.0,0.01,32.0,1.0,11924.2,42487.38000000002,168.60071428571436,42.08730158730159,74.0,0.9441505509803592,37.98000000000002,0.7380952380952408,95.0
examples_mnist_rnn_016_parallel,2025-12-04T05:53:29.695947,0,0,1,0,10.0,0.0143676167258266,32.0,1.0,15223.56,54538.63999999999,169.37465838509314,42.298136645962735,74.0,0.9435158399218054,37.30000000000001,0.7515527950310599,70.0
examples_mnist_rnn_017_parallel,2025-12-04T06:00:35.136712,0,0,1,0,10.0,0.01,32.0,2716.0,15256.03,54907.78999999999,170.52108695652169,42.80124223602485,74.0,0.9445006335199916,27.879999999999995,0.4875776397515494,96.0
examples_siamese_018_parallel,2025-12-04T06:04:47.127494,0,0,0,1,10.0,0.01,97.0,1.0,6417.15,32308.059999999983,209.7925974025973,72.33116883116882,78.0,0.9368660542452648,130.94,2.064935064935071,100.0
examples_siamese_019_parallel,2025-12-04T06:13:18.702166,0,0,0,1,13.0,0.01,32.0,1.0,16611.26,79148.25000000001,194.46744471744475,68.02702702702703,77.0,0.9367188280720428,112.36,1.08599508599508,100.0
examples_siamese_020_parallel,2025-12-04T06:22:22.150004,0,0,0,1,10.0,0.0116086181001845,32.0,1.0,17921.05,85568.06000000008,194.9158542141232,67.96355353075171,77.0,0.9366315031764322,113.55,0.7995444191343921,99.0
examples_siamese_021_parallel,2025-12-04T06:31:25.055960,0,0,0,1,10.0,0.01,32.0,6913.0,17874.59,85677.04999999994,195.6097031963469,67.72146118721462,77.0,0.9367179890559728,114.35,0.7739726027397325,100.0
examples_mnist_ff_001_parallel,2025-12-04T15:50:33.267219,0,1,0,0,10.0,0.01,70.0,1.0,334.25,917.29,101.9211111111111,22.0,51.0,0.9329244577412116,48.45000000000002,1.7777777777777786,3.97999994456768
examples_mnist_ff_002_parallel,2025-12-04T15:52:17.868419,0,1,0,0,13.0,0.01,32.0,1.0,393.86,1022.46,92.95090909090908,12.636363636363637,52.0,0.9328441578225766,29.64,1.4545454545454533,11.34999990463257
examples_mnist_ff_003_parallel,2025-12-04T15:54:09.586551,0,1,0,0,10.0,0.0092235883240427,32.0,1.0,668.77,3219.09,178.83833333333334,45.888888888888886,65.0,0.9373626209309628,236.17,8.055555555555557,87.59999871253967
examples_mnist_ff_004_parallel,2025-12-04T15:56:01.207609,0,1,0,0,10.0,0.01,32.0,1516.0,673.78,3237.55,179.8638888888889,46.77777777777778,67.0,0.9365223069844756,234.26000000000005,8.111111111111114,8.9199997484684
examples_mnist_001,2025-12-05T21:20:19.281059,1,0,0,0,13.0,0.0121966422280414,62.0,7527.0,5741.51,14969.059999999998,90.17506024096384,9.301204819277109,57.0,0.9286198230082332,23.739999999999995,4.403614457831317,96.0
examples_mnist_ff_002,2025-12-05T21:21:30.485896,0,1,0,0,5.0,0.0104135363989588,127.0,9646.0,222.28,467.89,77.98166666666667,0.5,52.0,0.923654849739068,11.420000000000002,0.1666666666666643,7.31000006198883
examples_mnist_rnn_003,2025-12-05T21:24:02.291306,0,0,1,0,5.0,0.0085606210723768,76.0,5072.0,3374.69,1445.3,17.41325301204819,0.0,51.0,0.9360919077011518,77.75999999999999,5.421686746987952,42.0
examples_siamese_004,2025-12-05T21:26:54.431573,0,0,0,1,6.0,0.015450238252847,58.0,9643.0,3675.74,17502.700000000004,168.29519230769236,50.73076923076923,68.0,0.9301256345661012,109.77,6.971153846153847,98.0
examples_mnist_041_parallel,2025-12-10T12:24:23.946890,1,0,0,0,10.0,0.01,29.0,1.0,8919.85,56143.199999999975,272.5398058252426,83.04368932038835,83.0,0.9349148248008654,29.289999999999992,1.8106796116504853,99.0
examples_mnist_042_parallel,2025-12-10T12:29:11.405740,1,0,0,0,10.0,0.01,64.0,1.0,7957.38,50721.34,268.3668783068783,78.82539682539682,84.0,0.9336062874966384,31.57000000000002,1.650793650793645,99.0
examples_mnist_043_parallel,2025-12-10T12:33:56.364903,1,0,0,0,10.0,0.01,80.0,1.0,7801.82,49159.24,264.29698924731184,78.63440860215054,84.0,0.9333476035078996,36.44,1.4408602150537604,99.0
examples_mnist_044_parallel,2025-12-10T12:39:08.477637,1,0,0,0,10.0,0.01,23.0,1.0,9367.62,55524.32999999999,260.6776056338028,86.20657276995306,84.0,0.9363189369338208,46.73000000000002,1.1267605633802873,99.0
examples_mnist_045_parallel,2025-12-10T12:43:51.760215,1,0,0,0,10.0,0.01,84.0,1.0,7745.1,48098.74999999999,259.9932432432432,79.16216216216216,85.0,0.934234548295051,40.93000000000001,2.054054054054049,99.0
examples_mnist_ff_021_parallel,2025-12-10T11:43:33.237717,0,1,0,0,9.0,0.01,32.0,1.0,1251.0,8589.13,260.27666666666664,72.66666666666667,83.0,0.9284652278177458,24.81,0.8484848484848442,11.34999990463257
examples_mnist_ff_022_parallel,2025-12-10T11:45:21.008339,0,1,0,0,7.0,0.01,32.0,1.0,537.03,3731.29,266.5207142857143,73.14285714285714,82.0,0.931605310690278,22.64000000000001,0.5714285714285694,11.34999990463257
examples_mnist_ff_023_parallel,2025-12-10T11:47:08.640865,0,1,0,0,13.0,0.01,32.0,1.0,527.24,3673.5,262.3928571428572,74.85714285714286,82.0,0.9311129656323496,17.360000000000014,1.3571428571428612,11.34999990463257
examples_mnist_ff_024_parallel,2025-12-10T11:48:56.074413,0,1,0,0,8.0,0.01,32.0,1.0,517.11,3344.5600000000004,257.2738461538462,71.92307692307692,81.0,0.9303823171085456,19.430000000000007,0.6153846153846132,11.34999990463257
examples_mnist_ff_025_parallel,2025-12-10T11:50:44.049412,0,1,0,0,15.0,0.01,32.0,1.0,545.78,3698.05,264.14642857142854,77.71428571428571,81.0,0.9312909963721646,20.24000000000001,1.0,11.34999990463257
examples_mnist_ff_026_parallel,2025-12-10T11:52:43.728509,0,1,0,0,10.0,0.0170777844910995,32.0,1.0,999.49,7073.229999999998,282.9291999999999,87.68,83.0,0.9324355421264844,63.16999999999999,1.5999999999999943,90.24999737739564
examples_mnist_ff_027_parallel,2025-12-10T11:54:43.775030,0,1,0,0,10.0,0.0098250773423092,32.0,1.0,1019.12,7440.23,286.16269230769234,86.65384615384616,83.0,0.9323534029358662,61.670000000000016,1.7692307692307736,87.8600001335144
examples_mnist_ff_028_parallel,2025-12-10T11:56:43.635975,0,1,0,0,10.0,0.0116374578975137,32.0,1.0,1011.7,7481.989999999998,287.7688461538461,86.53846153846153,83.0,0.9328852426608678,64.06999999999996,1.8076923076923064,89.50999975204468
examples_mnist_ff_029_parallel,2025-12-10T11:58:43.366585,0,1,0,0,10.0,0.0110451349466112,32.0,1.0,1010.55,7161.360000000001,286.4544,87.48,83.0,0.9332739597249023,62.079999999999984,2.1599999999999966,88.23999762535095
examples_mnist_ff_030_parallel,2025-12-10T12:00:43.331950,0,1,0,0,10.0,0.0159906612347298,32.0,1.0,1018.34,7474.889999999999,287.4957692307692,86.76923076923077,83.0,0.9325863660467036,57.839999999999975,2.3076923076923066,90.12999534606934
examples_mnist_ff_031_parallel,2025-12-10T12:02:26.504466,0,1,0,0,10.0,0.01,98.0,1.0,355.72,2396.52,266.28,79.11111111111111,79.0,0.9315191723827728,15.289999999999964,0.4444444444444428,7.53000006079674
examples_mnist_ff_032_parallel,2025-12-10T12:04:10.015710,0,1,0,0,10.0,0.01,128.0,1.0,366.76,2582.59,258.259,76.7,79.0,0.9318082669865853,30.75,0.7999999999999972,9.99999940395355
examples_mnist_ff_033_parallel,2025-12-10T12:05:53.177773,0,1,0,0,10.0,0.01,114.0,1.0,352.95,2389.01,265.4455555555556,77.22222222222223,79.0,0.9317467063323418,18.90000000000001,0.3333333333333286,5.33999986946583
examples_mnist_ff_034_parallel,2025-12-10T12:07:36.628761,0,1,0,0,10.0,0.01,127.0,1.0,363.83,2657.08,265.708,77.2,79.0,0.9324134898166728,10.740000000000007,0.5,9.39999967813492
examples_mnist_ff_035_parallel,2025-12-10T12:09:19.744333,0,1,0,0,10.0,0.01,81.0,1.0,354.61,2379.12,264.34666666666664,79.0,79.0,0.9325456134908772,15.399999999999975,0.7777777777777715,4.6399999409914
examples_mnist_ff_036_parallel,2025-12-10T12:11:19.616917,0,1,0,0,10.0,0.01,32.0,5242.0,1009.03,7494.79,288.26115384615383,85.5,83.0,0.9344816308732148,64.38000000000002,2.84615384615384,91.81999564170836
examples_mnist_ff_037_parallel,2025-12-10T12:13:19.230038,0,1,0,0,10.0,0.01,32.0,4927.0,1000.68,7156.0,286.24,85.64,83.0,0.9343446456409642,70.13999999999999,3.200000000000003,91.93999767303468
examples_mnist_ff_038_parallel,2025-12-10T12:15:19.074376,0,1,0,0,10.0,0.01,32.0,2419.0,1012.62,7501.33,288.5126923076923,86.61538461538461,82.0,0.9330844739388912,62.31999999999999,2.115384615384613,91.8999969959259
examples_mnist_ff_039_parallel,2025-12-10T12:17:18.818758,0,1,0,0,10.0,0.01,32.0,6378.0,1012.71,7259.310000000001,290.3724,87.2,83.0,0.93361376899606,59.24000000000001,2.9200000000000017,92.20999479293825
examples_mnist_ff_040_parallel,2025-12-10T12:19:18.458253,0,1,0,0,10.0,0.01,32.0,1228.0,1004.78,7277.58,291.1032,88.16,83.0,0.9334580704233764,61.620000000000005,2.8400000000000034,91.7099952697754
examples_mnist_rnn_046_parallel,2025-12-10T12:49:50.916300,0,0,1,0,10.0,0.01,65.0,1.0,12053.81,64419.63000000001,249.68848837209308,64.37596899224806,84.0,0.9374670747257506,44.170000000000016,1.596899224806208,94.0
examples_mnist_rnn_047_parallel,2025-12-10T12:58:10.524843,0,0,1,0,10.0,0.01,19.0,1.0,20140.45,95340.73000000013,241.98154822335053,60.51269035532995,84.0,0.9455598062605354,76.81000000000003,1.6776649746192902,96.0
examples_mnist_rnn_048_parallel,2025-12-10T13:04:02.995428,0,0,1,0,10.0,0.01,75.0,1.0,11643.44,62686.84999999996,248.75734126984108,64.78174603174604,84.0,0.9369387397538872,48.66999999999999,1.293650793650798,94.0
examples_mnist_rnn_049_parallel,2025-12-10T13:09:54.419582,0,0,1,0,10.0,0.01,73.0,1.0,11613.51,62274.57000000005,248.10585657370527,64.84860557768924,84.0,0.937454740212046,41.63999999999999,1.3147410358565708,93.0
examples_mnist_rnn_050_parallel,2025-12-10T13:15:45.946737,0,0,1,0,10.0,0.01,71.0,1.0,11672.94,62420.13999999999,248.6858167330677,65.1593625498008,84.0,0.9381638216250576,43.56000000000003,1.3067729083665398,94.0
examples_mnist_rnn_051_parallel,2025-12-10T13:19:22.342658,0,0,1,0,5.0,0.01,32.0,1.0,5831.18,29683.979999999992,249.4452100840336,63.445378151260506,84.0,0.9420100219852584,49.63999999999999,1.6554621848739544,94.0
examples_mnist_rnn_052_parallel,2025-12-10T13:25:45.394699,0,0,1,0,12.0,0.01,32.0,1.0,13845.67,69524.27999999997,247.4173665480426,63.87544483985765,84.0,0.9427236096194694,47.890000000000015,1.57651245551601,95.0
examples_mnist_rnn_053_parallel,2025-12-10T13:30:56.315012,0,0,1,0,9.0,0.01,32.0,1.0,10389.44,52125.42000000003,247.03990521327023,63.3696682464455,84.0,0.9431672929436042,54.81999999999999,1.587677725118482,95.0
examples_siamese_054_parallel,2025-12-10T13:35:47.929265,0,0,0,1,10.0,0.01,115.0,1.0,8079.02,49718.55,257.60906735751297,97.81865284974091,85.0,0.9352136769063574,63.52000000000001,1.7098445595854912,99.0
examples_siamese_055_parallel,2025-12-10T13:45:11.276830,0,0,0,1,10.0,0.01,43.0,1.0,19061.6,112171.61,244.91617903930128,98.146288209607,84.0,0.9347793469593318,63.03999999999999,1.338427947598248,100.0
examples_siamese_056_parallel,2025-12-10T13:56:18.996063,0,0,0,1,10.0,0.01,34.0,1.0,23311.61,135539.68000000005,242.0351428571429,98.13035714285714,84.0,0.9347749898012192,55.52000000000001,1.1071428571428612,100.0
examples_siamese_057_parallel,2025-12-10T14:01:00.958778,0,0,0,1,10.0,0.01,125.0,1.0,7691.71,47015.40999999997,255.51853260869552,97.66847826086956,85.0,0.9351366601184912,53.170000000000016,1.489130434782609,100.0
examples_siamese_058_parallel,2025-12-10T14:09:39.769715,0,0,0,1,10.0,0.01,49.0,1.0,17259.11,99167.15000000008,239.53417874396152,98.05797101449276,84.0,0.934571365499148,59.66,1.4541062801932298,100.0
examples_mnist_ff_003,2025-12-10T22:47:21.216386,0,1,0,0,10.0,0.01,32.0,1.0,210.77,370.73,74.14599999999999,1.2,48.0,0.9264126773259952,9.310000000000002,1.3999999999999986,10.06999984383583
examples_mnist_ff_004_parallel,2025-12-10T22:49:01.372578,0,1,0,0,10.0,0.01,32.0,1.0,227.02,517.6500000000001,86.27500000000002,10.5,50.0,0.9357325345784512,7.189999999999998,0.5,8.9199997484684
examples_mnist_ff_001,2025-12-12T22:49:45.365408,0,1,0,0,8.0,0.0072251915476177,112.0,4791.0,,,,,,,,,9.55999940633774
examples_mnist_033_parallel,2025-12-15T14:59:36.917368,1,0,0,0,8.0,,,,4460.47,10996.06,96.45666666666668,12.078947368421051,68.0,0.9318009088728318,23.959999999999997,0.701754385964918,99.0
examples_mnist_034_parallel,2025-12-15T15:03:49.231799,1,0,0,0,11.0,,,,5994.07,14767.15,95.8905844155844,12.493506493506494,67.0,0.93183429622944,23.61,1.2922077922077904,99.0
examples_mnist_035_parallel,2025-12-15T15:08:44.342487,1,0,0,0,14.0,,,,7614.21,18617.790000000008,95.4758461538462,13.076923076923077,66.0,0.9328439851278072,22.08,1.3589743589743648,99.0
examples_mnist_036_parallel,2025-12-15T15:11:47.496282,1,0,0,0,6.0,,,,3364.44,8108.730000000001,94.2875581395349,12.44186046511628,65.0,0.9320510991427994,23.340000000000003,1.918604651162788,99.0
examples_mnist_037_parallel,2025-12-15T15:16:30.147740,1,0,0,0,13.0,,,,7145.62,17229.34,94.14939890710384,12.754098360655735,64.0,0.930744987838704,21.929999999999996,0.9344262295081976,99.0
examples_mnist_038_parallel,2025-12-15T15:21:24.306216,1,0,0,0,,0.0177041288204654,,,7586.47,18377.9,94.73144329896904,12.762886597938143,65.0,0.931265792918182,25.3,2.1134020618556733,98.0
examples_mnist_039_parallel,2025-12-15T15:26:19.932803,1,0,0,0,,0.0111644565363892,,,7645.73,18528.48999999999,94.53311224489792,12.908163265306122,64.0,0.9313590723187976,24.97999999999999,1.341836734693878,97.0
examples_mnist_040_parallel,2025-12-15T15:31:15.458408,1,0,0,0,,0.0144502050707501,,,7640.6,18501.3,94.39438775510204,12.551020408163266,65.0,0.9314360128785696,25.5,2.632653061224488,97.0
examples_mnist_041_parallel,2025-12-15T15:36:10.234432,1,0,0,0,,0.0186342195022677,,,7597.63,18360.640000000003,94.15712820512822,12.810256410256413,64.0,0.9326632120806092,25.64,1.938461538461539,98.0
examples_mnist_042_parallel,2025-12-15T15:41:04.974514,1,0,0,0,,0.0067288877042379,,,7609.49,18359.549999999985,94.15153846153838,12.82051282051282,64.0,0.9326025791478798,25.11,2.0615384615384613,95.0
examples_mnist_043_parallel,2025-12-15T15:45:55.831634,1,0,0,0,,,39.0,,7396.73,17837.279999999995,93.38890052356018,11.712041884816754,64.0,0.9331664127256234,25.27,2.272251308900522,99.0
examples_mnist_044_parallel,2025-12-15T15:50:42.192572,1,0,0,0,,,48.0,,7184.54,17457.59,93.3560962566845,10.79144385026738,64.0,0.932293508004688,24.680000000000007,2.294117647058833,99.0
examples_mnist_045_parallel,2025-12-15T15:55:19.597002,1,0,0,0,,,92.0,,6710.98,16508.10000000001,92.74213483146072,9.691011235955056,64.0,0.93110842231686,21.789999999999992,2.539325842696627,99.0
examples_mnist_046_parallel,2025-12-15T15:59:59.450199,1,0,0,0,,,73.0,,6858.57,16766.230000000007,93.14572222222226,10.383333333333333,64.0,0.9289677002640492,24.86,2.588888888888889,99.0
examples_mnist_047_parallel,2025-12-15T16:04:39.093165,1,0,0,0,,,77.0,,6832.6,16765.14,93.13966666666668,10.266666666666667,64.0,0.9302388549015016,22.58,2.68888888888889,99.0
examples_mnist_048_parallel,2025-12-15T16:09:34.456171,1,0,0,0,,,,5408.0,7641.59,18344.49,93.59433673469388,12.933673469387756,64.0,0.9311007264195016,25.52,2.4285714285714306,99.0
examples_mnist_049_parallel,2025-12-15T16:14:29.182758,1,0,0,0,,,,8578.0,7599.62,18278.01000000001,93.73338461538468,12.712820512820512,64.0,0.9307386421952676,25.340000000000003,2.292307692307688,99.0
examples_mnist_050_parallel,2025-12-15T16:19:24.028992,1,0,0,0,,,,1032.0,7599.76,18280.72,93.74728205128204,12.702564102564102,64.0,0.932354442771877,24.99000000000001,2.3128205128205157,99.0
examples_mnist_051_parallel,2025-12-15T16:24:17.871879,1,0,0,0,,,,5976.0,7591.41,18169.17,93.65551546391752,13.06701030927835,64.0,0.9313026170368878,25.540000000000006,2.3144329896907223,99.0
examples_mnist_052_parallel,2025-12-15T16:29:12.060394,1,0,0,0,,,,1153.0,7609.18,18218.69,93.91077319587627,12.706185567010309,64.0,0.932017641848399,22.809999999999988,2.350515463917517,99.0
examples_mnist_ff_053_parallel,2025-12-15T16:30:56.734272,0,1,0,0,6.0,,,,400.07,1089.06,99.00545454545454,13.0,62.0,0.9340115479791036,35.05000000000001,1.5454545454545467,11.34999990463257
examples_mnist_ff_054_parallel,2025-12-15T16:32:41.439432,0,1,0,0,5.0,,,,404.42,1040.3000000000002,94.57272727272728,13.0,59.0,0.933163542851491,18.379999999999995,0.1818181818181798,11.24999970197678
examples_mnist_ff_055_parallel,2025-12-15T16:34:26.266739,0,1,0,0,8.0,,,,409.58,1078.09,98.00818181818182,16.09090909090909,60.0,0.932980125982714,34.08,1.7272727272727266,11.34999990463257
examples_mnist_ff_056_parallel,2025-12-15T16:36:11.093584,0,1,0,0,7.0,,,,404.0,1036.49,94.22636363636364,13.545454545454543,58.0,0.932549504950495,21.230000000000004,0.6363636363636331,11.34999990463257
examples_mnist_ff_057_parallel,2025-12-15T16:37:55.926124,0,1,0,0,13.0,,,,408.41,1074.28,97.66181818181818,15.454545454545457,59.0,0.9332288631522244,34.0,1.7272727272727266,11.34999990463257
examples_mnist_ff_058_parallel,2025-12-15T16:39:47.678517,0,1,0,0,,0.0172428667325408,,,678.37,3268.3699999999994,181.5761111111111,46.61111111111112,70.0,0.9357725135250674,233.17,8.166666666666664,91.10999703407288
examples_mnist_ff_059_parallel,2025-12-15T16:41:39.640236,0,1,0,0,,0.0197572750535685,,,683.69,3299.97,183.33166666666665,46.27777777777778,71.0,0.9354532024748056,234.36,8.444444444444443,91.01999998092651
examples_mnist_ff_060_parallel,2025-12-15T16:43:31.440428,0,1,0,0,,0.0066112188767239,,,680.61,3298.41,183.245,45.888888888888886,71.0,0.933456752031266,232.9,7.777777777777779,83.26999545097351
examples_mnist_ff_061_parallel,2025-12-15T16:45:23.188962,0,1,0,0,,0.0082936456620611,,,678.68,3298.65,183.25833333333333,47.05555555555556,71.0,0.9342841987387284,233.6,7.611111111111114,86.72999739646912
examples_mnist_ff_062_parallel,2025-12-15T16:47:15.156007,0,1,0,0,,0.0196573219827628,,,686.84,3283.72,182.42888888888888,44.11111111111112,71.0,0.934438879506144,233.95,7.666666666666664,90.77000021934508
examples_mnist_ff_063_parallel,2025-12-15T16:48:57.966114,0,1,0,0,,,73.0,,333.52,979.45,108.82777777777778,20.77777777777778,60.0,0.9327176781002638,53.07000000000001,1.0,7.44999945163727
examples_mnist_ff_064_parallel,2025-12-15T16:50:40.946584,0,1,0,0,,,117.0,,336.55,977.31,108.59,22.33333333333333,59.0,0.9324617441687711,55.21000000000001,1.0,6.3000001013279
examples_mnist_ff_065_parallel,2025-12-15T16:52:23.869152,0,1,0,0,,,56.0,,333.3,948.95,105.4388888888889,21.22222222222222,58.0,0.9315931593159316,48.06,1.0,6.92000016570091
examples_mnist_ff_066_parallel,2025-12-15T16:54:06.753854,0,1,0,0,,,124.0,,335.87,963.04,107.00444444444445,22.77777777777778,58.0,0.9323250066990204,52.91999999999999,1.1111111111111145,10.67999973893166
examples_mnist_ff_067_parallel,2025-12-15T16:55:49.790868,0,1,0,0,,,33.0,,338.37,949.65,105.51666666666664,21.33333333333333,58.0,0.9312882347725864,46.41,1.3333333333333428,6.05999976396561
examples_mnist_ff_068_parallel,2025-12-15T16:57:41.790880,0,1,0,0,,,,44.0,685.96,3257.47,180.9705555555555,47.16666666666666,69.0,0.9338736952591988,234.42,7.888888888888879,91.6700005531311
examples_mnist_ff_069_parallel,2025-12-15T16:59:33.434096,0,1,0,0,,,,2251.0,671.52,3270.18,181.67666666666665,46.44444444444444,70.0,0.9339706933523944,233.72,7.722222222222221,91.839998960495
examples_mnist_ff_070_parallel,2025-12-15T17:01:25.222600,0,1,0,0,,,,486.0,678.44,3292.93,182.9405555555556,46.66666666666666,71.0,0.9342904309887388,234.41000000000005,8.277777777777779,92.03999638557434
examples_mnist_ff_071_parallel,2025-12-15T17:03:17.033951,0,1,0,0,,,,3122.0,679.26,3283.14,182.39666666666665,46.55555555555556,71.0,0.9339575420310338,234.14,7.944444444444443,92.26999878883362
examples_mnist_ff_072_parallel,2025-12-15T17:05:08.805400,0,1,0,0,,,,2980.0,677.87,3275.45,181.96944444444443,46.27777777777778,71.0,0.9324354227211707,234.11,7.833333333333343,91.61999821662904
