experiment_id,timestamp,repository,model,is_parallel,training_success,duration_seconds,retries,error_message,hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_accuracy,perf_best_val_accuracy,perf_map,perf_precision,perf_rank1,perf_rank5,perf_recall,perf_test_accuracy,perf_test_loss,perf_eval_loss,perf_final_training_loss,perf_eval_samples_per_second,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,experiment_source,num_mutated_params,mutated_param,mode,bg_repository,bg_model,bg_note,bg_log_directory,fg_duration_seconds,fg_retries,fg_error_message,training_duration,l2_regularization,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,is_densenet121,is_hrnet18,is_pcb
Person_reID_baseline_pytorch_pcb_005,2025-12-03T00:33:05.018136,Person_reID_baseline_pytorch,pcb,False,True,5951.126707792282,0,Training completed successfully,,,0.5,88.0,,0.05,,,,,,0.77076,,0.92785,0.969418,,,,,,,,,,,200095.53,15489.01,215584.54,218.6459419789324,319.16,13.99,1266178.649999997,77.91832153341392,84.0,97.18010706268348,100.0,,1.0,epochs,,,,,,,,,88.0,,97.18010706268348,84.0,0.9281534288126596,305.17,6.081678466586084,0,0,1
Person_reID_baseline_pytorch_pcb_006,2025-12-03T01:43:02.241761,Person_reID_baseline_pytorch,pcb,False,True,4133.847870588303,0,Training completed successfully,,,0.5,60.0,,0.0487736156257065,,,,,,0.7765,,0.924287,0.972684,,,,,,,,,,,138942.73,10695.32,149638.05,213.47924396916247,318.42,12.1,858400.0400000025,78.02138771449889,84.0,96.6650087043024,100.0,,1.0,learning_rate,,,,,,,,,60.0,,96.6650087043024,84.0,0.9285253984531342,306.32,5.978612285501114,0,0,1
Person_reID_baseline_pytorch_pcb_007,2025-12-03T02:52:50.555754,Person_reID_baseline_pytorch,pcb,False,True,4124.952593803406,0,Training completed successfully,,,0.4384615268137537,60.0,,0.05,,,,,,0.77739,,0.926366,0.973278,,,,,,,,,,,138421.84,10669.96,149091.8,214.1455757726819,319.32,11.16,859152.0499999998,77.94042871385842,84.0,96.62911266201397,100.0,,1.0,dropout,,,,,,,,,60.0,,96.62911266201397,84.0,0.9284336227746932,308.16,6.059571286141576,0,0,1
Person_reID_baseline_pytorch_pcb_008,2025-12-03T04:06:48.886838,Person_reID_baseline_pytorch,pcb,False,True,4374.965131282806,0,Training completed successfully,,,0.5,60.0,,0.05,,5486.0,,,,0.775638,,0.925772,0.972981,,,,,,,,,,,146204.96,11250.04,157455.0,222.55932549941272,317.9,14.13,946989.9300000012,79.77273795534666,85.0,96.96592244418332,100.0,,1.0,seed,,,,,,,,,60.0,,96.96592244418332,85.0,0.928550760534756,303.77,5.227262044653344,0,0,1
Person_reID_baseline_pytorch_hrnet18_002,2025-12-04T00:29:59.987074,Person_reID_baseline_pytorch,hrnet18,False,True,4095.738848924637,0,Training completed successfully,,,0.5,60.0,,0.0724324979826298,,,,,,0.626317,,0.832245,0.936461,,,,,,,,,,,129541.75,10292.75,139834.5,244.4278017565872,257.99,13.19,974044.79,81.96486825595984,84.0,64.0762860727729,75.0,,1.0,learning_rate,,,,,,,,,60.0,,64.0762860727729,84.0,0.926393343559708,244.8,2.0351317440401573,0,1,0
Person_reID_baseline_pytorch_hrnet18_003,2025-12-04T01:39:40.473332,Person_reID_baseline_pytorch,hrnet18,False,True,4116.980088710785,0,Training completed successfully,,,0.309570947708524,60.0,,0.05,,,,,,0.770546,,0.914192,0.967043,,,,,,,,,,,130362.49,10572.29,140934.78,243.74341573033672,256.78,13.53,976192.3799999986,82.02846441947565,84.0,63.874406991260926,75.0,,1.0,dropout,,,,,,,,,60.0,,63.874406991260926,84.0,0.9249845212090302,243.25,1.9715355805243464,0,1,0
Person_reID_baseline_pytorch_hrnet18_004,2025-12-04T02:52:04.281180,Person_reID_baseline_pytorch,hrnet18,False,True,4280.294857263565,0,Training completed successfully,,,0.5,60.0,,0.05,,5562.0,,,,0.763961,,0.908551,0.964964,,,,,,,,,,,135404.48,10831.93,146236.41,243.4766434573832,260.03,13.06,1014080.220000001,82.01440576230492,84.0,67.13133253301321,79.0,,1.0,seed,,,,,,,,,60.0,,67.13133253301321,84.0,0.9259286384286924,246.97,1.985594237695082,0,1,0
Person_reID_baseline_pytorch_pcb_005,2025-12-04T04:00:08.109631,Person_reID_baseline_pytorch,pcb,False,True,4020.4280791282654,0,Training completed successfully,,,0.5,60.0,,0.0265808087787169,,,,,,0.77942,,0.925178,0.976247,,,,,,,,,,,134915.39,10441.28,145356.67,231.79414833759623,319.07,9.98,906315.1200000014,78.15191815856778,84.0,96.51892583120204,100.0,,1.0,learning_rate,,,,,,,,,60.0,,96.51892583120204,84.0,0.9281678646050436,309.09,5.848081841432219,0,0,1
Person_reID_baseline_pytorch_pcb_006,2025-12-04T05:12:21.266716,Person_reID_baseline_pytorch,pcb,False,True,4269.758121490479,0,Training completed successfully,,,0.5,60.0,,0.05,,153.0,,,,0.772052,,0.922803,0.972684,,,,,,,,,,,142148.51,10990.47,153138.98,242.5426655429808,316.57,14.34,1007279.689999999,80.31639778473392,84.0,96.87960510474356,100.0,,1.0,seed,,,,,,,,,60.0,,96.87960510474356,84.0,0.9282320543077928,302.23,3.6836022152660775,0,0,1
Person_reID_baseline_pytorch_densenet121_022_parallel,2025-12-05T01:34:40.753377,Person_reID_baseline_pytorch,densenet121,True,True,1316.2111020088196,0,Training completed successfully,,,0.5,31.0,,0.05,,,,,,0.728873,,0.902613,0.961401,,,,,,,,,,,51535.13,3614.27,55149.4,245.51139625585049,284.61,88.77,314745.61000000034,81.92511700468019,85.0,80.31045241809673,92.0,,1.0,epochs,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/Person_reID_baseline_pytorch_densenet121_022_parallel/background_logs,1316.2111020088196,0.0,Training completed successfully,31.0,,80.31045241809673,85.0,0.9344640195541564,195.84000000000003,3.074882995319811,1,0,0
Person_reID_baseline_pytorch_densenet121_023_parallel,2025-12-05T02:16:55.864001,Person_reID_baseline_pytorch,densenet121,True,True,2441.704336166382,0,Training completed successfully,,,0.5,60.0,,0.0565649423581399,,,,,,0.743944,,0.906473,0.969418,,,,,,,,,,,95892.19,6686.98,102579.17,246.3399327165695,280.95,89.15,585796.3600000023,82.75021026072329,85.0,82.37300252312868,95.0,,1.0,learning_rate,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/Person_reID_baseline_pytorch_densenet121_023_parallel/background_logs,2441.704336166382,0.0,Training completed successfully,60.0,,82.37300252312868,85.0,0.9348115216763794,191.8,2.2497897392767072,1,0,0
Person_reID_baseline_pytorch_densenet121_024_parallel,2025-12-05T02:59:02.337963,Person_reID_baseline_pytorch,densenet121,True,True,2433.0265593528748,0,Training completed successfully,,,0.4394570986695282,60.0,,0.05,,,,,,0.752522,,0.901128,0.96823,,,,,,,,,,,95494.47,6710.7,102205.17,246.09947257383936,281.23,89.86,583255.7499999993,82.78227848101265,85.0,82.73164556962026,93.0,,1.0,dropout,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/Person_reID_baseline_pytorch_densenet121_024_parallel/background_logs,2433.0265593528748,0.0,Training completed successfully,60.0,,82.73164556962026,85.0,0.934340894888194,191.37,2.2177215189873465,1,0,0
Person_reID_baseline_pytorch_densenet121_025_parallel,2025-12-05T04:02:38.475882,Person_reID_baseline_pytorch,densenet121,True,True,3722.6335504055023,0,Training completed successfully,,,0.5,60.0,,0.05,,9670.0,,,,0.725624,,0.892221,0.960808,,,,,,,,,,,143869.02,10164.5,154033.52,229.5693603529085,295.43,89.08,832648.0699999991,79.00909842845327,84.0,89.79404466501241,99.0,,1.0,seed,parallel,examples,mnist,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251204_154953/Person_reID_baseline_pytorch_densenet121_025_parallel/background_logs,3722.6335504055023,0.0,Training completed successfully,60.0,,89.79404466501241,84.0,0.9340111165413866,206.35,4.990901571546729,1,0,0
Person_reID_baseline_pytorch_densenet121_008,2025-12-07T08:36:31.995087,Person_reID_baseline_pytorch,densenet121,False,True,4623.787818670273,0,Training completed successfully,,,0.5666375197443834,85.0,,0.0743084324506971,,5522.0,,,,0.725245,,0.887173,0.961698,,,,,,,,,,,151057.77,12158.58,163216.35,232.19781215223705,291.06,11.0,1043264.770000001,78.6443356332072,84.0,83.73447585132428,99.0,,4.0,,,,,,,,,,85.0,,83.73447585132428,84.0,0.9255063601164956,280.06,5.355664366792794,1,0,0
Person_reID_baseline_pytorch_densenet121_009,2025-12-07T09:40:27.808233,Person_reID_baseline_pytorch,densenet121,False,True,3832.355693101883,0,Training completed successfully,,,0.4228693055590705,71.0,,0.0339664515876819,,5289.0,,,,0.740512,,0.896378,0.958432,,,,,,,,,,,125808.76,10072.71,135881.47,228.7065021459225,289.86,14.32,852617.8399999993,78.32618025751073,84.0,84.14994635193133,99.0,,4.0,,,,,,,,,,71.0,,84.14994635193133,84.0,0.9258713494930544,275.54,5.673819742489272,1,0,0
Person_reID_baseline_pytorch_densenet121_010,2025-12-07T11:02:03.216216,Person_reID_baseline_pytorch,densenet121,False,True,4891.830006599426,0,Training completed successfully,,,0.3905070975289366,90.0,,0.0274165593810189,,1797.0,,,,0.717806,,0.884501,0.960214,,,,,,,,,,,160222.69,12877.85,173100.54,226.2325267800882,289.76,14.04,1077093.0599999998,78.60785549254358,84.0,84.1818945599664,99.0,,4.0,,,,,,,,,,90.0,,84.1818945599664,84.0,0.9256047959180254,275.72,5.392144507456422,1,0,0
Person_reID_baseline_pytorch_densenet121_011,2025-12-07T11:44:43.543179,Person_reID_baseline_pytorch,densenet121,False,True,2557.0195183753967,0,Training completed successfully,,,0.4858327327598483,46.0,,0.0487627023304731,,2567.0,,,,0.739777,,0.895784,0.961401,,,,,,,,,,,84028.73,6727.35,90756.08,214.2455694164989,290.51,13.64,532400.2399999999,77.9830985915493,84.0,85.00241448692152,99.0,,4.0,,,,,,,,,,46.0,,85.00241448692152,84.0,0.9258743876994244,276.87,6.016901408450707,1,0,0
Person_reID_baseline_pytorch_densenet121_012,2025-12-07T12:32:18.144298,Person_reID_baseline_pytorch,densenet121,False,True,2851.2716014385223,0,Training completed successfully,,,0.366983324404857,51.0,,0.0655875670649268,,831.0,,,,0.727889,,0.899644,0.959026,,,,,,,,,,,93415.71,7440.81,100856.52,214.1022438672437,288.81,14.1,593491.4199999996,78.244227994228,84.0,84.63383838383838,99.0,,4.0,,,,,,,,,,51.0,,84.63383838383838,84.0,0.9262238078410796,274.71,5.755772005772002,1,0,0
Person_reID_baseline_pytorch_hrnet18_001_parallel,2025-12-07T17:25:23.679030,Person_reID_baseline_pytorch,hrnet18,True,True,5530.571809053421,0,Training completed successfully,,,0.5,53.0,,0.05,,,,,,0.758933,,0.908254,0.966152,,,,,,,,,,,208266.83,14733.16,222999.99,230.63305864884867,309.18,176.89,1242650.919999997,80.44005196733482,84.0,98.51002227171492,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251207_155242/Person_reID_baseline_pytorch_hrnet18_001_parallel/background_logs,5530.571809053421,0.0,Training completed successfully,53.0,,98.51002227171492,84.0,0.9339320149745298,132.29000000000002,3.559948032665176,0,1,0
Person_reID_baseline_pytorch_hrnet18_002_parallel,2025-12-07T19:11:20.534838,Person_reID_baseline_pytorch,hrnet18,True,True,6263.3124186992645,0,Training completed successfully,,,0.5,60.0,,0.0301799253847571,,,,,,0.770628,,0.911817,0.96348,,,,,,,,,,,235734.06,16819.64,252553.7,221.50916256964967,288.38,191.72,1351648.9100000022,80.42428711897739,85.0,98.7351687971157,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251207_155242/Person_reID_baseline_pytorch_hrnet18_002_parallel/background_logs,6263.3124186992645,0.0,Training completed successfully,60.0,,98.7351687971157,85.0,0.933401728028534,96.66,4.575712881022611,0,1,0
Person_reID_baseline_pytorch_hrnet18_003_parallel,2025-12-07T21:04:34.017284,Person_reID_baseline_pytorch,hrnet18,True,True,6699.927408218384,0,Training completed successfully,,,0.5,60.0,,0.05,,6621.0,,,,0.740315,,0.898456,0.96348,,,,,,,,,,,251265.19,18041.8,269306.99,224.35713541666675,287.75,180.79,1464603.3800000006,80.79518995098039,85.0,98.7124693627451,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251207_155242/Person_reID_baseline_pytorch_hrnet18_003_parallel/background_logs,6699.927408218384,0.0,Training completed successfully,60.0,,98.7124693627451,85.0,0.9330065662239216,106.96,4.204810049019613,0,1,0
Person_reID_baseline_pytorch_hrnet18_004_parallel,2025-12-07T22:50:24.140934,Person_reID_baseline_pytorch,hrnet18,True,True,6256.573135614395,0,Training completed successfully,,,0.5435809256467599,60.0,,0.05,,,,,,0.746401,,0.901722,0.959323,,,,,,,,,,,235233.09,16971.36,252204.45,222.02508941755607,288.22,193.47,1353242.9200000043,80.17358490566038,85.0,98.75471698113208,100.0,,1.0,dropout,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251207_155242/Person_reID_baseline_pytorch_hrnet18_004_parallel/background_logs,6256.573135614395,0.0,Training completed successfully,60.0,,98.75471698113208,85.0,0.9327079280321976,94.75000000000004,4.826415094339623,0,1,0
Person_reID_baseline_pytorch_hrnet18_013_parallel,2025-12-09T22:27:20.017461,Person_reID_baseline_pytorch,hrnet18,True,True,5817.036255836487,0,Training completed successfully,,,0.5,56.0,,0.05,,,,,,0.732314,,0.896972,0.963183,,,,,,,,,,,218877.12,15767.92,234645.04,226.9194001411425,295.26,197.15,1286179.1599999955,80.62808750882145,85.0,98.65790402258293,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_013_parallel/background_logs,5817.036255836487,0.0,Training completed successfully,56.0,,98.65790402258293,85.0,0.9328009660890338,98.11,4.3719124911785485,0,1,0
Person_reID_baseline_pytorch_hrnet18_014_parallel,2025-12-10T00:52:32.401502,Person_reID_baseline_pytorch,hrnet18,True,True,8618.647336959839,0,Training completed successfully,,,0.5,84.0,,0.05,,,,,,0.731787,,0.899644,0.961698,,,,,,,,,,,324479.17,23569.97,348049.14,227.6105335238772,296.76,178.18,1911245.649999997,80.75503155889008,85.0,98.72764082410384,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_014_parallel/background_logs,8618.647336959839,0.0,Training completed successfully,84.0,,98.72764082410384,85.0,0.9322797637138248,118.57999999999998,4.2449684411099184,0,1,0
Person_reID_baseline_pytorch_hrnet18_015_parallel,2025-12-10T02:37:48.163385,Person_reID_baseline_pytorch,hrnet18,True,True,6222.179952144623,0,Training completed successfully,,,0.5,60.0,,0.0684962527946702,,,,,,0.619773,,0.835511,0.938242,,,,,,,,,,,233799.03,17163.47,250962.5,224.56312933025416,290.99,193.07,1361301.6900000006,80.40547674034973,84.0,98.74166941603433,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_015_parallel/background_logs,6222.179952144623,0.0,Training completed successfully,60.0,,98.74166941603433,84.0,0.931609423718683,97.92000000000002,3.5945232596502734,0,1,0
Person_reID_baseline_pytorch_hrnet18_016_parallel,2025-12-10T04:23:59.241562,Person_reID_baseline_pytorch,hrnet18,True,True,6277.5261816978455,0,Training completed successfully,,,0.5,60.0,,0.0511718430945289,,,,,,0.734265,,0.890143,0.961698,,,,,,,,,,,236635.4,17348.41,253983.81,218.61871300081697,281.61,190.88,1336853.4299999955,80.15372035977106,85.0,98.71381847914964,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_016_parallel/background_logs,6277.5261816978455,0.0,Training completed successfully,60.0,,98.71381847914964,85.0,0.9316948194453812,90.73000000000002,4.846279640228943,0,1,0
Person_reID_baseline_pytorch_hrnet18_017_parallel,2025-12-10T06:17:15.425371,Person_reID_baseline_pytorch,hrnet18,True,True,6702.628459692001,0,Training completed successfully,,,0.5,60.0,,0.05,,9465.0,,,,0.729855,,0.89133,0.959917,,,,,,,,,,,252109.38,18124.91,270234.29,221.47458958652325,290.3,187.61,1446229.0699999968,80.8906584992343,86.0,98.79678407350688,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_017_parallel/background_logs,6702.628459692001,0.0,Training completed successfully,60.0,,98.79678407350688,86.0,0.9329289040262064,102.69,5.109341500765694,0,1,0
Person_reID_baseline_pytorch_hrnet18_018_parallel,2025-12-10T08:10:25.408993,Person_reID_baseline_pytorch,hrnet18,True,True,6696.430449485779,0,Training completed successfully,,,0.5,60.0,,0.05,,4351.0,,,,0.731198,,0.897565,0.964074,,,,,,,,,,,250799.21,18051.82,268851.03,225.11781575720465,295.21,163.12,1468668.6300000031,80.74432863274065,85.0,98.58660331085224,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_018_parallel/background_logs,6696.430449485779,0.0,Training completed successfully,60.0,,98.58660331085224,85.0,0.932855678477408,132.08999999999995,4.255671367259353,0,1,0
Person_reID_baseline_pytorch_hrnet18_019_parallel,2025-12-10T09:55:46.852104,Person_reID_baseline_pytorch,hrnet18,True,True,6227.890791654587,0,Training completed successfully,,,0.5779894503061639,60.0,,0.05,,,,,,0.76185,,0.907957,0.964371,,,,,,,,,,,233565.83,16885.46,250451.29,227.37301137300176,295.02,180.16,1379472.0600000017,80.8081424097577,85.0,98.75605735948574,100.0,,1.0,dropout,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_019_parallel/background_logs,6227.890791654587,0.0,Training completed successfully,60.0,,98.75605735948574,85.0,0.9325798641324624,114.86,4.191857590242293,0,1,0
Person_reID_baseline_pytorch_hrnet18_020_parallel,2025-12-10T11:41:25.897999,Person_reID_baseline_pytorch,hrnet18,True,True,6245.496131420136,0,Training completed successfully,,,0.5549998038248569,60.0,,0.05,,,,,,0.72453,,0.893112,0.956057,,,,,,,,,,,234669.15,16935.35,251604.5,221.63234549638392,281.7,186.78,1348411.1899999997,80.6482577251808,85.0,98.77432610124916,100.0,,1.0,dropout,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_hrnet18_020_parallel/background_logs,6245.496131420136,0.0,Training completed successfully,60.0,,98.77432610124916,85.0,0.9326905917819436,94.92,4.351742274819202,0,1,0
Person_reID_baseline_pytorch_pcb_001_parallel,2025-12-08T19:43:46.941332,Person_reID_baseline_pytorch,pcb,True,True,7011.531010866165,0,Training completed successfully,,,0.5,52.0,,0.05,,,,,,0.780261,,0.929632,0.974466,,,,,,,,,,,266539.43,18803.33,285342.76,223.1878477306,316.1,153.86,1524372.999999998,77.8761346998536,84.0,99.61405563689604,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_001_parallel/background_logs,7011.531010866165,0.0,Training completed successfully,52.0,,99.61405563689604,84.0,0.9341026560477652,162.24,6.123865300146406,0,0,1
Person_reID_baseline_pytorch_pcb_002_parallel,2025-12-08T21:12:17.639887,Person_reID_baseline_pytorch,pcb,True,True,5217.407588720322,0,Training completed successfully,,,0.5,38.0,,0.05,,,,,,0.781447,,0.930819,0.97209,,,,,,,,,,,197825.16,13906.37,211731.53,214.70759984261323,315.55,147.64,1091358.730000003,77.39523903206768,84.0,99.50265591186307,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_002_parallel/background_logs,5217.407588720322,0.0,Training completed successfully,38.0,,99.50265591186307,84.0,0.9343207409874194,167.91000000000005,6.604760967932322,0,0,1
Person_reID_baseline_pytorch_pcb_003_parallel,2025-12-08T23:58:22.006181,Person_reID_baseline_pytorch,pcb,True,True,9870.84438085556,0,Training completed successfully,,,0.5,74.0,,0.05,,,,,,0.775175,,0.928444,0.970606,,,,,,,,,,,375123.77,26440.75,401564.52,219.1692969318776,317.33,136.23,2107312.790000004,77.85314612584503,84.0,99.67509100364016,100.0,,1.0,epochs,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_003_parallel/background_logs,9870.84438085556,0.0,Training completed successfully,74.0,,99.67509100364016,84.0,0.9341556619593784,181.1,6.146853874154971,0,0,1
Person_reID_baseline_pytorch_pcb_004_parallel,2025-12-09T02:13:50.385268,Person_reID_baseline_pytorch,pcb,True,True,8034.943669080734,0,Training completed successfully,,,0.5,60.0,,0.0347610629572954,,,,,,0.783921,,0.932898,0.973278,,,,,,,,,,,306423.23,21412.25,327835.48,218.2190673310332,314.68,130.03,1708000.6399999964,77.55857927686215,84.0,99.65159064775776,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_004_parallel/background_logs,8034.943669080734,0.0,Training completed successfully,60.0,,99.65159064775776,84.0,0.934685989448122,184.65,6.441420723137853,0,0,1
Person_reID_baseline_pytorch_pcb_005_parallel,2025-12-09T04:28:43.668867,Person_reID_baseline_pytorch,pcb,True,True,7999.849429130554,0,Training completed successfully,,,0.5,60.0,,0.0314572045705111,,,,,,0.783321,,0.931413,0.975356,,,,,,,,,,,304910.58,21296.58,326207.16,220.7216871952791,316.84,142.49,1720304.8300000052,77.59327687965101,84.0,99.63933795227098,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_005_parallel/background_logs,7999.849429130554,0.0,Training completed successfully,60.0,,99.63933795227098,84.0,0.9347145537823268,174.34999999999997,6.406723120348985,0,0,1
Person_reID_baseline_pytorch_pcb_006_parallel,2025-12-09T06:43:40.977726,Person_reID_baseline_pytorch,pcb,True,True,8003.875945568085,0,Training completed successfully,,,0.5,60.0,,0.050644125668632,,,,,,0.778183,,0.925475,0.972684,,,,,,,,,,,304353.78,21411.53,325765.31,221.13868684278043,316.35,135.1,1724439.4800000018,77.7409592203129,84.0,99.59502436522185,100.0,,1.0,learning_rate,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_006_parallel/background_logs,8003.875945568085,0.0,Training completed successfully,60.0,,99.59502436522185,84.0,0.9342731428340236,181.25000000000003,6.259040779687098,0,0,1
Person_reID_baseline_pytorch_pcb_007_parallel,2025-12-09T09:08:44.329259,Person_reID_baseline_pytorch,pcb,True,True,8609.915312051773,0,Training completed successfully,,,0.5,60.0,,0.05,,6927.0,,,,0.779508,,0.92696,0.971496,,,,,,,,,,,326327.91,23021.58,349349.49,221.66617191225555,315.27,124.94,1859335.85,78.27503576537912,84.0,99.65081068192656,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_007_parallel/background_logs,8609.915312051773,0.0,Training completed successfully,60.0,,99.65081068192656,84.0,0.934101578336353,190.33,5.724964234620884,0,0,1
Person_reID_baseline_pytorch_pcb_008_parallel,2025-12-09T11:33:54.189417,Person_reID_baseline_pytorch,pcb,True,True,8616.426119089127,0,Training completed successfully,,,0.5,60.0,,0.05,,7980.0,,,,0.777297,,0.929929,0.976247,,,,,,,,,,,327556.66,23075.76,350632.42,221.18518942101483,315.31,149.88,1856628.4799999984,78.74005241839409,85.0,99.67357636406958,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_008_parallel/background_logs,8616.426119089127,0.0,Training completed successfully,60.0,,99.67357636406958,85.0,0.9341881734723788,165.43,6.259947581605914,0,0,1
Person_reID_baseline_pytorch_pcb_009_parallel,2025-12-09T13:59:23.675513,Person_reID_baseline_pytorch,pcb,True,True,8636.056714773178,0,Training completed successfully,,,0.5,60.0,,0.05,,7222.0,,,,0.78039,,0.930523,0.973575,,,,,,,,,,,328065.49,22981.75,351047.24,217.7846986806121,315.58,139.9,1832222.66999999,78.53595625817188,85.0,99.68691311066208,100.0,,1.0,seed,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_009_parallel/background_logs,8636.056714773178,0.0,Training completed successfully,60.0,,99.68691311066208,85.0,0.934533739675606,175.67999999999998,6.464043741828121,0,0,1
Person_reID_baseline_pytorch_pcb_010_parallel,2025-12-09T16:16:20.907867,Person_reID_baseline_pytorch,pcb,True,True,8123.772295475006,0,Training completed successfully,,,0.3027535538300018,60.0,,0.05,,,,,,0.776802,,0.929632,0.975059,,,,,,,,,,,310026.61,21804.62,331831.23,211.0210032853172,315.07,136.64,1670020.2200000002,77.4775082132929,84.0,99.644806671721,100.0,,1.0,dropout,parallel,Person_reID_baseline_pytorch,densenet121,Background training served as GPU load only (not monitored),/home/green/energy_dl/nightly/results/run_20251208_174625/Person_reID_baseline_pytorch_pcb_010_parallel/background_logs,8123.772295475006,0.0,Training completed successfully,60.0,,99.644806671721,84.0,0.9342900305073756,178.43,6.522491786707107,0,0,1
