experiment_id,timestamp,is_densenet121,is_hrnet18,is_pcb,training_duration,hyperparam_learning_rate,hyperparam_dropout,hyperparam_seed,energy_cpu_total_joules,energy_gpu_total_joules,energy_gpu_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_map,perf_rank1,perf_rank5
mutation_1x__Person_reID_baseline_pytorch_densenet121_061_parallel,2025-11-21T17:43:21.299304,1,0,0,36.0,,,,68431.91,354136.3299999999,248.691242977528,67.88412921348315,84.0,0.9392878263956098,284.67,1.8174157303370748,0.712196,0.885689,0.956354
mutation_1x__Person_reID_baseline_pytorch_densenet121_062_parallel,2025-11-21T18:25:14.443866,1,0,0,,0.0380504609636859,,,112877.58,575801.9000000005,244.2943996605857,68.93975392448027,85.0,0.9390492779877102,302.65,2.543487484089951,0.747127,0.900831,0.962292
mutation_1x__Person_reID_baseline_pytorch_densenet121_063_parallel,2025-11-21T19:06:54.321216,1,0,0,,,0.5469092042582171,,112485.55,575627.0500000009,245.46995735607712,68.59616204690832,84.0,0.9397550174222378,301.81,1.8264392324093848,0.741786,0.898456,0.965261
mutation_1x__Person_reID_baseline_pytorch_densenet121_064_parallel,2025-11-21T20:06:59.359133,1,0,0,,,,521.0,162429.74,798140.269999999,233.37434795321607,80.29327485380117,84.0,0.9392150107486475,295.25,4.713450292397667,0.742212,0.905285,0.965558
mutation_1x__Person_reID_baseline_pytorch_hrnet18_065,2025-11-21T21:27:04.445287,0,1,0,70.0,,,,162841.95,1130415.5900000003,244.8376846437081,64.76803118908381,83.0,0.926280666621838,242.72,0.9703270521983997,0.748533,0.900534,0.964667
mutation_1x__Person_reID_baseline_pytorch_hrnet18_066,2025-11-21T22:36:15.787193,0,1,0,,0.0303077455878521,,,140518.04,979976.0599999998,246.22514070351755,64.22035175879397,83.0,0.9265754774262436,246.40000000000003,1.017839195979903,0.772271,0.907067,0.964074
mutation_1x__Person_reID_baseline_pytorch_hrnet18_067,2025-11-21T23:45:32.530204,0,1,0,,,0.3932513830936284,,140960.8,976659.4500000008,245.14544427710865,64.03589357429719,83.0,0.927517082763435,241.04,1.1849899598393565,0.76057,0.911817,0.968824
mutation_1x__Person_reID_baseline_pytorch_hrnet18_068,2025-11-22T00:57:31.522162,0,1,0,,,,7466.0,145861.12,1000378.6000000018,241.4041023166028,67.06853281853282,83.0,0.9263923107130948,245.97000000000003,2.5041023166023137,0.75902,0.908551,0.965855
mutation_1x__Person_reID_baseline_pytorch_hrnet18_069_parallel,2025-11-22T02:44:19.099900,0,1,0,79.0,,,,295136.15,1407630.3500000052,229.25575732899108,54.09820846905537,82.0,0.9423160124573016,252.12,2.4245928338762184,0.771615,0.908848,0.967637
mutation_1x__Person_reID_baseline_pytorch_hrnet18_070_parallel,2025-11-22T04:05:18.438362,0,1,0,,0.0517104520956563,,,222597.92,1067138.1800000025,230.2347745415324,54.47119741100324,82.0,0.9423323452438368,253.87,2.586407766990291,0.651117,0.849762,0.943587
mutation_1x__Person_reID_baseline_pytorch_hrnet18_071_parallel,2025-11-22T05:26:27.550334,0,1,0,,,0.4659918352659752,,223360.58,1065103.2299999993,229.3503940568474,54.52260981912145,82.0,0.9422241829780348,247.59,2.64384151593454,0.731417,0.891924,0.960511
mutation_1x__Person_reID_baseline_pytorch_hrnet18_072_parallel,2025-11-22T06:50:34.618045,0,1,0,,,,1928.0,231338.43,1094394.450000004,227.19419763338257,57.37762092588749,82.0,0.943046168334418,246.17,2.6099231887066594,0.757583,0.905285,0.965558
mutation_1x__Person_reID_baseline_pytorch_pcb_073,2025-11-22T08:03:23.729552,0,0,1,65.0,,,,155884.81,999018.2899999986,238.37229539489348,96.74707706991173,83.0,0.9293603398560772,308.04,5.158434741111904,0.772372,0.923694,0.9712
mutation_1x__Person_reID_baseline_pytorch_pcb_074,2025-11-22T09:11:04.443245,0,0,1,,0.0346878771291993,,,144918.09,924745.9499999996,237.7238946015424,96.53727506426736,83.0,0.9290673096781776,309.77,5.258868894601548,0.778531,0.928741,0.973278
mutation_1x__Person_reID_baseline_pytorch_pcb_075,2025-11-22T10:18:46.631755,0,0,1,,,0.4343877121066294,,145054.48,918986.4700000018,236.1825931637116,96.57080442045746,84.0,0.9285249238768772,308.5,6.150603957851459,0.77555,0.92696,0.972684
mutation_1x__Person_reID_baseline_pytorch_pcb_076,2025-11-22T11:30:57.313960,0,0,1,,,,9463.0,153999.93,1003785.8100000016,241.70137490970424,96.77245364796532,84.0,0.9288132793307112,303.49,4.037322417529495,0.775916,0.926663,0.974466
mutation_1x__Person_reID_baseline_pytorch_pcb_077_parallel,2025-11-22T12:37:17.132682,0,0,1,57.0,,,,189227.63,861411.4600000021,228.0676356897013,95.78130791633572,84.0,0.9426333775886744,314.7,6.1035213132115445,0.777221,0.925475,0.970606
mutation_1x__Person_reID_baseline_pytorch_pcb_078_parallel,2025-11-22T13:46:54.274473,0,0,1,,0.0254263234007825,,,198743.79,895606.3100000017,225.65036785084448,96.09171075837745,84.0,0.9426521452569664,314.33,6.221466364323504,0.773998,0.924881,0.974466
mutation_1x__Person_reID_baseline_pytorch_pcb_079_parallel,2025-11-22T14:56:51.653972,0,0,1,,,0.4034709109258052,,199838.87,892488.5800000003,223.79352557673027,95.9358074222668,84.0,0.9428210337658536,314.33,6.101303911735201,0.777074,0.932304,0.973872
mutation_1x__Person_reID_baseline_pytorch_pcb_080_parallel,2025-11-22T16:11:16.305577,0,0,1,,,,7650.0,212004.49,971081.2600000025,228.5434831725117,96.35420098846788,84.0,0.9435302997592174,312.14000000000004,4.285478936220287,0.77613,0.925178,0.972981
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,2025-11-24T01:00:59.445396,1,0,0,52.0,,,,326209.2,826059.7500000013,190.2486757254724,99.7448180561953,76.0,0.9318344485685872,146.41000000000005,5.66904652233994,0.737258,0.904394,0.962886
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,2025-11-24T02:56:25.177285,1,0,0,81.0,,,,495675.0,1269093.5599999984,191.9379249848757,99.8020266182698,76.0,0.9316021183234984,163.17999999999998,6.301875378100419,0.765536,0.904691,0.968824
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,2025-11-24T04:22:49.028448,1,0,0,,0.0352659833106705,,,369790.9,952248.5500000004,192.9581661600812,99.74650455927052,76.0,0.9319045168499278,163.09000000000003,6.242755825734548,0.744607,0.902019,0.963777
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,2025-11-24T05:48:59.062307,1,0,0,,0.0335153279273252,,,368914.33,949938.3699999984,193.037669172932,99.7640723430197,76.0,0.9315031758186244,146.44000000000003,6.215809794757163,0.734409,0.897862,0.961995
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,2025-11-24T07:14:48.736356,1,0,0,,,0.5225492919437038,,367160.37,946111.1199999992,193.0445052030196,99.7724954091002,76.0,0.931279865525792,145.07,6.471944501122223,0.744781,0.904097,0.964371
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,2025-11-24T08:40:57.948671,1,0,0,,,0.5287922547131229,,368829.48,949426.6800000012,192.97290243902464,99.77012195121952,76.0,0.9315957607293212,150.33,6.28069105691057,0.738528,0.899644,0.957542
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,2025-11-24T10:08:57.127763,1,0,0,,,,5042.0,377322.79,1106134.9899999974,220.0825686430556,71.8366494230004,84.0,0.9321230238968604,311.45000000000005,6.421209709510549,0.751914,0.904394,0.967637
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,2025-11-24T11:24:09.073274,1,0,0,,,,415.0,321880.35,1000255.790000002,233.48641223155977,58.17390289449113,84.0,0.9306742396670068,246.39,2.1391223155929,0.713121,0.886876,0.957838
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel,2025-11-24T13:56:41.608944,1,0,0,79.0,,,,342190.46,978681.5599999974,222.12472991375336,48.09418974126192,84.0,0.9314652722930968,285.54,2.394916023604182,0.755486,0.91152,0.967043
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel,2025-11-24T14:50:08.643030,1,0,0,53.0,,,,232525.57,666685.3100000003,222.52513684913228,48.10447263017357,85.0,0.9312898362102714,283.74,3.89986648865154,0.745102,0.902019,0.962886
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel,2025-11-24T15:49:59.307243,1,0,0,,0.0650315263997169,,,261085.27,745939.9899999973,221.74197086801348,48.44589774078478,84.0,0.9311111653292428,284.36,2.8278834720570813,0.722645,0.894893,0.95962
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel,2025-11-24T16:50:03.244140,1,0,0,,0.0609624176254257,,,262252.54,736302.9499999997,218.0346313295824,46.97867930115487,84.0,0.931225032177,271.63000000000005,2.6769321883328416,0.741641,0.897268,0.958729
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel,2025-11-24T17:49:32.651255,1,0,0,,,0.5799426108821123,,259707.11,734327.6099999982,219.6612653305409,48.235118157343706,84.0,0.931338922526996,280.35,2.474723302422973,0.749506,0.904394,0.958135
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel,2025-11-24T18:49:17.395995,1,0,0,,,0.449752329448274,,260313.3,749398.8100000008,223.1017594522181,48.433462339982135,84.0,0.9313692001138628,283.24,3.436737124144088,0.7203,0.887173,0.959323
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel,2025-11-24T20:06:04.898023,1,0,0,,,,8634.0,337079.05,1018614.5600000016,234.5416900759847,61.09647708956942,84.0,0.9312472252428622,284.53000000000003,1.802210453603493,0.741186,0.90291,0.962292
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel,2025-11-24T21:22:47.873233,1,0,0,,,,5387.0,336145.52,1022372.9400000024,235.73275074936643,60.99538851740834,85.0,0.9315733554919904,283.04,2.927369149181459,0.720131,0.890736,0.962589
mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,2025-11-24T22:45:00.092496,0,1,0,37.0,,,,350472.73,608133.9200000019,129.58319198806774,35.88365650969529,73.0,0.9314224533246852,157.47,3.565523119539733,0.582134,0.806413,0.928444
Person_reID_baseline_pytorch_densenet121_035,2025-11-27T14:51:47.938987,1,0,0,44.0,0.05,0.5,,59284.96,393765.4099999996,247.3400816582912,70.33605527638191,85.0,0.9266647055172172,263.66,2.652638190954775,0.742554,0.902613,0.962292
Person_reID_baseline_pytorch_densenet121_036,2025-11-27T15:20:41.956412,1,0,0,45.0,0.05,0.5,,60219.49,400740.56,247.21811227637247,70.62368908081432,85.0,0.9275883937243574,262.34,2.5737199259716164,0.737183,0.898159,0.960214
Person_reID_baseline_pytorch_densenet121_037,2025-11-27T15:58:11.532201,1,0,0,60.0,0.045275688355853,0.5,,79056.4,528685.6800000006,248.9103954802263,71.32062146892656,85.0,0.927527942076796,263.11,2.4077212806026296,0.745008,0.898159,0.963183
Person_reID_baseline_pytorch_densenet121_038,2025-11-27T16:35:55.209508,1,0,0,60.0,0.0447671376948572,0.5,,79520.12,531813.2499999987,248.85973327094,71.3088441740758,85.0,0.9268456838344812,262.38,2.4197473093121147,0.740465,0.900238,0.958729
Person_reID_baseline_pytorch_densenet121_039,2025-11-27T17:31:55.515990,1,0,0,60.0,0.05,0.5,5154.0,116633.26,736677.1500000011,229.78077043044323,83.65159076731129,84.0,0.9241300466093464,275.27000000000004,5.702744853399878,0.745096,0.904988,0.96348
Person_reID_baseline_pytorch_densenet121_040,2025-11-27T18:27:26.898294,1,0,0,60.0,0.05,0.5,4800.0,116048.43,712667.6700000005,224.2503681560732,84.1746381371932,84.0,0.9242357694972696,276.13,5.97388294524859,0.742322,0.901128,0.962886
Person_reID_baseline_pytorch_densenet121_041,2025-11-27T19:05:14.876159,1,0,0,60.0,0.05,0.5575860384516412,,79938.62,527477.7100000015,246.3697851471282,71.34049509574965,85.0,0.9267608072293468,263.53,2.3157403082671664,0.731845,0.894893,0.963777
Person_reID_baseline_pytorch_densenet121_042,2025-11-27T19:42:41.082627,1,0,0,60.0,0.05,0.4807681789599383,,79011.49,523036.9500000001,246.71554245283025,71.5433962264151,84.0,0.9275297807951728,262.44,1.544339622641516,0.734707,0.894299,0.95962
Person_reID_baseline_pytorch_hrnet18_043,2025-11-27T21:21:17.981261,0,1,0,86.0,0.05,0.5,,200229.08,1378496.749999995,241.9264215514208,64.33590733590734,84.0,0.9252305908812049,245.01,1.6533871533871576,0.767004,0.90677,0.969121
Person_reID_baseline_pytorch_hrnet18_044,2025-11-27T22:37:25.180279,0,1,0,66.0,0.05,0.5,,154245.98,1059442.980000001,241.77156093108184,64.39046097672296,84.0,0.9248724666924868,244.79,1.6239160200821487,0.748033,0.898456,0.961698
Person_reID_baseline_pytorch_hrnet18_045,2025-11-27T23:47:21.973265,0,1,0,60.0,0.0558454953927623,0.5,,141359.44,970343.8500000006,241.3190375528477,64.21039542402387,84.0,0.9246051767041522,242.97,1.5307137527978083,0.73844,0.898159,0.966746
Person_reID_baseline_pytorch_hrnet18_046,2025-11-28T00:57:15.430377,0,1,0,60.0,0.0330818348259958,0.5,,141313.96,969492.1699999988,241.28724987555967,64.00323544051767,84.0,0.9251473810513838,240.08,1.8056246888999536,0.787455,0.921021,0.968824
Person_reID_baseline_pytorch_hrnet18_047,2025-11-28T02:09:47.753136,0,1,0,60.0,0.05,0.5,8010.0,146596.77,1004452.9799999994,240.70284687275327,66.98921639108555,84.0,0.9254167059751728,240.17,1.9618979151689475,0.709973,0.883907,0.952197
Person_reID_baseline_pytorch_hrnet18_048,2025-11-28T03:22:32.493755,0,1,0,60.0,0.05,0.5,7319.0,147071.48,1007178.5199999972,240.72144359464565,66.8914913957935,84.0,0.9254411528326224,240.35,1.9576959847036333,0.741353,0.901128,0.961995
Person_reID_baseline_pytorch_hrnet18_049,2025-11-28T04:32:00.257836,0,1,0,60.0,0.05,0.5041175754336871,,140878.1,965725.4400000004,241.8546055597296,64.2266466316053,84.0,0.9250417914494872,241.59,1.798647633358371,0.67512,0.860451,0.951603
Person_reID_baseline_pytorch_hrnet18_050,2025-11-28T05:41:23.475777,0,1,0,60.0,0.05,0.5353504185669111,,140820.67,964878.0499999984,241.88469541238365,64.28027074454751,84.0,0.9246624803020748,244.61,1.7678616194534982,0.554397,0.794537,0.91538
Person_reID_baseline_pytorch_pcb_051,2025-11-28T07:00:50.188860,0,0,1,70.0,0.05,0.5,,171126.73,1031110.5800000004,225.379361748634,96.89989071038252,84.0,0.9278839723052033,305.49,6.276939890710381,0.775188,0.924584,0.971496
Person_reID_baseline_pytorch_pcb_052,2025-11-28T08:08:31.990566,0,0,1,59.0,0.05,0.5,,144912.04,875021.9400000005,224.99921316533823,96.70429416302392,84.0,0.9279367677109506,306.93,6.038570326562095,0.777345,0.925772,0.974466
Person_reID_baseline_pytorch_pcb_053,2025-11-28T09:17:26.668025,0,0,1,60.0,0.0407555702206187,0.5,,147334.61,882211.9199999992,222.7807878787877,96.6070707070707,84.0,0.9270989348666958,307.95000000000005,6.265151515151516,0.779663,0.925178,0.974169
Person_reID_baseline_pytorch_pcb_054,2025-11-28T10:26:45.039982,0,0,1,60.0,0.0464934848403109,0.5,,148138.0,872985.8699999964,219.17797388902747,96.63946773788602,84.0,0.9267686886551728,308.83,6.1536530253577695,0.774678,0.92399,0.973278
Person_reID_baseline_pytorch_pcb_055,2025-11-28T11:40:49.620888,0,0,1,60.0,0.05,0.5,3637.0,157030.02,948561.9199999986,222.6148603614172,96.80122037080496,84.0,0.9272725686464284,304.44,4.410232339826337,0.775912,0.925178,0.974762
Person_reID_baseline_pytorch_pcb_056,2025-11-28T12:54:56.212098,0,0,1,60.0,0.05,0.5,6706.0,157552.59,943453.7800000008,221.3121698334508,96.94159042927517,85.0,0.927349718592376,300.82,5.406990382359837,0.778825,0.92399,0.972981
Person_reID_baseline_pytorch_pcb_057,2025-11-28T14:04:47.569899,0,0,1,60.0,0.05,0.5517920530893529,,149025.31,857062.5700000011,213.46514819427176,96.72752179327522,85.0,0.9270264896613872,306.89,7.216936488169367,0.777243,0.925772,0.974466
Person_reID_baseline_pytorch_pcb_058,2025-11-28T15:14:40.471745,0,0,1,60.0,0.05,0.4364829381648893,,149654.91,856480.5900000021,213.26707918326744,96.62076693227093,84.0,0.9270133535879312,305.67999999999995,6.145418326693232,0.777592,0.928147,0.970012
Person_reID_baseline_pytorch_hrnet18_002,2025-12-02T20:30:29.017080,0,1,0,60.0,0.03294905709564,0.5,,141829.04,950402.1900000006,235.36458395245188,64.02922238732046,84.0,0.9258160388027726,245.79,1.518821198613182,0.781272,0.917162,0.967637
Person_reID_baseline_pytorch_hrnet18_003,2025-12-02T21:40:22.162971,0,1,0,60.0,0.05,0.3413492264894854,,141313.19,937590.570000002,233.34757839721303,64.84718765555003,84.0,0.926945319117062,243.79,1.6657541065206516,0.765036,0.914192,0.967043
Person_reID_baseline_pytorch_hrnet18_004,2025-12-02T22:52:50.341454,0,1,0,60.0,0.05,0.5,8691.0,146197.45,983845.35,235.99072919165263,67.51451187335093,84.0,0.9267926355760652,244.82,1.5665627248740748,0.738058,0.894002,0.95962
Person_reID_baseline_pytorch_pcb_005,2025-12-03T00:33:05.018136,0,0,1,88.0,0.05,0.5,,215584.54,1266178.649999997,218.6459419789324,97.18010706268348,84.0,0.9281534288126596,305.17,6.081678466586084,0.77076,0.92785,0.969418
Person_reID_baseline_pytorch_pcb_006,2025-12-03T01:43:02.241761,0,0,1,60.0,0.0487736156257065,0.5,,149638.05,858400.0400000025,213.47924396916247,96.6650087043024,84.0,0.9285253984531342,306.32,5.978612285501114,0.7765,0.924287,0.972684
Person_reID_baseline_pytorch_pcb_007,2025-12-03T02:52:50.555754,0,0,1,60.0,0.05,0.4384615268137537,,149091.8,859152.0499999998,214.1455757726819,96.62911266201397,84.0,0.9284336227746932,308.16,6.059571286141576,0.77739,0.926366,0.973278
Person_reID_baseline_pytorch_pcb_008,2025-12-03T04:06:48.886838,0,0,1,60.0,0.05,0.5,5486.0,157455.0,946989.9300000012,222.55932549941272,96.96592244418332,85.0,0.928550760534756,303.77,5.227262044653344,0.775638,0.925772,0.972981
Person_reID_baseline_pytorch_hrnet18_002,2025-12-04T00:29:59.987074,0,1,0,60.0,0.0724324979826298,0.5,,139834.5,974044.79,244.4278017565872,64.0762860727729,84.0,0.926393343559708,244.8,2.0351317440401573,0.626317,0.832245,0.936461
Person_reID_baseline_pytorch_hrnet18_003,2025-12-04T01:39:40.473332,0,1,0,60.0,0.05,0.309570947708524,,140934.78,976192.3799999986,243.74341573033672,63.874406991260926,84.0,0.9249845212090302,243.25,1.9715355805243464,0.770546,0.914192,0.967043
Person_reID_baseline_pytorch_hrnet18_004,2025-12-04T02:52:04.281180,0,1,0,60.0,0.05,0.5,5562.0,146236.41,1014080.220000001,243.4766434573832,67.13133253301321,84.0,0.9259286384286924,246.97,1.985594237695082,0.763961,0.908551,0.964964
Person_reID_baseline_pytorch_pcb_005,2025-12-04T04:00:08.109631,0,0,1,60.0,0.0265808087787169,0.5,,145356.67,906315.1200000014,231.79414833759623,96.51892583120204,84.0,0.9281678646050436,309.09,5.848081841432219,0.77942,0.925178,0.976247
Person_reID_baseline_pytorch_pcb_006,2025-12-04T05:12:21.266716,0,0,1,60.0,0.05,0.5,153.0,153138.98,1007279.689999999,242.5426655429808,96.87960510474356,84.0,0.9282320543077928,302.23,3.6836022152660775,0.772052,0.922803,0.972684
Person_reID_baseline_pytorch_densenet121_022_parallel,2025-12-05T01:34:40.753377,1,0,0,31.0,0.05,0.5,,55149.4,314745.61000000034,245.51139625585049,80.31045241809673,85.0,0.9344640195541564,195.84000000000003,3.074882995319811,0.728873,0.902613,0.961401
Person_reID_baseline_pytorch_densenet121_023_parallel,2025-12-05T02:16:55.864001,1,0,0,60.0,0.0565649423581399,0.5,,102579.17,585796.3600000023,246.3399327165695,82.37300252312868,85.0,0.9348115216763794,191.8,2.2497897392767072,0.743944,0.906473,0.969418
Person_reID_baseline_pytorch_densenet121_024_parallel,2025-12-05T02:59:02.337963,1,0,0,60.0,0.05,0.4394570986695282,,102205.17,583255.7499999993,246.09947257383936,82.73164556962026,85.0,0.934340894888194,191.37,2.2177215189873465,0.752522,0.901128,0.96823
Person_reID_baseline_pytorch_densenet121_025_parallel,2025-12-05T04:02:38.475882,1,0,0,60.0,0.05,0.5,9670.0,154033.52,832648.0699999991,229.5693603529085,89.79404466501241,84.0,0.9340111165413866,206.35,4.990901571546729,0.725624,0.892221,0.960808
Person_reID_baseline_pytorch_densenet121_008,2025-12-07T08:36:31.995087,1,0,0,85.0,0.0743084324506971,0.5666375197443834,5522.0,163216.35,1043264.770000001,232.19781215223705,83.73447585132428,84.0,0.9255063601164956,280.06,5.355664366792794,0.725245,0.887173,0.961698
Person_reID_baseline_pytorch_densenet121_009,2025-12-07T09:40:27.808233,1,0,0,71.0,0.0339664515876819,0.4228693055590705,5289.0,135881.47,852617.8399999993,228.7065021459225,84.14994635193133,84.0,0.9258713494930544,275.54,5.673819742489272,0.740512,0.896378,0.958432
Person_reID_baseline_pytorch_densenet121_010,2025-12-07T11:02:03.216216,1,0,0,90.0,0.0274165593810189,0.3905070975289366,1797.0,173100.54,1077093.0599999998,226.2325267800882,84.1818945599664,84.0,0.9256047959180254,275.72,5.392144507456422,0.717806,0.884501,0.960214
Person_reID_baseline_pytorch_densenet121_011,2025-12-07T11:44:43.543179,1,0,0,46.0,0.0487627023304731,0.4858327327598483,2567.0,90756.08,532400.2399999999,214.2455694164989,85.00241448692152,84.0,0.9258743876994244,276.87,6.016901408450707,0.739777,0.895784,0.961401
Person_reID_baseline_pytorch_densenet121_012,2025-12-07T12:32:18.144298,1,0,0,51.0,0.0655875670649268,0.366983324404857,831.0,100856.52,593491.4199999996,214.1022438672437,84.63383838383838,84.0,0.9262238078410796,274.71,5.755772005772002,0.727889,0.899644,0.959026
Person_reID_baseline_pytorch_hrnet18_001_parallel,2025-12-07T17:25:23.679030,0,1,0,53.0,0.05,0.5,,222999.99,1242650.919999997,230.63305864884867,98.51002227171492,84.0,0.9339320149745298,132.29000000000002,3.559948032665176,0.758933,0.908254,0.966152
Person_reID_baseline_pytorch_hrnet18_002_parallel,2025-12-07T19:11:20.534838,0,1,0,60.0,0.0301799253847571,0.5,,252553.7,1351648.9100000022,221.50916256964967,98.7351687971157,85.0,0.933401728028534,96.66,4.575712881022611,0.770628,0.911817,0.96348
Person_reID_baseline_pytorch_hrnet18_003_parallel,2025-12-07T21:04:34.017284,0,1,0,60.0,0.05,0.5,6621.0,269306.99,1464603.3800000006,224.35713541666675,98.7124693627451,85.0,0.9330065662239216,106.96,4.204810049019613,0.740315,0.898456,0.96348
Person_reID_baseline_pytorch_hrnet18_004_parallel,2025-12-07T22:50:24.140934,0,1,0,60.0,0.05,0.5435809256467599,,252204.45,1353242.9200000043,222.02508941755607,98.75471698113208,85.0,0.9327079280321976,94.75000000000004,4.826415094339623,0.746401,0.901722,0.959323
Person_reID_baseline_pytorch_hrnet18_013_parallel,2025-12-09T22:27:20.017461,0,1,0,56.0,0.05,0.5,,234645.04,1286179.1599999955,226.9194001411425,98.65790402258293,85.0,0.9328009660890338,98.11,4.3719124911785485,0.732314,0.896972,0.963183
Person_reID_baseline_pytorch_hrnet18_014_parallel,2025-12-10T00:52:32.401502,0,1,0,84.0,0.05,0.5,,348049.14,1911245.649999997,227.6105335238772,98.72764082410384,85.0,0.9322797637138248,118.57999999999998,4.2449684411099184,0.731787,0.899644,0.961698
Person_reID_baseline_pytorch_hrnet18_015_parallel,2025-12-10T02:37:48.163385,0,1,0,60.0,0.0684962527946702,0.5,,250962.5,1361301.6900000006,224.56312933025416,98.74166941603433,84.0,0.931609423718683,97.92000000000002,3.5945232596502734,0.619773,0.835511,0.938242
Person_reID_baseline_pytorch_hrnet18_016_parallel,2025-12-10T04:23:59.241562,0,1,0,60.0,0.0511718430945289,0.5,,253983.81,1336853.4299999955,218.61871300081697,98.71381847914964,85.0,0.9316948194453812,90.73000000000002,4.846279640228943,0.734265,0.890143,0.961698
Person_reID_baseline_pytorch_hrnet18_017_parallel,2025-12-10T06:17:15.425371,0,1,0,60.0,0.05,0.5,9465.0,270234.29,1446229.0699999968,221.47458958652325,98.79678407350688,86.0,0.9329289040262064,102.69,5.109341500765694,0.729855,0.89133,0.959917
Person_reID_baseline_pytorch_hrnet18_018_parallel,2025-12-10T08:10:25.408993,0,1,0,60.0,0.05,0.5,4351.0,268851.03,1468668.6300000031,225.11781575720465,98.58660331085224,85.0,0.932855678477408,132.08999999999995,4.255671367259353,0.731198,0.897565,0.964074
