experiment_id,repository,model,timestamp,hyperparam_learning_rate,hyperparam_dropout,training_duration,is_densenet121,is_hrnet18,is_pcb,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,energy_cpu_total_joules,energy_gpu_total_joules,perf_map,perf_rank1,perf_rank5
mutation_1x__Person_reID_baseline_pytorch_densenet121_061_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-21T17:43:21.299304,,,-2.393365625342092,1,0,0,-0.7944486887022644,0.19488070150815193,1.5951525179199826,0.7091674815413954,-1.2263041723247512,-1.4215045354448212,-1.80761790419244,-0.9357462954798431,-0.8454903685501696,-0.8980186033116827
mutation_1x__Person_reID_baseline_pytorch_densenet121_062_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-21T18:25:14.443866,-1.1328123778236314,,,1,0,0,-0.734230054655822,0.656230933649903,1.549195180898076,0.9852295574714818,-0.8350327935507575,-0.9494821093857195,-1.1957182277430354,-0.006123768260520014,-0.18649127484552727,-0.2512202218594759
mutation_1x__Person_reID_baseline_pytorch_densenet121_063_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-21T19:06:54.321216,,1.1439072465021358,,1,0,0,-0.7538304233486801,0.19488070150815193,1.6851588007260598,0.9723323303423791,-1.2214415150474864,-0.953645550991796,-1.1962008947554494,-0.14826438598914077,-0.28985429476023644,0.07217896886662746
mutation_1x__Person_reID_baseline_pytorch_densenet121_064_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-21T20:06:59.359133,,,,1,0,0,-0.08656283461168765,0.19488070150815193,1.5811242824881144,0.8716111280008123,0.3343341946378855,-0.42322767830910885,-0.5819613115684275,-0.1369272013509836,0.007352468607149372,0.10452978046839574
mutation_1x__Person_reID_baseline_pytorch_hrnet18_065,Person_reID_baseline_pytorch,hrnet18,2025-11-21T21:27:04.445287,,,0.9264641130356489,0,1,0,-0.9722080425988757,-0.26646953063359924,-0.9107305885084307,0.06507381717725987,-1.6827901233702556,-0.4188499208302401,0.33527252316793976,0.03129426366729161,-0.19941709249381318,0.007477345663090885
mutation_1x__Person_reID_baseline_pytorch_hrnet18_066,Person_reID_baseline_pytorch,hrnet18,2025-11-21T22:36:15.787193,-2.0002910594662264,,,0,1,0,-1.0034506867353847,-0.26646953063359924,-0.853934068191804,0.12157595507618812,-1.657186397691892,-0.6559345717608043,-0.08001028206067805,0.6630362564854865,0.08490737449683582,-0.0571153522488662
mutation_1x__Person_reID_baseline_pytorch_hrnet18_067,Person_reID_baseline_pytorch,hrnet18,2025-11-21T23:45:32.530204,,-1.8589530312170757,,0,1,0,-1.0139731951546793,-0.26646953063359924,-0.6725299070659612,0.03927936291905363,-1.567110851438547,-0.6512323668134625,-0.08916566232973956,0.3516362624688999,0.29163341432625406,0.4602797827962674
mutation_1x__Person_reID_baseline_pytorch_hrnet18_068,Person_reID_baseline_pytorch,hrnet18,2025-11-22T00:57:31.522162,,,,0,1,0,-0.8409747886745922,-0.26646953063359924,-0.8892218927532479,0.11497380309343289,-0.856256988964614,-0.5991899308491505,-0.02368981864930011,0.31038594277607984,0.14949294146670172,0.13688059207016404
mutation_1x__Person_reID_baseline_pytorch_hrnet18_069_parallel,Person_reID_baseline_pytorch,hrnet18,2025-11-22T02:44:19.099900,,,1.8052425731944628,0,1,0,-1.580873359945317,-0.7278197627753504,2.178545082253408,0.2093999302886514,-0.8991036976694328,0.9861424943487422,1.100513701358138,0.6455780566671055,0.1624187591149828,0.33098546168077375
mutation_1x__Person_reID_baseline_pytorch_hrnet18_070_parallel,Person_reID_baseline_pytorch,hrnet18,2025-11-22T04:05:18.438362,0.3976263020477871,,,0,1,0,-1.559596021167114,-0.7278197627753504,2.1816916611047015,0.2362691534742828,-0.81190356674778,0.21577113293978767,0.16059755354791766,-2.5612484093623324,-2.40907909127679,-2.288667801021413
mutation_1x__Person_reID_baseline_pytorch_hrnet18_071_parallel,Person_reID_baseline_pytorch,hrnet18,2025-11-22T05:26:27.550334,,-0.4374216522337282,,0,1,0,-1.5566631749030355,-0.7278197627753504,2.1608537534184418,0.13984702684241698,-0.7809532067848386,0.22387074362083315,0.15498014870424853,-0.42421571817937703,-0.5741352404793412,-0.4452161661785061
mutation_1x__Person_reID_baseline_pytorch_hrnet18_072_parallel,Person_reID_baseline_pytorch,hrnet18,2025-11-22T06:50:34.618045,,,,0,1,0,-1.3937976534295227,-0.7278197627753504,2.319212630691997,0.11804457145750442,-0.7992313874075727,0.3085971998028551,0.23583748726526688,0.2721429044544117,0.007352468607149372,0.10452978046839574
mutation_1x__Person_reID_baseline_pytorch_pcb_073,Person_reID_baseline_pytorch,pcb,2025-11-22T08:03:23.729552,,,0.4382538573918635,0,0,1,0.8520524554648299,-0.26646953063359924,-0.31741880751828144,1.067986764883227,0.5741309886619985,-0.49273622069326,-0.027444904515241515,0.6657241805428873,0.8085355564428836,0.7190862756104137
mutation_1x__Person_reID_baseline_pytorch_pcb_074,Person_reID_baseline_pytorch,pcb,2025-11-22T09:11:04.443245,-1.5095496915517643,,,0,0,1,0.8400841962260198,-0.26646953063359924,-0.3738722827768093,1.0945489112324507,0.6282537520235753,-0.6092051091206563,-0.23247097516364873,0.8296343218255258,1.0281874139205829,0.9454330315312122
mutation_1x__Person_reID_baseline_pytorch_pcb_075,Person_reID_baseline_pytorch,pcb,2025-11-22T10:18:46.631755,,-1.0550457037012506,,0,0,1,0.8419968949428936,0.19488070150815193,-0.47836514980424033,1.0750495321205928,1.1087991056962387,-0.607756618442257,-0.24836980847599147,0.7503006424679116,0.9506760293024359,0.8807314083276756
mutation_1x__Person_reID_baseline_pytorch_pcb_076,Person_reID_baseline_pytorch,pcb,2025-11-22T11:30:57.313960,,,,0,0,1,0.8535000749182595,0.19488070150815193,-0.42281227946385,0.9981267846005853,-0.030023025512619178,-0.5127540453864254,-0.014284340402971624,0.7600410405373158,0.9377502116541548,1.0748362779382974
mutation_1x__Person_reID_baseline_pytorch_pcb_077_parallel,Person_reID_baseline_pytorch,pcb,2025-11-22T12:37:17.132682,,,-0.34288255163819326,0,0,1,0.796959676159198,0.19488070150815193,2.239686786907502,1.1702433514068296,1.0834268319652112,-0.13862841248490254,-0.4073035120302737,0.7947711484077237,0.8860469410610305,0.6543846524068772
mutation_1x__Person_reID_baseline_pytorch_pcb_078_parallel,Person_reID_baseline_pytorch,pcb,2025-11-22T13:46:54.274473,-2.5471960505235836,,,0,0,1,0.8146667598956427,0.19488070150815193,2.243302455795865,1.164562429933296,1.1469860084923462,-0.03756477839036454,-0.3129098826938114,0.7089970965561316,0.8601953057644635,1.0748362779382974
mutation_1x__Person_reID_baseline_pytorch_pcb_079_parallel,Person_reID_baseline_pytorch,pcb,2025-11-22T14:56:51.653972,,-1.6592377550814152,,0,0,1,0.8057731769337603,0.19488070150815193,2.2758395252753743,1.164562429933296,1.082231900846544,-0.025934796924705565,-0.3215162620167592,0.7908590213142752,1.1832537044284164,1.0101346547347487
mutation_1x__Person_reID_baseline_pytorch_pcb_080_parallel,Person_reID_baseline_pytorch,pcb,2025-11-22T16:11:16.305577,,,,0,0,1,0.8296406449723303,0.19488070150815193,2.4124825512431594,1.1309375163467068,0.10370555257630085,0.10326666335057275,-0.10456405124585434,0.7657362459658714,0.8731211234127446,0.9130822199294439
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_113,Person_reID_baseline_pytorch,densenet121,2025-11-24T01:00:59.445396,,,-0.8310928072819788,1,0,0,1.0230600735495905,-3.495921155625857,0.1592284647515382,-1.4136546885416872,0.8492935667772982,1.3161448645696383,-0.5048906109691553,-0.26876854571113784,-0.03142498433769385,-0.18651859865593934
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_114,Person_reID_baseline_pytorch,densenet121,2025-11-24T02:56:25.177285,,,2.000526675451977,1,0,0,1.026323564284507,-3.495921155625857,0.11446908250312036,-1.1561707612142378,1.1903174637152398,3.1159075422398486,0.7180879733691543,0.4837969641428054,-0.018499166689412774,0.4602797827962674
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_115,Person_reID_baseline_pytorch,densenet121,2025-11-24T04:22:49.028448,-1.4447798060775665,,,1,0,0,1.023156280952133,-3.495921155625857,0.1727274088378502,-1.1575526069780695,1.1584586444633773,1.7789917462969238,-0.15655105651539933,-0.07318880414820338,-0.13478800425240298,-0.08946616385063448
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_116,Person_reID_baseline_pytorch,densenet121,2025-11-24T05:48:59.062307,-1.6409198099701088,,,1,0,0,1.0241584438700513,-3.495921155625857,0.09540739987726868,-1.4131940732870767,1.1439377508485067,1.7696823872972591,-0.16292822368006601,-0.34458929461749177,-0.3157059300567986,-0.2835710334612442
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_117,Person_reID_baseline_pytorch,densenet121,2025-11-24T07:14:48.736356,,0.6678532942622305,,1,0,0,1.0246389418430204,-3.495921155625857,0.05238574872259658,-1.4342288365809717,1.2819656787954723,1.7510549607243076,-0.1734932069415192,-0.06855812309881545,-0.04435080198597492,-0.024764540647097915
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_118,Person_reID_baseline_pytorch,densenet121,2025-11-24T08:40:57.948671,,0.7898564879394858,,1,0,0,1.02450354676364,-3.495921155625857,0.11324426570042778,-1.3534676286058736,1.178901486551136,1.7687812623316295,-0.16434072515894094,-0.2349698966725035,-0.23815102416711212,-0.7686153569046095
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_119,Person_reID_baseline_pytorch,densenet121,2025-11-24T10:08:57.127763,,,,1,0,0,-0.5689752173269476,0.19488070150815193,0.2148236948116781,1.1203433654906578,1.2546253067687325,1.8589820128540546,0.26824681735354944,0.12127318681660045,-0.03142498433769385,0.33098546168077375
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_120,Person_reID_baseline_pytorch,densenet121,2025-11-24T11:24:09.073274,,,,1,0,0,-1.3483733544664664,0.19488070150815193,-0.06429057683513623,0.12142241665798378,-1.0529403435804061,1.27017156100495,-0.024028831150270123,-0.9111291692115475,-0.7938306192285848,-0.7363734705944328
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_121_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T13:56:41.608944,,,1.8052425731944628,1,0,0,-1.9233755795413925,0.19488070150815193,0.08810512897834846,0.7225253239251094,-0.9150961755653654,1.485869229545603,-0.08358370183518452,0.21633521387644547,0.278707596677973,0.2662838384772372
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_122_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T14:50:08.643030,,,-0.7334507561532216,1,0,0,-1.922788987054631,0.656230933649903,0.05430664230974291,0.6948884086484597,-0.10409638056981477,0.3212048779607456,-0.9448379075669328,-0.06001531495597907,-0.13478800425240298,-0.18651859865593934
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_123_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T15:49:59.307243,1.890093403630366,,,1,0,0,-1.903312222655338,0.19488070150815193,0.019884958393539827,0.7044077905770835,-0.6817751991676483,0.6245149390200146,-0.7260582700747451,-0.6576659145312684,-0.4449205852680698,-0.542268600983811
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_124_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T16:50:03.244140,1.4341984180030114,,,1,0,0,-1.9870104246411635,0.19488070150815193,0.04182187737815679,0.5089533842038912,-0.7631210394447375,0.6369115935707506,-0.7526609655584346,-0.15212328686362922,-0.34155756535336557,-0.6393210357891158
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_125_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T17:49:32.651255,,1.7894630915403806,,1,0,0,-1.9153362483033454,0.19488070150815193,0.0637633241662276,0.6428388848774368,-0.8720889881100923,0.6098785880166973,-0.7581138191832826,0.05718881919059196,-0.03142498433769385,-0.7040226589926645
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_126_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T18:49:17.395995,,-0.7547824385586303,,1,0,0,-1.9040216062481568,0.19488070150815193,0.06959642645393266,0.6872114877382793,-0.3536712525641192,0.6163164541677255,-0.7165103243161917,-0.7200736562600839,-0.7809048015803037,-0.5746194125855792
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_127_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T20:06:04.898023,,,,1,0,0,-1.181653663184557,0.19488070150815193,0.046097463270163924,0.707017943686545,-1.2344981139860784,1.4315849730863626,0.026649880130912296,-0.16423225167668287,-0.09601055130755977,-0.2512202218594759
mutation_2x_safe__Person_reID_baseline_pytorch_densenet121_128_parallel,Person_reID_baseline_pytorch,densenet121,2025-11-24T21:22:47.873233,,,,1,0,0,-1.1874203108102035,0.656230933649903,0.10892780409780285,0.6841407193742074,-0.6281635583683448,1.42167068682633,0.03702475028316196,-0.7245712717620777,-0.6258385110724702,-0.21886941025770762
mutation_2x_safe__Person_reID_baseline_pytorch_hrnet18_129,Person_reID_baseline_pytorch,hrnet18,2025-11-24T22:45:00.092496,,,-2.2957235742133353,0,1,0,-2.619931490485427,-4.879971852051111,0.07985587768570618,-1.2438411980084976,-0.2842700209023984,1.573828690583686,-1.1064668723026914,-4.397100540568728,-4.295682691395818,-3.938123491545278
Person_reID_baseline_pytorch_densenet121_035,Person_reID_baseline_pytorch,densenet121,2025-11-27T14:51:47.938987,0.20599059584788668,0.22718341781049617,-1.6122292163120355,1,0,0,-0.6545773530349077,0.656230933649903,-0.8367439075665272,0.38658326489561523,-0.7762127838913657,-1.5186470811650525,-1.6982232822401568,-0.1278255179090819,-0.10893636895584084,-0.2512202218594759
Person_reID_baseline_pytorch_densenet121_036,Person_reID_baseline_pytorch,densenet121,2025-11-27T15:20:41.956412,0.20599059584788668,0.22718341781049617,-1.5145871651832783,1,0,0,-0.6381691403168293,0.656230933649903,-0.6587915556205579,0.36631619369273827,-0.818740892429963,-1.5087221746932857,-1.6789686364772343,-0.27076452892207914,-0.3027801124085175,-0.4775669777802744
Person_reID_baseline_pytorch_densenet121_037,Person_reID_baseline_pytorch,densenet121,2025-11-27T15:58:11.532201,-0.32331203737619296,0.22718341781049617,-0.049956398251921975,1,0,0,-0.5984122873390301,0.656230933649903,-0.6704378154508832,0.37813865189441664,-0.9081955758168683,-1.308670202079149,-1.3257808250761205,-0.06251694724702864,-0.3027801124085175,-0.15416778705417106
Person_reID_baseline_pytorch_densenet121_038,Person_reID_baseline_pytorch,densenet121,2025-11-27T16:35:55.209508,-0.3802890584256852,0.22718341781049617,-0.049956398251921975,1,0,0,-0.5990841289521399,0.656230933649903,-0.8018776865198685,0.36693034736555297,-0.9017148928678145,-1.3037453974938626,-1.3171472827940616,-0.183420303611214,-0.21229938887054997,-0.6393210357891158
Person_reID_baseline_pytorch_densenet121_039,Person_reID_baseline_pytorch,densenet121,2025-11-27T17:31:55.515990,0.20599059584788668,0.22718341781049617,-0.049956398251921975,1,0,0,0.1050139586380502,0.19488070150815193,-1.3250564253076713,0.5648413684300042,0.8674531940979501,-0.9095959925806034,-0.7516280001821329,-0.060174993612856144,-0.005573349041131702,-0.12181697545240278
Person_reID_baseline_pytorch_densenet121_040,Person_reID_baseline_pytorch,densenet121,2025-11-27T18:27:26.898294,0.20599059584788668,0.22718341781049617,-0.049956398251921975,1,0,0,0.1348514546986731,0.19488070150815193,-1.304688473854979,0.5780456723955139,1.0135662669278063,-0.9158070110089935,-0.8179052891797827,-0.1339997593082658,-0.1735654571972462,-0.18651859865593934
Person_reID_baseline_pytorch_densenet121_041,Person_reID_baseline_pytorch,densenet121,2025-11-27T19:05:14.876159,0.20599059584788668,1.35255943907023,-0.049956398251921975,1,0,0,-0.5972785864618457,0.656230933649903,-0.8182295154076802,0.38458726545896754,-0.9577630210185977,-1.2993008388831873,-1.3291153819590864,-0.41282530732226286,-0.4449205852680698,-0.08946616385063448
Person_reID_baseline_pytorch_densenet121_042,Person_reID_baseline_pytorch,densenet121,2025-11-27T19:42:41.082627,0.20599059584788668,-0.14865473368552937,-0.049956398251921975,1,0,0,-0.585703991051313,0.19488070150815193,-0.6700835787537113,0.3678515778747747,-1.3734616187011088,-1.3091471557881225,-1.3413739370752025,-0.3366585879926777,-0.4707722205646368,-0.542268600983811
Person_reID_baseline_pytorch_hrnet18_043,Person_reID_baseline_pytorch,hrnet18,2025-11-27T21:21:17.981261,0.20599059584788668,0.22718341781049617,2.4887369310957626,0,1,0,-0.9968587616528026,0.19488070150815193,-1.1130320213107525,0.10023411494588597,-1.3146972094175757,-0.021790684103984933,1.020091467026426,0.52286500885833,0.07198155684855474,0.4926305943980357
Person_reID_baseline_pytorch_hrnet18_044,Person_reID_baseline_pytorch,hrnet18,2025-11-27T22:37:25.180279,0.20599059584788668,0.22718341781049617,0.5358959085206206,0,1,0,-0.9937467222149666,0.19488070150815193,-1.182026126874178,0.0968562697454066,-1.3305788504574332,-0.5101409422892766,0.1393552361676659,0.017987708927670227,-0.28985429476023644,-0.31592184506301246
Person_reID_baseline_pytorch_hrnet18_045,Person_reID_baseline_pytorch,hrnet18,2025-11-27T23:47:21.973265,0.8609084626066432,0.22718341781049617,-0.049956398251921975,0,1,0,-1.0040186507795363,0.19488070150815193,-1.2335206481943275,0.06891227763235007,-1.3808044368911647,-0.6469987256078241,-0.10659964450651144,-0.237311850306676,-0.3027801124085175,0.23393302687546888
Person_reID_baseline_pytorch_hrnet18_046,Person_reID_baseline_pytorch,hrnet18,2025-11-28T00:57:15.430377,-1.6894875288889895,0.22718341781049617,-0.049956398251921975,0,1,0,-1.0158361945579908,0.19488070150815193,-1.1290627390434376,0.024539674771507588,-1.2326582234449575,-0.6474817328374861,-0.10895067591134137,1.0671297108182627,0.692203197608349,0.4602797827962674
Person_reID_baseline_pytorch_hrnet18_047,Person_reID_baseline_pytorch,hrnet18,2025-11-28T02:09:47.753136,0.20599059584788668,0.22718341781049617,-0.049956398251921975,0,1,0,-0.8454994335304392,0.19488070150815193,-1.0771761789948915,0.025921520535339675,-1.1484444520212855,-0.59137717208704,-0.012442642086289334,-0.9949072378521954,-0.9230452744398561,-1.3508210404448713
Person_reID_baseline_pytorch_hrnet18_048,Person_reID_baseline_pytorch,hrnet18,2025-11-28T03:22:32.493755,0.20599059584788668,0.22718341781049617,-0.049956398251921975,0,1,0,-0.8510742042490252,0.19488070150815193,-1.0724663908356193,0.02868521206300472,-1.1507088220620947,-0.5863356513747967,-0.0049188888748701,-0.15978786239364906,-0.1735654571972462,-0.2835710334612442
Person_reID_baseline_pytorch_hrnet18_049,Person_reID_baseline_pytorch,hrnet18,2025-11-28T04:32:00.257836,0.20599059584788668,0.3076511975604594,-0.049956398251921975,0,1,0,-1.003091592600655,0.19488070150815193,-1.1494050123920656,0.047723975920252244,-1.2364180751778304,-0.6521106583238634,-0.11934859593234982,-1.9224539425321372,-1.9438802197532896,-1.415522663648408
Person_reID_baseline_pytorch_hrnet18_050,Person_reID_baseline_pytorch,hrnet18,2025-11-28T05:41:23.475777,0.20599059584788668,0.9180195035416695,-0.049956398251921975,0,1,0,-1.0000325785403632,0.19488070150815193,-1.2224808731420331,0.09409257821774199,-1.2530082896370127,-0.6527205770837464,-0.12168778494951508,-5.135268358194402,-4.812541312240904,-5.361123500856777
Person_reID_baseline_pytorch_pcb_051,Person_reID_baseline_pytorch,pcb,2025-11-28T07:00:50.188860,0.20599059584788668,0.22718341781049617,0.9264641130356489,0,0,1,0.8607697852099088,0.19488070150815193,-0.6018471199984778,1.0288344682413069,1.176880027978244,-0.3308638030607043,0.06114468505214822,0.7406666968364276,0.8472694881161824,0.7513281619206025
Person_reID_baseline_pytorch_pcb_052,Person_reID_baseline_pytorch,pcb,2025-11-28T08:08:31.990566,0.20599059584788668,0.22718341781049617,-0.14759844938067906,0,0,1,0.8496118833690077,0.19488070150815193,-0.5916758668071384,1.0509440004626265,1.0484255225660974,-0.6092693614016468,-0.36973228115161205,0.7980711739831469,0.8989727587093116,1.0748362779382974
Person_reID_baseline_pytorch_pcb_053,Person_reID_baseline_pytorch,pcb,2025-11-28T09:17:26.668025,-0.8297372293779817,0.22718341781049617,-0.049956398251921975,0,0,1,0.8440657232102078,0.19488070150815193,-0.7530878281380359,1.0666049191193951,1.170527413467926,-0.5835411550612319,-0.3498846050525369,0.8597603617560258,0.8731211234127446,1.042485466336517
Person_reID_baseline_pytorch_pcb_054,Person_reID_baseline_pytorch,pcb,2025-11-28T10:26:45.039982,-0.1868725019460584,0.22718341781049617,-0.049956398251921975,0,0,1,0.8459138278657119,0.19488070150815193,-0.8167111261378183,1.0801162999213116,1.1104422116854233,-0.5750089831562606,-0.375352777714208,0.727094011002015,0.8214178528196203,0.9454330315312122
Person_reID_baseline_pytorch_pcb_055,Person_reID_baseline_pytorch,pcb,2025-11-28T11:40:49.620888,0.20599059584788668,0.22718341781049617,-0.049956398251921975,0,0,1,0.8551410868587237,0.19488070150815193,-0.7196365626116059,1.012712934329928,0.17093366878298227,-0.480573848013376,-0.1667278634240669,0.7599345880993987,0.8731211234127446,1.1070781642484742
Person_reID_baseline_pytorch_pcb_056,Person_reID_baseline_pytorch,pcb,2025-11-28T12:54:56.212098,0.20599059584788668,0.22718341781049617,-0.049956398251921975,0,0,1,0.8631485663104986,0.656230933649903,-0.7047733065607407,0.9571320269402218,0.7080746491204294,-0.4750240439675441,-0.1808286965541597,0.8374585760124227,0.8214178528196203,0.9130822199294439
Person_reID_baseline_pytorch_pcb_057,Person_reID_baseline_pytorch,pcb,2025-11-28T14:04:47.569899,0.20599059584788668,1.2393303931145019,-0.049956398251921975,0,0,1,0.8509369150315839,0.656230933649903,-0.76704469645379,1.0503298467898117,1.6834329448622982,-0.5655855630825728,-0.4193084633807005,0.7953566368162661,0.8989727587093116,1.0748362779382974
Person_reID_baseline_pytorch_pcb_058,Person_reID_baseline_pytorch,pcb,2025-11-28T15:14:40.471745,0.20599059584788668,-1.014099716991914,-0.049956398251921975,0,0,1,0.844847031154743,0.19488070150815193,-0.7695754153140704,1.0317516981871746,1.1060046311245375,-0.5588990777748519,-0.4209149978267105,0.804644612024519,1.0023357786240208,0.5896830292033406
Person_reID_baseline_pytorch_hrnet18_002,Person_reID_baseline_pytorch,hrnet18,2025-12-02T20:30:29.017080,-1.7043636860108233,0.22718341781049617,-0.049956398251921975,0,1,0,-1.0143537563172043,0.19488070150815193,-1.0002430587803945,0.11221011156576739,-1.3872131920161397,-0.6420114741775418,-0.16164786558055533,0.9025808549081218,0.5242546107237788,0.33098546168077375
Person_reID_baseline_pytorch_hrnet18_003,Person_reID_baseline_pytorch,hrnet18,2025-12-02T21:40:22.162971,0.20599059584788668,-2.8732517061123852,-0.049956398251921975,0,1,0,-0.9676925227963542,0.19488070150815193,-0.7826825374046106,0.0815024279250458,-1.3080328063764646,-0.6474899104005212,-0.19701387272723056,0.4704904094031869,0.3949964342409632,0.2662838384772372
Person_reID_baseline_pytorch_hrnet18_004,Person_reID_baseline_pytorch,hrnet18,2025-12-02T22:52:50.341454,0.20599059584788668,0.22718341781049617,-0.049956398251921975,0,1,0,-0.8155336927863553,0.19488070150815193,-0.8120976528232101,0.09731688500001745,-1.3614858548647866,-0.5956180350366571,-0.06932924892102986,-0.24747805812774543,-0.4836980382129179,-0.542268600983811
Person_reID_baseline_pytorch_pcb_005,Person_reID_baseline_pytorch,pcb,2025-12-03T00:33:05.018136,0.20599059584788668,0.22718341781049617,2.6840210333532766,0,0,1,0.8767548657003995,0.19488070150815193,-0.5499352098123943,1.0239212388587915,1.0716559833248138,0.1412875523688482,0.7100414712178282,0.6228238480623541,0.9894099609757347,0.524981405999804
