experiment_id,timestamp,is_mnist,is_cifar10,training_duration,hyperparam_learning_rate,l2_regularization,seed,energy_cpu_total_joules,energy_gpu_total_joules,gpu_power_avg_watts,gpu_util_avg,gpu_temp_max,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,perf_test_accuracy
examples_siamese_082,2025-11-28T17:22:09.484661,1,0,10,0.01,,9527,14651.02,76794.28000000003,184.60163461538468,50.125,78.0,0.1602162166891026,112.13,1.1514423076923066,100.0
examples_siamese_078,2025-11-28T16:57:22.423067,1,0,10,0.0077518837473554,,1,14557.57,76098.29999999996,183.36939759036136,50.12771084337349,77.0,0.1605805558978145,110.95000000000002,1.346987951807222,98.0
examples_mnist_rnn_069,2025-11-28T16:01:02.153787,1,0,10,0.0120917953942012,,1,13683.96,2280.9700000000007,7.5031907894736865,0.0098684210526315,48.0,0.8571262135192574,74.88000000000001,7.368421052631582,65.0
examples_mnist_rnn_072,2025-11-28T16:16:59.113073,1,0,10,0.01,,1,8187.65,1902.7499999999984,9.017772511848335,0.0,44.0,0.8114296757313884,74.24000000000001,5.625592417061611,91.0
examples_siamese_079,2025-11-28T17:01:26.524680,1,0,10,0.01,,1,6222.01,33848.87000000001,194.533735632184,53.92528735632184,78.0,0.1552751025183374,126.02,1.867816091954026,99.0
examples_mnist_063,2025-11-28T15:33:26.024170,1,0,10,0.01,,1,5932.84,16274.700000000004,94.0734104046243,9.635838150289016,65.0,0.2671543088518584,21.39999999999999,0.5838150289017392,99.0
examples_mnist_rnn_067,2025-11-28T15:50:37.744554,1,0,9,0.01,,1,8897.92,2007.4400000000007,10.190050761421324,0.0,60.0,0.8159217118921337,79.97999999999999,9.66497461928934,95.0
examples_siamese_075,2025-11-28T16:36:21.555157,1,0,11,0.01,,1,11544.91,55980.76000000001,170.15428571428575,49.48024316109422,72.0,0.1709706841857325,110.78,5.860182370820667,99.0
examples_mnist_rnn_068,2025-11-28T15:54:43.494571,1,0,8,0.01,,1,7893.97,1773.520000000001,10.134400000000005,0.0114285714285714,51.0,0.8165480388394505,76.78,6.925714285714285,95.0
examples_siamese_081,2025-11-28T17:13:56.835526,1,0,10,0.01,,6487,14582.19,76824.18999999997,185.11853012048184,50.2144578313253,78.0,0.1595314243929144,113.14,1.4674698795180774,100.0
examples_mnist_065,2025-11-28T15:41:47.859369,1,0,10,0.01,,118,6886.23,18144.1,94.01088082901556,11.637305699481866,64.0,0.275115429960372,21.730000000000004,0.575129533678755,99.0
examples_mnist_061,2025-11-28T15:25:02.526119,1,0,10,0.0183745588189432,,1,6804.84,18211.830000000005,95.8517368421053,12.08421052631579,66.0,0.2720122222502035,22.03,0.4000000000000057,98.0
pytorch_resnet_cifar10_resnet20_021,2025-11-27T05:15:52.572943,0,1,200,0.1302572050096328,0.0001,1334,50651.31,249513.82999999984,229.5435418583255,54.5639374425023,81.0,0.168744811606038,173.45000000000002,2.118675252989874,91.93
examples_siamese_080,2025-11-28T17:05:45.889364,1,0,10,0.01,,1,6739.85,36828.83999999999,194.86158730158724,55.629629629629626,79.0,0.1546948049160992,125.65,2.682539682539684,100.0
examples_mnist_066,2025-11-28T15:46:08.596740,1,0,10,0.01,,1158,6823.78,17876.849999999995,94.0886842105263,11.921052631578949,64.0,0.2762593504700083,22.47999999999999,0.7052631578947341,99.0
examples_mnist_rnn_006,2025-12-01T22:51:01.552471,1,0,10,0.01,,1,12420.49,2220.769999999999,7.819612676056335,0.0105633802816901,47.0,0.8483211144396043,74.98,7.433098591549296,95.0
examples_mnist_rnn_005,2025-12-01T22:45:03.633402,1,0,10,0.01,,1,8080.1,1970.2300000000005,9.426937799043063,0.0,57.0,0.8039636509447947,78.41999999999999,10.454545454545451,91.0
examples_mnist_003,2025-12-01T22:35:54.263029,1,0,10,0.01,,1,6271.11,16236.419999999993,88.723606557377,9.027322404371583,58.0,0.2786227542515772,23.14,3.863387978142079,99.0
examples_siamese_008,2025-12-01T22:59:08.384507,1,0,10,0.01,,1,5576.81,30021.66,192.44653846153844,56.12179487179487,75.0,0.1566586990957758,128.31,3.4166666666666714,100.0
examples_mnist_004,2025-12-01T22:40:23.025900,1,0,10,0.01,,1,7172.78,18459.45,93.22954545454546,13.04040404040404,62.0,0.2798344115982105,24.69,3.005050505050505,99.0
examples_siamese_007,2025-12-01T22:55:22.985955,1,0,10,0.01,,1,6815.11,34670.56000000002,181.52125654450276,53.75916230366492,72.0,0.1642762428568707,125.17000000000002,7.099476439790578,99.0
examples_siamese_019_parallel,2025-12-04T06:13:18.702166,1,0,13,0.01,,1,16611.26,79148.25000000001,194.46744471744475,68.02702702702703,77.0,0.1734685150331282,112.36,1.08599508599508,100.0
examples_mnist_012_parallel,2025-12-04T05:29:02.403026,1,0,10,0.0083036847173297,,1,8111.2,38798.65,194.9680904522613,68.54773869346734,77.0,0.1729103802293121,24.680000000000007,1.7135678391959743,96.0
examples_mnist_rnn_017_parallel,2025-12-04T06:00:35.136712,1,0,10,0.01,,2716,15256.03,54907.78999999999,170.52108695652169,42.80124223602485,74.0,0.2174344270309114,27.879999999999995,0.4875776397515494,96.0
examples_siamese_018_parallel,2025-12-04T06:04:47.127494,1,0,10,0.01,,1,6417.15,32308.059999999983,209.7925974025973,72.33116883116882,78.0,0.1657098825287197,130.94,2.064935064935071,100.0
examples_mnist_013_parallel,2025-12-04T05:33:58.725088,1,0,10,0.01,,437,8052.58,38511.490000000005,194.5024747474748,68.66666666666667,77.0,0.1729354843766878,24.099999999999994,1.5454545454545467,99.0
examples_siamese_020_parallel,2025-12-04T06:22:22.150004,1,0,10,0.0116086181001845,,1,17921.05,85568.06000000008,194.9158542141232,67.96355353075171,77.0,0.1731684618797087,113.55,0.7995444191343921,99.0
examples_mnist_rnn_015_parallel,2025-12-04T05:46:25.135349,1,0,11,0.01,,1,11924.2,42487.38000000002,168.60071428571436,42.08730158730159,74.0,0.219148203378766,37.98000000000002,0.7380952380952408,95.0
examples_mnist_rnn_016_parallel,2025-12-04T05:53:29.695947,1,0,10,0.0143676167258266,,1,15223.56,54538.63999999999,169.37465838509314,42.298136645962735,74.0,0.2182207556527747,37.30000000000001,0.7515527950310599,70.0
examples_mnist_010_parallel,2025-12-04T05:21:15.114036,1,0,10,0.01,,1,8160.67,38398.85999999999,191.99429999999995,68.52,76.0,0.175273891295724,27.579999999999984,1.3100000000000025,99.0
examples_siamese_021_parallel,2025-12-04T06:31:25.055960,1,0,10,0.01,,6913,17874.59,85677.04999999994,195.6097031963469,67.72146118721462,77.0,0.172615228498554,114.35,0.7739726027397325,100.0
examples_mnist_011_parallel,2025-12-04T05:24:04.712019,1,0,5,0.01,,1,2995.91,14347.510000000006,193.88527027027035,67.0,76.0,0.1727404398901715,25.099999999999994,1.4054054054054037,99.0
examples_mnist_rnn_014_parallel,2025-12-04T05:40:31.760068,1,0,10,0.01,,1,13473.69,50190.03,172.47432989690722,43.54639175257732,75.0,0.2116384339463669,30.25,1.3573883161512017,95.0
pytorch_resnet_cifar10_resnet20_012_parallel,2025-12-04T18:26:48.031617,0,1,200,0.1,0.0001,7442,60055.85,277729.41999999946,235.1646232006769,72.79339542760373,84.0,0.1777929807300362,171.35,1.756138865368328,92.08
pytorch_resnet_cifar10_resnet20_010_parallel,2025-12-04T17:43:32.381943,0,1,200,0.0771160384903017,0.0001,1334,59451.11,277846.7400000001,236.46531063829795,67.09531914893617,83.0,0.1762570084570654,172.43,1.1097872340425567,92.05
pytorch_resnet_cifar10_resnet20_009_parallel,2025-12-04T17:21:53.238953,0,1,272,0.1,0.0001,1334,80268.54,375886.90000000026,237.00308953341755,67.00441361916772,83.0,0.1759675166868556,174.91000000000005,2.711853720050442,92.25
pytorch_resnet_cifar10_resnet20_011_parallel,2025-12-04T18:05:02.282073,0,1,200,0.1,2.4110606653016367e-05,1334,58997.36,275664.09000000014,236.6215364806868,67.43261802575107,83.0,0.1762896802126446,173.0,1.0635193133047238,91.14
examples_siamese_004,2025-12-05T21:26:54.431573,1,0,6,0.015450238252847,,9643,3675.74,17502.700000000004,168.29519230769236,50.73076923076923,68.0,0.1735604699874022,109.77,6.971153846153847,98.0
examples_mnist_001,2025-12-05T21:20:19.281059,1,0,13,0.0121966422280414,,7527,5741.51,14969.059999999998,90.17506024096384,9.301204819277109,57.0,0.2772260734494512,23.739999999999995,4.403614457831324,96.0
examples_mnist_rnn_003,2025-12-05T21:24:02.291306,1,0,5,0.0085606210723768,,5072,3374.69,1445.3,17.41325301204819,0.0,51.0,0.7001446061091413,77.75999999999999,5.421686746987952,42.0
pytorch_resnet_cifar10_resnet20_007,2025-12-05T22:01:57.119834,0,1,127,0.12509036182415,5.1688838033162136e-05,7666,32815.4,161265.19,227.7756920903955,59.2909604519774,81.0,0.1690813079247131,182.47,3.252824858757066,91.21
examples_mnist_rnn_049_parallel,2025-12-10T13:09:54.419582,1,0,10,0.01,,1,11613.51,62274.57000000005,248.10585657370535,64.84860557768924,84.0,0.1571770439832784,41.63999999999999,1.3147410358565708,93.0
examples_mnist_043_parallel,2025-12-10T12:33:56.364903,1,0,10,0.01,,1,7801.82,49159.24,264.29698924731184,78.63440860215054,84.0,0.1369676055888005,36.44,1.4408602150537604,99.0
examples_mnist_042_parallel,2025-12-10T12:29:11.405740,1,0,10,0.01,,1,7957.38,50721.34,268.3668783068783,78.82539682539682,84.0,0.1356092975443227,31.57000000000002,1.650793650793645,99.0
examples_siamese_056_parallel,2025-12-10T13:56:18.996063,1,0,10,0.01,,1,23311.61,135539.68000000005,242.03514285714292,98.13035714285714,84.0,0.1467511532326869,55.52000000000001,1.1071428571428612,100.0
examples_siamese_055_parallel,2025-12-10T13:45:11.276830,1,0,10,0.01,,1,19061.6,112171.61,244.91617903930128,98.146288209607,84.0,0.1452498190054179,63.03999999999999,1.338427947598248,100.0
examples_mnist_rnn_047_parallel,2025-12-10T12:58:10.524843,1,0,10,0.01,,1,20140.45,95340.73000000013,241.98154822335053,60.51269035532995,84.0,0.1744046086124161,76.81000000000003,1.6776649746192902,96.0
examples_mnist_rnn_052_parallel,2025-12-10T13:25:45.394699,1,0,12,0.01,,1,13845.67,69524.27999999997,247.4173665480426,63.87544483985765,84.0,0.1660750666157291,47.890000000000015,1.57651245551601,95.0
examples_mnist_rnn_050_parallel,2025-12-10T13:15:45.946737,1,0,10,0.01,,1,11672.94,62420.13999999999,248.6858167330677,65.1593625498008,84.0,0.1575442672918982,43.56000000000003,1.3067729083665398,94.0
examples_mnist_rnn_051_parallel,2025-12-10T13:19:22.342658,1,0,5,0.01,,1,5831.18,29683.979999999992,249.4452100840336,63.445378151260506,84.0,0.164188476132446,49.63999999999999,1.6554621848739544,94.0
examples_siamese_057_parallel,2025-12-10T14:01:00.958778,1,0,10,0.01,,1,7691.71,47015.40999999997,255.51853260869552,97.66847826086956,85.0,0.1405979696975458,53.170000000000016,1.489130434782609,100.0
examples_mnist_rnn_046_parallel,2025-12-10T12:49:50.916300,1,0,10,0.01,,1,12053.81,64419.63000000001,249.68848837209308,64.37596899224806,84.0,0.1576208681079339,44.170000000000016,1.596899224806208,94.0
examples_mnist_041_parallel,2025-12-10T12:24:23.946890,1,0,10,0.01,,1,8919.85,56143.199999999975,272.5398058252426,83.04368932038835,83.0,0.1370954789239054,29.289999999999992,1.8106796116504853,99.0
examples_mnist_rnn_053_parallel,2025-12-10T13:30:56.315012,1,0,9,0.01,,1,10389.44,52125.42000000003,247.03990521327023,63.3696682464455,84.0,0.1661915263027062,54.81999999999999,1.587677725118482,95.0
examples_mnist_045_parallel,2025-12-10T12:43:51.760215,1,0,10,0.01,,1,7745.1,48098.74999999999,259.9932432432432,79.16216216216216,85.0,0.1386920851624664,40.93000000000001,2.054054054054049,99.0
examples_siamese_058_parallel,2025-12-10T14:09:39.769715,1,0,10,0.01,,1,17259.11,99167.15000000008,239.53417874396152,98.05797101449276,84.0,0.1482406975883275,59.66,1.4541062801932298,100.0
examples_mnist_044_parallel,2025-12-10T12:39:08.477637,1,0,10,0.01,,1,9367.62,55524.32999999999,260.6776056338028,86.20657276995306,84.0,0.1443571968479912,46.73000000000002,1.1267605633802873,99.0
examples_mnist_rnn_048_parallel,2025-12-10T13:04:02.995428,1,0,10,0.01,,1,11643.44,62686.84999999996,248.75734126984108,64.78174603174604,84.0,0.1566446195756805,48.66999999999999,1.293650793650798,94.0
examples_siamese_054_parallel,2025-12-10T13:35:47.929265,1,0,10,0.01,,1,8079.02,49718.55,257.60906735751297,97.81865284974091,85.0,0.1397813091450038,63.52000000000001,1.7098445595854912,99.0
examples_mnist_037_parallel,2025-12-15T15:16:30.147740,1,0,13,0.01,,1,7145.62,17229.34,94.14939890710384,12.754098360655735,64.0,0.2931541220990721,21.929999999999996,0.9344262295081976,99.0
examples_mnist_052_parallel,2025-12-15T16:29:12.060394,1,0,10,0.01,,1153,7609.18,18218.69,93.91077319587627,12.706185567010309,64.0,0.2946112087446623,22.809999999999988,2.3505154639175245,99.0
examples_mnist_ff_059_parallel,2025-12-15T16:41:39.640236,1,0,10,0.0197572750535685,,1,683.69,3299.97,183.33166666666665,46.27777777777778,71.0,0.1716235823338337,234.36,8.444444444444443,91.01999998092651
examples_mnist_050_parallel,2025-12-15T16:19:24.028992,1,0,10,0.01,,1032,7599.76,18280.72,93.74728205128204,12.702564102564102,64.0,0.2936483403708123,24.99000000000001,2.3128205128205157,99.0
examples_mnist_039_parallel,2025-12-15T15:26:19.932803,1,0,10,0.0111644565363892,,1,7645.73,18528.48999999999,94.53311224489792,12.908163265306122,64.0,0.2921091822411519,24.97999999999999,1.341836734693878,97.0
examples_mnist_ff_069_parallel,2025-12-15T16:59:33.434096,1,0,10,0.01,,2251,671.52,3270.18,181.67666666666665,46.44444444444444,70.0,0.170363041327346,233.72,7.722222222222221,91.839998960495
examples_mnist_ff_072_parallel,2025-12-15T17:05:08.805400,1,0,10,0.01,,2980,677.87,3275.45,181.96944444444443,46.27777777777778,71.0,0.1714685378365525,234.11,7.833333333333336,91.61999821662904
examples_mnist_035_parallel,2025-12-15T15:08:44.342487,1,0,14,0.01,,1,7614.21,18617.790000000008,95.4758461538462,13.076923076923077,66.0,0.2902641811527904,22.08,1.3589743589743648,99.0
examples_mnist_043_parallel,2025-12-15T15:45:55.831634,1,0,10,0.01,,1,7396.73,17837.279999999995,93.38890052356018,11.712041884816754,64.0,0.2931254287368516,25.27,2.272251308900522,99.0
examples_mnist_ff_061_parallel,2025-12-15T16:45:23.188962,1,0,10,0.0082936456620611,,1,678.68,3298.65,183.25833333333333,47.05555555555556,71.0,0.170637085683109,233.6,7.611111111111114,86.72999739646912
examples_mnist_ff_055_parallel,2025-12-15T16:34:26.266739,1,0,8,0.01,,1,409.58,1078.09,98.00818181818182,16.09090909090909,60.0,0.275316434424301,34.08,1.7272727272727266,11.34999990463257
examples_mnist_047_parallel,2025-12-15T16:04:39.093165,1,0,10,0.01,,1,6832.6,16765.14,93.13966666666668,10.266666666666667,64.0,0.2895446767359925,22.58,2.68888888888889,99.0
examples_mnist_042_parallel,2025-12-15T15:41:04.974514,1,0,10,0.0067288877042379,,1,7609.49,18359.549999999985,94.15153846153838,12.82051282051282,64.0,0.293021613428914,25.11,2.0615384615384613,95.0
examples_mnist_ff_056_parallel,2025-12-15T16:36:11.093584,1,0,7,0.01,,1,404.0,1036.49,94.22636363636364,13.545454545454543,58.0,0.2804601212087553,21.230000000000004,0.6363636363636331,11.34999990463257
examples_mnist_ff_066_parallel,2025-12-15T16:54:06.753854,1,0,10,0.01,,1,335.87,963.04,107.00444444444445,22.77777777777778,58.0,0.2585783464597239,52.91999999999999,1.1111111111111145,10.67999973893166
examples_mnist_ff_054_parallel,2025-12-15T16:32:41.439432,1,0,5,0.01,,1,404.42,1040.3000000000002,94.57272727272728,13.0,59.0,0.2799296749543163,18.379999999999995,0.1818181818181798,11.24999970197678
examples_mnist_051_parallel,2025-12-15T16:24:17.871879,1,0,10,0.01,,5976,7591.41,18169.17,93.65551546391752,13.06701030927835,64.0,0.2946909580451993,25.540000000000006,2.3144329896907223,99.0
examples_mnist_048_parallel,2025-12-15T16:09:34.456171,1,0,10,0.01,,5408,7641.59,18344.49,93.59433673469388,12.933673469387756,64.0,0.2940647454329395,25.52,2.4285714285714306,99.0
examples_mnist_040_parallel,2025-12-15T15:31:15.458408,1,0,10,0.0144502050707501,,1,7640.6,18501.3,94.39438775510204,12.551020408163266,65.0,0.2922740887234669,25.5,2.632653061224488,97.0
examples_mnist_ff_058_parallel,2025-12-15T16:39:47.678517,1,0,10,0.0172428667325408,,1,678.37,3268.3699999999994,181.5761111111111,46.61111111111112,70.0,0.1718810968039445,233.17,8.166666666666664,91.10999703407288
examples_mnist_ff_071_parallel,2025-12-15T17:03:17.033951,1,0,10,0.01,,3122,679.26,3283.14,182.39666666666665,46.55555555555556,71.0,0.1714264082374318,234.14,7.944444444444443,92.26999878883362
examples_mnist_ff_070_parallel,2025-12-15T17:01:25.222600,1,0,10,0.01,,486,678.44,3292.93,182.94055555555556,46.66666666666666,71.0,0.1708327353029307,234.41000000000005,8.277777777777779,92.03999638557434
examples_mnist_ff_053_parallel,2025-12-15T16:30:56.734272,1,0,6,0.01,,1,400.07,1089.06,99.00545454545454,13.0,62.0,0.2686602244263429,35.05000000000001,1.5454545454545467,11.34999990463257
examples_mnist_ff_060_parallel,2025-12-15T16:43:31.440428,1,0,10,0.0066112188767239,,1,680.61,3298.41,183.245,45.888888888888886,71.0,0.1710496554427975,232.9,7.777777777777779,83.26999545097351
examples_mnist_034_parallel,2025-12-15T15:03:49.231799,1,0,11,0.01,,1,5994.07,14767.15,95.8905844155844,12.493506493506494,67.0,0.2887147287105478,23.61,1.2922077922077904,99.0
examples_mnist_041_parallel,2025-12-15T15:36:10.234432,1,0,10,0.0186342195022677,,1,7597.63,18360.640000000003,94.15712820512822,12.810256410256413,64.0,0.292686299972995,25.64,1.938461538461539,98.0
examples_mnist_ff_065_parallel,2025-12-15T16:52:23.869152,1,0,10,0.01,,1,333.3,948.95,105.4388888888889,21.22222222222222,58.0,0.2599337102749074,48.06,1.0,6.92000016570091
examples_mnist_045_parallel,2025-12-15T15:55:19.597002,1,0,10,0.01,,1,6710.98,16508.10000000001,92.74213483146072,9.691011235955056,64.0,0.2890286781388408,21.789999999999992,2.539325842696627,99.0
examples_mnist_046_parallel,2025-12-15T15:59:59.450199,1,0,10,0.01,,1,6858.57,16766.230000000007,93.14572222222226,10.383333333333333,64.0,0.2903122989400967,24.86,2.588888888888889,99.0
examples_mnist_038_parallel,2025-12-15T15:21:24.306216,1,0,10,0.0177041288204654,,1,7586.47,18377.9,94.73144329896904,12.762886597938143,65.0,0.2921877172448244,25.3,2.1134020618556733,98.0
examples_mnist_044_parallel,2025-12-15T15:50:42.192572,1,0,10,0.01,,1,7184.54,17457.59,93.3560962566845,10.79144385026738,64.0,0.2915551537143907,24.680000000000007,2.294117647058826,99.0
examples_mnist_049_parallel,2025-12-15T16:14:29.182758,1,0,10,0.01,,8578,7599.62,18278.01000000001,93.73338461538468,12.712820512820512,64.0,0.2936752708806794,25.340000000000003,2.292307692307695,99.0
examples_mnist_ff_068_parallel,2025-12-15T16:57:41.790880,1,0,10,0.01,,44,685.96,3257.47,180.9705555555555,47.16666666666666,69.0,0.1739500891356002,234.42,7.888888888888886,91.6700005531311
examples_mnist_ff_062_parallel,2025-12-15T16:47:15.156007,1,0,10,0.0196573219827628,,1,686.84,3283.72,182.42888888888888,44.11111111111112,71.0,0.1729831560283688,233.95,7.666666666666664,90.77000021934508
examples_mnist_ff_067_parallel,2025-12-15T16:55:49.790868,1,0,10,0.01,,1,338.37,949.65,105.51666666666664,21.33333333333333,58.0,0.2627055480504961,46.41,1.3333333333333357,6.05999976396561
examples_mnist_036_parallel,2025-12-15T15:11:47.496282,1,0,6,0.01,,1,3364.44,8108.730000000001,94.2875581395349,12.44186046511628,65.0,0.2932441513548565,23.340000000000003,1.918604651162788,99.0
examples_mnist_033_parallel,2025-12-15T14:59:36.917368,1,0,8,0.01,,1,4460.47,10996.06,96.45666666666668,12.078947368421051,68.0,0.2885815897876172,23.959999999999997,0.701754385964918,99.0
examples_mnist_ff_063_parallel,2025-12-15T16:48:57.966114,1,0,10,0.01,,1,333.52,979.45,108.82777777777778,20.77777777777778,60.0,0.2540195130124831,53.07000000000001,1.0,7.44999945163727
examples_mnist_ff_057_parallel,2025-12-15T16:37:55.926124,1,0,13,0.01,,1,408.41,1074.28,97.66181818181818,15.454545454545457,59.0,0.2754520499902205,34.0,1.7272727272727266,11.34999990463257
examples_mnist_ff_064_parallel,2025-12-15T16:50:40.946584,1,0,10,0.01,,1,336.55,977.31,108.59,22.33333333333333,59.0,0.2561536236737551,55.21000000000001,1.0,6.3000001013279
