hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_best_val_accuracy,perf_test_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,duration_seconds
0.1,128.0,0.0,272.0,5.0,0.1,100.0,42.0,0.0001,92.25,92.25,75737.53,4531.01,80268.54,237.00308953341755,262.6,87.69,375886.90000000026,80.28814627994956,83.0,67.00441361916772,84.0,1628.3487722873688
0.1,128.0,0.0,200.0,5.0,0.0771160384903017,100.0,42.0,0.0001,92.05,92.05,56099.42,3351.69,59451.11,236.46531063829795,262.19,89.76,277846.7400000001,81.89021276595744,83.0,67.09531914893617,84.0,1206.0945625305176
0.1,128.0,0.0,200.0,5.0,0.1,100.0,42.0,2.4110606653016367e-05,91.14,91.14,55688.6,3308.76,58997.36,236.6215364806868,262.46,89.46,275664.09000000014,81.93648068669528,83.0,67.43261802575107,85.0,1196.8520650863647
0.1,128.0,0.0,200.0,5.0,0.1,100.0,7442.0,0.0001,92.07,92.08,56700.13,3355.72,60055.85,235.1646232006769,260.95,89.6,277729.41999999946,82.24386113463167,84.0,72.79339542760373,89.0,1212.701360464096
0.1,128.0,0.0,213.0,5.0,0.0647668852638524,100.0,4708.0,0.0006598858465262,92.29,92.28,83599.49,5654.96,89254.45,215.82103703703717,245.3,92.31,320494.24000000017,82.54276094276095,84.0,64.34545454545454,88.0,1530.4646003246307
0.1,128.0,0.0,153.0,5.0,0.1281603904091234,100.0,9992.0,0.000471188804304,92.32,92.31,60690.83,4099.32,64790.15,216.8574462114128,246.2,91.74,231820.61000000025,82.59401309635173,84.0,63.950420954162766,87.0,1102.0343878269196
0.1,128.0,0.0,156.0,5.0,0.0505336421108525,100.0,2705.0,4.674257413692909e-05,90.82,90.82,63017.96,4318.2,67336.16,214.8670390554041,247.52,92.13,236568.6099999999,82.45776566757493,84.0,63.3496821071753,86.0,1135.1668214797974
0.1,128.0,0.0,214.0,5.0,0.0958368498253521,100.0,3821.0,0.0001733551855566,92.14,92.15,88637.45,6089.76,94727.21,215.35421844342707,245.92,91.89,329276.6,82.64486592544147,84.0,62.20470896010465,86.0,1576.9449481964111
0.1,128.0,0.0,282.0,5.0,0.1116024070523123,100.0,8189.0,0.0002286844007351,92.41,92.42,121574.58,8265.16,129839.74,211.7737085769984,240.77,92.26,434559.6500000007,82.51267056530214,84.0,61.13304093567251,89.0,2117.8777158260345
