hyperparam_alpha,hyperparam_batch_size,hyperparam_dropout,hyperparam_epochs,hyperparam_kfold,hyperparam_learning_rate,hyperparam_max_iter,hyperparam_seed,hyperparam_weight_decay,perf_top1_accuracy,perf_top5_accuracy,perf_top10_accuracy,perf_top20_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,duration_seconds
1.7422214989398934e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.628,0.74,0.829,80614.62,3067.34,83681.96,4.107469758064515,4.79,3.71,4074.609999999999,37.55342741935484,47.0,0.0,0.0,1224.7764918804169
8.032974649924362e-06,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.38,0.626,0.738,0.827,77089.3,2924.41,80013.71,3.8771835443037994,4.82,3.41,3675.570000000001,36.07172995780591,40.0,0.0,0.0,1175.5454223155975
1.826823464509032e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.626,0.737,0.824,78096.87,2965.66,81062.53,3.8947242455775206,4.77,3.51,3742.829999999997,35.8210197710718,40.0,0.0,0.0,1189.3832819461825
1.4304542933925051e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.385,0.629,0.741,0.83,75807.45,2907.72,78715.17,3.80847965738758,4.81,3.33,3557.12,35.642398286937905,40.0,0.0,0.0,1158.3511950969696
1.333492192494884e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.383,0.629,0.74,0.827,78523.01,3001.9,81524.91,3.664525773195882,4.5,3.31,3554.590000000005,34.62680412371134,39.0,0.0,0.0,1197.5644433498385
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.38,0.625,0.739,0.825,40052.65,1539.75,41592.4,3.662098039215682,4.28,3.28,1867.6699999999976,34.543137254901964,38.0,0.0,0.0,614.9165515899658
0.1,32.0,0.0,50.0,6.0,0.001,100.0,42.0,0.0,0.377,0.627,0.739,0.83,48965.87,1874.01,50839.88,3.63133116883117,4.21,3.33,2236.900000000001,33.88798701298701,38.0,0.0,0.0,750.0622673034668
0.1,32.0,0.0,50.0,9.0,0.001,100.0,42.0,0.0,0.376,0.626,0.738,0.827,69478.61,2674.58,72153.19,3.6348023255813975,4.14,3.37,3125.9300000000017,33.46976744186046,37.0,0.0011627906976744,1.0,1063.814828634262
0.1,32.0,0.0,50.0,8.0,0.001,100.0,42.0,0.0,0.382,0.631,0.74,0.829,62761.39,2420.97,65182.36,3.623128991060024,4.16,3.34,2836.909999999999,33.4610472541507,37.0,0.0,0.0,960.5409457683564
0.1,32.0,0.0,50.0,4.0,0.001,100.0,42.0,0.0,0.381,0.627,0.738,0.827,30549.13,1191.08,31740.21,3.644137055837566,4.04,3.32,1435.7900000000009,33.944162436548226,37.0,0.0,0.0,473.3884534835816
0.1,32.0,0.0,50.0,5.0,0.001,9170.0,42.0,0.0,0.38,0.626,0.738,0.827,77878.02,3047.34,80925.36,3.623797071129714,4.04,3.37,3464.3500000000063,33.42468619246862,37.0,0.0,0.0,1188.0541875362396
0.1,32.0,0.0,50.0,5.0,0.001,100.0,4991.0,0.0,0.379,0.623,0.737,0.825,74943.0,2928.89,77871.89,3.614962162162171,4.16,3.32,3343.8400000000083,33.37405405405406,37.0,0.0,0.0,1148.515113115311
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.629,0.741,0.828,63642.63,2435.53,66078.16,86.66024203821662,94.63,75.03,68028.29000000005,59.07515923566879,63.0,3.794904458598726,14.0,966.584345817566
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.381,0.627,0.738,0.826,64592.43,2439.93,67032.36,88.02480503144652,95.02,75.75,69979.71999999999,62.46666666666667,63.0,3.7371069182389935,14.0,977.2895066738128
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.384,0.63,0.741,0.829,65136.13,2438.94,67575.07,88.16398241206039,95.58,67.45,70178.53000000007,62.93969849246231,64.0,3.67713567839196,14.0,982.7271053791046
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.38,0.626,0.739,0.828,64929.03,2445.64,67374.67,88.41906015037598,95.74,75.96,70558.41000000003,63.12907268170426,64.0,3.743107769423559,14.0,980.8667783737184
0.1,32.0,0.0,50.0,2.0,0.001,100.0,42.0,0.0,0.382,0.628,0.74,0.828,7859.32,327.68,8187.0,87.49550847457628,92.07,82.73,10324.47,56.52542372881356,58.0,7.338983050847458,14.0,131.37542629241943
0.1,32.0,0.0,50.0,5.0,0.001,1864.0,42.0,0.0,0.38,0.628,0.739,0.828,63325.21,2405.53,65730.74,86.81864864864862,94.24,73.86,67458.08999999998,60.83912483912484,63.0,3.669240669240669,14.0,959.9708709716796
1.4622212778224797e-05,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.383,0.629,0.741,0.829,64389.0,2443.04,66832.04,87.53455120101137,93.76,74.92,69239.82999999999,62.13274336283186,63.0,3.761061946902655,14.0,976.225355386734
0.1,32.0,0.0,50.0,5.0,0.001,100.0,4779.0,0.0,0.382,0.627,0.739,0.827,65501.13,2499.42,68000.55,87.79780548628426,94.4,73.92,70413.83999999998,62.39650872817955,63.0,3.6670822942643393,13.0,990.8498487472534
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.382,0.628,0.739,0.828,65066.13,2502.92,67569.05,88.7266582914573,96.43,74.95,70626.42000000001,63.62562814070352,64.0,3.6055276381909542,14.0,980.74391746521
0.1,32.0,0.0,50.0,5.0,0.001,100.0,42.0,0.0,0.381,0.628,0.741,0.829,65605.1,2467.52,68072.62,88.85111668757835,96.91,75.2,70814.33999999995,63.9585947302384,65.0,3.670012547051443,14.0,985.4487664699554
0.1,32.0,0.0,50.0,4.0,0.001,100.0,42.0,0.0,0.383,0.627,0.74,0.828,21969.45,843.04,22812.49,90.22705479452053,96.42,86.41,26346.3,63.96917808219178,65.0,5.243150684931507,14.0,341.36462211608887
0.1,32.0,0.0,50.0,2.0,0.001,100.0,42.0,0.0,0.372,0.621,0.732,0.819,8229.88,340.39,8570.27,91.99081967213104,96.94,86.78,11222.879999999988,63.92622950819672,64.0,7.311475409836065,14.0,135.33475971221924
0.1,32.0,0.0,50.0,5.0,0.001,3816.0,42.0,0.0,0.377,0.622,0.733,0.822,64593.09,2465.38,67058.47,87.96602272727264,97.47,70.79,69669.08999999994,63.39141414141414,66.0,3.689393939393939,14.0,980.786602973938
0.1,32.0,0.0,50.0,5.0,0.001,2553.0,42.0,0.0,0.379,0.627,0.739,0.829,64720.99,2478.13,67199.12,87.39060682680152,94.92,72.89,69125.97,61.60303413400759,63.0,3.719342604298357,14.0,983.2579503059388
0.1,32.0,0.0,50.0,5.0,0.001,10862.0,42.0,0.0,0.379,0.626,0.74,0.829,65142.66,2494.92,67637.58,86.85396745932414,93.37,67.76,69396.31999999999,61.15519399249062,62.0,3.6833541927409263,14.0,988.7430112361908
0.1,32.0,0.0,50.0,5.0,0.001,2994.0,42.0,0.0,0.382,0.626,0.737,0.825,65196.13,2467.75,67663.88,86.74177722152689,93.46,47.42,69306.67999999998,61.15894868585732,62.0,3.65081351689612,14.0,990.2706866264344
0.1,32.0,0.0,50.0,5.0,0.001,100.0,1765.0,0.0,0.377,0.624,0.734,0.823,64363.63,2388.74,66752.37,86.72240811153367,94.24,50.7,68423.98000000007,61.00380228136882,62.0,3.719898605830165,14.0,977.6787612438202
0.1,32.0,0.0,50.0,5.0,0.001,100.0,7329.0,0.0,0.38,0.627,0.739,0.826,64950.09,2417.81,67367.9,86.94445979899506,94.46,67.28,69207.79000000007,61.11306532663317,62.0,3.6608040201005023,14.0,985.7495415210724
