duration_seconds,retries,hyperparam_dropout,hyperparam_epochs,hyperparam_learning_rate,perf_map,perf_rank1,perf_rank5,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,num_mutated_params
-0.8138124085976831,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.16616948010059665,0.1876396720581361,-0.09821474564672142,-0.9486695999453562,-0.8332299251500777,-0.9419900739563974,0.5973248006798596,-0.019146771117127755,-0.6418795376417159,-0.7419703293559481,-0.5906649574301089,-0.35905700534246615,0.09844868424371479,0.5736745763468933,-1.8358492486393252
-0.2064706665070277,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.052949610236396265,-0.2057541148788333,-0.16417650173145668,-0.6093023694556923,-0.4543640685362558,-0.5997768440166147,1.3085159917501359,-1.3824636500643066,-0.6205614274288656,0.047132398602039174,0.5957226591015954,-0.35905700534246615,-0.9465164163530834,-1.2063850151366449,-1.8358492486393252
-0.1685387836194353,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.7554899922519102,0.8826486123567934,0.7919358213149857,-0.4965293529574394,-0.41362914424754016,-0.49157665208333995,0.47539962261733926,1.064273447561772,-0.6396522723955972,-0.06372460328808376,0.07093387460448251,0.15488733563793072,0.8666849030268727,0.6673619232670797,-1.8358492486393252
-0.140733727901431,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.7553563837200894,0.8826486123567934,0.7919358213149857,0.1871254099814901,-0.265155370771287,0.1579758208681953,0.3102642715724598,1.0328243846102796,-0.7481519079565225,-0.06904422173581716,0.13070537210410882,0.15488733563793072,0.8300125679261758,0.5736745763468933,-1.8358492486393252
0.22702201519979132,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.052949610236396265,-0.2057541148788333,-0.16417650173145668,0.42208489834378476,-0.048030406780698566,0.3919780037572977,0.1634388374272332,-1.4606931941561432,-0.7478337272070771,0.29264975967036116,0.43932535792709176,-0.35905700534246615,-1.545140788711764,-1.674821749737576,-1.8358492486393252
-0.6333881680952544,-0.08304547985373996,0.37569763339247797,-0.09810446164166527,0.29447564635638096,0.16616948010059665,0.1876396720581361,-0.09821474564672142,-0.376638804568004,-0.6092646208916788,-0.39203081557635744,0.12058484877973595,0.00011577994066145527,-0.7506973539520868,-0.6166685618432903,-0.21801029988172546,0.15488733563793072,-0.12986336949763025,0.6673619232670797,-1.8358492486393252
-1.7259366800140974,-0.08304547985373996,-9.47954490543653e-16,-1.4257848425255435,0.0,-0.1663019904800966,-0.14021056712824626,-0.5268551134700943,-1.5221206401028273,-1.5859657470035529,-1.527542810015053,1.3044461500818385,-0.5926990566949645,-0.6342431996550233,-1.6834944305911166,0.9662104929111733,0.15488733563793072,-0.7440141283184503,-1.1126976682164587,-0.13218114590203156
-1.44274562867902,-0.08304547985373996,-9.47954490543653e-16,6.738383214630304e-16,0.1312827125545709,-0.5796867879309356,-0.677853159289886,-0.3949316013006238,-1.3228060703633897,-1.3712855066648013,-1.3270642826782963,1.3127800540189916,-0.538449423103641,-0.6038569380829751,-1.3600316799416197,0.9407053373170183,0.15488733563793072,-0.683856320606028,-1.4874470558972035,-0.13218114590203156
-1.4460847463189714,-0.08304547985373996,-1.460250256273104,6.738383214630304e-16,0.0,-0.19999806220508282,-0.25822428652822216,0.13254035392244573,-1.3248030140105918,-1.3618887637203732,-1.3283246070388206,1.2794926801327149,-0.49560007483223184,-0.6008342209632427,-1.3666266701088015,0.9274289747770071,0.15488733563793072,-0.6623898407133878,-1.2063850151366449,-0.13218114590203156
-0.7896791432409495,-0.08304547985373996,-9.47954490543653e-16,6.738383214630304e-16,0.0,-0.4375005883681768,-0.3631204630158509,-0.4608933573853591,-0.9207969488357147,-0.8419565939458225,-0.9164655091910793,-0.04603923525214835,-0.018753657830234464,-0.6105387338213313,-0.8061767577014335,-0.5419924928989,-0.35905700534246615,0.10395798470823686,0.5736745763468933,-0.13218114590203156
-1.8729064113368528,-0.08304547985373996,-9.47954490543653e-16,-2.3741279717283135,0.0,-0.9288058815763922,-0.8483370503392557,-0.889533725208732,-1.436394969590649,-1.622835530044003,-1.4496888903099958,1.3005162289312333,-0.05177517392930232,-0.7462428234598494,-1.8471887362398915,0.8941019276916078,0.15488733563793072,-0.9071794481690233,0.6673619232670797,-0.13218114590203156
