duration_seconds,perf_best_val_accuracy,perf_test_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,num_mutated_params
-0.7662443120771351,-0.0343371502367549,-0.03234151583878876,-0.8368720708129295,-0.8172152473034684,-0.8354727974923696,0.5765041537999342,-0.7637145387439288,-0.9903490450343627,-0.7817018134883609,-0.05304008915193448,-0.39351210507007095,-0.6179974232666288,-0.8224460963707764,-2.1672242088965152
-0.7614483119764879,-0.0343371502367549,-0.03234151583878876,-0.7744921907623102,-0.7937791141972124,-0.7759786700662845,0.8135076002523428,-0.6229704884566478,-0.8076440878753499,-0.7320045146074652,0.42768767715823036,0.271387658669014,-0.5934114710331673,-0.20482374047548035,-2.1672242088965152
-1.0448346244088664,0.5392493366731707,0.5404540056426415,-0.98259464841962,-0.9479367395475482,-0.9800924458240106,0.8221443867770984,-0.6730861737401782,-0.788858503557176,-1.1241074833079103,0.43800499696826384,0.6038375405385564,-0.8908572757263857,-1.2084600688053364,-0.05418060522241269
-0.7919982127079395,-0.7799995832196309,-0.7769756937646208,-0.8504536170988712,-0.8393481181889931,-0.849689942597354,0.8733959146671063,-0.7313043949677529,-0.7900704767389939,-0.7659077999877867,0.4257220070550297,0.271387658669014,-0.8806158852112872,-1.2856628632922484,-0.05418060522241269
-0.8033070366113307,1.2466726705287001,1.2469018154696934,-0.8555402470116024,-0.8506641385111156,-0.8552392456452059,0.8692276072600434,-0.7202009197851741,-0.785828570602632,-0.7814090490111286,0.39559006876765385,0.271387658669014,-0.8587799847845289,-1.2084600688053364,-0.05418060522241269
-0.7756979688991809,0.5583688862368167,0.5595471896920043,-0.8387951953166858,-0.8336381582340379,-0.8384721534638305,1.0745248571491042,-0.5839582783556954,-0.7885555102617219,-0.707821690504966,0.5221414615876614,0.271387658669014,-0.5985773701205443,-0.8224460963707764,-0.05418060522241269
-1.1680228073937902,0.11861924627257668,0.12040395655627738,-1.005450898052758,-0.9660401133762531,-1.0025975894366204,0.6421111391673782,-0.7823203620228446,-0.7870405437844499,-1.3101240352060568,0.3276567288354447,0.271387658669014,-0.8888778262212795,-0.6680405073969524,-0.05418060522241269
-0.7559698021759851,0.48189068798217805,0.4831744534944984,-0.7780896755946991,-0.7955386311295344,-0.7794400069832182,0.682949173372116,-0.7355057099017019,-0.7806776845799068,-0.7444149507206994,0.3295112485490906,0.271387658669014,-0.9030668573110061,-0.5136349184231284,-0.05418060522241269
-0.7524042792253888,0.6157275349278092,0.6168267418401473,-0.7769890661182979,-0.7918863347501188,-0.7781499469845393,0.6215607987354973,-0.7649149144393425,-0.7812836711708155,-0.7489763923541735,0.29287368041049866,-0.061062223200528495,-0.8932465108355815,-0.8224460963707764,-0.05418060522241269
-0.747260197592824,-0.14905444761871284,-0.12780743608568476,-0.7712086484915398,-0.7937023188497169,-0.7729328813220021,1.0069668854214577,-0.5404446593969414,-0.7137161662844812,-0.6747075723300047,0.49162359924490645,0.271387658669014,-0.6055218134367806,-0.28202653496239233,-0.05418060522241269
2.249963344887968,0.3289342914728737,0.3304289810994594,2.112031871166886,2.0875936172652296,2.110368481341439,-1.3129683155727363,1.4215694147570967,1.9029339332598543,2.307298035560456,-1.4039238886855088,-1.3908617506786984,1.405661669285864,1.2620293547758479,-0.05418060522241269
-0.23609187684601068,0.4436515888548316,0.44498808539571827,0.09495743060572144,0.1826872813274798,0.10147501575558832,-1.3367676950910534,1.4137669727369067,1.2054433671237887,-0.5279923750563595,-1.417537493505316,-1.3908617506786984,1.3998441797493084,1.2620293547758479,-0.05418060522241269
