duration_seconds,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent
-0.05023996091169518,-0.1239794452228794,-0.21906614253405118,-0.12997441408917212,-0.3566250615447973,-0.36538736042209996,-0.6514460403106642,-0.5648683781761843,-0.4138640777060286,0.2778781119933865,-0.4559330430888727,-0.5944522597345088
0.5767683218840887,0.5230773654607431,0.1903844137081355,0.5034592563773277,3.0125450377392435,2.3705738510367858,1.559952339355482,1.7619551153438304,2.0799802120791897,2.1684528965262753,1.7178046761700558,2.506791738690029
-0.14566687390211505,-0.1976336071090514,-0.2742972371518424,-0.20260560262012003,-0.3527800544881021,-0.3610562138756631,-0.8003506147307997,-0.5549652899094939,-0.1997669561246606,0.19194289451461882,-0.4622907451040111,-0.5944522597345088
-0.16965225567739445,-0.21970288314872902,-0.2962944116448551,-0.22470177165324873,-0.41380480136476444,-0.41375183019064443,-0.8357568135373651,-0.5671793256466202,-0.8624100715186099,-0.8392797152305933,-0.46262989359134477,-0.5944522597345088
-0.14936405425030325,-0.19983114928855117,-0.2858933854377258,-0.20538143667049027,-0.4442835422466908,-0.43781375544862683,-0.8628905359872564,-0.5645202386814485,-1.0233114788060014,-1.0970853676668963,-0.46097563720817286,-0.5944522597345088
0.38950882777535323,0.3504827916283535,0.0818837835365955,0.3345422682727346,3.049770382477459,2.404380856024251,1.6195141691235366,1.6818759984333889,1.782890085885276,2.0825176790475077,1.7290223243656215,2.506791738690029
0.5028207601231455,0.4621851260944822,0.12764483472599714,0.442367587613198,3.0959176762264495,2.409193241075848,1.727718159868835,1.8004046212419589,2.092550276988733,2.0825176790475077,1.7263735685161194,2.506791738690029
0.4669541892493791,0.42649514710383835,0.10425768129356351,0.4073798887583594,3.023097572590653,2.3599866039232733,1.4398359826565728,1.7353573260084434,2.102401861690575,2.1684528965262753,1.773084260051123,2.506791738690029
2.8100330037406893,2.9447716657152228,3.194817396037276,2.9642511143096826,1.8951569308915626,2.389342152738012,2.056631819810201,2.997486187484083,1.1203013657934837,1.3091007217385986,3.003724387422852,2.539096363673618
2.7440260190238064,2.880627503600845,3.135134904691371,2.900289007890793,1.8381702808235383,2.407749525560369,1.8762918352347033,2.899409086789071,1.1488270396625742,1.3950359392173663,3.0010160610135257,2.539096363673618
