source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_cpu_pkg_joules,energy_cpu_total_joules,0.5,0.9845768683709973,0.7915998021702819,1.1775539345717128,True,0
energy_cpu_pkg_joules,perf_test_accuracy,0.4,,,,True,20
energy_cpu_pkg_joules,perf_map,0.35,,,,True,11
energy_cpu_pkg_joules,perf_rank1,0.45000002,,,,True,18
energy_cpu_pkg_joules,perf_accuracy,0.35,,,,True,10
energy_cpu_pkg_joules,perf_precision,0.4,,,,True,16
energy_cpu_pkg_joules,perf_best_val_accuracy,0.35,,,,True,11
energy_cpu_ram_joules,energy_gpu_total_joules,0.4,1.177126960082556,0.946410075906375,1.407843844258737,True,0
energy_cpu_ram_joules,perf_eval_loss,0.45000002,0.6106239071295321,0.16789547013894457,1.0533523441201196,True,1
energy_cpu_ram_joules,perf_final_training_loss,0.35,-0.021619490162620023,-0.48685648360776157,0.4436175032825215,False,2
energy_cpu_ram_joules,perf_rank1,0.4,,,,True,18
energy_cpu_ram_joules,perf_accuracy,0.35,,,,True,10
energy_cpu_ram_joules,perf_precision,0.35,,,,True,16
energy_cpu_total_joules,is_parallel,0.35,-0.2027974648841898,-0.242545768001491,-0.16304916176688858,True,3
energy_cpu_total_joules,perf_test_accuracy,0.35,,,,True,20
energy_cpu_total_joules,perf_top5_accuracy,0.35,,,,True,7
energy_cpu_total_joules,perf_accuracy,0.4,,,,True,10
energy_cpu_total_joules,perf_recall,0.4,,,,True,6
energy_gpu_avg_watts,energy_gpu_min_watts,0.35,1.4740927779662774,1.185170593484887,1.7630149624476676,True,1
energy_gpu_avg_watts,perf_test_accuracy,0.4,,,,True,20
energy_gpu_avg_watts,perf_rank1,0.45000002,,,,True,18
energy_gpu_avg_watts,perf_rank5,0.4,,,,True,8
energy_gpu_avg_watts,perf_top1_accuracy,0.4,,,,True,7
energy_gpu_avg_watts,perf_top20_accuracy,0.6,,,,True,13
energy_gpu_avg_watts,perf_accuracy,0.35,,,,True,10
energy_gpu_avg_watts,perf_precision,0.5,,,,True,16
energy_gpu_avg_watts,perf_recall,0.35,,,,True,5
energy_gpu_max_watts,energy_gpu_util_avg_percent,0.45000002,-2.8249474771373397,-3.3786371826562585,-2.271257771618421,True,0
energy_gpu_max_watts,perf_test_accuracy,0.4,,,,True,20
energy_gpu_max_watts,perf_map,0.45000002,,,,True,11
energy_gpu_max_watts,perf_rank1,0.65000004,,,,True,18
energy_gpu_max_watts,perf_rank5,0.45000002,,,,True,8
energy_gpu_max_watts,perf_top1_accuracy,0.45000002,,,,True,7
energy_gpu_max_watts,perf_top5_accuracy,0.5,,,,True,6
energy_gpu_max_watts,perf_top10_accuracy,0.6,,,,True,9
energy_gpu_max_watts,perf_top20_accuracy,0.65000004,,,,True,13
energy_gpu_max_watts,perf_accuracy,0.4,,,,True,10
energy_gpu_max_watts,perf_recall,0.4,,,,True,5
energy_gpu_max_watts,perf_best_val_accuracy,0.4,,,,True,11
energy_gpu_min_watts,perf_test_accuracy,0.4,,,,True,20
energy_gpu_min_watts,perf_map,0.35,,,,True,12
energy_gpu_min_watts,perf_top10_accuracy,0.45000002,,,,True,10
energy_gpu_min_watts,perf_precision,0.6,,,,True,16
energy_gpu_total_joules,perf_rank1,0.35,,,,True,18
energy_gpu_total_joules,perf_top20_accuracy,0.35,,,,True,14
energy_gpu_temp_avg_celsius,energy_gpu_min_watts,0.4,5.730527160035779,4.6073438366687665,6.853710483402791,True,1
energy_gpu_temp_avg_celsius,perf_test_accuracy,0.35,,,,True,20
energy_gpu_temp_avg_celsius,perf_map,0.45000002,,,,True,11
energy_gpu_temp_avg_celsius,perf_rank1,0.55,,,,True,18
energy_gpu_temp_avg_celsius,perf_top1_accuracy,0.35,,,,True,7
energy_gpu_temp_avg_celsius,perf_top5_accuracy,0.5,,,,True,6
energy_gpu_temp_avg_celsius,perf_top10_accuracy,0.45000002,,,,True,9
energy_gpu_temp_avg_celsius,perf_top20_accuracy,0.45000002,,,,True,13
energy_gpu_temp_avg_celsius,perf_accuracy,0.4,,,,True,10
energy_gpu_temp_avg_celsius,perf_precision,0.35,,,,True,16
energy_gpu_temp_avg_celsius,perf_recall,0.35,,,,True,5
energy_gpu_temp_avg_celsius,perf_best_val_accuracy,0.35,,,,True,11
energy_gpu_temp_avg_celsius,hyperparam_epochs_x_is_parallel,0.35,-1.8616111862862474,-2.226486978798352,-1.496735393774143,True,0
energy_gpu_temp_max_celsius,perf_test_accuracy,0.4,,,,True,20
energy_gpu_temp_max_celsius,perf_map,0.35,,,,True,11
energy_gpu_temp_max_celsius,perf_rank1,0.4,,,,True,18
energy_gpu_temp_max_celsius,perf_rank5,0.35,,,,True,8
energy_gpu_temp_max_celsius,perf_top1_accuracy,0.45000002,,,,True,7
energy_gpu_temp_max_celsius,perf_top5_accuracy,0.45000002,,,,True,6
energy_gpu_temp_max_celsius,perf_top10_accuracy,0.35,,,,True,9
energy_gpu_temp_max_celsius,perf_accuracy,0.5,,,,True,10
energy_gpu_temp_max_celsius,perf_precision,0.55,,,,True,16
energy_gpu_temp_max_celsius,perf_best_val_accuracy,0.35,,,,True,11
energy_gpu_util_avg_percent,perf_test_accuracy,0.6,,,,True,20
energy_gpu_util_avg_percent,perf_map,0.55,,,,True,11
energy_gpu_util_avg_percent,perf_rank1,0.5,,,,True,18
energy_gpu_util_avg_percent,perf_top10_accuracy,0.4,,,,True,9
energy_gpu_util_avg_percent,perf_top20_accuracy,0.55,,,,True,13
energy_gpu_util_avg_percent,perf_accuracy,0.55,,,,True,10
energy_gpu_util_avg_percent,perf_precision,0.5,,,,True,17
energy_gpu_util_avg_percent,perf_best_val_accuracy,0.35,,,,True,11
energy_gpu_util_max_percent,perf_test_accuracy,0.45000002,0.0,0.0,0.0,False,20
energy_gpu_util_max_percent,perf_map,0.55,0.0,0.0,0.0,False,11
energy_gpu_util_max_percent,perf_rank1,0.65000004,0.0,0.0,0.0,False,18
energy_gpu_util_max_percent,perf_rank5,0.35,0.0,0.0,0.0,False,8
energy_gpu_util_max_percent,perf_top1_accuracy,0.45000002,0.0,0.0,0.0,False,7
energy_gpu_util_max_percent,perf_top5_accuracy,0.4,0.0,0.0,0.0,False,6
energy_gpu_util_max_percent,perf_top10_accuracy,0.6,0.0,0.0,0.0,False,9
energy_gpu_util_max_percent,perf_top20_accuracy,0.45000002,0.0,0.0,0.0,False,13
energy_gpu_util_max_percent,perf_precision,0.45000002,0.0,0.0,0.0,False,16
energy_gpu_util_max_percent,perf_best_val_accuracy,0.55,0.0,0.0,0.0,False,11
is_parallel,perf_test_accuracy,0.4,,,,True,21
is_parallel,perf_map,0.35,,,,True,14
is_parallel,perf_rank5,0.45000002,,,,True,10
is_parallel,perf_top20_accuracy,0.45000002,,,,True,15
is_parallel,perf_precision,0.35,,,,True,17
model_mnist_ff,perf_eval_loss,0.45000002,0.0,0.0,0.0,False,1
model_mnist_ff,perf_precision,0.35,0.0,0.0,0.0,False,16
model_siamese,perf_precision,0.35,0.0,0.0,0.0,False,16
hyperparam_learning_rate,perf_map,0.4,,,,True,11
hyperparam_learning_rate,perf_rank1,0.55,,,,True,18
hyperparam_learning_rate,perf_rank5,0.4,,,,True,8
hyperparam_learning_rate,perf_top1_accuracy,0.35,,,,True,7
hyperparam_learning_rate,perf_top5_accuracy,0.55,,,,True,6
hyperparam_learning_rate,perf_top10_accuracy,0.35,,,,True,9
hyperparam_learning_rate,perf_top20_accuracy,0.5,,,,True,13
hyperparam_learning_rate,perf_accuracy,0.45000002,,,,True,10
hyperparam_learning_rate,perf_precision,0.45000002,,,,True,16
hyperparam_learning_rate,perf_recall,0.4,,,,True,5
hyperparam_learning_rate,perf_best_val_accuracy,0.5,,,,True,11
hyperparam_epochs,perf_test_accuracy,0.35,,,,True,20
hyperparam_epochs,perf_map,0.4,,,,True,11
hyperparam_epochs,perf_rank1,0.35,,,,True,18
hyperparam_epochs,perf_rank5,0.35,,,,True,8
hyperparam_epochs,perf_top10_accuracy,0.4,,,,True,9
hyperparam_epochs,perf_top20_accuracy,0.4,,,,True,13
hyperparam_epochs,perf_precision,0.35,,,,True,16
perf_eval_loss,perf_test_accuracy,0.4,,,,True,22
perf_eval_samples_per_second,perf_test_accuracy,0.35,,,,True,20
perf_eval_samples_per_second,perf_map,0.4,,,,True,11
perf_eval_samples_per_second,perf_rank5,0.35,,,,True,8
perf_eval_samples_per_second,perf_top1_accuracy,0.35,,,,True,7
perf_eval_samples_per_second,perf_best_val_accuracy,0.4,,,,True,11
model_hrnet18,perf_final_training_loss,0.35,0.0,0.0,0.0,False,2
model_hrnet18,perf_rank1,0.4,0.0,0.0,0.0,False,18
model_hrnet18,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,13
hyperparam_dropout,perf_rank1,0.35,0.0,0.0,0.0,False,18
perf_map,perf_rank1,0.4,0.0,0.0,0.0,False,22
perf_map,perf_top20_accuracy,0.4,0.0,0.0,0.0,False,18
perf_map,perf_accuracy,0.35,,,,False,0
perf_map,perf_precision,0.35,0.0,0.0,0.0,False,19
perf_rank1,perf_test_accuracy,0.45000002,0.0,0.0,0.0,False,30
perf_rank5,perf_test_accuracy,0.4,0.0,0.0,0.0,False,22
perf_rank5,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,16
perf_rank5,perf_best_val_accuracy,0.4,0.0,0.0,0.0,False,14
hyperparam_alpha,perf_rank1,0.35,0.0,0.0,0.0,False,18
hyperparam_alpha,perf_top10_accuracy,0.35,0.0,0.0,0.0,False,9
hyperparam_max_iter,perf_test_accuracy,0.35,0.0,0.0,0.0,False,20
perf_top5_accuracy,perf_best_val_accuracy,0.35,0.0,0.0,0.0,False,12
perf_top10_accuracy,perf_test_accuracy,0.35,0.0,0.0,0.0,False,22
perf_top20_accuracy,perf_rank1,0.35,0.0,0.0,0.0,False,21
perf_accuracy,perf_test_accuracy,0.35,0.0,0.0,0.0,False,24
perf_accuracy,perf_map,0.35,,,,False,0
perf_precision,perf_rank1,0.35,0.0,0.0,0.0,False,23
hyperparam_batch_size_x_is_parallel,perf_top20_accuracy,0.35,0.0,0.0,0.0,False,13
hyperparam_learning_rate_x_is_parallel,is_parallel,0.5,-0.032584704175074565,-0.03897130619338918,-0.02619810215675995,True,2
hyperparam_learning_rate_x_is_parallel,perf_test_accuracy,0.45000002,,,,True,20
hyperparam_learning_rate_x_is_parallel,perf_final_training_loss,0.35,-1.3625437124113768,-2.2135701819765448,-0.5115172428462087,True,2
hyperparam_learning_rate_x_is_parallel,perf_rank1,0.5,,,,True,18
hyperparam_learning_rate_x_is_parallel,perf_top5_accuracy,0.35,,,,True,6
hyperparam_learning_rate_x_is_parallel,perf_top10_accuracy,0.45000002,,,,True,9
hyperparam_learning_rate_x_is_parallel,perf_top20_accuracy,0.4,,,,True,13
hyperparam_learning_rate_x_is_parallel,perf_precision,0.35,,,,True,16
hyperparam_learning_rate_x_is_parallel,perf_best_val_accuracy,0.4,,,,True,11
hyperparam_epochs_x_is_parallel,is_parallel,0.45000002,-0.1639889286362481,-0.1961307586489527,-0.13184709862354346,True,3
hyperparam_epochs_x_is_parallel,perf_rank1,0.45000002,,,,True,18
hyperparam_epochs_x_is_parallel,perf_rank5,0.35,,,,True,9
hyperparam_epochs_x_is_parallel,perf_top1_accuracy,0.45000002,,,,True,7
hyperparam_epochs_x_is_parallel,perf_accuracy,0.5,,,,True,10
hyperparam_epochs_x_is_parallel,perf_precision,0.45000002,,,,True,16
hyperparam_epochs_x_is_parallel,perf_recall,0.45000002,,,,True,5
hyperparam_epochs_x_is_parallel,perf_best_val_accuracy,0.4,,,,True,11
hyperparam_l2_regularization_x_is_parallel,perf_test_accuracy,0.4,,,,True,20
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.55,0.9998334238621757,0.8038660727851892,1.1958007749391621,True,0
hyperparam_alpha_x_is_parallel,perf_test_accuracy,0.5,0.0,0.0,0.0,False,20
hyperparam_alpha_x_is_parallel,perf_precision,0.4,0.0,0.0,0.0,False,16
