source,target,weight
energy_cpu_pkg_joules,is_parallel,0.3499999940395355
energy_cpu_pkg_joules,perf_eval_loss,0.30000001192092896
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.45000001788139343
energy_cpu_ram_joules,energy_cpu_total_joules,0.45000001788139343
energy_cpu_ram_joules,energy_gpu_total_joules,0.3499999940395355
energy_cpu_ram_joules,perf_eval_loss,0.4000000059604645
energy_cpu_ram_joules,perf_final_training_loss,0.3499999940395355
energy_cpu_total_joules,energy_cpu_pkg_joules,0.30000001192092896
energy_cpu_total_joules,energy_gpu_total_joules,0.30000001192092896
energy_gpu_max_watts,energy_gpu_min_watts,0.30000001192092896
energy_gpu_min_watts,perf_eval_loss,0.3499999940395355
energy_gpu_min_watts,perf_eval_samples_per_second,0.3499999940395355
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.30000001192092896
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.30000001192092896
energy_gpu_temp_avg_celsius,energy_gpu_util_max_percent,0.3499999940395355
energy_gpu_temp_avg_celsius,hyperparam_learning_rate,0.3499999940395355
energy_gpu_temp_avg_celsius,hyperparam_l2_regularization,0.30000001192092896
energy_gpu_temp_max_celsius,perf_eval_samples_per_second,0.30000001192092896
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.30000001192092896
energy_gpu_util_avg_percent,perf_eval_samples_per_second,0.75
energy_gpu_util_max_percent,energy_gpu_min_watts,0.30000001192092896
is_parallel,energy_gpu_min_watts,0.30000001192092896
is_parallel,perf_final_training_loss,0.30000001192092896
is_parallel,perf_eval_samples_per_second,0.30000001192092896
hyperparam_learning_rate,perf_eval_samples_per_second,0.30000001192092896
hyperparam_epochs,energy_gpu_util_max_percent,0.30000001192092896
hyperparam_epochs,hyperparam_learning_rate_x_is_parallel,0.4000000059604645
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.3499999940395355
perf_eval_loss,perf_final_training_loss,0.4000000059604645
perf_final_training_loss,perf_eval_loss,0.30000001192092896
perf_eval_samples_per_second,energy_gpu_min_watts,0.45000001788139343
hyperparam_epochs_x_is_parallel,is_parallel,0.550000011920929
hyperparam_epochs_x_is_parallel,perf_eval_samples_per_second,0.550000011920929
hyperparam_l2_regularization_x_is_parallel,hyperparam_l2_regularization,0.699999988079071
