energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,model_mnist_ff,model_mnist_rnn,model_siamese,hyperparam_batch_size,hyperparam_learning_rate,hyperparam_epochs,hyperparam_seed,perf_test_accuracy,hyperparam_l2_regularization,model_hrnet18,model_pcb,hyperparam_dropout,hyperparam_alpha,hyperparam_kfold,hyperparam_max_iter
-0.9061434944660024,-0.8544152708808864,-0.903297296666336,-1.3104323712562622,-1.5295673559061636,-0.0936174997795573,-0.8491758769298238,-0.5110193945917716,-0.6916550282417706,-1.423142382221175,-1.6296678115170893,False,False,False,-0.1231438522655064,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.552047084511519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8480368471509208,-0.8193313390557796,-0.8467060185410366,-2.5766221233462474,-1.6681957501819484,-1.265198675374924,-0.8734568559906463,-1.740293007644091,-1.0425225092351151,-1.7616578294971053,-1.936858572343124,False,True,False,-0.1231438522655064,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,-0.6220548839566794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8431525546316272,-0.7882075073128835,-0.8400434095585659,-0.1560395456099259,-0.6326307293202391,-0.1796941722580459,-0.7631680107056639,-0.1822005444830182,-0.1653538067517537,-0.3416663286460272,-0.5684633650271509,False,False,True,-0.1231438522655064,-0.6589166171519751,-0.6027608641638302,-0.7691921297094653,0.6172749716486411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.9330193884432176,-0.8811685147481041,-0.9301842510676708,-1.3786374583325465,-1.575194654179611,-0.1403771959191873,-0.8640200841575225,-1.084350134409406,-1.2179562497317875,-1.4328253974942122,-1.6296678115170893,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6885239933224927,-0.7698310860544334,0.6498889152172022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8845078528486507,-0.8315505898040716,-0.8815629426720596,-1.3757645441075217,-1.575849591475402,-0.1552626355207305,-0.8397074440292375,-1.0997554810471248,-1.2179562497317875,-1.421741827645443,-1.6296678115170893,False,False,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,1.1668455955441177,0.6498889152172022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8586006931444549,-0.8259076600955281,-0.857007763167066,-2.573922906314678,-1.6883896501355078,-1.268111043992617,-0.8738402475722731,-1.937883866214016,-1.3933899902284597,-1.7620479167774774,-2.020637870750224,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6199134899955627,-0.7698310860544334,0.5194331409429579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8029050162791883,-0.7780389922630783,-0.8018013796084127,-2.6106531159426885,-1.7267034819392877,-1.2736121847149269,-0.8731074534961484,-2.815102017537509,-2.270558692711821,-1.761769100295113,-1.936858572343124,False,True,False,1.5931451474441708e-17,-0.5973397504068823,-0.6052727549760086,-0.7698310860544334,-0.4589851661138741,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8039375837945161,-0.7809345493124366,-0.8029607002992171,-2.613642959269641,-1.7583587845691913,-1.2755537637933887,-0.8732785961990502,-3.196891691336276,-2.7968599142018378,-1.761767259922292,-1.936858572343124,False,True,False,1.5931451474441708e-17,-0.6318838948211892,-0.6052727549760086,0.6032860992821835,0.552047084511519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7966752869292689,-0.7365763185851205,-0.7931840658499428,-0.107190041651347,-0.6085072055919332,-0.108988334150716,-0.7146133692172558,0.2079449169669562,0.0100799337449185,-0.3300428628182878,-0.5684633650271509,False,False,True,1.5931451474441708e-17,-0.6318838948211892,-0.5341503608369003,-0.7698310860544334,0.6825028587857632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7962514193841153,-0.738838259621325,-0.7929415566524726,-0.0654269872042126,-0.5942077413004938,-0.1030017986587909,-0.7119998678249442,0.1778855086632453,0.0100799337449185,-0.331484202261019,-0.5684633650271509,False,False,True,1.5931451474441708e-17,-0.7974261701945622,-0.6052727549760086,-0.7698310860544334,0.6172749716486411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
