experiment_id,timestamp,repository,model,mode,is_parallel,training_duration,hyperparam_learning_rate,hyperparam_batch_size,seed,energy_cpu_total_joules,energy_gpu_total_joules,gpu_power_avg_watts,gpu_power_max_watts,gpu_power_min_watts,gpu_util_avg,gpu_temp_max,gpu_temp_avg,perf_test_accuracy,cpu_pkg_ratio,gpu_power_fluctuation,gpu_temp_fluctuation,hyperparam_dropout,perf_map,perf_rank1,perf_rank5,hyperparam_kfold,l2_regularization,perf_top1_accuracy,perf_top5_accuracy,perf_accuracy,perf_precision,perf_recall,perf_eval_loss
examples_mnist_003,2025-12-01T22:35:54.263029,examples,mnist,default,0,10,0.01,76.0,1,6271.11,16236.419999999991,88.723606557377,92.3,69.16,9.027322404371585,58.0,54.13661202185792,99.0,0.27862275425157723,23.14,3.863387978142079,,,,,,,,,,,,
examples_siamese_008,2025-12-01T22:59:08.384507,examples,siamese,default,0,10,0.01,89.0,1,5576.81,30021.659999999996,192.44653846153844,202.92,74.61,56.12179487179487,75.0,71.58333333333333,100.0,0.1566586990957758,128.31,3.4166666666666714,,,,,,,,,,,,
examples_mnist_004,2025-12-01T22:40:23.025900,examples,mnist,default,0,10,0.01,23.0,1,7172.78,18459.45,93.22954545454546,96.61,71.92,13.04040404040404,62.0,58.994949494949495,99.0,0.27983441159821054,24.689999999999998,3.005050505050505,,,,,,,,,,,,
examples_siamese_007,2025-12-01T22:55:22.985955,examples,siamese,default,0,10,0.01,72.0,1,6815.11,34670.56000000002,181.52125654450273,193.02,67.85,53.75916230366492,72.0,64.90052356020942,99.0,0.16427624285687073,125.17000000000002,7.099476439790578,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_006,2025-12-03T01:43:02.241761,Person_reID_baseline_pytorch,pcb,default,0,60,0.04877361562570654,,1334,149638.05,858400.0400000025,213.47924396916252,318.42,12.1,96.66500870430241,84.0,78.02138771449889,,0.14844483703983807,306.32,5.978612285501114,0.5,0.7765,0.924287,0.972684,,,,,,,,
MRT-OAST_default_001,2025-12-02T19:20:10.686027,MRT-OAST,default,default,0,10,0.0001,,1334,41399.79,315153.4300000002,250.51941971383167,318.71,68.4,92.18124006359301,84.0,78.25039745627981,,0.11611110958414561,250.30999999999997,5.7496025437201865,0.04270586130294716,,,,,0.0,,,4934.0,0.999124,0.944146,
Person_reID_baseline_pytorch_pcb_007,2025-12-03T02:52:50.555754,Person_reID_baseline_pytorch,pcb,default,0,60,0.05,,1334,149091.8,859152.0499999998,214.1455757726819,319.32,11.16,96.62911266201395,84.0,77.94042871385842,,0.14787275915444464,308.15999999999997,6.059571286141576,0.4384615268137537,0.77739,0.926366,0.973278,,,,,,,,
Person_reID_baseline_pytorch_pcb_005,2025-12-03T00:33:05.018136,Person_reID_baseline_pytorch,pcb,default,0,88,0.05,,1334,215584.54,1266178.6499999973,218.64594197893237,319.16,13.99,97.18010706268348,84.0,77.91832153341392,,0.14549189874260568,305.17,6.081678466586084,0.5,0.77076,0.92785,0.969418,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_002,2025-12-02T20:30:29.017080,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.03294905709564009,,1334,141829.04,950402.1900000006,235.36458395245188,256.76,10.97,64.02922238732046,84.0,82.48117880138682,,0.12985257709578577,245.79,1.5188211986131819,0.5,0.781272,0.917162,0.967637,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_003,2025-12-02T21:40:22.162971,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.05,,1334,141313.19,937590.570000002,233.34757839721306,258.67,14.88,64.84718765555003,84.0,82.33424589347935,,0.13097849431908526,243.79000000000002,1.6657541065206516,0.3413492264894854,0.765036,0.914192,0.967043,,,,,,,,
Person_reID_baseline_pytorch_pcb_008,2025-12-03T04:06:48.886838,Person_reID_baseline_pytorch,pcb,default,0,60,0.05,,5486,157455.0,946989.9300000011,222.55932549941272,317.9,14.13,96.96592244418332,85.0,79.77273795534666,,0.14256482665912537,303.77,5.227262044653344,0.5,0.775638,0.925772,0.972981,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_004,2025-12-02T22:52:50.341454,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.05,,8691,146197.45,983845.3499999999,235.99072919165263,257.6,12.78,67.51451187335093,84.0,82.43343727512593,,0.12937337417662415,244.82000000000002,1.5665627248740748,0.5,0.738058,0.894002,0.95962,,,,,,,,
Person_reID_baseline_pytorch_pcb_006,2025-12-04T05:12:21.266716,Person_reID_baseline_pytorch,pcb,default,0,60,0.05,,153,153138.98,1007279.689999999,242.54266554298073,316.57,14.34,96.87960510474356,84.0,80.31639778473392,,0.13196873159581288,302.23,3.6836022152660775,0.5,0.772052,0.922803,0.972684,,,,,,,,
MRT-OAST_default_001,2025-12-03T23:20:40.746427,MRT-OAST,default,default,0,12,0.0001,,1334,48845.5,384392.9999999996,258.5023537323467,318.41,68.19,92.86953597848016,84.0,78.24142568930733,,0.112745058437789,250.22000000000003,5.758574310692666,0.2,,,,,0.0,,,4745.0,0.986171,0.855606,
examples_siamese_019_parallel,2025-12-04T06:13:18.702166,examples,siamese,parallel,1,13,0.01,32.0,1,16611.26,79148.25000000001,194.46744471744475,202.13,89.77,68.02702702702703,77.0,75.91400491400492,100.0,0.17346851503312827,112.36,1.08599508599508,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_005,2025-12-04T04:00:08.109631,Person_reID_baseline_pytorch,pcb,default,0,60,0.026580808778716908,,1334,145356.67,906315.1200000014,231.79414833759625,319.07,9.98,96.51892583120204,84.0,78.15191815856778,,0.13821486074091596,309.09,5.848081841432219,0.5,0.77942,0.925178,0.976247,,,,,,,,
examples_mnist_012_parallel,2025-12-04T05:29:02.403026,examples,mnist,parallel,1,10,0.008303684717329719,32.0,1,8111.2,38798.65,194.96809045226132,200.66,175.98,68.54773869346734,77.0,75.28643216080403,96.0,0.17291038022931218,24.680000000000007,1.7135678391959743,,,,,,,,,,,,
examples_mnist_rnn_017_parallel,2025-12-04T06:00:35.136712,examples,mnist_rnn,parallel,1,10,0.01,32.0,2716,15256.03,54907.789999999986,170.52108695652169,180.76,152.88,42.80124223602485,74.0,73.51242236024845,96.0,0.2174344270309114,27.879999999999995,0.48757763975154944,,,,,,,,,,,,
examples_siamese_018_parallel,2025-12-04T06:04:47.127494,examples,siamese,parallel,1,10,0.01,97.0,1,6417.15,32308.059999999983,209.7925974025973,220.69,89.75,72.33116883116882,78.0,75.93506493506493,100.0,0.1657098825287197,130.94,2.064935064935071,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_002,2025-12-04T00:29:59.987074,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.0724324979826298,,1334,139834.5,974044.79,244.4278017565872,257.99,13.19,64.0762860727729,84.0,81.96486825595984,,0.12553828880326878,244.8,2.0351317440401573,0.5,0.626317,0.832245,0.936461,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_003,2025-12-04T01:39:40.473332,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.05,,1334,140934.78,976192.3799999986,243.74341573033672,256.78,13.53,63.874406991260926,84.0,82.02846441947565,,0.12615822535368326,243.24999999999997,1.9715355805243462,0.309570947708524,0.770546,0.914489,0.967637,,,,,,,,
examples_mnist_013_parallel,2025-12-04T05:33:58.725088,examples,mnist,parallel,1,10,0.01,32.0,437,8052.58,38511.490000000005,194.50247474747476,199.82,175.72,68.66666666666667,77.0,75.45454545454545,99.0,0.17293548437668785,24.099999999999994,1.5454545454545467,,,,,,,,,,,,
examples_siamese_020_parallel,2025-12-04T06:22:22.150004,examples,siamese,parallel,1,10,0.011608618100184556,32.0,1,17921.05,85568.06000000008,194.9158542141232,202.81,89.26,67.96355353075171,77.0,76.20045558086561,99.0,0.17316846187970875,113.55,0.7995444191343921,,,,,,,,,,,,
examples_mnist_rnn_015_parallel,2025-12-04T05:46:25.135349,examples,mnist_rnn,parallel,1,11,0.01,32.0,1,11924.2,42487.38000000002,168.60071428571436,180.21,142.23,42.08730158730159,74.0,73.26190476190476,95.0,0.219148203378766,37.98000000000002,0.7380952380952408,,,,,,,,,,,,
examples_mnist_rnn_016_parallel,2025-12-04T05:53:29.695947,examples,mnist_rnn,parallel,1,10,0.014367616725826666,32.0,1,15223.56,54538.63999999999,169.37465838509314,180.46,143.16,42.298136645962735,74.0,73.24844720496894,70.0,0.2182207556527747,37.30000000000001,0.7515527950310599,,,,,,,,,,,,
examples_mnist_010_parallel,2025-12-04T05:21:15.114036,examples,mnist,parallel,1,10,0.01,31.0,1,8160.67,38398.85999999999,191.99429999999995,197.39,169.81,68.52,76.0,74.69,99.0,0.17527389129572402,27.579999999999984,1.3100000000000023,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_004,2025-12-04T02:52:04.281180,Person_reID_baseline_pytorch,hrnet18,default,0,60,0.05,,5562,146236.41,1014080.220000001,243.4766434573832,260.03,13.06,67.13133253301321,84.0,82.01440576230492,,0.12603146953086405,246.96999999999997,1.9855942376950821,0.5,0.763961,0.908551,0.964964,,,,,,,,
examples_siamese_021_parallel,2025-12-04T06:31:25.055960,examples,siamese,parallel,1,10,0.01,32.0,6913,17874.59,85677.04999999994,195.6097031963469,203.15,88.8,67.72146118721462,77.0,76.22602739726027,100.0,0.17261522849855407,114.35000000000001,0.7739726027397325,,,,,,,,,,,,
examples_mnist_011_parallel,2025-12-04T05:24:04.712019,examples,mnist,parallel,1,5,0.01,32.0,1,2995.91,14347.510000000006,193.88527027027035,199.78,174.68,67.0,76.0,74.5945945945946,99.0,0.17274043989017154,25.099999999999994,1.4054054054054035,,,,,,,,,,,,
examples_mnist_rnn_014_parallel,2025-12-04T05:40:31.760068,examples,mnist_rnn,parallel,1,10,0.01,41.0,1,13473.69,50190.03,172.47432989690722,181.82,151.57,43.54639175257732,75.0,73.6426116838488,95.0,0.21163843394636694,30.25,1.3573883161512015,,,,,,,,,,,,
MRT-OAST_default_014_parallel,2025-12-04T19:09:19.172066,MRT-OAST,default,parallel,1,10,8.664548306003103e-05,,1334,60841.11,359423.08000000037,234.91704575163422,314.64,89.98,94.55816993464052,84.0,80.74313725490197,,0.14476872274080727,224.65999999999997,3.256862745098033,0.2,,,,,0.0,,,4639.0,0.983744,0.776169,
MRT-OAST_default_016_parallel,2025-12-04T20:04:55.925369,MRT-OAST,default,parallel,1,10,0.0001,,1334,61320.93,360444.69000000006,234.5118347430059,313.27,90.77,94.35068314899154,85.0,80.53610930383864,,0.14539101124458648,222.5,4.463890696161357,0.2,,,,,0.00027928862227181967,,,4640.0,0.982613,0.771618,
pytorch_resnet_cifar10_resnet20_012_parallel,2025-12-04T18:26:48.031617,pytorch_resnet_cifar10,resnet20,parallel,1,200,0.1,,7442,60055.85,277729.41999999946,235.16462320067694,260.95,89.6,72.79339542760373,84.0,82.24386113463167,92.08,0.17779298073003627,171.35,1.756138865368328,,,,,,0.0001,,,,,,
MRT-OAST_default_013_parallel,2025-12-04T18:41:35.839824,MRT-OAST,default,parallel,1,5,0.0001,,1334,30755.91,181233.69999999992,234.15206718346244,314.6,91.17,93.32558139534883,84.0,80.95865633074935,,0.14508215756423162,223.43,3.041343669250651,0.2,,,,,0.0,,,4387.0,0.958284,0.665288,
MRT-OAST_default_015_parallel,2025-12-04T19:37:05.321991,MRT-OAST,default,parallel,1,10,0.0001,,1334,61129.92,357667.14000000036,233.3118982387478,317.11,89.7,94.64644487932159,84.0,80.15916503587736,,0.14596549460017685,227.41000000000003,3.840834964122635,0.15252138284420028,,,,,0.0,,,4755.0,0.985024,0.843608,
pytorch_resnet_cifar10_resnet20_010_parallel,2025-12-04T17:43:32.381943,pytorch_resnet_cifar10,resnet20,parallel,1,200,0.0771160384903017,,1334,59451.11,277846.7400000001,236.46531063829795,262.19,89.76,67.09531914893617,83.0,81.89021276595744,92.05,0.17625700845706543,172.43,1.1097872340425567,,,,,,0.0001,,,,,,
pytorch_resnet_cifar10_resnet20_009_parallel,2025-12-04T17:21:53.238953,pytorch_resnet_cifar10,resnet20,parallel,1,272,0.1,,1334,80268.54,375886.90000000026,237.00308953341755,262.6,87.69,67.00441361916772,83.0,80.28814627994956,92.25,0.1759675166868556,174.91000000000003,2.711853720050442,,,,,,0.0001,,,,,,
MRT-OAST_default_017_parallel,2025-12-04T20:32:40.749435,MRT-OAST,default,parallel,1,10,0.0001,,4777,60911.15,358895.52,234.4190202482038,315.1,89.37,94.55715218811234,84.0,80.55845852384063,,0.1450933354632026,225.73000000000002,3.4415414761593723,0.2,,,,,0.0,,,4029.0,0.902507,0.536202,
Person_reID_baseline_pytorch_densenet121_022_parallel,2025-12-05T01:34:40.753377,Person_reID_baseline_pytorch,densenet121,parallel,1,31,0.05,,1334,55149.4,314745.61000000034,245.51139625585049,284.61,88.77,80.31045241809673,85.0,81.92511700468019,,0.14909473907204088,195.84000000000003,3.074882995319811,0.5,0.728873,0.902613,0.961401,,,,,,,,
Person_reID_baseline_pytorch_densenet121_023_parallel,2025-12-05T02:16:55.864001,Person_reID_baseline_pytorch,densenet121,parallel,1,60,0.056564942358139934,,1334,102579.17,585796.3600000023,246.3399327165695,280.95,89.15,82.37300252312868,85.0,82.75021026072329,,0.1490162934757423,191.79999999999998,2.2497897392767072,0.5,0.743944,0.906473,0.969418,,,,,,,,
pytorch_resnet_cifar10_resnet20_011_parallel,2025-12-04T18:05:02.282073,pytorch_resnet_cifar10,resnet20,parallel,1,200,0.1,,1334,58997.36,275664.09000000014,236.6215364806868,262.46,89.46,67.43261802575107,83.0,81.93648068669528,91.14,0.17628968021264468,173.0,1.0635193133047238,,,,,,2.4110606653016367e-05,,,,,,
Person_reID_baseline_pytorch_densenet121_025_parallel,2025-12-05T04:02:38.475882,Person_reID_baseline_pytorch,densenet121,parallel,1,60,0.05,,9670,154033.52,832648.0699999991,229.5693603529085,295.43,89.08,89.79404466501241,84.0,79.00909842845327,,0.15611269284957482,206.35000000000002,4.990901571546729,0.5,0.725624,0.892221,0.960808,,,,,,,,
Person_reID_baseline_pytorch_densenet121_024_parallel,2025-12-05T02:59:02.337963,Person_reID_baseline_pytorch,densenet121,parallel,1,60,0.05,,1334,102205.17,583255.7499999993,246.09947257383936,281.23,89.86,82.73164556962026,85.0,82.78227848101265,,0.14910429904596179,191.37,2.2177215189873465,0.4394570986695282,0.752522,0.901128,0.96823,,,,,,,,
examples_siamese_004,2025-12-05T21:26:54.431573,examples,siamese,default,0,6,0.015450238252847096,58.0,9643,3675.74,17502.700000000004,168.29519230769236,178.66,68.89,50.73076923076923,68.0,61.02884615384615,98.0,0.17356046998740227,109.77,6.971153846153847,,,,,,,,,,,,
examples_mnist_001,2025-12-05T21:20:19.281059,examples,mnist,default,0,13,0.012196642228041461,62.0,7527,5741.51,14969.059999999998,90.17506024096384,93.16,69.42,9.301204819277109,57.0,52.596385542168676,96.0,0.2772260734494512,23.739999999999995,4.403614457831324,,,,,,,,,,,,
MRT-OAST_default_005,2025-12-05T21:40:59.101497,MRT-OAST,default,default,0,6,9.400121124861953e-05,,3775,24899.75,202077.84000000014,268.00774535809035,316.32,72.27,91.842175066313,84.0,79.08620689655173,,0.10970135862311334,244.05,4.9137931034482705,0.1944277935309872,,,,,0.00035396027757468064,,,4460.0,0.948565,0.724866,
examples_mnist_rnn_003,2025-12-05T21:24:02.291306,examples,mnist_rnn,default,0,5,0.008560621072376855,76.0,5072,3374.69,1445.3,17.41325301204819,81.71,3.95,0.0,51.0,45.57831325301205,42.0,0.7001446061091413,77.75999999999999,5.421686746987952,,,,,,,,,,,,
pytorch_resnet_cifar10_resnet20_007,2025-12-05T22:01:57.119834,pytorch_resnet_cifar10,resnet20,default,0,127,0.12509036182415,,7666,32815.4,161265.19,227.7756920903955,254.67,72.2,59.2909604519774,81.0,77.74717514124293,91.21,0.16908130792471315,182.46999999999997,3.252824858757066,,,,,,5.1688838033162136e-05,,,,,,
Person_reID_baseline_pytorch_densenet121_008,2025-12-07T08:36:31.995087,Person_reID_baseline_pytorch,densenet121,default,0,85,0.07430843245069718,,5522,163216.35,1043264.770000001,232.19781215223702,291.06,11.0,83.73447585132428,84.0,78.6443356332072,,0.13528297069414552,280.06,5.355664366792794,0.5666375197443834,0.725245,0.887173,0.961698,,,,,,,,
Person_reID_baseline_pytorch_densenet121_009,2025-12-07T09:40:27.808233,Person_reID_baseline_pytorch,densenet121,default,0,71,0.03396645158768199,,5289,135881.47,852617.8399999993,228.70650214592254,289.86,14.32,84.14994635193133,84.0,78.32618025751073,,0.13746238224485974,275.54,5.673819742489272,0.42286930555907054,0.740512,0.896378,0.958432,,,,,,,,
Person_reID_baseline_pytorch_densenet121_010,2025-12-07T11:02:03.216216,Person_reID_baseline_pytorch,densenet121,default,0,90,0.0274165593810189,,1797,173100.54,1077093.0599999998,226.2325267800882,289.76,14.04,84.1818945599664,84.0,78.60785549254358,,0.13845898747202035,275.71999999999997,5.392144507456422,0.3905070975289366,0.717806,0.884501,0.960214,,,,,,,,
Person_reID_baseline_pytorch_densenet121_012,2025-12-07T12:32:18.144298,Person_reID_baseline_pytorch,densenet121,default,0,51,0.0655875670649268,,831,100856.52,593491.4199999996,214.10224386724371,288.81,14.1,84.63383838383838,84.0,78.244227994228,,0.14525357416628912,274.71,5.755772005772002,0.366983324404857,0.727889,0.899644,0.959026,,,,,,,,
Person_reID_baseline_pytorch_densenet121_011,2025-12-07T11:44:43.543179,Person_reID_baseline_pytorch,densenet121,default,0,46,0.04876270233047313,,2567,90756.08,532400.2399999999,214.24556941649894,290.51,13.64,85.00241448692152,84.0,77.9830985915493,,0.14563934776429777,276.87,6.016901408450707,0.48583273275984834,0.739777,0.895784,0.961401,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_004_parallel,2025-12-07T22:50:24.140934,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,1334,252204.45,1353242.9200000043,222.02508941755607,288.22,193.47,98.75471698113208,85.0,80.17358490566038,,0.15709294163906434,94.75000000000003,4.826415094339623,0.5435809256467599,0.746401,0.901722,0.959323,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_003_parallel,2025-12-07T21:04:34.017284,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,6621,269306.99,1464603.3800000006,224.35713541666675,287.75,180.79,98.7124693627451,85.0,80.79518995098039,,0.15531771114558818,106.96000000000001,4.204810049019613,0.5,0.740315,0.898456,0.96348,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_001_parallel,2025-12-07T17:25:23.679030,Person_reID_baseline_pytorch,hrnet18,parallel,1,53,0.05,,1334,222999.99,1242650.9199999967,230.63305864884867,309.18,176.89,98.51002227171492,84.0,80.44005196733482,,0.15215082150769482,132.29000000000002,3.559948032665176,0.5,0.758933,0.908254,0.966152,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_002_parallel,2025-12-07T19:11:20.534838,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.030179925384757167,,1334,252553.7,1351648.9100000022,221.50916256964967,288.38,191.72,98.7351687971157,85.0,80.42428711897739,,0.15743254525686107,96.66,4.575712881022611,0.5,0.770628,0.911817,0.96348,,,,,,,,
MRT-OAST_default_068,2025-12-10T17:22:56.674363,MRT-OAST,default,default,0,7,0.0001409302001085878,,6234,30177.51,198311.05000000025,217.20815991237706,316.86,81.6,92.4184008762322,85.0,79.20043811610077,,0.13207448985629724,235.26000000000002,5.79956188389923,0.19500110622938013,,,,,0.0006521186784033174,,,4523.0,0.965129,0.709971,
examples_mnist_rnn_049_parallel,2025-12-10T13:09:54.419582,examples,mnist_rnn,parallel,1,10,0.01,73.0,1,11613.51,62274.57000000005,248.10585657370538,267.9,226.26,64.84860557768924,84.0,82.68525896414343,93.0,0.1571770439832784,41.639999999999986,1.3147410358565708,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_008_parallel,2025-12-09T11:33:54.189417,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,7980,350632.42,1856628.4799999984,221.18518942101483,315.31,149.88,99.67357636406958,85.0,78.74005241839409,,0.15885408924699396,165.43,6.259947581605914,0.5,0.777297,0.929929,0.976247,,,,,,,,
MRT-OAST_default_065,2025-12-10T16:02:46.817760,MRT-OAST,default,default,0,14,0.0001165834738796372,,7543,59353.08,394839.47000000026,218.8688858093128,316.91,81.6,93.2139689578714,85.0,79.85144124168514,,0.13067823327353115,235.31000000000003,5.148558758314863,0.08455382687550926,,,,,7.834941202620763e-05,,,4967.0,0.999577,0.978072,
Person_reID_baseline_pytorch_pcb_009_parallel,2025-12-09T13:59:23.675513,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,7222,351047.24,1832222.66999999,217.78469868061214,315.58,139.9,99.68691311066208,85.0,78.53595625817188,,0.16078966617554016,175.67999999999998,6.464043741828121,0.5,0.78039,0.930523,0.973575,,,,,,,,
MRT-OAST_default_070,2025-12-10T17:56:33.722663,MRT-OAST,default,default,0,10,0.00011691502167687537,,6691,42802.16,281616.3099999999,217.29653549382707,316.76,82.17,92.82793209876543,85.0,79.49845679012346,,0.1319350282368326,234.58999999999997,5.501543209876544,0.2880816295005849,,,,,3.0743223878557735e-05,,,4554.0,0.977766,0.745966,
examples_mnist_043_parallel,2025-12-10T12:33:56.364903,examples,mnist,parallel,1,10,0.01,80.0,1,7801.82,49159.24,264.29698924731184,278.58,242.14,78.63440860215054,84.0,82.55913978494624,99.0,0.1369676055888005,36.44,1.4408602150537604,,,,,,,,,,,,
examples_mnist_042_parallel,2025-12-10T12:29:11.405740,examples,mnist,parallel,1,10,0.01,64.0,1,7957.38,50721.34,268.3668783068783,282.67,251.1,78.82539682539682,84.0,82.34920634920636,99.0,0.13560929754432272,31.57000000000002,1.650793650793645,,,,,,,,,,,,
examples_siamese_056_parallel,2025-12-10T13:56:18.996063,examples,siamese,parallel,1,10,0.01,34.0,1,23311.61,135539.68000000005,242.03514285714294,279.29,223.77,98.13035714285714,84.0,82.89285714285714,100.0,0.14675115323268698,55.52000000000001,1.1071428571428612,,,,,,,,,,,,
examples_siamese_055_parallel,2025-12-10T13:45:11.276830,examples,siamese,parallel,1,10,0.01,43.0,1,19061.6,112171.60999999999,244.91617903930128,285.82,222.78,98.146288209607,84.0,82.66157205240175,100.0,0.14524981900541792,63.03999999999999,1.3384279475982481,,,,,,,,,,,,
MRT-OAST_default_064,2025-12-10T15:31:44.764030,MRT-OAST,default,default,0,12,0.00010454320856154476,,1980,51163.59,349742.7800000004,224.48188703466008,316.68,76.6,92.002567394095,85.0,79.89216944801026,,0.1276197981089698,240.08,5.107830551989736,0.05722322498870701,,,,,5.0994088763394604e-05,,,4950.0,0.998255,0.946628,
examples_mnist_rnn_047_parallel,2025-12-10T12:58:10.524843,examples,mnist_rnn,parallel,1,10,0.01,19.0,1,20140.45,95340.73000000011,241.98154822335053,268.16,191.35,60.51269035532995,84.0,82.32233502538071,96.0,0.17440460861241616,76.81000000000003,1.6776649746192902,,,,,,,,,,,,
examples_mnist_rnn_052_parallel,2025-12-10T13:25:45.394699,examples,mnist_rnn,parallel,1,12,0.01,32.0,1,13845.67,69524.27999999997,247.4173665480426,268.67,220.78,63.87544483985765,84.0,82.42348754448399,95.0,0.1660750666157291,47.890000000000015,1.57651245551601,,,,,,,,,,,,
examples_mnist_rnn_050_parallel,2025-12-10T13:15:45.946737,examples,mnist_rnn,parallel,1,10,0.01,71.0,1,11672.94,62420.13999999999,248.6858167330677,267.73,224.17,65.1593625498008,84.0,82.69322709163346,94.0,0.15754426729189827,43.56000000000003,1.3067729083665398,,,,,,,,,,,,
MRT-OAST_default_067,2025-12-10T17:07:09.126477,MRT-OAST,default,default,0,14,5.182099840744783e-05,,220,59641.11,395577.7299999997,218.5512320441987,316.76,82.02,93.19447513812155,85.0,79.3,,0.1310163480931502,234.74,5.700000000000003,0.1801427693271612,,,,,2.3417159503971232e-05,,,4603.0,0.981461,0.744725,
examples_mnist_rnn_051_parallel,2025-12-10T13:19:22.342658,examples,mnist_rnn,parallel,1,5,0.01,32.0,1,5831.18,29683.979999999992,249.44521008403356,270.63,220.99,63.445378151260506,84.0,82.34453781512605,94.0,0.16418847613244603,49.639999999999986,1.6554621848739544,,,,,,,,,,,,
Person_reID_baseline_pytorch_pcb_010_parallel,2025-12-09T16:16:20.907867,Person_reID_baseline_pytorch,pcb,parallel,1,60,0.05,,1334,331831.23,1670020.2200000002,211.0210032853172,315.07,136.64,99.644806671721,84.0,77.4775082132929,,0.165762164819972,178.43,6.522491786707107,0.3027535538300018,0.776802,0.929632,0.975059,,,,,,,,
examples_siamese_057_parallel,2025-12-10T14:01:00.958778,examples,siamese,parallel,1,10,0.01,125.0,1,7691.71,47015.409999999974,255.51853260869552,281.85,228.68,97.66847826086956,85.0,83.51086956521739,100.0,0.14059796969754584,53.170000000000016,1.4891304347826093,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_019_parallel,2025-12-10T09:55:46.852104,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.05,,1334,250451.29,1379472.0600000017,227.37301137300176,295.02,180.16,98.75605735948574,85.0,80.8081424097577,,0.15365832387148742,114.85999999999999,4.191857590242293,0.5779894503061639,0.76185,0.907957,0.964371,,,,,,,,
Person_reID_baseline_pytorch_pcb_003_parallel,2025-12-08T23:58:22.006181,Person_reID_baseline_pytorch,pcb,parallel,1,74,0.05,,1334,401564.52,2107312.7900000033,219.16929693187762,317.33,136.23,99.67509100364015,84.0,77.85314612584503,,0.16005745613762176,181.1,6.146853874154971,0.5,0.775175,0.928444,0.970606,,,,,,,,
examples_mnist_rnn_046_parallel,2025-12-10T12:49:50.916300,examples,mnist_rnn,parallel,1,10,0.01,65.0,1,12053.81,64419.63000000001,249.68848837209308,268.81,224.64,64.37596899224806,84.0,82.40310077519379,94.0,0.1576208681079339,44.170000000000016,1.596899224806208,,,,,,,,,,,,
examples_mnist_041_parallel,2025-12-10T12:24:23.946890,examples,mnist,parallel,1,10,0.01,29.0,1,8919.85,56143.199999999975,272.5398058252426,282.39,253.1,83.04368932038835,83.0,81.18932038834951,99.0,0.13709547892390542,29.289999999999992,1.8106796116504853,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_016_parallel,2025-12-10T04:23:59.241562,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.051171843094528956,,1334,253983.81,1336853.4299999957,218.61871300081697,281.61,190.88,98.71381847914964,85.0,80.15372035977106,,0.15965417681572544,90.73000000000002,4.846279640228943,0.5,0.734265,0.890143,0.961698,,,,,,,,
examples_mnist_rnn_053_parallel,2025-12-10T13:30:56.315012,examples,mnist_rnn,parallel,1,9,0.01,32.0,1,10389.44,52125.42000000003,247.03990521327026,267.26,212.44,63.3696682464455,84.0,82.41232227488152,95.0,0.1661915263027062,54.81999999999999,1.587677725118482,,,,,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_014_parallel,2025-12-10T00:52:32.401502,Person_reID_baseline_pytorch,hrnet18,parallel,1,84,0.05,,1334,348049.14,1911245.649999997,227.61053352387722,296.76,178.18,98.72764082410384,85.0,80.75503155889008,,0.15405211464237495,118.57999999999998,4.2449684411099184,0.5,0.731787,0.899644,0.961698,,,,,,,,
Person_reID_baseline_pytorch_hrnet18_015_parallel,2025-12-10T02:37:48.163385,Person_reID_baseline_pytorch,hrnet18,parallel,1,60,0.06849625279467027,,1334,250962.5,1361301.6900000006,224.56312933025416,290.99,193.07,98.74166941603431,84.0,80.40547674034973,,0.1556584222093278,97.92000000000002,3.5945232596502734,0.5,0.619773,0.835511,0.938242,,,,,,,,
