source,target,strength,ate_global_std,ate_global_std_ci_lower,ate_global_std_ci_upper,ate_global_std_is_significant,ate_global_std_confounders_count
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.56,,,,False,0
energy_gpu_util_max_percent,model_hrnet18,0.38,0.06320029370056175,0.05081303613525165,0.07558755126587186,True,9
energy_gpu_util_max_percent,model_pcb,0.42,,,,False,0
is_parallel,energy_cpu_ram_joules,0.68,,,,True,8
is_parallel,energy_cpu_total_joules,0.32,,,,False,0
is_parallel,energy_gpu_avg_watts,0.38,,,,True,6
is_parallel,energy_gpu_max_watts,0.35999998,,,,True,8
is_parallel,energy_gpu_min_watts,0.7,,,,True,8
is_parallel,energy_gpu_temp_avg_celsius,0.45999998,,,,True,8
is_parallel,energy_gpu_temp_max_celsius,0.38,,,,True,7
is_parallel,energy_gpu_util_max_percent,0.59999996,,,,True,7
is_parallel,hyperparam_learning_rate_x_is_parallel,0.64,,,,False,0
is_parallel,hyperparam_epochs_x_is_parallel,0.84,,,,True,4
is_parallel,hyperparam_dropout_x_is_parallel,0.84,,,,True,4
hyperparam_learning_rate,hyperparam_learning_rate_x_is_parallel,0.64,,,,False,0
hyperparam_epochs,energy_gpu_min_watts,0.48,-0.01960774587070235,-0.02345086406136001,-0.01576462768004469,True,7
hyperparam_epochs,energy_gpu_total_joules,0.68,0.10505689234010626,0.08446574144144543,0.1256480432387671,True,10
hyperparam_epochs,model_hrnet18,0.32,-0.03341388507482428,-0.039963006549489845,-0.026864763600158725,True,8
hyperparam_epochs,hyperparam_epochs_x_is_parallel,0.59999996,0.07383233841528285,0.05936120008588741,0.08830347674467828,True,1
model_hrnet18,energy_gpu_max_watts,0.34,,,,False,0
model_hrnet18,energy_gpu_total_joules,0.53999996,,,,False,0
model_hrnet18,energy_gpu_temp_avg_celsius,0.38,,,,False,0
model_pcb,energy_cpu_ram_joules,0.32,0.23014283088068455,-0.014143197570929689,0.4744288593322988,False,9
model_pcb,energy_gpu_max_watts,0.45999998,,,,False,0
model_pcb,energy_gpu_min_watts,0.53999996,-0.062484490462917375,-0.3192550266526666,0.19428604572683184,False,10
model_pcb,energy_gpu_total_joules,0.7,0.46915624864915295,0.24872821469446213,0.6895842826038437,True,13
model_pcb,energy_gpu_temp_max_celsius,0.39999998,0.059465202947573514,0.02776140224226078,0.09116900365288624,True,7
model_pcb,energy_gpu_util_avg_percent,0.58,0.5453155010519282,0.4769737665262562,0.6136572355776001,True,6
model_pcb,energy_gpu_util_max_percent,0.53999996,,,,False,0
model_pcb,model_hrnet18,0.5,-0.4714285714285714,-0.5544152653433579,-0.38844187751378484,True,10
model_pcb,perf_map,0.52,,,,False,0
model_pcb,perf_rank1,0.44,,,,False,0
hyperparam_dropout,hyperparam_dropout_x_is_parallel,0.48,0.2484026783967412,0.19971575343097994,0.2970896033625025,True,1
perf_map,hyperparam_learning_rate,0.32,-0.22546332898436697,-0.26965414146530287,-0.18127251650343104,True,5
perf_map,model_pcb,0.34,,,,False,0
perf_map,perf_rank1,0.38,,,,False,0
perf_map,perf_rank5,0.44,,,,False,0
perf_rank1,model_pcb,0.39999998,,,,False,0
perf_rank1,perf_map,0.58,,,,False,0
perf_rank1,perf_rank5,0.53999996,,,,False,0
perf_rank5,perf_map,0.38,,,,False,0
perf_rank5,perf_rank1,0.39999998,,,,False,0
hyperparam_learning_rate_x_is_parallel,is_parallel,0.35999998,,,,False,0
hyperparam_learning_rate_x_is_parallel,hyperparam_learning_rate,0.32,,,,False,0
hyperparam_epochs_x_is_parallel,energy_cpu_ram_joules,0.32,-0.23515865128228308,-0.2812497469336106,-0.1890675556309556,True,8
