source,target,weight,strength,source_category,target_category
energy_cpu_pkg_joules,energy_cpu_ram_joules,0.5399999618530273,0.5399999618530273,energy,energy
energy_cpu_pkg_joules,energy_cpu_total_joules,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_pkg_joules,energy_gpu_avg_watts,0.8899999856948853,0.8899999856948853,energy,energy
energy_cpu_pkg_joules,energy_gpu_total_joules,0.699999988079071,0.699999988079071,energy,energy
energy_cpu_ram_joules,energy_cpu_pkg_joules,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_ram_joules,energy_cpu_total_joules,0.429999977350235,0.429999977350235,energy,energy
energy_cpu_ram_joules,energy_gpu_avg_watts,0.7299999594688416,0.7299999594688416,energy,energy
energy_cpu_ram_joules,energy_gpu_max_watts,0.4399999976158142,0.4399999976158142,energy,energy
energy_cpu_ram_joules,energy_gpu_min_watts,0.5899999737739563,0.5899999737739563,energy,energy
energy_cpu_ram_joules,energy_gpu_total_joules,0.4899999797344208,0.4899999797344208,energy,energy
energy_cpu_total_joules,energy_cpu_pkg_joules,0.5,0.5,energy,energy
energy_cpu_total_joules,energy_cpu_ram_joules,0.5299999713897705,0.5299999713897705,energy,energy
energy_cpu_total_joules,energy_gpu_avg_watts,0.8799999952316284,0.8799999952316284,energy,energy
energy_cpu_total_joules,energy_gpu_min_watts,0.3700000047683716,0.3700000047683716,energy,energy
energy_cpu_total_joules,energy_gpu_total_joules,0.699999988079071,0.699999988079071,energy,energy
energy_gpu_avg_watts,energy_gpu_max_watts,0.3700000047683716,0.3700000047683716,energy,energy
energy_gpu_max_watts,energy_gpu_avg_watts,0.6200000047683716,0.6200000047683716,energy,energy
energy_gpu_max_watts,energy_gpu_min_watts,0.4799999892711639,0.4799999892711639,energy,energy
energy_gpu_min_watts,energy_gpu_max_watts,0.5,0.5,energy,energy
energy_gpu_total_joules,energy_gpu_min_watts,0.3599999845027923,0.3599999845027923,energy,energy
energy_gpu_temp_avg_celsius,energy_cpu_ram_joules,0.3199999928474426,0.3199999928474426,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_avg_watts,0.5,0.5,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_max_watts,0.550000011920929,0.550000011920929,mediator,energy
energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,0.429999977350235,0.429999977350235,mediator,mediator
energy_gpu_temp_avg_celsius,energy_gpu_util_avg_percent,0.3199999928474426,0.3199999928474426,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_avg_watts,0.4599999785423279,0.4599999785423279,mediator,energy
energy_gpu_temp_max_celsius,energy_gpu_temp_avg_celsius,0.5299999713897705,0.5299999713897705,mediator,mediator
energy_gpu_temp_max_celsius,energy_gpu_util_max_percent,0.6299999952316284,0.6299999952316284,mediator,mediator
energy_gpu_util_avg_percent,energy_gpu_avg_watts,0.7799999713897705,0.7799999713897705,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_max_watts,0.5199999809265137,0.5199999809265137,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_min_watts,0.5399999618530273,0.5399999618530273,mediator,energy
energy_gpu_util_avg_percent,energy_gpu_util_max_percent,0.6200000047683716,0.6200000047683716,mediator,mediator
energy_gpu_util_max_percent,energy_gpu_util_avg_percent,0.3700000047683716,0.3700000047683716,mediator,mediator
is_parallel,energy_gpu_temp_avg_celsius,0.5999999642372131,0.5999999642372131,mode,mediator
is_parallel,energy_gpu_temp_max_celsius,0.3899999856948852,0.3899999856948852,mode,mediator
is_parallel,energy_gpu_util_max_percent,0.8100000023841858,0.8100000023841858,mode,mediator
hyperparam_learning_rate,perf_best_val_accuracy,0.5899999737739563,0.5899999737739563,hyperparam,performance
hyperparam_epochs,energy_gpu_avg_watts,0.9300000071525574,0.9300000071525574,hyperparam,energy
hyperparam_epochs,energy_gpu_total_joules,0.949999988079071,0.949999988079071,hyperparam,energy
hyperparam_epochs,energy_gpu_temp_avg_celsius,0.75,0.75,hyperparam,mediator
hyperparam_epochs,energy_gpu_temp_max_celsius,0.429999977350235,0.429999977350235,hyperparam,mediator
hyperparam_epochs,energy_gpu_util_avg_percent,0.4599999785423279,0.4599999785423279,hyperparam,mediator
hyperparam_l2_regularization,perf_best_val_accuracy,0.5899999737739563,0.5899999737739563,hyperparam,performance
