timestamp,gpu_temp_c,memory_temp_c
1763765494,63,N/A
1763765496,63,N/A
1763765498,63,N/A
1763765500,64,N/A
1763765501,65,N/A
1763765502,72,N/A
1763765503,71,N/A
1763765504,75,N/A
1763765505,75,N/A
1763765506,76,N/A
1763765507,76,N/A
1763765508,77,N/A
1763765509,78,N/A
1763765510,78,N/A
1763765511,78,N/A
1763765512,78,N/A
1763765513,79,N/A
1763765514,79,N/A
1763765515,79,N/A
1763765516,80,N/A
1763765517,80,N/A
1763765518,80,N/A
1763765519,80,N/A
1763765520,81,N/A
1763765521,81,N/A
1763765522,81,N/A
1763765523,81,N/A
1763765524,81,N/A
1763765525,81,N/A
1763765526,82,N/A
1763765527,82,N/A
1763765528,82,N/A
1763765529,82,N/A
1763765531,82,N/A
1763765532,82,N/A
1763765533,82,N/A
1763765534,82,N/A
1763765535,82,N/A
1763765536,82,N/A
1763765537,82,N/A
1763765538,82,N/A
1763765539,82,N/A
1763765540,83,N/A
1763765541,82,N/A
1763765542,82,N/A
1763765543,83,N/A
1763765544,82,N/A
1763765545,83,N/A
1763765546,83,N/A
1763765547,83,N/A
1763765548,83,N/A
1763765549,83,N/A
1763765550,82,N/A
1763765551,82,N/A
1763765552,83,N/A
1763765553,83,N/A
1763765554,83,N/A
1763765555,83,N/A
1763765556,83,N/A
1763765557,83,N/A
1763765558,82,N/A
1763765559,83,N/A
1763765560,83,N/A
1763765561,83,N/A
1763765562,79,N/A
1763765563,82,N/A
1763765564,82,N/A
1763765565,82,N/A
1763765566,82,N/A
1763765567,81,N/A
1763765568,81,N/A
1763765570,81,N/A
1763765571,81,N/A
1763765572,81,N/A
1763765573,81,N/A
1763765574,80,N/A
1763765575,80,N/A
1763765576,80,N/A
1763765577,80,N/A
1763765578,79,N/A
1763765579,79,N/A
1763765580,79,N/A
1763765581,79,N/A
1763765582,79,N/A
1763765583,79,N/A
1763765584,79,N/A
1763765585,79,N/A
1763765586,78,N/A
1763765587,78,N/A
1763765588,78,N/A
1763765589,78,N/A
1763765590,78,N/A
1763765591,78,N/A
1763765592,78,N/A
1763765593,78,N/A
1763765594,78,N/A
1763765595,78,N/A
1763765596,78,N/A
1763765597,78,N/A
1763765598,78,N/A
1763765599,78,N/A
1763765600,78,N/A
1763765601,78,N/A
1763765602,78,N/A
1763765603,78,N/A
1763765604,78,N/A
1763765605,77,N/A
1763765606,78,N/A
1763765607,78,N/A
1763765608,77,N/A
1763765610,78,N/A
1763765611,78,N/A
1763765612,77,N/A
1763765613,78,N/A
1763765614,77,N/A
1763765615,77,N/A
1763765616,77,N/A
1763765617,77,N/A
1763765618,77,N/A
1763765619,77,N/A
1763765620,77,N/A
1763765621,77,N/A
1763765622,77,N/A
1763765623,77,N/A
1763765624,77,N/A
1763765625,77,N/A
1763765626,76,N/A
1763765627,77,N/A
1763765628,77,N/A
1763765629,78,N/A
1763765630,77,N/A
1763765631,78,N/A
1763765632,78,N/A
1763765633,78,N/A
1763765634,77,N/A
1763765635,78,N/A
1763765636,78,N/A
1763765637,78,N/A
1763765638,77,N/A
1763765639,78,N/A
1763765640,78,N/A
1763765641,78,N/A
1763765642,78,N/A
1763765643,78,N/A
1763765644,78,N/A
1763765645,77,N/A
1763765646,78,N/A
1763765647,78,N/A
1763765649,78,N/A
1763765650,78,N/A
1763765651,78,N/A
1763765652,78,N/A
1763765653,78,N/A
1763765654,78,N/A
1763765655,78,N/A
1763765656,78,N/A
1763765657,78,N/A
1763765658,78,N/A
1763765659,78,N/A
1763765660,78,N/A
1763765661,78,N/A
1763765662,78,N/A
1763765663,78,N/A
1763765664,78,N/A
1763765665,78,N/A
1763765666,78,N/A
1763765667,78,N/A
1763765668,78,N/A
1763765669,78,N/A
1763765670,78,N/A
1763765671,78,N/A
1763765672,78,N/A
1763765673,78,N/A
1763765674,78,N/A
1763765675,78,N/A
1763765676,78,N/A
1763765677,78,N/A
1763765678,78,N/A
1763765679,78,N/A
1763765680,78,N/A
1763765681,78,N/A
1763765682,78,N/A
1763765683,78,N/A
1763765684,78,N/A
1763765685,78,N/A
1763765686,78,N/A
1763765688,78,N/A
1763765689,78,N/A
1763765690,78,N/A
