duration_seconds,hyperparam_batch_size,hyperparam_epochs,hyperparam_learning_rate,hyperparam_seed,perf_test_accuracy,energy_cpu_pkg_joules,energy_cpu_ram_joules,energy_cpu_total_joules,energy_gpu_avg_watts,energy_gpu_max_watts,energy_gpu_min_watts,energy_gpu_total_joules,energy_gpu_temp_avg_celsius,energy_gpu_temp_max_celsius,energy_gpu_util_avg_percent,energy_gpu_util_max_percent,num_mutated_params
-0.32364166013114126,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,0.585276561410344,-0.428538182982874,-0.4187929115113124,-0.42791773470957895,-0.8684637590770997,-1.167753709275917,-0.5619039180590117,-0.5050875525500104,-0.03940229420273344,-0.24413615533896796,-1.0403234772111403,-1.2689459828834975,-1.4300107554085524
0.05258710531381349,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,-0.4456308270233621,-0.09468440330327137,-0.21901690088925274,-0.10316909927775302,-2.0420863223936823,-1.3028064102444274,-1.5862689819872842,-0.751451475520721,-1.3150538125690057,-0.6421590815788026,-1.3801851313955107,-1.5633115787166973,-1.4300107554085524
0.40758568128808653,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,0.6425491941011056,-0.06662152936417114,-0.04179061474026267,-0.06493576638354667,0.2015350028565238,-0.29395209993871224,-0.6371645469790286,0.36758052546472914,0.30182219882706224,0.35289823402078396,0.045453386109474685,-0.2520466518233528,-1.4300107554085524
-0.3186705866818665,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,0.585276561410344,-0.3807463829556443,-0.4000257214659835,-0.3820994829418211,1.2355207650135571,0.8095454417543845,-1.575517463570139,-0.007828081494381788,1.0438571982065845,1.2484498180604118,1.0370212263005805,0.9521762402215554,-1.4300107554085524
1.0622049214220515,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,0.6425491941011056,0.4351342007035102,0.38154287936749853,0.4315257008013538,1.2223378960370446,1.0166971437123833,1.3852526542250292,1.680748480148914,1.3608143368600316,1.3479555496203706,1.4516828121027325,1.0324577663578827,-1.4300107554085524
0.1182269144386663,-0.156065825966267,0.044892969455773826,-0.25440961954552294,-0.8680920807925067,-0.4456308270233621,0.028504512266397008,-0.10102122435619225,0.019678423173509735,1.1760274855512303,1.0970907200369455,1.0936884508337616,0.5011827051435939,1.2421972696522272,1.3479555496203706,1.401966232031428,1.0056972576457734,-1.4300107554085524
-0.6328481801641145,3.2692982542935074e-17,-2.3743392734387134,-6.613849453423779e-16,0.0,0.6711855104464862,-0.5829545742419984,-0.5711320608870135,-0.5822083258041767,-0.9316825846864313,-1.212204125815159,-0.6027879815136825,-0.6557024481374273,-0.6343635957460176,-0.8411705446987199,-1.050044999861492,-1.2689459828834975,0.2720129154309747
-0.08261121500468781,3.2692982542935074e-17,0.0,-6.613849453423779e-16,1.4315522883329004,0.6711855104464862,-0.3042298454087086,-0.28859613674723195,-0.30319530334823247,-0.9290197002716767,-1.2128421700717031,-0.615802977492332,-0.4090172800980564,-0.650350153678038,-0.8411705446987199,-1.0389173529154423,-1.2689459828834975,0.2720129154309747
-0.4302646765507141,3.2692982542935074e-17,-0.922799927702021,-6.613849453423779e-16,0.0,0.6711855104464862,-0.4405510424405126,-0.4520404192505308,-0.4413792633510202,0.5547216840776447,0.7111802855371623,-1.5831567003402158,-0.2792054772832341,0.021208941824764176,0.7509211602606186,0.49722690950320686,0.9521762402215554,0.2720129154309747
-0.06625982225557595,3.2692982542935074e-17,0.0,0.41117126190868836,0.0,0.6139128777557248,-0.23914304635128947,-0.2557268824507876,-0.24029792718586734,1.2878096178128284,0.7721135120371282,-1.574668659484575,0.3146731723640754,0.6407961948170942,0.8504268918205773,1.102110346701713,0.9521762402215554,0.2720129154309747
